W	LX	nsites	geometry	bipartite	U	Eref	Hvar	prior	global_fid	observable	nA	F_supp	D_supp	true	prior_val	Delta	eps	G	G_max
1	12	12	torus	true	8.0	-3.9625630331	3.020e-14	chi2	2.2564811658e-01	ZZ onsite	2	0.92616593	7.38340678e-02	-0.8523318643	-1.0000000000	1.476681e-01	1.732519e-01	29.318974	237.080077
1	12	12	torus	true	8.0	-3.9625630331	3.020e-14	chi4	6.0675488126e-01	ZZ onsite	2	0.92616593	7.38340678e-02	-0.8523318643	-1.0000000000	1.476681e-01	1.732519e-01	29.318974	237.080077
1	12	12	torus	true	8.0	-3.9625630331	3.020e-14	chi8	8.3583796459e-01	ZZ onsite	2	0.99991567	4.73066764e-03	-0.8523318643	-0.8617931996	9.461335e-03	1.110053e-02	230.378325	237.080077
1	12	12	torus	true	8.0	-3.9625630331	3.020e-14	chi16	9.3468373497e-01	ZZ onsite	2	0.99959711	1.01522129e-02	-0.8523318643	-0.8726362901	2.030443e-02	2.382221e-02	209.069958	237.080077
1	12	12	torus	true	8.0	-3.9625630331	3.020e-14	chi32	9.9381716584e-01	ZZ onsite	2	0.99999755	8.17003032e-04	-0.8523318643	-0.8539658704	1.634006e-03	1.917101e-03	236.874550	237.080077
1	12	12	torus	true	8.0	-3.9625630331	3.020e-14	chi64	9.9956863109e-01	ZZ onsite	2	0.99999983	2.17907560e-04	-0.8523318643	-0.8527676795	4.358151e-04	5.113209e-04	237.065444	237.080077
1	12	12	torus	true	8.0	-3.9625630331	3.020e-14	chi128	9.9997526686e-01	ZZ onsite	2	1.00000000	6.62724448e-06	-0.8523318643	-0.8523451188	1.325449e-05	1.555085e-05	237.080063	237.080077
1	12	12	torus	true	8.0	-3.9625630331	3.020e-14	chi256	9.9999957186e-01	ZZ onsite	2	1.00000000	1.91938326e-07	-0.8523318643	-0.8523322482	3.838767e-07	4.503840e-07	237.080077	237.080077
1	12	12	torus	true	8.0	-3.9625630331	3.020e-14	UHF	9.9810932254e-02	ZZ onsite	2	0.55774695	4.76397294e-01	-0.8523318643	-0.8808494449	2.851758e-02	3.345831e-02	187.521546	237.080077
1	12	12	torus	true	8.0	-3.9625630331	3.020e-14	chi2	2.2564811658e-01	ZZ up-up nb	2	0.90951068	2.86881519e-01	-0.5737630379	0.0000000000	-5.737630e-01	1.000000e+00	1.000000	44.623666
1	12	12	torus	true	8.0	-3.9625630331	3.020e-14	chi4	6.0675488126e-01	ZZ up-up nb	2	0.99964822	1.51568533e-02	-0.5737630379	-0.6040767444	3.031371e-02	5.283315e-02	39.779745	44.623666
1	12	12	torus	true	8.0	-3.9625630331	3.020e-14	chi8	8.3583796459e-01	ZZ up-up nb	2	0.99995146	5.67830743e-03	-0.5737630379	-0.5851196527	1.135661e-02	1.979321e-02	43.873840	44.623666
1	12	12	torus	true	8.0	-3.9625630331	3.020e-14	chi16	9.3468373497e-01	ZZ up-up nb	2	0.99997306	4.23567445e-03	-0.5737630379	-0.5822343868	8.471349e-03	1.476454e-02	44.203311	44.623666
1	12	12	torus	true	8.0	-3.9625630331	3.020e-14	chi32	9.9381716584e-01	ZZ up-up nb	2	0.99999744	1.31202116e-03	-0.5737630379	-0.5711389955	-2.624042e-03	4.573390e-03	44.582988	44.623666
1	12	12	torus	true	8.0	-3.9625630331	3.020e-14	chi64	9.9956863109e-01	ZZ up-up nb	2	0.99999994	1.93232740e-04	-0.5737630379	-0.5733765724	-3.864655e-04	6.735629e-04	44.622783	44.623666
1	12	12	torus	true	8.0	-3.9625630331	3.020e-14	chi128	9.9997526686e-01	ZZ up-up nb	2	1.00000000	1.24309265e-05	-0.5737630379	-0.5737381760	-2.486185e-05	4.333122e-05	44.623663	44.623666
1	12	12	torus	true	8.0	-3.9625630331	3.020e-14	chi256	9.9999957186e-01	ZZ up-up nb	2	1.00000000	1.23535259e-06	-0.5737630379	-0.5737605672	-2.470705e-06	4.306142e-06	44.623666	44.623666
1	12	12	torus	true	8.0	-3.9625630331	3.020e-14	UHF	9.9810932254e-02	ZZ up-up nb	2	0.52659610	5.74272132e-01	-0.5737630379	-0.9395097293	3.657467e-01	6.374525e-01	2.382942	44.623666
1	12	12	torus	true	8.0	-3.9625630331	3.020e-14	chi2	2.2564811658e-01	SzSz nb	4	0.70481675	5.07367291e-01	-0.1346802837	-0.0000000000	-1.346803e-01	1.000000e+00	1.000000	2.824580
