W	LX	geometry	U	Hvar	prior	kind	start	l	true	prior_val
1	32	cylinder	4.0	2.376e-11	UHF	P	9	1	-0.599966506367	-0.591305565774
1	32	cylinder	4.0	2.376e-11	UHF	P	9	2	0.629563715780	0.614559779209
1	32	cylinder	4.0	2.376e-11	UHF	P	9	3	-0.577253529007	-0.608963381091
1	32	cylinder	4.0	2.376e-11	UHF	P	9	4	0.615213383658	0.609739808382
1	32	cylinder	4.0	2.376e-11	UHF	P	9	5	-0.575965137528	-0.609552711770
1	32	cylinder	4.0	2.376e-11	UHF	P	9	6	0.612382470269	0.609584501552
1	32	cylinder	4.0	2.376e-11	UHF	P	9	7	-0.576232625167	-0.609576823993
1	32	cylinder	4.0	2.376e-11	UHF	P	9	8	0.611576948429	0.609578254692
1	32	cylinder	4.0	2.376e-11	UHF	P	9	9	-0.576341748458	-0.609577909951
1	32	cylinder	4.0	2.376e-11	UHF	P	9	10	0.611526581546	0.609577977572
1	32	cylinder	4.0	2.376e-11	UHF	P	9	11	-0.576066564045	-0.609577961354
1	32	cylinder	4.0	2.376e-11	UHF	P	9	12	0.612002353236	0.609577964933
1	32	cylinder	4.0	2.376e-11	UHF	P	9	13	-0.575331281734	-0.609577964152
1	32	cylinder	4.0	2.376e-11	UHF	P	9	14	0.613038286009	0.609577970607
1	32	cylinder	4.0	2.376e-11	UHF	P	9	15	-0.574017631840	-0.609577967986
1	32	cylinder	4.0	2.376e-11	UHF	P	9	16	0.614859142088	0.609578109429
1	32	cylinder	4.0	2.376e-11	chi2	P	9	1	-0.599966506367	-1.000000000000
1	32	cylinder	4.0	2.376e-11	chi2	P	9	2	0.629563715780	1.000000000000
1	32	cylinder	4.0	2.376e-11	chi2	P	9	3	-0.577253529007	-1.000000000000
1	32	cylinder	4.0	2.376e-11	chi2	P	9	4	0.615213383658	1.000000000000
1	32	cylinder	4.0	2.376e-11	chi2	P	9	5	-0.575965137528	-1.000000000000
1	32	cylinder	4.0	2.376e-11	chi2	P	9	6	0.612382470269	1.000000000000
1	32	cylinder	4.0	2.376e-11	chi2	P	9	7	-0.576232625167	-1.000000000000
1	32	cylinder	4.0	2.376e-11	chi2	P	9	8	0.611576948429	1.000000000000
1	32	cylinder	4.0	2.376e-11	chi2	P	9	9	-0.576341748458	-1.000000000000
1	32	cylinder	4.0	2.376e-11	chi2	P	9	10	0.611526581546	1.000000000000
1	32	cylinder	4.0	2.376e-11	chi2	P	9	11	-0.576066564045	-1.000000000000
1	32	cylinder	4.0	2.376e-11	chi2	P	9	12	0.612002353236	1.000000000000
1	32	cylinder	4.0	2.376e-11	chi2	P	9	13	-0.575331281734	-1.000000000000
1	32	cylinder	4.0	2.376e-11	chi2	P	9	14	0.613038286009	1.000000000000
1	32	cylinder	4.0	2.376e-11	chi2	P	9	15	-0.574017631840	-1.000000000000
1	32	cylinder	4.0	2.376e-11	chi2	P	9	16	0.614859142088	1.000000000000
1	32	cylinder	4.0	2.376e-11	chi4	P	9	1	-0.599966506367	-0.750039166422
1	32	cylinder	4.0	2.376e-11	chi4	P	9	2	0.629563715780	1.000000000000
1	32	cylinder	4.0	2.376e-11	chi4	P	9	3	-0.577253529007	-0.751526634218
1	32	cylinder	4.0	2.376e-11	chi4	P	9	4	0.615213383658	1.000000000000
1	32	cylinder	4.0	2.376e-11	chi4	P	9	5	-0.575965137528	-0.752521133520
1	32	cylinder	4.0	2.376e-11	chi4	P	9	6	0.612382470269	1.000000000000
1	32	cylinder	4.0	2.376e-11	chi4	P	9	7	-0.576232625167	-0.753152414474
1	32	cylinder	4.0	2.376e-11	chi4	P	9	8	0.611576948429	1.000000000000
1	32	cylinder	4.0	2.376e-11	chi4	P	9	9	-0.576341748458	-0.753467903157
1	32	cylinder	4.0	2.376e-11	chi4	P	9	10	0.611526581546	1.000000000000
1	32	cylinder	4.0	2.376e-11	chi4	P	9	11	-0.576066564045	-0.753453545866
1	32	cylinder	4.0	2.376e-11	chi4	P	9	12	0.612002353236	1.000000000000
1	32	cylinder	4.0	2.376e-11	chi4	P	9	13	-0.575331281734	-0.753021596831
1	32	cylinder	4.0	2.376e-11	chi4	P	9	14	0.613038286009	1.000000000000
1	32	cylinder	4.0	2.376e-11	chi4	P	9	15	-0.574017631840	-0.751947818758
1	32	cylinder	4.0	2.376e-11	chi4	P	9	16	0.614859142088	1.000000000000
1	32	cylinder	4.0	2.376e-11	chi8	P	9	1	-0.599966506367	-0.607407544351
1	32	cylinder	4.0	2.376e-11	chi8	P	9	2	0.629563715780	0.636671551564
1	32	cylinder	4.0	2.376e-11	chi8	P	9	3	-0.577253529007	-0.590971286771
1	32	cylinder	4.0	2.376e-11	chi8	P	9	4	0.615213383658	0.631426723260
1	32	cylinder	4.0	2.376e-11	chi8	P	9	5	-0.575965137528	-0.593586861982
1	32	cylinder	4.0	2.376e-11	chi8	P	9	6	0.612382470269	0.630424349431
1	32	cylinder	4.0	2.376e-11	chi8	P	9	7	-0.576232625167	-0.594678707835
1	32	cylinder	4.0	2.376e-11	chi8	P	9	8	0.611576948429	0.630064612811
1	32	cylinder	4.0	2.376e-11	chi8	P	9	9	-0.576341748458	-0.594985447660
1	32	cylinder	4.0	2.376e-11	chi8	P	9	10	0.611526581546	0.630065319703
1	32	cylinder	4.0	2.376e-11	chi8	P	9	11	-0.576066564045	-0.594706791006
1	32	cylinder	4.0	2.376e-11	chi8	P	9	12	0.612002353236	0.630391774324
1	32	cylinder	4.0	2.376e-11	chi8	P	9	13	-0.575331281734	-0.593808226165
1	32	cylinder	4.0	2.376e-11	chi8	P	9	14	0.613038286009	0.631114362014
1	32	cylinder	4.0	2.376e-11	chi8	P	9	15	-0.574017631840	-0.592106232409
1	32	cylinder	4.0	2.376e-11	chi8	P	9	16	0.614859142088	0.632424745010
1	32	cylinder	4.0	2.376e-11	chi16	P	9	1	-0.599966506367	-0.601673790536
1	32	cylinder	4.0	2.376e-11	chi16	P	9	2	0.629563715780	0.623876179060
1	32	cylinder	4.0	2.376e-11	chi16	P	9	3	-0.577253529007	-0.577013562276
1	32	cylinder	4.0	2.376e-11	chi16	P	9	4	0.615213383658	0.617681608111
1	32	cylinder	4.0	2.376e-11	chi16	P	9	5	-0.575965137528	-0.579069436771
1	32	cylinder	4.0	2.376e-11	chi16	P	9	6	0.612382470269	0.616275031206
1	32	cylinder	4.0	2.376e-11	chi16	P	9	7	-0.576232625167	-0.580107379978
1	32	cylinder	4.0	2.376e-11	chi16	P	9	8	0.611576948429	0.615726744390
1	32	cylinder	4.0	2.376e-11	chi16	P	9	9	-0.576341748458	-0.580419638859
1	32	cylinder	4.0	2.376e-11	chi16	P	9	10	0.611526581546	0.615713634209
1	32	cylinder	4.0	2.376e-11	chi16	P	9	11	-0.576066564045	-0.580182354718
1	32	cylinder	4.0	2.376e-11	chi16	P	9	12	0.612002353236	0.616170659299
1	32	cylinder	4.0	2.376e-11	chi16	P	9	13	-0.575331281734	-0.579409334007
1	32	cylinder	4.0	2.376e-11	chi16	P	9	14	0.613038286009	0.617151480984
1	32	cylinder	4.0	2.376e-11	chi16	P	9	15	-0.574017631840	-0.577995466894
1	32	cylinder	4.0	2.376e-11	chi16	P	9	16	0.614859142088	0.618849917650
1	32	cylinder	4.0	2.376e-11	chi32	P	9	1	-0.599966506367	-0.600025566678
1	32	cylinder	4.0	2.376e-11	chi32	P	9	2	0.629563715780	0.628715287295
1	32	cylinder	4.0	2.376e-11	chi32	P	9	3	-0.577253529007	-0.576751357445
1	32	cylinder	4.0	2.376e-11	chi32	P	9	4	0.615213383658	0.614859016892
1	32	cylinder	4.0	2.376e-11	chi32	P	9	5	-0.575965137528	-0.575922785069
1	32	cylinder	4.0	2.376e-11	chi32	P	9	6	0.612382470269	0.612412293314
1	32	cylinder	4.0	2.376e-11	chi32	P	9	7	-0.576232625167	-0.576429787072
