L	site	observable	prior	true	Delta	G	G_max
16	11	n	chi8	1.0000000151010298	1.3574380730574376e-8	1.0000000437646186	1.0000000036009038
16	11	n	exact	1.0000000151010298	0.0	1.0000000036009038	1.0000000036009038
16	11	n	chi2_tavg	1.0000000151010298	1.5101030759190337e-8	1.0000000059351588	1.0000000036009038
16	11	n	chi4_tavg	1.0000000151010298	1.4026843464520766e-8	1.0000000022617581	1.0000000036009038
16	11	n	chi8_tavg	1.0000000151010298	1.2494989265476875e-8	1.0000000025600364	1.0000000036009038
16	11	Sz	chi2	-2.507111685617902e-8	1.6696174853008548e-8	0.9999999292255917	0.9999999554249439
16	11	Sz	chi4	-2.507111685617902e-8	6.154716573891772e-8	0.9999998547808487	0.9999999554249439
16	11	Sz	chi8	-2.507111685617902e-8	1.3355647907054014e-8	0.9999999346746004	0.9999999554249439
16	11	Sz	exact	-2.507111685617902e-8	0.0	0.9999999554249439	0.9999999554249439
16	11	Sz	chi2_tavg	-2.507111685617902e-8	-2.0162809719551063e-8	0.9999999916829441	0.9999999554249439
16	11	Sz	chi4_tavg	-2.507111685617902e-8	-2.1629125643759146e-8	0.9999999940187663	0.9999999554249439
16	11	Sz	chi8_tavg	-2.507111685617902e-8	-1.914132577903368e-8	0.9999999895909811	0.9999999554249439
16	11	DoubleOcc	chi2	0.1000111051013367	0.1000111051013367	2.2335297721174667	27.257303972312357
16	11	DoubleOcc	chi4	0.1000111051013367	0.05409020974482309	6.478902711738866	27.257303972312357
16	11	DoubleOcc	chi8	0.1000111051013367	0.011593203923229684	24.301822441952293	27.257303972312357
16	11	DoubleOcc	exact	0.1000111051013367	0.0	27.257303972312357	27.257303972312357
16	11	DoubleOcc	chi2_tavg	0.1000111051013367	0.1000111051013367	2.233529767911488	27.257303972312357
16	11	DoubleOcc	chi4_tavg	0.1000111051013367	0.046867558185773345	8.040213914591549	27.257303972312357
16	11	DoubleOcc	chi8_tavg	0.1000111051013367	0.00978357095998722	25.18458549620034	27.257303972312357
16	11	ZZ onsite	chi2	-0.5999556097967151	0.400044390203284	2.197128085644607	43.71970019451399
16	11	ZZ onsite	chi4	-0.5999556097967151	0.21636078631915523	6.711788443419054	43.71970019451399
16	11	ZZ onsite	chi8	-0.5999556097967151	0.04637278854414972	35.02888981256521	43.71970019451399
16	11	ZZ onsite	exact	-0.5999556097967151	0.0	43.71970019451399	43.71970019451399
16	11	ZZ onsite	chi2_tavg	-0.5999556097967151	0.40004439020328386	2.1971280856446094	43.71970019451399
16	11	ZZ onsite	chi4_tavg	-0.5999556097967151	0.1874702046894018	8.512262167629268	43.71970019451399
16	11	ZZ onsite	chi8_tavg	-0.5999556097967151	0.039134258849964576	37.18218931275153	43.71970019451399
16	11	ZZ up-up r=1	chi2	-0.5185672105973961	0.48143278940253464	1.1824910058668983	30.13006037707902
