nm	chi_prior	observable	pure	true	Delta	G_emp	G_theo
300	32	ZZ onsite(i0)	true	-0.5997268274511298	-8.051430646860425e-6	140.2791248963628	150.7867376639771
300	2	ZZ up-up r=1	true	-0.343503844785221	-0.03991426629781625	22.551881094522113	24.752220555968343
300	4	ZZ up-up r=1	true	-0.343503844785221	-0.30286557780477985	1.2720024736415154	1.2763961885271808
300	8	ZZ up-up r=1	true	-0.343503844785221	-0.001647578875543676	34.41067505709309	36.64466696469505
300	16	ZZ up-up r=1	true	-0.343503844785221	-0.0004028313240243553	34.53146996627562	36.6729423894854
300	32	ZZ up-up r=1	true	-0.343503844785221	-1.0932269503549641e-5	34.56351537266599	36.67474030741322
300	2	ZZ up-up r=2	true	0.12932021266744564	-0.1742693658199591	0.623947416505774	0.5993171676054089
300	4	ZZ up-up r=2	true	0.12932021266744564	0.16680826017063827	0.639803848973475	0.64771582219503
300	8	ZZ up-up r=2	true	0.12932021266744564	0.008863675724236575	7.170493896840978	5.42002445389594
300	16	ZZ up-up r=2	true	0.12932021266744564	0.005094839072439489	7.359703278103212	5.496812629421939
300	32	ZZ up-up r=2	true	0.12932021266744564	-6.836534965731778e-5	7.504004385916077	5.535501521034102
300	2	ZZ up-up r=4	true	0.08748887399599793	0.0006181557299865248	3.081804913794485	3.0565776967969596
300	4	ZZ up-up r=4	true	0.08748887399599793	0.08906398322193063	0.975326980329363	0.9761371679788825
300	8	ZZ up-up r=4	true	0.08748887399599793	0.00838348137963972	3.0550103983252566	3.000227363317335
300	16	ZZ up-up r=4	true	0.08748887399599793	0.008570350207465896	3.053073350593608	2.9977225461160075
300	32	ZZ up-up r=4	true	0.08748887399599793	3.461405295022979e-5	3.0795037297698746	3.0568905733102034
300	2	DoubleOcc(i0)	false	0.10006829335763973	0.10006829335763973	2.1731306159401056	NaN
300	4	DoubleOcc(i0)	false	0.10006829335763973	0.008497890542016662	77.71812590957235	NaN
300	8	DoubleOcc(i0)	false	0.10006829335763973	-0.0006129284088868814	109.32746854867048	NaN
300	16	DoubleOcc(i0)	false	0.10006829335763973	5.699605882442116e-5	109.0643534069578	NaN
