geometry	rho	U	site	observable	prior	true	Delta	relerr	G	G_max	F_supp	infid_supp	D_supp	nsupp
cylinder	ED	8.0	1	n	chi4	0.9999999999986905	1.3089965777979273e-9	1.3089965777996415e-9	1.000001314362005	0.9999983176356396	0.9834016647984901	0.016598335201509884	0.0593260134769015	2
cylinder	ED	8.0	1	n	chi8	0.9999999999986905	6.939149477247497e-9	6.939149477256584e-9	0.9999996783741127	0.9999983176356396	0.9832092584623348	0.016790741537665244	0.05958249013438362	2
cylinder	ED	8.0	1	n	chi32	0.9999999999986905	6.4351260986583725e-9	6.435126098666799e-9	0.9999996726696634	0.9999983176356396	0.9998363417262753	0.00016365827372466502	0.007169883447458218	2
cylinder	ED	8.0	1	n	chi128	0.9999999999986905	-4.73652171928407e-8	4.736521719290273e-8	0.9999985777904411	0.9999983176356396	0.9999993903119057	6.096880943440297e-7	0.0004453554438635446	2
cylinder	ED	8.0	1	n	exact	0.9999999999986905	-5.417061654799937e-8	5.417061654807031e-8	0.9999983176356396	0.9999983176356396	0.9999999979929362	2.007063848452617e-9	2.5567178253041445e-5	2
cylinder	ED	8.0	1	n	UHF	0.9999999999986905	-1.3073986337985843e-12	1.3073986338002965e-12	0.012431503839423113	0.9999983176356396	0.5760698673082705	0.4239301326917295	0.4637097469740801	2
cylinder	ED	8.0	1	n	UHFsym	0.9999999999986905	-1.3014034294656085e-12	1.3014034294673127e-12	1.0000000000000366	0.9999983176356396	0.9996642105688947	0.00033578943110534887	0.010186030251601816	2
cylinder	ED	8.0	1	Sz	chi4	2.8278561853278816e-9	6.706053403277012e-7	NaN	0.9999982491471922	1.0000022358771237	0.9834016647984901	0.016598335201509884	0.0593260134769015	2
cylinder	ED	8.0	1	Sz	chi8	2.8278561853278816e-9	-1.6286370760343338e-7	NaN	1.0000004289110374	1.0000022358771237	0.9832092584623348	0.016790741537665244	0.05958249013438362	2
cylinder	ED	8.0	1	Sz	chi32	2.8278561853278816e-9	-1.6560270849064196e-7	NaN	1.0000004364677968	1.0000022358771237	0.9998363417262753	0.00016365827372466502	0.007169883447458218	2
cylinder	ED	8.0	1	Sz	chi128	2.8278561853278816e-9	-7.04924974514326e-7	NaN	1.000001890075005	1.0000022358771237	0.9999993903119057	6.096880943440297e-7	0.0004453554438635446	2
cylinder	ED	8.0	1	Sz	exact	2.8278561853278816e-9	-8.349599599916102e-7	NaN	1.0000022358771237	1.0000022358771237	0.9999999979929362	2.007063848452617e-9	2.5567178253041445e-5	2
cylinder	ED	8.0	1	Sz	UHF	2.8278561853278816e-9	0.4586167318485709	NaN	0.016424355274310923	1.0000022358771237	0.5760698673082705	0.4239301326917295	0.4637097469740801	2
cylinder	ED	8.0	1	Sz	UHFsym	2.8278561853278816e-9	2.827856158548088e-9	NaN	0.9999999999999986	1.0000022358771237	0.9996642105688947	0.00033578943110534887	0.010186030251601816	2
cylinder	ED	8.0	1	DoubleOcc	chi4	0.0447637109877794	0.02966300739324132	0.6626574682635091	27.324763443073635	75.02027785818154	0.9834016647984901	0.016598335201509884	0.0593260134769015	2
cylinder	ED	8.0	1	DoubleOcc	chi8	0.0447637109877794	0.029791248537059056	0.6655223143852426	27.182476102537148	75.02027785818154	0.9832092584623348	0.016790741537665244	0.05958249013438362	2
cylinder	ED	8.0	1	DoubleOcc	chi32	0.0447637109877794	0.0035849449415845946	0.08008596388631169	71.86344878122549	75.02027785818154	0.9998363417262753	0.00016365827372466502	0.007169883447458218	2
cylinder	ED	8.0	1	DoubleOcc	chi128	0.0447637109877794	0.0002226540396158272	0.00497398528188631	74.92131331933025	75.02027785818154	0.9999993903119057	6.096880943440297e-7	0.0004453554438635446	2
cylinder	ED	8.0	1	DoubleOcc	exact	0.0447637109877794	1.2756504110617017e-5	0.00028497423089206286	75.02027785818154	75.02027785818154	0.9999999979929362	2.007063848452617e-9	2.5567178253041445e-5	2
cylinder	ED	8.0	1	DoubleOcc	UHF	0.0447637109877794	0.005093015125440109	0.1137755340889971	1.5363549513157968	75.02027785818154	0.5760698673082705	0.4239301326917295	0.4637097469740801	2
cylinder	ED	8.0	1	DoubleOcc	UHFsym	0.0447637109877794	0.00509301512544022	0.11377553408899958	69.71136384922697	75.02027785818154	0.9996642105688947	0.00033578943110534887	0.010186030251601816	2
cylinder	ED	8.0	1	ZZ onsite	chi4	-0.8209451560474328	0.11865202695380284	0.1445310031733074	36.518770596455354	199.69779146763892	0.9834016647984901	0.016598335201509884	0.0593260134769015	2
cylinder	ED	8.0	1	ZZ onsite	chi8	-0.8209451560474328	0.1191649802687671	0.14515583579602964	36.2699530319913	199.69779146763892	0.9832092584623348	0.016790741537665244	0.05958249013438362	2
cylinder	ED	8.0	1	ZZ onsite	chi32	-0.8209451560474328	0.014339766894916117	0.017467387180840604	182.4303524609699	199.69779146763892	0.9998363417262753	0.00016365827372466502	0.007169883447458218	2
cylinder	ED	8.0	1	ZZ onsite	chi128	-0.8209451560474328	0.0008907108877267422	0.0010849822075998442	199.25934277178717	199.69779146763892	0.9999993903119057	6.096880943440297e-7	0.0004453554438635446	2
cylinder	ED	8.0	1	ZZ onsite	exact	-0.8209451560474328	5.113435650594411e-5	6.228717732148925e-5	199.69779146763892	199.69779146763892	0.9999999979929362	2.007063848452617e-9	2.5567178253041445e-5	2
cylinder	ED	8.0	1	ZZ onsite	UHF	-0.8209451560474328	0.020372060503205724	0.024815373296421108	170.52130977230655	199.69779146763892	0.5760698673082705	0.4239301326917295	0.4637097469740801	2
cylinder	ED	8.0	1	ZZ onsite	UHFsym	-0.8209451560474328	0.020372060503200173	0.024815373296414346	170.52130977231843	199.69779146763892	0.9996642105688947	0.00033578943110534887	0.010186030251601816	2
cylinder	ED	8.0	1	ZZ up-up nb	chi4	-0.48653910859795224	0.15769129074073807	0.3241081507202025	7.4153207894668425	29.327155971506357	0.990822517894288	0.00917748210571201	0.07884564537036898	2
cylinder	ED	8.0	1	ZZ up-up nb	chi8	-0.48653910859795224	0.06709414497906807	0.13790082604543674	19.15398381146471	29.327155971506357	0.9984564283080354	0.001543571691964618	0.03354707248953404	2
cylinder	ED	8.0	1	ZZ up-up nb	chi32	-0.48653910859795224	0.022428885370753493	0.04609883352519443	27.722357968922996	29.327155971506357	0.9998328054562144	0.00016719454378555376	0.011214442685376802	2
cylinder	ED	8.0	1	ZZ up-up nb	chi128	-0.48653910859795224	0.002456576917070352	0.0050490841818439	29.31258726796262	29.327155971506357	0.9999980202889348	1.9797110651920136e-6	0.0012282884585351483	2
cylinder	ED	8.0	1	ZZ up-up nb	exact	-0.48653910859795224	0.0003445739963928163	0.0007082143866826383	29.327155971506357	29.327155971506357	0.9999999610847435	3.8915256461713454e-8	0.0001722869981963665	2
