W	LX	geometry	U	Hvar	prior	kind	start	l	true	prior_val
1	16	torus	2.0	8.446e-09	UHF	P	1	1	-0.323967963881	-0.134962529895
1	16	torus	2.0	8.446e-09	UHF	P	1	2	0.343074358725	0.253211276936
1	16	torus	2.0	8.446e-09	UHF	P	1	3	-0.288826421373	-0.175440225571
1	16	torus	2.0	8.446e-09	UHF	P	1	4	0.308877503754	0.204418084367
1	16	torus	2.0	8.446e-09	UHF	P	1	5	-0.288540333155	-0.188207541055
1	16	torus	2.0	8.446e-09	UHF	P	1	6	0.305216506816	0.194315833151
1	16	torus	2.0	8.446e-09	UHF	P	1	7	-0.291107152436	-0.192353619539
1	16	torus	2.0	8.446e-09	UHF	P	1	8	0.305299107001	0.192353620064
1	16	torus	2.0	8.446e-09	chi2	P	1	1	-0.323967963881	-1.000000000000
1	16	torus	2.0	8.446e-09	chi2	P	1	2	0.343074358725	1.000000000000
1	16	torus	2.0	8.446e-09	chi2	P	1	3	-0.288826421373	-1.000000000000
1	16	torus	2.0	8.446e-09	chi2	P	1	4	0.308877503754	1.000000000000
1	16	torus	2.0	8.446e-09	chi2	P	1	5	-0.288540333155	-1.000000000000
1	16	torus	2.0	8.446e-09	chi2	P	1	6	0.305216506816	1.000000000000
1	16	torus	2.0	8.446e-09	chi2	P	1	7	-0.291107152436	-1.000000000000
1	16	torus	2.0	8.446e-09	chi2	P	1	8	0.305299107001	1.000000000000
1	16	torus	2.0	8.446e-09	chi4	P	1	1	-0.323967963881	-0.438676577075
1	16	torus	2.0	8.446e-09	chi4	P	1	2	0.343074358725	1.000000000000
1	16	torus	2.0	8.446e-09	chi4	P	1	3	-0.288826421373	-0.438700927522
1	16	torus	2.0	8.446e-09	chi4	P	1	4	0.308877503754	1.000000000000
1	16	torus	2.0	8.446e-09	chi4	P	1	5	-0.288540333155	-0.440188812461
1	16	torus	2.0	8.446e-09	chi4	P	1	6	0.305216506816	1.000000000000
1	16	torus	2.0	8.446e-09	chi4	P	1	7	-0.291107152436	-0.442189850592
1	16	torus	2.0	8.446e-09	chi4	P	1	8	0.305299107001	1.000000000000
