W	LX	nsites	geometry	U	method	chi	quantity	i	j	value
1	16	16	torus	2.0	var	2	E	0	0	-8.091891973110
1	16	16	torus	2.0	var	2	chi_reached	0	0	2.000000000000
1	16	16	torus	2.0	var	2	ZZ onsite	8	9	-0.283382672471
1	16	16	torus	2.0	var	2	ZZ up-up nb	8	9	-1.000000000000
1	16	16	torus	2.0	var	2	SzSz nb	8	9	-0.102951077331
1	16	16	torus	2.0	var	2	SxSx nb	8	9	0.000000000000
1	16	16	torus	2.0	var	2	DoubleOcc	8	9	0.177647498636
1	16	16	torus	2.0	var	2	n	8	9	0.996986333507
1	16	16	torus	2.0	var	2	Sz	8	9	0.008794464200
1	16	16	torus	2.0	var	2	mz_max	0	0	0.383670912366
1	16	16	torus	2.0	var	2	ZupZdn	16	10	-0.015030739231
1	16	16	torus	2.0	var	2	ZupZup	6	10	0.007214869391
1	16	16	torus	2.0	var	2	ZupZdn	14	6	-0.018130463773
1	16	16	torus	2.0	var	2	ZupZup	1	7	0.035796093484
1	16	16	torus	2.0	var	2	ZupZup	8	15	-0.004413283144
1	16	16	torus	2.0	var	2	ZupZdn	1	8	0.020602594893
1	16	16	torus	2.0	var	2	ZupZdn	11	13	-0.025244963385
1	16	16	torus	2.0	var	2	ZupZup	10	13	-0.081284733979
1	16	16	torus	2.0	var	2	ZupZup	4	5	-1.000000000000
1	16	16	torus	2.0	var	2	ZupZdn	5	11	-0.005147032053
1	16	16	torus	2.0	var	2	ZupZdn	14	12	-0.031146396062
1	16	16	torus	2.0	var	2	ZupZdn	4	2	-0.079778850384
1	16	16	torus	2.0	var	2	ZupZdn	2	16	-0.241982420296
1	16	16	torus	2.0	var	2	ZupZdn	9	6	0.023561242048
1	16	16	torus	2.0	var	2	ZupZdn	13	3	-0.018043821295
1	16	16	torus	2.0	var	2	ZupZdn	13	9	-0.023663788438
1	16	16	torus	2.0	var	2	ZupZdn	3	8	0.010926393552
1	16	16	torus	2.0	var	2	ZupZdn	4	10	-0.003703406975
1	16	16	torus	2.0	var	2	Zup	6	6	-0.035796093484
1	16	16	torus	2.0	var	2	ZupZdn	12	13	0.286610351131
1	16	16	torus	2.0	var	2	ZupZdn	15	15	-0.333692519059
1	16	16	torus	2.0	var	2	ZupZdn	8	12	-0.023243891368
1	16	16	torus	2.0	var	2	ZupZup	1	9	0.014575261907
1	16	16	torus	2.0	var	2	ZupZdn	13	5	-0.005067993693
1	16	16	torus	2.0	var	2	ZupZdn	14	16	-0.333692519059
1	16	16	torus	2.0	var	2	ZupZup	6	11	-0.007214869391
1	16	16	torus	2.0	var	2	ZupZup	9	13	0.007460871762
1	16	16	torus	2.0	var	2	ZupZup	2	5	-0.117886439076
1	16	16	torus	2.0	var	2	ZupZdn	10	6	-0.003294434909
1	16	16	torus	2.0	var	2	ZupZup	7	12	-0.003145650694
1	16	16	torus	2.0	var	2	ZupZup	4	8	0.008157998369
1	16	16	torus	2.0	var	2	ZupZup	12	15	-0.092542059367
1	16	16	torus	2.0	var	2	ZupZdn	9	15	-0.007659402306
1	16	16	torus	2.0	var	2	ZupZdn	8	14	-0.003826071943
1	16	16	torus	2.0	var	2	ZupZdn	9	3	-0.005250610906
1	16	16	torus	2.0	var	2	ZupZdn	8	4	-0.005250610906
1	16	16	torus	2.0	var	2	Zup	7	7	0.035796093484
1	16	16	torus	2.0	var	2	ZupZdn	15	2	0.144787622199
1	16	16	torus	2.0	var	2	ZupZdn	6	4	-0.029705345014
1	16	16	torus	2.0	var	2	ZupZup	2	11	-0.010369841096
1	16	16	torus	2.0	var	2	ZupZdn	3	14	0.065651632335
1	16	16	torus	2.0	var	2	ZupZup	6	8	0.080607369056
1	16	16	torus	2.0	var	2	ZupZdn	8	15	0.007659402306
1	16	16	torus	2.0	var	2	ZupZdn	1	15	-0.518835182567
1	16	16	torus	2.0	var	2	ZupZdn	1	10	0.015030739231
1	16	16	torus	2.0	var	2	ZupZup	10	12	0.081284733979
1	16	16	torus	2.0	var	2	ZupZdn	14	8	-0.005711066499
1	16	16	torus	2.0	var	2	ZupZdn	11	8	0.023154333514
1	16	16	torus	2.0	var	2	ZupZdn	14	15	0.333692519059
1	16	16	torus	2.0	var	2	ZupZdn	15	5	-0.018130463773
1	16	16	torus	2.0	var	2	ZupZdn	16	3	0.245077210782
1	16	16	torus	2.0	var	2	ZupZdn	2	6	-0.047653969238
1	16	16	torus	2.0	var	2	ZupZdn	11	11	-0.283565660097
1	16	16	torus	2.0	var	2	ZupZup	3	14	-0.126295931669
1	16	16	torus	2.0	var	2	ZupZup	2	16	0.466395479985
1	16	16	torus	2.0	var	2	ZupZdn	9	2	0.007866516433
1	16	16	torus	2.0	var	2	ZupZdn	10	3	0.005567915213
1	16	16	torus	2.0	var	2	ZupZup	3	16	-0.466395479985
1	16	16	torus	2.0	var	2	ZupZdn	6	12	-0.003218168277
1	16	16	torus	2.0	var	2	ZupZdn	2	5	0.047653969238
1	16	16	torus	2.0	var	2	ZupZdn	5	5	-0.286046712129
1	16	16	torus	2.0	var	2	ZupZup	12	14	0.092542059367
1	16	16	torus	2.0	var	2	ZupZup	13	15	0.092542059367
1	16	16	torus	2.0	var	2	ZupZdn	12	9	0.023663788438
1	16	16	torus	2.0	var	2	ZupZdn	16	14	-0.140762449407
1	16	16	torus	2.0	var	2	ZupZdn	3	10	0.007115930299
1	16	16	torus	2.0	var	2	ZupZup	8	13	-0.007460871762
1	16	16	torus	2.0	var	2	ZupZdn	16	4	-0.245077210782
1	16	16	torus	2.0	var	2	ZupZup	3	8	-0.007170937685
1	16	16	torus	2.0	var	2	ZupZdn	11	3	-0.005567915213
1	16	16	torus	2.0	var	2	ZupZdn	5	16	0.066292032203
1	16	16	torus	2.0	var	2	ZupZdn	10	8	-0.023154333514
1	16	16	torus	2.0	var	2	ZupZdn	13	14	0.286610351131
1	16	16	torus	2.0	var	2	ZupZdn	4	14	-0.017996350722
1	16	16	torus	2.0	var	2	ZupZup	7	14	-0.009730626895
1	16	16	torus	2.0	var	2	ZupZdn	10	10	-0.283393424047
1	16	16	torus	2.0	var	2	ZupZup	3	7	0.021347947532
1	16	16	torus	2.0	var	2	ZupZdn	13	15	-0.053316039144
1	16	16	torus	2.0	var	2	ZupZup	4	7	-0.083085296945
1	16	16	torus	2.0	var	2	ZupZdn	5	6	0.286046712129
1	16	16	torus	2.0	var	2	ZupZdn	13	13	-0.286610351131
1	16	16	torus	2.0	var	2	ZupZdn	5	13	-0.017996350722
1	16	16	torus	2.0	var	2	ZupZdn	4	3	0.293577897506
1	16	16	torus	2.0	var	2	ZupZup	9	11	0.080486208352
1	16	16	torus	2.0	var	2	ZupZdn	10	14	-0.025244963385
1	16	16	torus	2.0	var	2	ZupZdn	13	1	-0.039343178084
1	16	16	torus	2.0	var	2	ZupZdn	12	4	-0.018043821295
1	16	16	torus	2.0	var	2	ZupZdn	13	7	-0.003324794643
