W	LX	geometry	U	Hvar	prior	kind	start	l	true	prior_val
1	64	cylinder	12.0	1.688e-10	UHF	P	17	1	-0.928826497890	-0.945601461374
1	64	cylinder	12.0	1.688e-10	UHF	P	17	2	0.933291216100	0.945976461355
1	64	cylinder	12.0	1.688e-10	UHF	P	17	3	-0.928304399587	-0.945966065781
1	64	cylinder	12.0	1.688e-10	UHF	P	17	4	0.933042455431	0.945966228188
1	64	cylinder	12.0	1.688e-10	UHF	P	17	5	-0.928426982794	-0.945966223931
1	64	cylinder	12.0	1.688e-10	UHF	P	17	6	0.932944917336	0.945966224009
1	64	cylinder	12.0	1.688e-10	UHF	P	17	7	-0.928507439290	-0.945966224007
1	64	cylinder	12.0	1.688e-10	UHF	P	17	8	0.932877835026	0.945966224007
1	64	cylinder	12.0	1.688e-10	UHF	P	17	9	-0.928564428932	-0.945966224007
1	64	cylinder	12.0	1.688e-10	UHF	P	17	10	0.932830106697	0.945966224007
1	64	cylinder	12.0	1.688e-10	UHF	P	17	11	-0.928604346025	-0.945966224007
1	64	cylinder	12.0	1.688e-10	UHF	P	17	12	0.932797663431	0.945966224007
1	64	cylinder	12.0	1.688e-10	UHF	P	17	13	-0.928630080842	-0.945966224007
1	64	cylinder	12.0	1.688e-10	UHF	P	17	14	0.932778476655	0.945966224007
1	64	cylinder	12.0	1.688e-10	UHF	P	17	15	-0.928643135761	-0.945966224007
1	64	cylinder	12.0	1.688e-10	UHF	P	17	16	0.932771495672	0.945966224007
1	64	cylinder	12.0	1.688e-10	UHF	P	17	17	-0.928644234620	-0.945966224007
1	64	cylinder	12.0	1.688e-10	UHF	P	17	18	0.932776302686	0.945966224007
1	64	cylinder	12.0	1.688e-10	UHF	P	17	19	-0.928633539475	-0.945966224007
1	64	cylinder	12.0	1.688e-10	UHF	P	17	20	0.932792989266	0.945966224007
1	64	cylinder	12.0	1.688e-10	UHF	P	17	21	-0.928610719790	-0.945966224007
1	64	cylinder	12.0	1.688e-10	UHF	P	17	22	0.932822134152	0.945966224007
1	64	cylinder	12.0	1.688e-10	UHF	P	17	23	-0.928574939690	-0.945966224007
1	64	cylinder	12.0	1.688e-10	UHF	P	17	24	0.932864850876	0.945966224007
1	64	cylinder	12.0	1.688e-10	UHF	P	17	25	-0.928524776572	-0.945966224007
1	64	cylinder	12.0	1.688e-10	UHF	P	17	26	0.932922906862	0.945966224007
1	64	cylinder	12.0	1.688e-10	UHF	P	17	27	-0.928458058042	-0.945966224007
1	64	cylinder	12.0	1.688e-10	UHF	P	17	28	0.932998939038	0.945966224007
1	64	cylinder	12.0	1.688e-10	UHF	P	17	29	-0.928371578816	-0.945966224007
1	64	cylinder	12.0	1.688e-10	UHF	P	17	30	0.933096821258	0.945966224007
1	64	cylinder	12.0	1.688e-10	UHF	P	17	31	-0.928260617926	-0.945966224007
1	64	cylinder	12.0	1.688e-10	UHF	P	17	32	0.933222295935	0.945966224007
1	64	cylinder	12.0	1.688e-10	chi2	P	17	1	-0.928826497890	-1.000000000000
1	64	cylinder	12.0	1.688e-10	chi2	P	17	2	0.933291216100	1.000000000000
1	64	cylinder	12.0	1.688e-10	chi2	P	17	3	-0.928304399587	-1.000000000000
1	64	cylinder	12.0	1.688e-10	chi2	P	17	4	0.933042455431	1.000000000000
1	64	cylinder	12.0	1.688e-10	chi2	P	17	5	-0.928426982794	-1.000000000000
1	64	cylinder	12.0	1.688e-10	chi2	P	17	6	0.932944917336	1.000000000000
1	64	cylinder	12.0	1.688e-10	chi2	P	17	7	-0.928507439290	-1.000000000000
1	64	cylinder	12.0	1.688e-10	chi2	P	17	8	0.932877835026	1.000000000000
1	64	cylinder	12.0	1.688e-10	chi2	P	17	9	-0.928564428932	-1.000000000000
1	64	cylinder	12.0	1.688e-10	chi2	P	17	10	0.932830106697	1.000000000000
1	64	cylinder	12.0	1.688e-10	chi2	P	17	11	-0.928604346025	-1.000000000000
1	64	cylinder	12.0	1.688e-10	chi2	P	17	12	0.932797663431	1.000000000000
1	64	cylinder	12.0	1.688e-10	chi2	P	17	13	-0.928630080842	-1.000000000000
1	64	cylinder	12.0	1.688e-10	chi2	P	17	14	0.932778476655	1.000000000000
1	64	cylinder	12.0	1.688e-10	chi2	P	17	15	-0.928643135761	-1.000000000000
