W	LX	nsites	geometry	bipartite	U	Eref	Hvar	prior	global_fid	observable	nA	F_supp	D_supp	true	prior_val	Delta	eps	G	G_max
1	8	8	torus	true	12.0	-1.8344852248	5.773e-15	chi2	4.3506729577e-01	ZZ onsite	2	0.96375775	3.62422538e-02	-0.9275154924	-1.0000000000	7.248451e-02	7.814911e-02	126.264624	548.326848
1	8	8	torus	true	12.0	-1.8344852248	5.773e-15	chi4	8.5710657921e-01	ZZ onsite	2	0.96375775	3.62422538e-02	-0.9275154924	-1.0000000000	7.248451e-02	7.814911e-02	126.264624	548.326848
1	8	8	torus	true	12.0	-1.8344852248	5.773e-15	chi8	9.2958181638e-01	ZZ onsite	2	0.99996245	2.25566377e-03	-0.9275154924	-0.9320268200	4.511328e-03	4.863884e-03	541.317698	548.326848
1	8	8	torus	true	12.0	-1.8344852248	5.773e-15	chi16	9.8631224395e-01	ZZ onsite	2	0.99988289	3.93618905e-03	-0.9275154924	-0.9353878705	7.872378e-03	8.487597e-03	527.526962	548.326848
1	8	8	torus	true	12.0	-1.8344852248	5.773e-15	chi32	9.9956418530e-01	ZZ onsite	2	0.99999994	9.16135333e-05	-0.9275154924	-0.9276987195	1.832271e-04	1.975461e-04	548.315137	548.326848
1	8	8	torus	true	12.0	-1.8344852248	5.773e-15	chi64	9.9999776973e-01	ZZ onsite	2	1.00000000	8.82084564e-08	-0.9275154924	-0.9275156688	1.764169e-07	1.902037e-07	548.326848	548.326848
1	8	8	torus	true	12.0	-1.8344852248	5.773e-15	chi128	9.9999997341e-01	ZZ onsite	2	1.00000000	1.36405142e-08	-0.9275154924	-0.9275155197	2.728103e-08	2.941302e-08	548.326848	548.326848
1	8	8	torus	true	12.0	-1.8344852248	5.773e-15	UHF	1.7289430581e-01	ZZ onsite	2	0.52645419	4.90732029e-01	-0.9275154924	-0.9456021109	1.808662e-02	1.950007e-02	453.866905	548.326848
1	8	8	torus	true	12.0	-1.8344852248	5.773e-15	chi2	4.3506729577e-01	ZZ up-up nb	2	0.90120651	2.98384543e-01	-0.5967690857	-0.0000000000	-5.967691e-01	1.000000e+00	1.000000	50.165921
1	8	8	torus	true	12.0	-1.8344852248	5.773e-15	chi4	8.5710657921e-01	ZZ up-up nb	2	0.99988158	8.66060303e-03	-0.5967690857	-0.6140902917	1.732121e-02	2.902497e-02	48.170701	50.165921
1	8	8	torus	true	12.0	-1.8344852248	5.773e-15	chi8	9.2958181638e-01	ZZ up-up nb	2	0.99996182	4.93546462e-03	-0.5967690857	-0.6066400149	9.870929e-03	1.654062e-02	49.500075	50.165921
1	8	8	torus	true	12.0	-1.8344852248	5.773e-15	chi16	9.8631224395e-01	ZZ up-up nb	2	0.99999523	1.74951049e-03	-0.5967690857	-0.6002681066	3.499021e-03	5.863275e-03	50.081272	50.165921
1	8	8	torus	true	12.0	-1.8344852248	5.773e-15	chi32	9.9956418530e-01	ZZ up-up nb	2	0.99999872	9.09602519e-04	-0.5967690857	-0.5949498806	-1.819205e-03	3.048424e-03	50.143011	50.165921
1	8	8	torus	true	12.0	-1.8344852248	5.773e-15	chi64	9.9999776973e-01	ZZ up-up nb	2	1.00000000	9.58168251e-06	-0.5967690857	-0.5967499223	-1.916337e-05	3.211186e-05	50.165918	50.165921
1	8	8	torus	true	12.0	-1.8344852248	5.773e-15	chi128	9.9999997341e-01	ZZ up-up nb	2	1.00000000	3.15649253e-07	-0.5967690857	-0.5967684544	-6.312985e-07	1.057861e-06	50.165921	50.165921
1	8	8	torus	true	12.0	-1.8344852248	5.773e-15	UHF	1.7289430581e-01	ZZ up-up nb	2	0.48002165	5.86694330e-01	-0.5967690857	-0.9726134961	3.758444e-01	6.297987e-01	2.446941	50.165921
1	8	8	torus	true	12.0	-1.8344852248	5.773e-15	chi2	4.3506729577e-01	SzSz nb	4	0.74565803	4.84920977e-01	-0.1447736916	-0.0000000000	-1.447737e-01	1.000000e+00	1.000000	3.114383
1	8	8	torus	true	12.0	-1.8344852248	5.773e-15	chi4	8.5710657921e-01	SzSz nb	4	0.94556882	1.38263225e-01	-0.1447736916	-0.1535225729	8.748881e-03	6.043143e-02	3.090519	3.114383
1	8	8	torus	true	12.0	-1.8344852248	5.773e-15	chi8	9.2958181638e-01	SzSz nb	4	0.99967036	8.91497251e-03	-0.1447736916	-0.1471610352	2.387344e-03	1.649018e-02	3.112593	3.114383
1	8	8	torus	true	12.0	-1.8344852248	5.773e-15	chi16	9.8631224395e-01	SzSz nb	4	0.99932741	8.81864059e-03	-0.1447736916	-0.1457788452	1.005154e-03	6.942929e-03	3.114065	3.114383
1	8	8	torus	true	12.0	-1.8344852248	5.773e-15	chi32	9.9956418530e-01	SzSz nb	4	0.99999001	1.57204664e-03	-0.1447736916	-0.1443447353	-4.289563e-04	2.962944e-03	3.114325	3.114383
1	8	8	torus	true	12.0	-1.8344852248	5.773e-15	chi64	9.9999776973e-01	SzSz nb	4	0.99999992	7.69917088e-05	-0.1447736916	-0.1447721738	-1.517868e-06	1.048442e-05	3.114383	3.114383
1	8	8	torus	true	12.0	-1.8344852248	5.773e-15	chi128	9.9999997341e-01	SzSz nb	4	1.00000000	8.15682556e-07	-0.1447736916	-0.1447736629	-2.875890e-08	1.986473e-07	3.114383	3.114383
1	8	8	torus	true	12.0	-1.8344852248	5.773e-15	UHF	1.7289430581e-01	SzSz nb	4	0.42285458	6.68881995e-01	-0.1447736916	-0.2397769509	9.500326e-02	6.562191e-01	1.630138	3.114383
1	8	8	torus	true	12.0	-1.8344852248	5.773e-15	chi2	4.3506729577e-01	SxSx nb	4	0.74565803	4.84920977e-01	-0.1447736916	0.0000000000	-1.447737e-01	1.000000e+00	1.000000	3.114383
1	8	8	torus	true	12.0	-1.8344852248	5.773e-15	chi4	8.5710657921e-01	SxSx nb	4	0.94556882	1.38263225e-01	-0.1447736916	-0.1535225729	8.748881e-03	6.043143e-02	3.090519	3.114383
1	8	8	torus	true	12.0	-1.8344852248	5.773e-15	chi8	9.2958181638e-01	SxSx nb	4	0.99967036	8.91497251e-03	-0.1447736916	-0.1471610352	2.387344e-03	1.649018e-02	3.112593	3.114383
1	8	8	torus	true	12.0	-1.8344852248	5.773e-15	chi16	9.8631224395e-01	SxSx nb	4	0.99932741	8.81864059e-03	-0.1447736916	-0.1457788452	1.005154e-03	6.942929e-03	3.114065	3.114383
1	8	8	torus	true	12.0	-1.8344852248	5.773e-15	chi32	9.9956418530e-01	SxSx nb	4	0.99999001	1.57204664e-03	-0.1447736916	-0.1443447353	-4.289563e-04	2.962944e-03	3.114325	3.114383
1	8	8	torus	true	12.0	-1.8344852248	5.773e-15	chi64	9.9999776973e-01	SxSx nb	4	0.99999992	7.69917088e-05	-0.1447736916	-0.1447721738	-1.517868e-06	1.048442e-05	3.114383	3.114383
