L	doping	site	observable	pure	absA	prior	true	Delta	absDelta	F_window	infid	D_trace	F_supp	infid_supp	D_supp	nsupp	G_theory	G_max
16	0.0	2	SzSz r=1	false	0	chi4	-0.06579499793592983	-0.06579499793592984	0.06579499793592984	0.8930986311298793	0.1069013688701207	0.30943990815281425	0.8930986311298793	0.1069013688701207	0.30943990815281425	4	NaN	NaN
16	0.0	2	hop up r=1	false	0	chi4	0.37651192422886853	0.12765781177698393	0.12765781177698393	0.8930986311298793	0.1069013688701207	0.30943990815281425	0.9738160887922731	0.026183911207726895	0.15332792863250513	3	NaN	NaN
16	0.0	2	n	false	0	chi8	1.0000000000004123	1.044417108353457e-9	1.044417108353457e-9	0.9998816020194282	0.00011839798057178275	0.006826006820187364	0.9999981343013686	1.865698631364765e-6	0.0010884963228695588	2	NaN	NaN
16	0.0	2	Sz	false	0	chi8	1.5856201768249534e-11	-1.5372820481862615e-9	1.5372820481862615e-9	0.9998816020194282	0.00011839798057178275	0.006826006820187364	0.9999981343013686	1.865698631364765e-6	0.0010884963228695588	2	NaN	NaN
16	0.0	2	DoubleOcc	false	0	chi8	0.09924590305558903	0.0005442486836430283	0.0005442486836430283	0.9998816020194282	0.00011839798057178275	0.006826006820187364	0.9999981343013686	1.865698631364765e-6	0.0010884963228695588	2	NaN	NaN
16	0.0	2	ZZ onsite	true	2	chi8	-0.6030163877784674	0.0021769926457388955	0.0021769926457388955	0.9998816020194282	0.00011839798057178275	0.006826006820187364	0.9999981343013686	1.865698631364765e-6	0.0010884963228695588	2	51.75771962135343	51.79198266927526
16	0.0	2	ZZ up-up r=1	true	2	chi8	-0.3246202548466486	-0.006279721857524179	0.006279721857524179	0.9998816020194282	0.00011839798057178275	0.006826006820187364	0.9999890049236292	1.0995076370812207e-5	0.0031398609287620755	2	11.4255360243161	11.470303793608025
16	0.0	2	SzSz r=1	false	0	chi8	-0.06579499793592983	-0.0006096562391949834	0.0006096562391949834	0.9998816020194282	0.00011839798057178275	0.006826006820187364	0.9998816020194282	0.00011839798057178275	0.006826006820187364	4	NaN	NaN
16	0.0	2	hop up r=1	false	0	chi8	0.37651192422886853	0.003593930333580575	0.003593930333580575	0.9998816020194282	0.00011839798057178275	0.006826006820187364	0.9999790532461511	2.0946753848893884e-5	0.003554283716549186	3	NaN	NaN
16	0.0	2	n	false	0	chi16	1.0000000000004123	-2.1667556637794405e-11	2.1667556637794405e-11	0.9999997864902809	2.135097191269253e-7	0.0003374962656731839	0.9999999926956082	7.304391758111706e-9	6.817407799913217e-5	2	NaN	NaN
16	0.0	2	Sz	false	0	chi16	1.5856201768249534e-11	-8.975213107442759e-10	8.975213107442759e-10	0.9999997864902809	2.135097191269253e-7	0.0003374962656731839	0.9999999926956082	7.304391758111706e-9	6.817407799913217e-5	2	NaN	NaN
16	0.0	2	DoubleOcc	false	0	chi16	0.09924590305558903	3.408702816568021e-5	3.408702816568021e-5	0.9999997864902809	2.135097191269253e-7	0.0003374962656731839	0.9999999926956082	7.304391758111706e-9	6.817407799913217e-5	2	NaN	NaN
16	0.0	2	ZZ onsite	true	2	chi16	-0.6030163877784674	0.0001363481559982782	0.0001363481559982782	0.9999997864902809	2.135097191269253e-7	0.0003374962656731839	0.9999999926956082	7.304391758111706e-9	6.817407799913217e-5	2	51.791848177141816	51.79198266927526
16	0.0	2	ZZ up-up r=1	true	2	chi16	-0.3246202548466486	-3.0197857231517578e-5	3.0197857231517578e-5	0.9999997864902809	2.135097191269253e-7	0.0003374962656731839	0.9999999997451727	2.5482727039616293e-10	1.5098928615731033e-5	2	11.470302754321754	11.470303793608025
16	0.0	2	SzSz r=1	false	0	chi16	-0.06579499793592983	-1.4335396470527284e-5	1.4335396470527284e-5	0.9999997864902809	2.135097191269253e-7	0.0003374962656731839	0.9999997864902809	2.135097191269253e-7	0.0003374962656731839	4	NaN	NaN
16	0.0	2	hop up r=1	false	0	chi16	0.37651192422886853	1.080426077532115e-5	1.080426077532115e-5	0.9999997864902809	2.135097191269253e-7	0.0003374962656731839	0.999999986708485	1.329151499973591e-8	6.932213827723787e-5	3	NaN	NaN
16	0.0	2	n	false	0	chi32	1.0000000000004123	1.985567266160615e-11	1.985567266160615e-11	0.9999999998197122	1.8028778470124962e-10	1.1838094483714839e-5	0.9999999999790639	2.0936141709171352e-11	3.6501277230829854e-6	2	NaN	NaN
16	0.0	2	Sz	false	0	chi32	1.5856201768249534e-11	3.683030616596916e-11	3.683030616596916e-11	0.9999999998197122	1.8028778470124962e-10	1.1838094483714839e-5	0.9999999999790639	2.0936141709171352e-11	3.6501277230829854e-6	2	NaN	NaN
16	0.0	2	DoubleOcc	false	0	chi32	0.09924590305558903	1.8250737891245539e-6	1.8250737891245539e-6	0.9999999998197122	1.8028778470124962e-10	1.1838094483714839e-5	0.9999999999790639	2.0936141709171352e-11	3.6501277230829854e-6	2	NaN	NaN
16	0.0	2	ZZ onsite	true	2	chi32	-0.6030163877784674	7.300255446152093e-6	7.300255446152093e-6	0.9999999998197122	1.8028778470124962e-10	1.1838094483714839e-5	0.9999999999790639	2.0936141709171352e-11	3.6501277230829854e-6	2	51.79198228372981	51.79198266927526
16	0.0	2	ZZ up-up r=1	true	2	chi32	-0.3246202548466486	-6.362418673633297e-6	6.362418673633297e-6	0.9999999998197122	1.8028778470124962e-10	1.1838094483714839e-5	0.9999999999886886	1.1311396264090945e-11	3.1812093368027705e-6	2	11.47030374747335	11.470303793608025
16	0.0	2	SzSz r=1	false	0	chi32	-0.06579499793592983	-1.3535442405510079e-6	1.3535442405510079e-6	0.9999999998197122	1.8028778470124962e-10	1.1838094483714839e-5	0.9999999998197122	1.8028778470124962e-10	1.1838094483714839e-5	4	NaN	NaN
16	0.0	2	hop up r=1	false	0	chi32	0.37651192422886853	7.888494412189306e-6	7.888494412189306e-6	0.9999999998197122	1.8028778470124962e-10	1.1838094483714839e-5	0.9999999999509401	4.905986727976597e-11	6.892892138835227e-6	3	NaN	NaN
16	0.0	2	n	false	0	UHF	1.0000000000004123	4.1466829969749597e-13	4.1466829969749597e-13	0.5357421972528735	0.46425780274712647	0.57935560893511	0.7004282358834154	0.2995717641165846	0.3866391797986617	2	NaN	NaN
16	0.0	2	Sz	false	0	UHF	1.5856201768249534e-11	-0.3811937832692819	0.3811937832692819	0.5357421972528735	0.46425780274712647	0.57935560893511	0.7004282358834154	0.2995717641165846	0.3866391797986617	2	NaN	NaN
16	0.0	2	DoubleOcc	false	0	UHF	0.09924590305558903	-0.005445396529172947	0.005445396529172947	0.5357421972528735	0.46425780274712647	0.57935560893511	0.7004282358834154	0.2995717641165846	0.3866391797986617	2	NaN	NaN
16	0.0	2	ZZ onsite	true	2	UHF	-0.6030163877784674	-0.021781586117520013	0.021781586117520013	0.5357421972528735	0.46425780274712647	0.57935560893511	0.7004282358834154	0.2995717641165846	0.3866391797986617	2	48.57305402296215	51.79198266927526
16	0.0	2	ZZ up-up r=1	true	2	UHF	-0.3246202548466486	0.45234632192297697	0.45234632192297697	0.5357421972528735	0.46425780274712647	0.57935560893511	0.6758031305552301	0.3241968694447699	0.5307601352911561	2	0.5377394058336169	11.470303793608025
16	0.0	2	SzSz r=1	false	0	UHF	-0.06579499793592983	0.10481144297926956	0.10481144297926956	0.5357421972528735	0.46425780274712647	0.57935560893511	0.5357421972528735	0.46425780274712647	0.57935560893511	4	NaN	NaN
16	0.0	2	hop up r=1	false	0	UHF	0.37651192422886853	-0.05832324709201914	0.05832324709201914	0.5357421972528735	0.46425780274712647	0.57935560893511	0.6073809865142096	0.3926190134857904	0.5476639366674515	3	NaN	NaN
16	0.0	2	n	false	0	UHFsym	1.0000000000004123	4.141131881851834e-13	4.141131881851834e-13	0.9931641819612925	0.006835818038707475	0.07261252396092784	0.9998173338497803	0.00018266615021966803	0.010890793058761346	2	NaN	NaN
16	0.0	2	Sz	false	0	UHFsym	1.5856201768249534e-11	1.585621564603734e-11	1.585621564603734e-11	0.9931641819612925	0.006835818038707475	0.07261252396092784	0.9998173338497803	0.00018266615021966803	0.010890793058761346	2	NaN	NaN
16	0.0	2	DoubleOcc	false	0	UHFsym	0.09924590305558903	-0.00544539652917389	0.00544539652917389	0.9931641819612925	0.006835818038707475	0.07261252396092784	0.9998173338497803	0.00018266615021966803	0.010890793058761346	2	NaN	NaN
16	0.0	2	ZZ onsite	true	2	UHFsym	-0.6030163877784674	-0.02178158611752301	0.02178158611752301	0.9931641819612925	0.006835818038707475	0.07261252396092784	0.9998173338497803	0.00018266615021966803	0.010890793058761346	2	48.57305402296131	51.79198266927526
16	0.0	2	ZZ up-up r=1	true	2	UHFsym	-0.3246202548466486	0.06008281035677182	0.06008281035677182	0.9931641819612925	0.006835818038707475	0.07261252396092784	0.9989675078269769	0.0010324921730231473	0.030041405178385935	2	8.442233816435389	11.470303793608025
16	0.0	2	SzSz r=1	false	0	UHFsym	-0.06579499793592983	0.006745565087716718	0.006745565087716718	0.9931641819612925	0.006835818038707475	0.07261252396092784	0.9931641819612925	0.006835818038707475	0.07261252396092784	4	NaN	NaN
16	0.0	2	hop up r=1	false	0	UHFsym	0.37651192422886853	-0.058323247092022135	0.058323247092022135	0.9931641819612925	0.006835818038707475	0.07261252396092784	0.9978242728142526	0.0021757271857474336	0.04500487305349198	3	NaN	NaN
16	0.0	3	n	false	0	chi2	1.000000000016988	1.6988521700511683e-11	1.6988521700511683e-11	0.6405272805905325	0.35947271940946746	0.47894974197737045	0.8054137950222661	0.19458620497773393	0.19458620497773235	2	NaN	NaN
16	0.0	3	Sz	false	0	chi2	-9.937313472097031e-11	4.901752835552899e-8	4.901752835552899e-8	0.6405272805905325	0.35947271940946746	0.47894974197737045	0.8054137950222661	0.19458620497773393	0.19458620497773235	2	NaN	NaN
16	0.0	3	DoubleOcc	false	0	chi2	0.09729310249735976	0.09729310249735976	0.09729310249735976	0.6405272805905325	0.35947271940946746	0.47894974197737045	0.8054137950222661	0.19458620497773393	0.19458620497773235	2	NaN	NaN
16	0.0	3	ZZ onsite	true	2	chi2	-0.6108275900445349	0.38917240995546454	0.38917240995546454	0.6405272805905325	0.35947271940946746	0.47894974197737045	0.8054137950222661	0.19458620497773393	0.19458620497773235	2	2.398387696226814	53.90462795388589
16	0.0	3	ZZ up-up r=1	true	2	chi2	-0.6785492054021198	0.3214507945978796	0.3214507945978796	0.6405272805905325	0.35947271940946746	0.47894974197737045	0.8392746032187919	0.16072539678120812	0.16072539729893984	2	4.264130187404643	76.8510487053533
16	0.0	3	SzSz r=1	false	0	chi2	-0.14263832135243526	0.1073616786475646	0.1073616786475646	0.6405272805905325	0.35947271940946746	0.47894974197737045	0.6405272805905325	0.35947271940946746	0.47894974197737045	4	NaN	NaN
16	0.0	3	hop up r=1	false	0	chi2	0.5762690314955982	0.5762690314955982	0.5762690314955982	0.6405272805905325	0.35947271940946746	0.47894974197737045	0.6879835809498916	0.31201641905010835	0.4500719955244651	3	NaN	NaN
16	0.0	3	n	false	0	chi4	1.000000000016988	-4.98177099572672e-9	4.98177099572672e-9	0.8565907112482744	0.14340928875172565	0.19568463860143326	0.9988202968168002	0.0011797031831998206	0.026457912427801294	2	NaN	NaN
16	0.0	3	Sz	false	0	chi4	-9.937313472097031e-11	3.9292861325757045e-10	3.9292861325757045e-10	0.8565907112482744	0.14340928875172565	0.19568463860143326	0.9988202968168002	0.0011797031831998206	0.026457912427801294	2	NaN	NaN
16	0.0	3	DoubleOcc	false	0	chi4	0.09729310249735976	0.013228953723014664	0.013228953723014664	0.8565907112482744	0.14340928875172565	0.19568463860143326	0.9988202968168002	0.0011797031831998206	0.026457912427801294	2	NaN	NaN
16	0.0	3	ZZ onsite	true	2	chi4	-0.6108275900445349	0.05291582485560242	0.05291582485560242	0.8565907112482744	0.14340928875172565	0.19568463860143326	0.9988202968168002	0.0011797031831998206	0.026457912427801294	2	38.58505551962861	53.90462795388589
16	0.0	3	ZZ up-up r=1	true	2	chi4	-0.6785492054021198	0.14980475988067088	0.14980475988067088	0.8565907112482744	0.14340928875172565	0.19568463860143326	0.9867901622860042	0.013209837713995753	0.0749023799403355	2	16.361710684117256	76.8510487053533
16	0.0	3	SzSz r=1	false	0	chi4	-0.14263832135243526	0.03899583069746751	0.03899583069746751	0.8565907112482744	0.14340928875172565	0.19568463860143326	0.8565907112482744	0.14340928875172565	0.19568463860143326	4	NaN	NaN
16	0.0	3	hop up r=1	false	0	chi4	0.5762690314955982	-0.07290155048398905	0.07290155048398905	0.8565907112482744	0.14340928875172565	0.19568463860143326	0.9701422383398778	0.029857761660122217	0.1002242436677376	3	NaN	NaN
16	0.0	3	n	false	0	chi8	1.000000000016988	-1.9442247811696234e-10	1.9442247811696234e-10	0.9993856569658793	0.0006143430341206679	0.01253475157454867	0.9999977535822772	2.246417722839844e-6	0.001188070479838245	2	NaN	NaN
16	0.0	3	Sz	false	0	chi8	-9.937313472097031e-11	-4.693455762927456e-10	4.693455762927456e-10	0.9993856569658793	0.0006143430341206679	0.01253475157454867	0.9999977535822772	2.246417722839844e-6	0.001188070479838245	2	NaN	NaN
16	0.0	3	DoubleOcc	false	0	chi8	0.09729310249735976	-0.000594035337130927	0.000594035337130927	0.9993856569658793	0.0006143430341206679	0.01253475157454867	0.9999977535822772	2.246417722839844e-6	0.001188070479838245	2	NaN	NaN
16	0.0	3	ZZ onsite	true	2	chi8	-0.6108275900445349	-0.0023761409596765315	0.0023761409596765315	0.9993856569658793	0.0006143430341206679	0.01253475157454867	0.9999977535822772	2.246417722839844e-6	0.001188070479838245	2	53.86150790114507	53.90462795388589
16	0.0	3	ZZ up-up r=1	true	2	chi8	-0.6785492054021198	-0.006589648528159908	0.006589648528159908	0.9993856569658793	0.0006143430341206679	0.01253475157454867	0.9999800451847292	1.9954815270839532e-5	0.003294824264079954	2	76.30519344820569	76.8510487053533
16	0.0	3	SzSz r=1	false	0	chi8	-0.14263832135243526	-0.0016035311963698284	0.0016035311963698284	0.9993856569658793	0.0006143430341206679	0.01253475157454867	0.9993856569658793	0.0006143430341206679	0.01253475157454867	4	NaN	NaN
16	0.0	3	hop up r=1	false	0	chi8	0.5762690314955982	0.004585645806265082	0.004585645806265082	0.9993856569658793	0.0006143430341206679	0.01253475157454867	0.9999112397431226	8.876025687742928e-5	0.004538931237186898	3	NaN	NaN
16	0.0	3	n	false	0	chi16	1.000000000016988	-2.101427920564447e-10	2.101427920564447e-10	0.999924417287735	7.55827122650432e-5	0.0021547619241846817	0.9999999360808404	6.391915963188666e-8	0.000200136524779862	2	NaN	NaN
16	0.0	3	Sz	false	0	chi16	-9.937313472097031e-11	-2.7135516056375764e-12	2.7135516056375764e-12	0.999924417287735	7.55827122650432e-5	0.0021547619241846817	0.9999999360808404	6.391915963188666e-8	0.000200136524779862	2	NaN	NaN
16	0.0	3	DoubleOcc	false	0	chi16	0.09729310249735976	0.00010006815731788965	0.00010006815731788965	0.999924417287735	7.55827122650432e-5	0.0021547619241846817	0.9999999360808404	6.391915963188666e-8	0.000200136524779862	2	NaN	NaN
16	0.0	3	ZZ onsite	true	2	chi16	-0.6108275900445349	0.0004002730495595852	0.0004002730495595852	0.999924417287735	7.55827122650432e-5	0.0021547619241846817	0.9999999360808404	6.391915963188666e-8	0.000200136524779862	2	53.90340337924678	53.90462795388589
16	0.0	3	ZZ up-up r=1	true	2	chi16	-0.6785492054021198	-0.0035793677550416403	0.0035793677550416403	0.999924417287735	7.55827122650432e-5	0.0021547619241846817	0.9999940903971146	5.909602885378895e-6	0.0017896838775208687	2	76.68918641909178	76.8510487053533
16	0.0	3	SzSz r=1	false	0	chi16	-0.14263832135243526	-0.00063972728331535	0.00063972728331535	0.999924417287735	7.55827122650432e-5	0.0021547619241846817	0.999924417287735	7.55827122650432e-5	0.0021547619241846817	4	NaN	NaN
16	0.0	3	hop up r=1	false	0	chi16	0.5762690314955982	0.0011055441237333152	0.0011055441237333152	0.999924417287735	7.55827122650432e-5	0.0021547619241846817	0.9999933621980466	6.637801953424116e-6	0.00178968387752089	3	NaN	NaN
16	0.0	3	n	false	0	chi32	1.000000000016988	2.227773521212839e-12	2.227773521212839e-12	0.99999998260283	1.7397170037902754e-8	7.692019055671325e-5	0.9999999999517644	4.823563770628425e-11	5.4989908137362264e-6	2	NaN	NaN
16	0.0	3	Sz	false	0	chi32	-9.937313472097031e-11	1.4388323865688335e-11	1.4388323865688335e-11	0.99999998260283	1.7397170037902754e-8	7.692019055671325e-5	0.9999999999517644	4.823563770628425e-11	5.4989908137362264e-6	2	NaN	NaN
16	0.0	3	DoubleOcc	false	0	chi32	0.09729310249735976	2.7494965200991484e-6	2.7494965200991484e-6	0.99999998260283	1.7397170037902754e-8	7.692019055671325e-5	0.9999999999517644	4.823563770628425e-11	5.4989908137362264e-6	2	NaN	NaN
16	0.0	3	ZZ onsite	true	2	chi32	-0.6108275900445349	1.0997981627292042e-5	1.0997981627292042e-5	0.99999998260283	1.7397170037902754e-8	7.692019055671325e-5	0.9999999999517644	4.823563770628425e-11	5.4989908137362264e-6	2	53.90462702938274	53.90462795388589
16	0.0	3	ZZ up-up r=1	true	2	chi32	-0.6785492054021198	4.9068933696050365e-5	4.9068933696050365e-5	0.99999998260283	1.7397170037902754e-8	7.692019055671325e-5	0.9999999988843422	1.1156577883753016e-9	2.453446684798355e-5	2	76.85101822206848	76.8510487053533
16	0.0	3	SzSz r=1	false	0	chi32	-0.14263832135243526	8.22674314515659e-6	8.22674314515659e-6	0.99999998260283	1.7397170037902754e-8	7.692019055671325e-5	0.99999998260283	1.7397170037902754e-8	7.692019055671325e-5	4	NaN	NaN
16	0.0	3	hop up r=1	false	0	chi32	0.5762690314955982	-2.3299663651443758e-5	2.3299663651443758e-5	0.99999998260283	1.7397170037902754e-8	7.692019055671325e-5	0.9999999985419203	1.458079657012945e-9	2.9509085973726336e-5	3	NaN	NaN
16	0.0	3	n	false	0	UHF	1.000000000016988	1.698530205374027e-11	1.698530205374027e-11	0.6235428348781876	0.3764571651218124	0.5751204310154165	0.694206984465138	0.30579301553486204	0.3896092805320512	2	NaN	NaN
16	0.0	3	Sz	false	0	UHF	-9.937313472097031e-11	0.385555179660876	0.385555179660876	0.6235428348781876	0.3764571651218124	0.5751204310154165	0.694206984465138	0.30579301553486204	0.3896092805320512	2	NaN	NaN
16	0.0	3	DoubleOcc	false	0	UHF	0.09729310249735976	-0.004054100862683568	0.004054100862683568	0.6235428348781876	0.3764571651218124	0.5751204310154165	0.694206984465138	0.30579301553486204	0.3896092805320512	2	NaN	NaN
16	0.0	3	ZZ onsite	true	2	UHF	-0.6108275900445349	-0.01621640348470288	0.01621640348470288	0.6235428348781876	0.3764571651218124	0.5751204310154165	0.694206984465138	0.30579301553486204	0.3896092805320512	2	51.96690230778847	53.90462795388589
16	0.0	3	ZZ up-up r=1	true	2	UHF	-0.6785492054021198	0.10734252134793854	0.10734252134793854	0.6235428348781876	0.3764571651218124	0.5751204310154165	0.7031807511413554	0.29681924885864464	0.44744483311685634	2	26.51679985050062	76.8510487053533
16	0.0	3	SzSz r=1	false	0	UHF	-0.14263832135243526	0.029708210721548722	0.029708210721548722	0.6235428348781876	0.3764571651218124	0.5751204310154165	0.6235428348781876	0.3764571651218124	0.5751204310154165	4	NaN	NaN
16	0.0	3	hop up r=1	false	0	UHF	0.5762690314955982	0.13693863542874862	0.13693863542874862	0.6235428348781876	0.3764571651218124	0.5751204310154165	0.6634911000435083	0.3365088999564917	0.4791893520112404	3	NaN	NaN
16	0.0	3	n	false	0	UHFsym	1.000000000016988	1.698530205374027e-11	1.698530205374027e-11	0.9243568929716133	0.07564310702838672	0.23145533891143977	0.999896742925023	0.00010325707497704784	0.008108201742351724	2	NaN	NaN
16	0.0	3	Sz	false	0	UHFsym	-9.937313472097031e-11	-9.937313472097031e-11	9.937313472097031e-11	0.9243568929716133	0.07564310702838672	0.23145533891143977	0.999896742925023	0.00010325707497704784	0.008108201742351724	2	NaN	NaN
16	0.0	3	DoubleOcc	false	0	UHFsym	0.09729310249735976	-0.004054100862683763	0.004054100862683763	0.9243568929716133	0.07564310702838672	0.23145533891143977	0.999896742925023	0.00010325707497704784	0.008108201742351724	2	NaN	NaN
16	0.0	3	ZZ onsite	true	2	UHFsym	-0.6108275900445349	-0.016216403484703656	0.016216403484703656	0.9243568929716133	0.07564310702838672	0.23145533891143977	0.999896742925023	0.00010325707497704784	0.008108201742351724	2	51.966902307788295	53.90462795388589
16	0.0	3	ZZ up-up r=1	true	2	UHFsym	-0.6785492054021198	-0.28825426737173415	0.28825426737173415	0.9243568929716133	0.07564310702838672	0.23145533891143977	0.9705658160609325	0.029434183939067493	0.14412713368586702	2	5.232117040864803	76.8510487053533
16	0.0	3	SzSz r=1	false	0	UHFsym	-0.14263832135243526	-0.06919098645837093	0.06919098645837093	0.9243568929716133	0.07564310702838672	0.23145533891143977	0.9243568929716133	0.07564310702838672	0.23145533891143977	4	NaN	NaN
16	0.0	3	hop up r=1	false	0	UHFsym	0.5762690314955982	0.13693863542874746	0.13693863542874746	0.9243568929716133	0.07564310702838672	0.23145533891143977	0.9601334599622098	0.03986654003779022	0.17024878572650676	3	NaN	NaN
16	0.0	4	n	false	0	chi2	0.9999999999961621	-3.8374858846168536e-12	3.8374858846168536e-12	0.629352458057787	0.37064754194221305	0.4832824471302691	0.7985236349700923	0.20147636502990773	0.2014763650299055	2	NaN	NaN
16	0.0	4	Sz	false	0	chi2	3.560809633262885e-11	-4.908129332473199e-8	4.908129332473199e-8	0.629352458057787	0.37064754194221305	0.4832824471302691	0.7985236349700923	0.20147636502990773	0.2014763650299055	2	NaN	NaN
16	0.0	4	DoubleOcc	false	0	chi2	0.10073818251303357	0.10073818251303357	0.10073818251303357	0.629352458057787	0.37064754194221305	0.4832824471302691	0.7985236349700923	0.20147636502990773	0.2014763650299055	2	NaN	NaN
16	0.0	4	ZZ onsite	true	2	chi2	-0.5970472699401885	0.402952730059811	0.402952730059811	0.629352458057787	0.37064754194221305	0.4832824471302691	0.7985236349700923	0.20147636502990773	0.2014763650299055	2	2.144353382726978	50.23716488536049
16	0.0	4	ZZ up-up r=1	true	2	chi2	-0.3746278709413151	-0.05834358486266056	0.05834358486266056	0.629352458057787	0.37064754194221305	0.4832824471302691	0.9990335601127074	0.0009664398872926139	0.029171792431330223	2	11.473515886441604	15.511890028275579
16	0.0	4	SzSz r=1	false	0	chi2	-0.07653632727931148	0.0025347442403521603	0.0025347442403521603	0.629352458057787	0.37064754194221305	0.4832824471302691	0.629352458057787	0.37064754194221305	0.4832824471302691	4	NaN	NaN
16	0.0	4	hop up r=1	false	0	chi2	0.40906608401236844	0.40906608401236844	0.40906608401236844	0.629352458057787	0.37064754194221305	0.4832824471302691	0.797499143695598	0.20250085630440195	0.31841879659244554	3	NaN	NaN
16	0.0	4	n	false	0	chi4	0.9999999999961621	-3.135043891155931e-9	3.135043891155931e-9	0.876936589555695	0.12306341044430502	0.33704257547748706	0.993525060255881	0.006474939744118946	0.06047595621743275	2	NaN	NaN
16	0.0	4	Sz	false	0	chi4	3.560809633262885e-11	-9.434490150922459e-9	9.434490150922459e-9	0.876936589555695	0.12306341044430502	0.33704257547748706	0.993525060255881	0.006474939744118946	0.06047595621743275	2	NaN	NaN
16	0.0	4	DoubleOcc	false	0	chi4	0.10073818251303357	0.0302379765411942	0.0302379765411942	0.876936589555695	0.12306341044430502	0.33704257547748706	0.993525060255881	0.006474939744118946	0.06047595621743275	2	NaN	NaN
16	0.0	4	ZZ onsite	true	2	chi4	-0.5970472699401885	0.12095191243486547	0.12095191243486547	0.876936589555695	0.12306341044430502	0.33704257547748706	0.993525060255881	0.006474939744118946	0.06047595621743275	2	16.630987365488412	50.23716488536049
16	0.0	4	ZZ up-up r=1	true	2	chi4	-0.3746278709413151	-0.32266054172845976	0.32266054172845976	0.876936589555695	0.12306341044430502	0.33704257547748706	0.9726954274069594	0.027304572593040644	0.16133027086422985	2	1.3184735420132025	15.511890028275579
16	0.0	4	SzSz r=1	false	0	chi4	-0.07653632727931148	-0.06354449497609767	0.06354449497609767	0.876936589555695	0.12306341044430502	0.33704257547748706	0.876936589555695	0.12306341044430502	0.33704257547748706	4	NaN	NaN
16	0.0	4	hop up r=1	false	0	chi4	0.40906608401236844	0.40906608401236844	0.40906608401236844	0.876936589555695	0.12306341044430502	0.33704257547748706	0.911168624179586	0.088831375820414	0.28583761864976337	3	NaN	NaN
16	0.0	4	n	false	0	chi8	0.9999999999961621	5.525797597272231e-10	5.525797597272231e-10	0.9998204767657048	0.0001795232342951536	0.007089219157168629	0.9999989202683387	1.0797316613020413e-6	0.0008342176151804395	2	NaN	NaN
