W	LX	nsites	geometry	bipartite	U	Eref	Hvar	prior	global_fid	observable	nA	F_supp	D_supp	true	prior_val	Delta	eps	G	G_max
1	14	14	torus	true	2.0	-11.9543478648	2.157e-10	chi2	8.0234383433e-03	ZZ onsite	2	0.64407472	3.55925280e-01	-0.2881494402	-1.0000000000	7.118506e-01	2.470421e+00	0.180537	9.048741
1	14	14	torus	true	2.0	-11.9543478648	2.157e-10	chi4	8.4633961865e-02	ZZ onsite	2	0.99509532	6.54850198e-02	-0.2881494402	-0.4191194797	1.309700e-01	4.545212e-01	3.398223	9.048741
1	14	14	torus	true	2.0	-11.9543478648	2.157e-10	chi8	5.2332298711e-01	ZZ onsite	2	0.99948661	2.15435457e-02	-0.2881494402	-0.3312365315	4.308709e-02	1.495304e-01	7.668656	9.048741
1	14	14	torus	true	2.0	-11.9543478648	2.157e-10	chi16	7.5118257098e-01	ZZ onsite	2	0.99989443	9.80792003e-03	-0.2881494402	-0.3077652802	1.961584e-02	6.807523e-02	8.723362	9.048741
1	14	14	torus	true	2.0	-11.9543478648	2.157e-10	chi32	9.3084737755e-01	ZZ onsite	2	0.99998590	3.59155539e-03	-0.2881494402	-0.2953325509	7.183111e-03	2.492842e-02	9.003707	9.048741
1	14	14	torus	true	2.0	-11.9543478648	2.157e-10	chi64	9.8664672760e-01	ZZ onsite	2	0.99999946	7.03537516e-04	-0.2881494402	-0.2895565152	1.407075e-03	4.883143e-03	9.047005	9.048741
1	14	14	torus	true	2.0	-11.9543478648	2.157e-10	chi128	9.9854431447e-01	ZZ onsite	2	0.99999999	1.07662896e-04	-0.2881494402	-0.2883647660	2.153258e-04	7.472713e-04	9.048700	9.048741
1	14	14	torus	true	2.0	-11.9543478648	2.157e-10	chi256	9.9989752025e-01	ZZ onsite	2	1.00000000	7.57883606e-06	-0.2881494402	-0.2881645978	1.515767e-05	5.260351e-05	9.048741	9.048741
1	14	14	torus	true	2.0	-11.9543478648	2.157e-10	UHF	6.0163746612e-01	ZZ onsite	2	0.94787932	1.89061817e-01	-0.2881494402	-0.0732697000	-2.148797e-01	7.457233e-01	1.652457	9.048741
1	14	14	torus	true	2.0	-11.9543478648	2.157e-10	chi2	8.0234383433e-03	ZZ up-up nb	2	0.72223350	2.77766496e-01	-0.4444670081	-1.0000000000	5.555330e-01	1.249886e+00	0.650345	22.883111
1	14	14	torus	true	2.0	-11.9543478648	2.157e-10	chi4	8.4633961865e-02	ZZ up-up nb	2	0.72223350	2.77766496e-01	-0.4444670081	-1.0000000000	5.555330e-01	1.249886e+00	0.650345	22.883111
1	14	14	torus	true	2.0	-11.9543478648	2.157e-10	chi8	5.2332298711e-01	ZZ up-up nb	2	0.99921719	2.54012729e-02	-0.4444670081	-0.3936644623	-5.080255e-02	1.142999e-01	17.795525	22.883111
1	14	14	torus	true	2.0	-11.9543478648	2.157e-10	chi16	7.5118257098e-01	ZZ up-up nb	2	0.99877205	3.19171186e-02	-0.4444670081	-0.3806327708	-6.383424e-02	1.436197e-01	15.766506	22.883111
1	14	14	torus	true	2.0	-11.9543478648	2.157e-10	chi32	9.3084737755e-01	ZZ up-up nb	2	0.99996856	5.03668515e-03	-0.4444670081	-0.4343936378	-1.007337e-02	2.266393e-02	22.628756	22.883111
1	14	14	torus	true	2.0	-11.9543478648	2.157e-10	chi64	9.8664672760e-01	ZZ up-up nb	2	0.99997889	4.12499826e-03	-0.4444670081	-0.4362170116	-8.249997e-03	1.856155e-02	22.711876	22.883111
1	14	14	torus	true	2.0	-11.9543478648	2.157e-10	chi128	9.9854431447e-01	ZZ up-up nb	2	0.99999953	6.17327664e-04	-0.4444670081	-0.4432323528	-1.234655e-03	2.777833e-03	22.879247	22.883111
1	14	14	torus	true	2.0	-11.9543478648	2.157e-10	chi256	9.9989752025e-01	ZZ up-up nb	2	0.99999999	9.59787377e-05	-0.4444670081	-0.4442750507	-1.919575e-04	4.318824e-04	22.883017	22.883111
1	14	14	torus	true	2.0	-11.9543478648	2.157e-10	UHF	6.0163746612e-01	ZZ up-up nb	2	0.96336442	1.64279857e-01	-0.4444670081	-0.4633134831	1.884647e-02	4.240242e-02	22.016856	22.883111
1	14	14	torus	true	2.0	-11.9543478648	2.157e-10	chi2	8.0234383433e-03	SzSz nb	4	0.34514967	7.13794517e-01	-0.0761301724	-0.2500000000	1.738698e-01	2.283849e+00	0.393630	1.575762
1	14	14	torus	true	2.0	-11.9543478648	2.157e-10	chi4	8.4633961865e-02	SzSz nb	4	0.49321019	5.06856410e-01	-0.0761301724	-0.1773899350	1.012598e-01	1.330087e+00	0.780622	1.575762
1	14	14	torus	true	2.0	-11.9543478648	2.157e-10	chi8	5.2332298711e-01	SzSz nb	4	0.99334662	6.18870984e-02	-0.0761301724	-0.0728430447	-3.287128e-03	4.317773e-02	1.574072	1.575762
1	14	14	torus	true	2.0	-11.9543478648	2.157e-10	chi16	7.5118257098e-01	SzSz nb	4	0.99224875	6.67438810e-02	-0.0761301724	-0.0695519013	-6.578271e-03	8.640820e-02	1.569017	1.575762
1	14	14	torus	true	2.0	-11.9543478648	2.157e-10	chi32	9.3084737755e-01	SzSz nb	4	0.99953818	1.55412190e-02	-0.0761301724	-0.0758975554	-2.326170e-04	3.055516e-03	1.575754	1.575762
1	14	14	torus	true	2.0	-11.9543478648	2.157e-10	chi64	9.8664672760e-01	SzSz nb	4	0.99987857	1.03258827e-02	-0.0761301724	-0.0750173302	-1.112842e-03	1.461762e-02	1.575568	1.575762
1	14	14	torus	true	2.0	-11.9543478648	2.157e-10	chi128	9.9854431447e-01	SzSz nb	4	0.99999796	1.31969955e-03	-0.0761301724	-0.0759907611	-1.394113e-04	1.831222e-03	1.575759	1.575762
1	14	14	torus	true	2.0	-11.9543478648	2.157e-10	chi256	9.9989752025e-01	SzSz nb	4	0.99999991	2.52046129e-04	-0.0761301724	-0.0761051864	-2.498595e-05	3.282003e-04	1.575762	1.575762
1	14	14	torus	true	2.0	-11.9543478648	2.157e-10	UHF	6.0163746612e-01	SzSz nb	4	0.91955023	2.62952618e-01	-0.0761301724	-0.0670728979	-9.057274e-03	1.189709e-01	1.563024	1.575762
1	14	14	torus	true	2.0	-11.9543478648	2.157e-10	chi2	8.0234383433e-03	SxSx nb	4	0.34514967	7.13794517e-01	-0.0761301724	-0.2500000000	1.738698e-01	2.283849e+00	0.393630	1.575762
1	14	14	torus	true	2.0	-11.9543478648	2.157e-10	chi4	8.4633961865e-02	SxSx nb	4	0.49321019	5.06856410e-01	-0.0761301724	-0.1773899350	1.012598e-01	1.330087e+00	0.780622	1.575762
1	14	14	torus	true	2.0	-11.9543478648	2.157e-10	chi8	5.2332298711e-01	SxSx nb	4	0.99334662	6.18870984e-02	-0.0761301724	-0.0728430447	-3.287128e-03	4.317773e-02	1.574072	1.575762
1	14	14	torus	true	2.0	-11.9543478648	2.157e-10	chi16	7.5118257098e-01	SxSx nb	4	0.99224875	6.67438810e-02	-0.0761301724	-0.0695519013	-6.578271e-03	8.640820e-02	1.569017	1.575762
1	14	14	torus	true	2.0	-11.9543478648	2.157e-10	chi32	9.3084737755e-01	SxSx nb	4	0.99953818	1.55412190e-02	-0.0761301724	-0.0758975554	-2.326170e-04	3.055516e-03	1.575754	1.575762
1	14	14	torus	true	2.0	-11.9543478648	2.157e-10	chi64	9.8664672760e-01	SxSx nb	4	0.99987857	1.03258827e-02	-0.0761301724	-0.0750173302	-1.112842e-03	1.461762e-02	1.575568	1.575762
1	14	14	torus	true	2.0	-11.9543478648	2.157e-10	chi128	9.9854431447e-01	SxSx nb	4	0.99999796	1.31969955e-03	-0.0761301724	-0.0759907611	-1.394113e-04	1.831222e-03	1.575759	1.575762
1	14	14	torus	true	2.0	-11.9543478648	2.157e-10	chi256	9.9989752025e-01	SxSx nb	4	0.99999991	2.52046129e-04	-0.0761301724	-0.0761051864	-2.498595e-05	3.282003e-04	1.575762	1.575762
1	14	14	torus	true	2.0	-11.9543478648	2.157e-10	UHF	6.0163746612e-01	SxSx nb	4	0.91955023	2.62952618e-01	-0.0761301724	-0.0487554729	-2.737470e-02	3.595775e-01	1.466584	1.575762
1	14	14	torus	true	2.0	-11.9543478648	2.157e-10	chi2	8.0234383433e-03	DoubleOcc	2	0.64407472	3.55925280e-01	0.1779626400	0.0000000000	1.779626e-01	1.000000e+00	1.000000	3.907248
1	14	14	torus	true	2.0	-11.9543478648	2.157e-10	chi4	8.4633961865e-02	DoubleOcc	2	0.99509532	6.54850198e-02	0.1779626400	0.1452201301	3.274251e-02	1.839853e-01	3.557179	3.907248
