W	LX	geometry	U	Hvar	prior	kind	start	l	true	prior_val
1	16	torus	4.0	1.048e-09	UHF	P	1	1	-0.599949852024	-0.591314118571
1	16	torus	4.0	1.048e-09	UHF	P	1	2	0.594669234829	0.614566876652
1	16	torus	4.0	1.048e-09	UHF	P	1	3	-0.577806852423	-0.608974171159
1	16	torus	4.0	1.048e-09	UHF	P	1	4	0.582060959701	0.609749187998
1	16	torus	4.0	1.048e-09	UHF	P	1	5	-0.576791139630	-0.609564720046
1	16	torus	4.0	1.048e-09	UHF	P	1	6	0.580591209469	0.609594975729
1	16	torus	4.0	1.048e-09	UHF	P	1	7	-0.577110586488	-0.609589336480
1	16	torus	4.0	1.048e-09	UHF	P	1	8	0.580435219664	0.609589336480
1	16	torus	4.0	1.048e-09	chi2	P	1	1	-0.599949852024	-1.000000000000
1	16	torus	4.0	1.048e-09	chi2	P	1	2	0.594669234829	1.000000000000
1	16	torus	4.0	1.048e-09	chi2	P	1	3	-0.577806852423	-1.000000000000
1	16	torus	4.0	1.048e-09	chi2	P	1	4	0.582060959701	1.000000000000
1	16	torus	4.0	1.048e-09	chi2	P	1	5	-0.576791139630	-1.000000000000
1	16	torus	4.0	1.048e-09	chi2	P	1	6	0.580591209469	1.000000000000
1	16	torus	4.0	1.048e-09	chi2	P	1	7	-0.577110586488	-1.000000000000
1	16	torus	4.0	1.048e-09	chi2	P	1	8	0.580435219664	1.000000000000
1	16	torus	4.0	1.048e-09	chi4	P	1	1	-0.599949852024	-0.735830679972
1	16	torus	4.0	1.048e-09	chi4	P	1	2	0.594669234829	1.000000000000
1	16	torus	4.0	1.048e-09	chi4	P	1	3	-0.577806852423	-0.762239800054
1	16	torus	4.0	1.048e-09	chi4	P	1	4	0.582060959701	1.000000000000
1	16	torus	4.0	1.048e-09	chi4	P	1	5	-0.576791139630	-0.770800215818
1	16	torus	4.0	1.048e-09	chi4	P	1	6	0.580591209469	1.000000000000
1	16	torus	4.0	1.048e-09	chi4	P	1	7	-0.577110586488	-0.776765897027
1	16	torus	4.0	1.048e-09	chi4	P	1	8	0.580435219664	1.000000000000
1	16	torus	4.0	1.048e-09	chi8	P	1	1	-0.599949852024	-0.745707493696
1	16	torus	4.0	1.048e-09	chi8	P	1	2	0.594669234829	0.786106069754
1	16	torus	4.0	1.048e-09	chi8	P	1	3	-0.577806852423	-0.773825957157
1	16	torus	4.0	1.048e-09	chi8	P	1	4	0.582060959701	0.777358751084
1	16	torus	4.0	1.048e-09	chi8	P	1	5	-0.576791139630	-0.785577546777
1	16	torus	4.0	1.048e-09	chi8	P	1	6	0.580591209469	0.775254605678
1	16	torus	4.0	1.048e-09	chi8	P	1	7	-0.577110586488	-0.790869837065
1	16	torus	4.0	1.048e-09	chi8	P	1	8	0.580435219664	0.774576180902
1	16	torus	4.0	1.048e-09	chi16	P	1	1	-0.599949852024	-0.708971705101
1	16	torus	4.0	1.048e-09	chi16	P	1	2	0.594669234829	0.729921829468
1	16	torus	4.0	1.048e-09	chi16	P	1	3	-0.577806852423	-0.703178131305
1	16	torus	4.0	1.048e-09	chi16	P	1	4	0.582060959701	0.720480770248
1	16	torus	4.0	1.048e-09	chi16	P	1	5	-0.576791139630	-0.704264553190
1	16	torus	4.0	1.048e-09	chi16	P	1	6	0.580591209469	0.717618575852
1	16	torus	4.0	1.048e-09	chi16	P	1	7	-0.577110586488	-0.748862282601
1	16	torus	4.0	1.048e-09	chi16	P	1	8	0.580435219664	0.723245305368
1	16	torus	4.0	1.048e-09	chi32	P	1	1	-0.599949852024	-0.611995424406
1	16	torus	4.0	1.048e-09	chi32	P	1	2	0.594669234829	0.611818451326
1	16	torus	4.0	1.048e-09	chi32	P	1	3	-0.577806852423	-0.595088372289
1	16	torus	4.0	1.048e-09	chi32	P	1	4	0.582060959701	0.600033530211
1	16	torus	4.0	1.048e-09	chi32	P	1	5	-0.576791139630	-0.595585701208
1	16	torus	4.0	1.048e-09	chi32	P	1	6	0.580591209469	0.599417523720
1	16	torus	4.0	1.048e-09	chi32	P	1	7	-0.577110586488	-0.596535504606
1	16	torus	4.0	1.048e-09	chi32	P	1	8	0.580435219664	0.599392752320
1	16	torus	4.0	1.048e-09	chi64	P	1	1	-0.599949852024	-0.601119936074
1	16	torus	4.0	1.048e-09	chi64	P	1	2	0.594669234829	0.596354959168
1	16	torus	4.0	1.048e-09	chi64	P	1	3	-0.577806852423	-0.579960462460
1	16	torus	4.0	1.048e-09	chi64	P	1	4	0.582060959701	0.584401223437
1	16	torus	4.0	1.048e-09	chi64	P	1	5	-0.576791139630	-0.579446731533
1	16	torus	4.0	1.048e-09	chi64	P	1	6	0.580591209469	0.583480522188
1	16	torus	4.0	1.048e-09	chi64	P	1	7	-0.577110586488	-0.580055398814
1	16	torus	4.0	1.048e-09	chi64	P	1	8	0.580435219664	0.583502718049
1	16	torus	4.0	1.048e-09	chi128	P	1	1	-0.599949852024	-0.600533473253
1	16	torus	4.0	1.048e-09	chi128	P	1	2	0.594669234829	0.595364105844
1	16	torus	4.0	1.048e-09	chi128	P	1	3	-0.577806852423	-0.578533835122
1	16	torus	4.0	1.048e-09	chi128	P	1	4	0.582060959701	0.582790545226
1	16	torus	4.0	1.048e-09	chi128	P	1	5	-0.576791139630	-0.577508547748
1	16	torus	4.0	1.048e-09	chi128	P	1	6	0.580591209469	0.581296449686
1	16	torus	4.0	1.048e-09	chi128	P	1	7	-0.577110586488	-0.577848621018
1	16	torus	4.0	1.048e-09	chi128	P	1	8	0.580435219664	0.581112556657
1	16	torus	4.0	1.048e-09	chi256	P	1	1	-0.599949852024	-0.599987001335
1	16	torus	4.0	1.048e-09	chi256	P	1	2	0.594669234829	0.594709527472
1	16	torus	4.0	1.048e-09	chi256	P	1	3	-0.577806852423	-0.577847038004
1	16	torus	4.0	1.048e-09	chi256	P	1	4	0.582060959701	0.582101960051
1	16	torus	4.0	1.048e-09	chi256	P	1	5	-0.576791139630	-0.576829951898
1	16	torus	4.0	1.048e-09	chi256	P	1	6	0.580591209469	0.580630141983
1	16	torus	4.0	1.048e-09	chi256	P	1	7	-0.577110586488	-0.577152626414
1	16	torus	4.0	1.048e-09	chi256	P	1	8	0.580435219664	0.580471387157
1	16	torus	4.0	1.048e-09	chi512	P	1	1	-0.599949852024	-0.599951311631
1	16	torus	4.0	1.048e-09	chi512	P	1	2	0.594669234829	0.594670946439
1	16	torus	4.0	1.048e-09	chi512	P	1	3	-0.577806852423	-0.577808581641
1	16	torus	4.0	1.048e-09	chi512	P	1	4	0.582060959701	0.582062737989
1	16	torus	4.0	1.048e-09	chi512	P	1	5	-0.576791139630	-0.576792909062
1	16	torus	4.0	1.048e-09	chi512	P	1	6	0.580591209469	0.580593050753
1	16	torus	4.0	1.048e-09	chi512	P	1	7	-0.577110586488	-0.577112310787
1	16	torus	4.0	1.048e-09	chi512	P	1	8	0.580435219664	0.580437040908
1	16	torus	4.0	1.048e-09	UHF	Q	1	1	-0.000000000000	0.768969517322
