W	LX	geometry	U	Hvar	state	kind	i	j	name	value
1	64	cylinder	12.0	1.688e-10	true	bond	32	33	Za	-0.000026867148
1	64	cylinder	12.0	1.688e-10	true	bond	32	33	Zab	-0.928758754524
1	64	cylinder	12.0	1.688e-10	true	bond	32	33	Zabc	-0.000025748552
1	64	cylinder	12.0	1.688e-10	true	bond	32	33	Zabcd	0.924328847364
1	64	cylinder	12.0	1.688e-10	true	bond	32	33	Zabd	0.000025748550
1	64	cylinder	12.0	1.688e-10	true	bond	32	33	Zac	-0.526377396878
1	64	cylinder	12.0	1.688e-10	true	bond	32	33	Zacd	0.000025683412
1	64	cylinder	12.0	1.688e-10	true	bond	32	33	Zad	0.493772156614
1	64	cylinder	12.0	1.688e-10	true	bond	32	33	Zb	0.000026867140
1	64	cylinder	12.0	1.688e-10	true	bond	32	33	Zbc	0.493772156610
1	64	cylinder	12.0	1.688e-10	true	bond	32	33	Zbcd	-0.000025683404
1	64	cylinder	12.0	1.688e-10	true	bond	32	33	Zbd	-0.526377396877
1	64	cylinder	12.0	1.688e-10	true	bond	32	33	Zc	0.000026937419
1	64	cylinder	12.0	1.688e-10	true	bond	32	33	Zcd	-0.928758754530
1	64	cylinder	12.0	1.688e-10	true	bond	32	33	Zd	-0.000026937417
1	64	cylinder	12.0	1.688e-10	true	bond	32	33	hopD	0.206622097786
1	64	cylinder	12.0	1.688e-10	true	bond	32	33	hopD_Za	-0.000004274910
1	64	cylinder	12.0	1.688e-10	true	bond	32	33	hopD_Zc	0.000004275584
1	64	cylinder	12.0	1.688e-10	true	bond	32	33	hopU	0.206622097787
1	64	cylinder	12.0	1.688e-10	true	bond	32	33	hopU_Zb	0.000004274909
1	64	cylinder	12.0	1.688e-10	true	bond	32	33	hopU_Zd	-0.000004275588
1	64	cylinder	12.0	1.688e-10	true	bond	33	34	Za	0.000026937419
1	64	cylinder	12.0	1.688e-10	true	bond	33	34	Zab	-0.928758754530
1	64	cylinder	12.0	1.688e-10	true	bond	33	34	Zabc	0.000025902367
1	64	cylinder	12.0	1.688e-10	true	bond	33	34	Zabcd	0.932518826652
1	64	cylinder	12.0	1.688e-10	true	bond	33	34	Zabd	-0.000025902369
1	64	cylinder	12.0	1.688e-10	true	bond	33	34	Zac	-0.632961667735
1	64	cylinder	12.0	1.688e-10	true	bond	33	34	Zacd	-0.000025762083
1	64	cylinder	12.0	1.688e-10	true	bond	33	34	Zad	0.596100115794
1	64	cylinder	12.0	1.688e-10	true	bond	33	34	Zb	-0.000026937417
1	64	cylinder	12.0	1.688e-10	true	bond	33	34	Zbc	0.596100115796
1	64	cylinder	12.0	1.688e-10	true	bond	33	34	Zbcd	0.000025762086
1	64	cylinder	12.0	1.688e-10	true	bond	33	34	Zbd	-0.632961667734
1	64	cylinder	12.0	1.688e-10	true	bond	33	34	Zc	-0.000027091864
1	64	cylinder	12.0	1.688e-10	true	bond	33	34	Zcd	-0.928764481780
1	64	cylinder	12.0	1.688e-10	true	bond	33	34	Zd	0.000027091861
1	64	cylinder	12.0	1.688e-10	true	bond	33	34	hopD	0.232204095409
1	64	cylinder	12.0	1.688e-10	true	bond	33	34	hopD_Za	0.000004292878
1	64	cylinder	12.0	1.688e-10	true	bond	33	34	hopD_Zc	-0.000004295073
1	64	cylinder	12.0	1.688e-10	true	bond	33	34	hopU	0.232204095426
1	64	cylinder	12.0	1.688e-10	true	bond	33	34	hopU_Zb	-0.000004292864
1	64	cylinder	12.0	1.688e-10	true	bond	33	34	hopU_Zd	0.000004295058
1	64	cylinder	12.0	1.688e-10	true	dist	32	33	FF	0.924328847364
1	64	cylinder	12.0	1.688e-10	true	dist	32	33	hopU	0.206622097787
1	64	cylinder	12.0	1.688e-10	true	dist	32	34	FF	0.863281267171
1	64	cylinder	12.0	1.688e-10	true	dist	32	34	hopU	-0.000001252652
1	64	cylinder	12.0	1.688e-10	true	dist	32	35	FF	0.862679759836
1	64	cylinder	12.0	1.688e-10	true	dist	32	35	hopU	-0.007299333613
1	64	cylinder	12.0	1.688e-10	true	dist	32	36	FF	0.862597521758
1	64	cylinder	12.0	1.688e-10	true	dist	32	36	hopU	0.000000107447
1	64	cylinder	12.0	1.688e-10	true	dist	32	37	FF	0.862587145286
1	64	cylinder	12.0	1.688e-10	true	dist	32	37	hopU	0.000476841401
1	64	cylinder	12.0	1.688e-10	true	dist	32	38	FF	0.862607278599
1	64	cylinder	12.0	1.688e-10	true	dist	32	38	hopU	-0.000000010613
1	64	cylinder	12.0	1.688e-10	true	dist	32	39	FF	0.862577046196
1	64	cylinder	12.0	1.688e-10	true	dist	32	39	hopU	-0.000037492530
1	64	cylinder	12.0	1.688e-10	true	dist	32	40	FF	0.862614984004
1	64	cylinder	12.0	1.688e-10	true	dist	32	40	hopU	0.000000001083
1	64	cylinder	12.0	1.688e-10	true	dist	32	41	FF	0.862569313115
1	64	cylinder	12.0	1.688e-10	true	dist	32	41	hopU	0.000003219590
1	64	cylinder	12.0	1.688e-10	true	dist	32	42	FF	0.862622698078
1	64	cylinder	12.0	1.688e-10	true	dist	32	42	hopU	-0.000000000117
1	64	cylinder	12.0	1.688e-10	true	dist	32	43	FF	0.862561001180
1	64	cylinder	12.0	1.688e-10	true	dist	32	43	hopU	-0.000000289799
1	64	cylinder	12.0	1.688e-10	true	dist	32	44	FF	0.862631493110
1	64	cylinder	12.0	1.688e-10	true	dist	32	44	hopU	0.000000000013
1	64	cylinder	12.0	1.688e-10	true	dist	32	45	FF	0.862551184485
1	64	cylinder	12.0	1.688e-10	true	dist	32	45	hopU	0.000000026773
1	64	cylinder	12.0	1.688e-10	true	dist	32	46	FF	0.862642146747
1	64	cylinder	12.0	1.688e-10	true	dist	32	46	hopU	-0.000000000001
1	64	cylinder	12.0	1.688e-10	true	dist	32	47	FF	0.862538973494
1	64	cylinder	12.0	1.688e-10	true	dist	32	47	hopU	-0.000000002507
1	64	cylinder	12.0	1.688e-10	true	dist	32	48	FF	0.862655656854
1	64	cylinder	12.0	1.688e-10	true	dist	32	48	hopU	0.000000000000
1	64	cylinder	12.0	1.688e-10	true	dist	32	49	FF	0.862523089569
1	64	cylinder	12.0	1.688e-10	true	dist	32	49	hopU	0.000000000236
1	64	cylinder	12.0	1.688e-10	true	dist	32	50	FF	0.862673581141
1	64	cylinder	12.0	1.688e-10	true	dist	32	50	hopU	-0.000000000000
1	64	cylinder	12.0	1.688e-10	true	dist	32	51	FF	0.862501423739
1	64	cylinder	12.0	1.688e-10	true	dist	32	51	hopU	-0.000000000022
1	64	cylinder	12.0	1.688e-10	true	dist	32	52	FF	0.862698600529
1	64	cylinder	12.0	1.688e-10	true	dist	32	52	hopU	0.000000000000
