U	prior	observable	pure	true	Delta	prior_fid	G_emp	G_theo
4.0	UHF	ZZ onsite	true	-0.530461494819691	-0.051427568324837525	NaN	19.176614845160724	26.980085782039932
4.0	UHF-sym	ZZ onsite	true	-0.530461494819691	-0.051427568324837414	NaN	19.17661484516074	26.98008578203996
4.0	chi=8	ZZ onsite	true	-0.530461494819691	0.18974654124611257	0.01805222120869906	7.564500267145373	6.565799858607988
4.0	chi=16	ZZ onsite	true	-0.530461494819691	0.13311836390289733	0.08199587597910815	12.519870791555665	11.21779680464542
4.0	chi=32	ZZ onsite	true	-0.530461494819691	0.0923460127349125	0.2243213557910256	18.20141241663328	17.42541896159353
4.0	chi=64	ZZ onsite	true	-0.530461494819691	0.03792348878619245	0.484545151526493	26.121588140512245	30.39873293033833
4.0	chi=128	ZZ onsite	true	-0.530461494819691	0.022145888858403295	0.7371576098117656	27.022264326368997	33.758622972485824
4.0	UHF	ZZ up-up y1	true	-0.5166919693629672	0.07010316160317276	NaN	15.09460250168943	20.911515739066513
4.0	UHF-sym	ZZ up-up y1	true	-0.5166919693629672	-0.24929177327413293	NaN	4.315299886330112	3.90972529905786
4.0	chi=8	ZZ up-up y1	true	-0.5166919693629672	0.27114759741496397	0.01805222120869906	2.617803657794351	3.365846259352031
4.0	chi=16	ZZ up-up y1	true	-0.5166919693629672	0.18339189587044258	0.08199587597910815	4.895344783775907	6.571696217813946
4.0	chi=32	ZZ up-up y1	true	-0.5166919693629672	0.1258458265919019	0.2243213557910256	8.244704647716357	11.427503552808162
4.0	chi=64	ZZ up-up y1	true	-0.5166919693629672	0.0665670215048425	0.484545151526493	15.72364942982795	21.708677754240398
4.0	chi=128	ZZ up-up y1	true	-0.5166919693629672	0.030193057274581325	0.7371576098117656	23.71815922522517	30.051442999376324
4.0	UHF	ZZ up-up y2	true	0.352856857027833	-0.12526970825255035	NaN	6.825131168221567	5.260291938522605
4.0	UHF-sym	ZZ up-up y2	true	0.352856857027833	0.1935202453071967	NaN	2.507915883206857	2.840571550508234
4.0	chi=8	ZZ up-up y2	true	0.352856857027833	-0.2447231565036928	0.01805222120869906	2.6417007364686755	1.9265806518336346
4.0	chi=16	ZZ up-up y2	true	0.352856857027833	-0.18143179359306427	0.08199587597910815	4.28385268192343	3.1416263591307376
4.0	chi=32	ZZ up-up y2	true	0.352856857027833	-0.11632056287201736	0.2243213557910256	7.336646237853484	5.746733670427896
4.0	chi=64	ZZ up-up y2	true	0.352856857027833	-0.058900384010640405	0.484545151526493	10.578747930333178	10.087985637597802
4.0	chi=128	ZZ up-up y2	true	0.352856857027833	-0.02859990514848737	0.7371576098117656	11.227747381664694	12.595314898262442
4.0	UHF	ZZ up-up x1	true	-0.4569777879305974	0.13164025526716416	NaN	7.674777663197066	8.300829362592372
4.0	UHF-sym	ZZ up-up x1	true	-0.4569777879305974	-0.18775467961014353	NaN	4.483338536358842	4.9313038063117665
4.0	chi=8	ZZ up-up x1	true	-0.4569777879305974	0.17968510316400987	0.01805222120869906	5.1496418859872986	5.286308549670333
4.0	chi=16	ZZ up-up x1	true	-0.4569777879305974	0.10742255147571167	0.08199587597910815	9.4510507098875	10.651975297497495
4.0	chi=32	ZZ up-up x1	true	-0.4569777879305974	0.09241837292428068	0.2243213557910256	10.726013337723117	12.483170683564149
4.0	chi=64	ZZ up-up x1	true	-0.4569777879305974	0.04351351840421158	0.484545151526493	15.147124583415811	20.171140413436962
4.0	chi=128	ZZ up-up x1	true	-0.4569777879305974	0.02475872751588154	0.7371576098117656	16.34553518924518	22.885945828387726
4.0	UHF	DoubleOcc	false	0.11724169385294578	-0.012999824523342307	NaN	14.3392352696879	NaN
