W	LX	geometry	U	Hvar	prior	kind	start	l	true	prior_val
1	64	cylinder	2.0	2.752e-09	UHF	P	17	1	-0.299168387430	-0.115982797776
1	64	cylinder	2.0	2.752e-09	UHF	P	17	2	0.336097772112	0.240997600706
1	64	cylinder	2.0	2.752e-09	UHF	P	17	3	-0.236595202113	-0.150469655886
1	64	cylinder	2.0	2.752e-09	UHF	P	17	4	0.276956658570	0.187622934924
1	64	cylinder	2.0	2.752e-09	UHF	P	17	5	-0.217982939072	-0.161264484136
1	64	cylinder	2.0	2.752e-09	UHF	P	17	6	0.256654621796	0.174717160810
1	64	cylinder	2.0	2.752e-09	UHF	P	17	7	-0.209994061871	-0.165198766379
1	64	cylinder	2.0	2.752e-09	UHF	P	17	8	0.246921192842	0.170522457921
1	64	cylinder	2.0	2.752e-09	UHF	P	17	9	-0.205936228901	-0.166753640235
1	64	cylinder	2.0	2.752e-09	UHF	P	17	10	0.241490503089	0.168970886460
1	64	cylinder	2.0	2.752e-09	UHF	P	17	11	-0.203663021312	-0.167399492033
1	64	cylinder	2.0	2.752e-09	UHF	P	17	12	0.238205371493	0.168354357990
1	64	cylinder	2.0	2.752e-09	UHF	P	17	13	-0.202298095746	-0.167676929590
1	64	cylinder	2.0	2.752e-09	UHF	P	17	14	0.236138262643	0.168098001313
1	64	cylinder	2.0	2.752e-09	UHF	P	17	15	-0.201427350864	-0.167799047864
1	64	cylinder	2.0	2.752e-09	UHF	P	17	16	0.234833794142	0.167988072305
1	64	cylinder	2.0	2.752e-09	UHF	P	17	17	-0.200835102605	-0.167853787837
1	64	cylinder	2.0	2.752e-09	UHF	P	17	18	0.234049549264	0.167940012441
1	64	cylinder	2.0	2.752e-09	UHF	P	17	19	-0.200401056462	-0.167878690457
1	64	cylinder	2.0	2.752e-09	UHF	P	17	20	0.233651454454	0.167918974396
1	64	cylinder	2.0	2.752e-09	UHF	P	17	21	-0.200054825087	-0.167890184538
1	64	cylinder	2.0	2.752e-09	UHF	P	17	22	0.233566780684	0.167910344134
1	64	cylinder	2.0	2.752e-09	UHF	P	17	23	-0.199754039692	-0.167895588253
