U	nhole	site	x	y	observable	prior	true	Delta	relerr	G	dens	Sz
4.0	4	1	1	1	n	chi8	0.8958813500282001	-0.06500516364327946	0.07256001438274529	2.460079025124914	0.8958813500282001	-0.07338256470374104
4.0	4	1	1	1	n	chi32	0.8958813500282001	-0.00930201311920864	0.01038308601793735	3.0949333577770908	0.8958813500282001	-0.07338256470374104
4.0	4	1	1	1	n	exact	0.8958813500282001	0.0	0.0	3.0994472140017866	0.8958813500282001	-0.07338256470374104
4.0	4	1	1	1	n	UHF	0.8958813500282001	-0.07999827942819349	0.08929561869512669	0.15191899676131138	0.8958813500282001	-0.07338256470374104
4.0	4	1	1	1	Sz	chi8	-0.07338256470374104	0.008728078493688576	0.11893940377970491	2.450699307653142	0.8958813500282001	-0.07338256470374104
4.0	4	1	1	1	Sz	chi32	-0.07338256470374104	0.0016658939902956665	0.02270149588013431	2.9402385456632367	0.8958813500282001	-0.07338256470374104
4.0	4	1	1	1	Sz	exact	-0.07338256470374104	0.0	0.0	2.9471930931556627	0.8958813500282001	-0.07338256470374104
4.0	4	1	1	1	Sz	UHF	-0.07338256470374104	0.2852107096752262	3.886627713635719	0.16411559026487801	0.8958813500282001	-0.07338256470374104
4.0	4	1	1	1	DoubleOcc	chi8	0.09315408589700033	0.013492995013827946	0.14484598162175125	7.503498759361744	0.8958813500282001	-0.07338256470374104
4.0	4	1	1	1	DoubleOcc	chi32	0.09315408589700033	-0.0008981588890300402	0.009641647818036952	18.592489061779034	0.8958813500282001	-0.07338256470374104
4.0	4	1	1	1	DoubleOcc	exact	0.09315408589700033	0.0	0.0	18.380977839555886	0.8958813500282001	-0.07338256470374104
4.0	4	1	1	1	DoubleOcc	UHF	0.09315408589700033	-0.016342040470157387	0.1754302059088062	1.6770361238633746	0.8958813500282001	-0.07338256470374104
4.0	4	1	1	1	ZZ onsite	chi8	-0.4191463564683988	0.18398230734187027	0.4389452622039945	4.749039051724229	0.8958813500282001	-0.07338256470374104
4.0	4	1	1	1	ZZ onsite	chi32	-0.4191463564683988	0.01501139068229701	0.0358141981926754	20.497342115506434	0.8958813500282001	-0.07338256470374104
4.0	4	1	1	1	ZZ onsite	exact	-0.4191463564683988	0.0	0.0	20.478744266534576	0.8958813500282001	-0.07338256470374104
4.0	4	1	1	1	ZZ onsite	UHF	-0.4191463564683988	0.09462839697575753	0.22576457009687012	11.379121811026728	0.8958813500282001	-0.07338256470374104
4.0	4	1	1	1	ZZ up-up nb	chi8	-0.17751015641379705	0.03397195759501412	0.19138035975711434	3.4944018571755366	0.8958813500282001	-0.07338256470374104
4.0	4	1	1	1	ZZ up-up nb	chi32	-0.17751015641379705	0.03273124340357553	0.18439082058648604	3.518705814704244	0.8958813500282001	-0.07338256470374104
4.0	4	1	1	1	ZZ up-up nb	exact	-0.17751015641379705	0.0	0.0	3.8710437727976177	0.8958813500282001	-0.07338256470374104
4.0	4	1	1	1	ZZ up-up nb	UHF	-0.17751015641379705	0.47040942624568716	2.650042317292017	0.18196084874246327	0.8958813500282001	-0.07338256470374104
4.0	4	1	1	1	SzSz nb	chi8	-0.04596750018892856	0.00943772682281728	0.20531303168603435	3.594720502212797	0.8958813500282001	-0.07338256470374104
4.0	4	1	1	1	SzSz nb	chi32	-0.04596750018892856	0.0027628399874620457	0.060104203537426334	4.401477597320532	0.8958813500282001	-0.07338256470374104
4.0	4	1	1	1	SzSz nb	exact	-0.04596750018892856	0.0	0.0	4.45126674009462	0.8958813500282001	-0.07338256470374104
4.0	4	1	1	1	SzSz nb	UHF	-0.04596750018892856	0.0993897398928163	2.1621741335578366	0.2580190548676021	0.8958813500282001	-0.07338256470374104
4.0	4	2	1	2	n	chi8	0.8964656927844011	-0.055574477847640136	0.06199286631374273	1.3138021473035681	0.8964656927844011	-0.07290702905132579
4.0	4	2	1	2	n	chi32	0.8964656927844011	-0.012425311187090893	0.013860330949752435	3.5475151507371843	0.8964656927844011	-0.07290702905132579
4.0	4	2	1	2	n	exact	0.8964656927844011	0.0	0.0	3.5689759695083656	0.8964656927844011	-0.07290702905132579
4.0	4	2	1	2	n	UHF	0.8964656927844011	-0.07941393667200547	0.08858558371079173	0.05515885954113006	0.8964656927844011	-0.07290702905132579
4.0	4	2	1	2	Sz	chi8	-0.07290702905132579	0.062485045101705355	0.8570510404108845	1.849495197789536	0.8964656927844011	-0.07290702905132579
4.0	4	2	1	2	Sz	chi32	-0.07290702905132579	0.00041666962231554083	0.005715081628442297	3.4297678945019534	0.8964656927844011	-0.07290702905132579
4.0	4	2	1	2	Sz	exact	-0.07290702905132579	0.0	0.0	3.4548875142071127	0.8964656927844011	-0.07290702905132579
4.0	4	2	1	2	Sz	UHF	-0.07290702905132579	-0.43150030343029483	5.9185007131002845	0.06685541335653755	0.8964656927844011	-0.07290702905132579
4.0	4	2	1	2	DoubleOcc	chi8	0.0933768849531892	0.013229150104697315	0.14167478505338044	5.800895817169975	0.8964656927844011	-0.07290702905132579
4.0	4	2	1	2	DoubleOcc	chi32	0.0933768849531892	0.003491062313870849	0.037386793483429596	18.20827595169054	0.8964656927844011	-0.07290702905132579
4.0	4	2	1	2	DoubleOcc	exact	0.0933768849531892	0.0	0.0	19.996926850845558	0.8964656927844011	-0.07290702905132579
4.0	4	2	1	2	DoubleOcc	UHF	0.0933768849531892	-0.016119241413973626	0.1726256066697274	0.6463353824615922	0.8964656927844011	-0.07290702905132579
4.0	4	2	1	2	ZZ onsite	chi8	-0.41942384575604524	0.16406555611406864	0.39116888029655844	5.4077492430051874	0.8964656927844011	-0.07290702905132579
4.0	4	2	1	2	ZZ onsite	chi32	-0.41942384575604524	0.03881487162966418	0.09254331155086629	17.388492942470915	0.8964656927844011	-0.07290702905132579
4.0	4	2	1	2	ZZ onsite	exact	-0.41942384575604524	0.0	0.0	19.38932904985021	0.8964656927844011	-0.07290702905132579
4.0	4	2	1	2	ZZ onsite	UHF	-0.41942384575604524	0.09435090768811688	0.22495360872494452	10.683103614942608	0.8964656927844011	-0.07290702905132579
4.0	4	2	1	2	ZZ up-up nb	chi8	-0.18038789646074735	0.2641639213991499	1.4644215414787118	0.5054561072376784	0.8964656927844011	-0.07290702905132579
4.0	4	2	1	2	ZZ up-up nb	chi32	-0.18038789646074735	0.06411893537924107	0.3554503192135922	3.0886829144697217	0.8964656927844011	-0.07290702905132579
4.0	4	2	1	2	ZZ up-up nb	exact	-0.18038789646074735	0.0	0.0	4.674294965315859	0.8964656927844011	-0.07290702905132579
4.0	4	2	1	2	ZZ up-up nb	UHF	-0.18038789646074735	0.46753168619873675	2.5918129507124235	0.17551807758381663	0.8964656927844011	-0.07290702905132579
4.0	4	2	1	2	SzSz nb	chi8	-0.04666525688444284	0.041563488267003956	0.8906730840446804	1.064033190749658	0.8964656927844011	-0.07290702905132579
4.0	4	2	1	2	SzSz nb	chi32	-0.04666525688444284	0.008874897151810404	0.1901821128679803	4.128649084331458	0.8964656927844011	-0.07290702905132579
4.0	4	2	1	2	SzSz nb	exact	-0.04666525688444284	0.0	0.0	5.057779712743922	0.8964656927844011	-0.07290702905132579
4.0	4	2	1	2	SzSz nb	UHF	-0.04666525688444284	0.09869198319730202	2.114892101455542	0.26389379038626115	0.8964656927844011	-0.07290702905132579
4.0	4	3	1	3	n	chi8	0.8962881444769571	-0.08440992771653655	0.09417722217646343	1.3831410170334546	0.8962881444769571	-0.07266543128079321
4.0	4	3	1	3	n	chi32	0.8962881444769571	-0.011165137697374816	0.012457085108372604	3.59335973944944	0.8962881444769571	-0.07266543128079321
4.0	4	3	1	3	n	exact	0.8962881444769571	0.0	0.0	3.5753791216220705	0.8962881444769571	-0.07266543128079321
4.0	4	3	1	3	n	UHF	0.8962881444769571	-0.07959148497943647	0.08880122477340512	0.12401009557745758	0.8962881444769571	-0.07266543128079321
4.0	4	3	1	3	Sz	chi8	-0.07266543128079321	-0.0566924387127398	0.7801844386455137	1.3287616383843157	0.8962881444769571	-0.07266543128079321
4.0	4	3	1	3	Sz	chi32	-0.07266543128079321	0.0002762179474238152	0.0038012290377312415	3.0314325284971075	0.8962881444769571	-0.07266543128079321
4.0	4	3	1	3	Sz	exact	-0.07266543128079321	0.0	0.0	3.0271497152942564	0.8962881444769571	-0.07266543128079321
4.0	4	3	1	3	Sz	UHF	-0.07266543128079321	0.28592784309817404	3.9348537269846213	0.13992665596356177	0.8962881444769571	-0.07266543128079321
4.0	4	3	1	3	DoubleOcc	chi8	0.09330213552281875	0.01807172512234277	0.19369036969065942	4.306693750741822	0.8962881444769571	-0.07266543128079321
4.0	4	3	1	3	DoubleOcc	chi32	0.09330213552281875	0.005579673645237829	0.059802207248227636	16.38853183799068	0.8962881444769571	-0.07266543128079321
4.0	4	3	1	3	DoubleOcc	exact	0.09330213552281875	0.0	0.0	18.264821830681914	0.8962881444769571	-0.07266543128079321
4.0	4	3	1	3	DoubleOcc	UHF	0.09330213552281875	-0.016193990844338993	0.17356506100954627	1.3192375366155187	0.8962881444769571	-0.07266543128079321
4.0	4	3	1	3	ZZ onsite	chi8	-0.4193677468626395	0.24110675592244285	0.5749291826236113	2.8387426135969216	0.8962881444769571	-0.07266543128079321
4.0	4	3	1	3	ZZ onsite	chi32	-0.4193677468626395	0.04464896997569995	0.10646734354209733	16.191580029823015	0.8962881444769571	-0.07266543128079321
4.0	4	3	1	3	ZZ onsite	exact	-0.4193677468626395	0.0	0.0	18.940999658587618	0.8962881444769571	-0.07266543128079321
4.0	4	3	1	3	ZZ onsite	UHF	-0.4193677468626395	0.09440700658151674	0.2251174709733674	10.34665505625373	0.8962881444769571	-0.07266543128079321
4.0	4	3	1	3	ZZ up-up nb	chi8	-0.17774564731694115	0.0719101319817983	0.4045676114564661	2.849461814832058	0.8962881444769571	-0.07266543128079321
4.0	4	3	1	3	ZZ up-up nb	chi32	-0.17774564731694115	0.0024116583576466732	0.013568030464039472	3.8051614041394513	0.8962881444769571	-0.07266543128079321
4.0	4	3	1	3	ZZ up-up nb	exact	-0.17774564731694115	0.0	0.0	3.795559137092141	0.8962881444769571	-0.07266543128079321
4.0	4	3	1	3	ZZ up-up nb	UHF	-0.17774564731694115	0.4701739353425119	2.64520646462941	0.20593712576055942	0.8962881444769571	-0.07266543128079321
4.0	4	3	1	3	SzSz nb	chi8	-0.04611591505863517	0.005609567149054744	0.1216405907141239	4.167646363626369	0.8962881444769571	-0.07266543128079321
4.0	4	3	1	3	SzSz nb	chi32	-0.04611591505863517	-0.001532882643482135	0.03323977506535683	4.733471772695403	0.8962881444769571	-0.07266543128079321
4.0	4	3	1	3	SzSz nb	exact	-0.04611591505863517	0.0	0.0	4.857982568282641	0.8962881444769571	-0.07266543128079321
4.0	4	3	1	3	SzSz nb	UHF	-0.04611591505863517	0.09924132502310665	2.1519973071535916	0.2845772146609114	0.8962881444769571	-0.07266543128079321
4.0	4	4	1	4	n	chi8	0.8957412982151044	-0.045347251591872584	0.0506253889177976	2.8998854035282045	0.8957412982151044	-0.07394106566049316
4.0	4	4	1	4	n	chi32	0.8957412982151044	-0.011990245322571647	0.013385835113848122	3.3867249582603782	0.8957412982151044	-0.07394106566049316
4.0	4	4	1	4	n	exact	0.8957412982151044	0.0	0.0	3.4533351053860586	0.8957412982151044	-0.07394106566049316
4.0	4	4	1	4	n	UHF	0.8957412982151044	-0.08013833124127545	0.08946593330123642	0.05492256311157247	0.8957412982151044	-0.07394106566049316
4.0	4	4	1	4	Sz	chi8	-0.07394106566049316	-0.012755921577293716	0.17251471105195643	2.531114488061113	0.8957412982151044	-0.07394106566049316
4.0	4	4	1	4	Sz	chi32	-0.07394106566049316	0.002576633496332137	0.03484712416998389	2.847672446565089	0.8957412982151044	-0.07394106566049316
4.0	4	4	1	4	Sz	exact	-0.07394106566049316	0.0	0.0	2.927188801250232	0.8957412982151044	-0.07394106566049316
4.0	4	4	1	4	Sz	UHF	-0.07394106566049316	-0.4325343400394588	5.84971742259542	0.057835588734704714	0.8957412982151044	-0.07394106566049316
4.0	4	4	1	4	DoubleOcc	chi8	0.09312503165358954	0.025794252589491445	0.27698516855749383	5.914532924074712	0.8957412982151044	-0.07394106566049316
4.0	4	4	1	4	DoubleOcc	chi32	0.09312503165358954	0.003970875492820505	0.0426402592547999	17.644363604727257	0.8957412982151044	-0.07394106566049316
4.0	4	4	1	4	DoubleOcc	exact	0.09312503165358954	0.0	0.0	18.901519063482652	0.8957412982151044	-0.07394106566049316
4.0	4	4	1	4	DoubleOcc	UHF	0.09312503165358954	-0.01637109471356271	0.17579693045861833	0.6078519482140902	0.8957412982151044	-0.07394106566049316
4.0	4	4	1	4	ZZ onsite	chi8	-0.4189824698158501	0.19387151354170917	0.4627198689885975	3.981695014760386	0.8957412982151044	-0.07394106566049316
4.0	4	4	1	4	ZZ onsite	chi32	-0.4189824698158501	0.03986399261642487	0.09514477451513847	15.705265382446743	0.8957412982151044	-0.07394106566049316
4.0	4	4	1	4	ZZ onsite	exact	-0.4189824698158501	0.0	0.0	17.78399412168735	0.8957412982151044	-0.07394106566049316
4.0	4	4	1	4	ZZ onsite	UHF	-0.4189824698158501	0.09479228362830072	0.22624403276338398	9.841821808570113	0.8957412982151044	-0.07394106566049316
4.0	4	4	1	4	ZZ up-up nb	chi8	0.07364142488839977	0.000846339029528631	0.011492703065037368	1.678769710358952	0.8957412982151044	-0.07394106566049316
4.0	4	4	1	4	ZZ up-up nb	chi32	0.07364142488839977	0.002315905741356164	0.03144841025096695	1.6726837217255313	0.8957412982151044	-0.07394106566049316
4.0	4	4	1	4	ZZ up-up nb	exact	0.07364142488839977	0.0	0.0	1.6819776241151319	0.8957412982151044	-0.07394106566049316
4.0	4	4	1	4	ZZ up-up nb	UHF	0.07364142488839977	-0.29511250986575066	4.00742530868978	0.19253358516354868	0.8957412982151044	-0.07394106566049316
4.0	4	4	1	4	SzSz nb	chi8	0.013612743041697814	-0.018579873953398364	1.3648883179889244	0.8446289511353767	0.8957412982151044	-0.07394106566049316
4.0	4	4	1	4	SzSz nb	chi32	0.013612743041697814	-0.002523468639368141	0.1853754700017762	1.3546467660116466	0.8957412982151044	-0.07394106566049316
4.0	4	4	1	4	SzSz nb	exact	0.013612743041697814	0.0	0.0	1.3646777004758763	0.8957412982151044	-0.07394106566049316
4.0	4	4	1	4	SzSz nb	UHF	0.013612743041697814	-0.09282448744211004	6.818940690922845	0.09391740606091917	0.8957412982151044	-0.07394106566049316
4.0	4	5	2	1	n	chi8	0.8928330874708172	-0.016709568550620002	0.01871522100279036	0.2555966356154912	0.8928330874708172	-0.03336702224726665
4.0	4	5	2	1	n	chi32	0.8928330874708172	-0.009405272364954476	0.010534188861209617	2.119422200419987	0.8928330874708172	-0.03336702224726665
4.0	4	5	2	1	n	exact	0.8928330874708172	0.0	0.0	2.155057596828725	0.8928330874708172	-0.03336702224726665
4.0	4	5	2	1	n	UHF	0.8928330874708172	-0.048608493920381135	0.054442979995373356	0.05650315084637497	0.8928330874708172	-0.03336702224726665
4.0	4	5	2	1	Sz	chi8	-0.03336702224726665	-0.15010660194264572	4.498651417866397	0.3177580038699166	0.8928330874708172	-0.03336702224726665
4.0	4	5	2	1	Sz	chi32	-0.03336702224726665	-0.008942587831656496	0.2680067692402205	1.9998035652051898	0.8928330874708172	-0.03336702224726665
4.0	4	5	2	1	Sz	exact	-0.03336702224726665	0.0	0.0	2.0596370897497684	0.8928330874708172	-0.03336702224726665
4.0	4	5	2	1	Sz	UHF	-0.03336702224726665	-0.3328734928548812	9.97612224393651	0.07394381218645768	0.8928330874708172	-0.03336702224726665
4.0	4	5	2	1	DoubleOcc	chi8	0.10829149235819631	0.045924086982343	0.4240784385022571	1.7787549826047262	0.8928330874708172	-0.03336702224726665
4.0	4	5	2	1	DoubleOcc	chi32	0.10829149235819631	0.00585321987385648	0.054050597571374814	11.774833065459967	0.8928330874708172	-0.03336702224726665
4.0	4	5	2	1	DoubleOcc	exact	0.10829149235819631	0.0	0.0	12.629520776878634	0.8928330874708172	-0.03336702224726665
4.0	4	5	2	1	DoubleOcc	UHF	0.10829149235819631	-0.02358244449906395	0.21776821046163242	0.7024589527674553	0.8928330874708172	-0.03336702224726665
4.0	4	5	2	1	ZZ onsite	chi8	-0.3525002055088485	0.2171154850306108	0.6159300948979468	2.4949899916593075	0.8928330874708172	-0.03336702224726665
4.0	4	5	2	1	ZZ onsite	chi32	-0.3525002055088485	0.04222342422533387	0.11978269392604363	10.482903260514329	0.8928330874708172	-0.03336702224726665
4.0	4	5	2	1	ZZ onsite	exact	-0.3525002055088485	0.0	0.0	11.541033139127256	0.8928330874708172	-0.03336702224726665
4.0	4	5	2	1	ZZ onsite	UHF	-0.3525002055088485	0.0028872098445072436	0.008190661450365505	11.56867924944808	0.8928330874708172	-0.03336702224726665
4.0	4	5	2	1	ZZ up-up nb	chi8	-0.12308144665857607	-0.0129108896454488	0.10489712296982655	2.321361468949492	0.8928330874708172	-0.03336702224726665
4.0	4	5	2	1	ZZ up-up nb	chi32	-0.12308144665857607	-0.015843981482189615	0.128727618274916	2.303646388292029	0.8928330874708172	-0.03336702224726665
4.0	4	5	2	1	ZZ up-up nb	exact	-0.12308144665857607	0.0	0.0	2.359041299154595	0.8928330874708172	-0.03336702224726665
4.0	4	5	2	1	ZZ up-up nb	UHF	-0.12308144665857607	0.3484685204247911	2.8312026701427344	0.20083655647445442	0.8928330874708172	-0.03336702224726665
