L	n_u	seed	n_m	n_repeat	observable	absA	prior	true	Delta	G	G_theory	CI_relwidth
16	400	2	100	300	ZZ onsite |A|=2	2	chi2	-0.5985704920183841	0.40142950798161536	2.050981191120819	50.58961184532023	0.11614082230865365
16	400	2	100	300	ZZ onsite |A|=2	2	chi4	-0.5985704920183841	0.14172611448061567	11.587312430443948	50.58961184532023	0.11614082230865365
16	400	2	100	300	ZZ onsite |A|=2	2	chi8	-0.5985704920183841	-0.002375888552378913	39.40802654195937	50.58961184532023	0.11614082230865365
16	400	2	100	300	ZZ onsite |A|=2	2	chi32	-0.5985704920183841	-8.800334999614634e-6	39.30219788625269	50.58961184532023	0.11614082230865365
16	400	2	100	300	ZZ onsite |A|=2	2	exact	-0.5985704920183841	0.0	39.30171573635537	50.58961184532023	0.11614082230865365
16	400	2	100	300	ZZ up-up |A|=2	2	chi2	-0.3978048604828066	-0.05588934129602918	10.67291180596793	17.675482778502886	0.09805274247785334
16	400	2	100	300	ZZ up-up |A|=2	2	chi4	-0.3978048604828066	-0.33694326491432003	1.3488878051686903	17.675482778502886	0.09805274247785334
16	400	2	100	300	ZZ up-up |A|=2	2	chi8	-0.3978048604828066	-0.004365509915066401	13.80046790992163	17.675482778502886	0.09805274247785334
16	400	2	100	300	ZZ up-up |A|=2	2	chi32	-0.3978048604828066	-0.00014386712555558567	13.877227865314618	17.675482778502886	0.09805274247785334
16	400	2	100	300	ZZ up-up |A|=2	2	exact	-0.3978048604828066	0.0	13.87917038558027	17.675482778502886	0.09805274247785334
16	400	2	100	300	DoubleOcc |A|=2	2	chi2	0.10035737699017858	0.10035737699017855	2.0754789705490304	NaN	0.12015447149664096
16	400	2	100	300	DoubleOcc |A|=2	2	chi4	0.10035737699017858	0.0354315229591369	10.072568817940535	NaN	0.12015447149664096
16	400	2	100	300	DoubleOcc |A|=2	2	chi8	0.10035737699017858	-0.0005939715950023794	22.972213645949846	NaN	0.12015447149664096
16	400	2	100	300	DoubleOcc |A|=2	2	chi32	0.10035737699017858	-2.2000763591489836e-6	22.965160129082314	NaN	0.12015447149664096
16	400	2	100	300	DoubleOcc |A|=2	2	exact	0.10035737699017858	0.0	22.96510425451567	NaN	0.12015447149664096
16	400	2	100	300	SzSz |A|=2	2	chi2	-0.08155407383732062	0.003924805959373737	8.695205872371826	NaN	0.11597223142890901
16	400	2	100	300	SzSz |A|=2	2	chi4	-0.08155407383732062	-0.06633867494519897	1.4252546783530071	NaN	0.11597223142890901
16	400	2	100	300	SzSz |A|=2	2	chi8	-0.08155407383732062	-0.0007873035619198054	9.971414883407354	NaN	0.11597223142890901
16	400	2	100	300	SzSz |A|=2	2	chi32	-0.08155407383732062	-4.321406686590146e-5	9.946823825661768	NaN	0.11597223142890901
16	400	2	100	300	SzSz |A|=2	2	exact	-0.08155407383732062	0.0	9.946535215823502	NaN	0.11597223142890901
16	400	2	100	300	hop |A|=3	3	chi2	0.4227169615035098	0.4227169615035098	1.0	NaN	0.12020905622077632
16	400	2	100	300	hop |A|=3	3	chi4	0.4227169615035098	0.4227169615035098	1.0	NaN	0.12020905622077632
16	400	2	100	300	hop |A|=3	3	chi8	0.4227169615035098	0.005699855880129889	18.31341311092594	NaN	0.12020905622077632
16	400	2	100	300	hop |A|=3	3	chi32	0.4227169615035098	0.00010409997357258005	18.195477195661866	NaN	0.12020905622077632
16	400	2	100	300	hop |A|=3	3	exact	0.4227169615035098	0.0	18.192214702749915	NaN	0.12020905622077632
16	400	2	100	300	ZZZZ |A|=4	4	chi2	0.5437227893572482	-0.4562772106427513	1.469468862792566	42.386531746891016	0.10944257006973307
16	400	2	100	300	ZZZZ |A|=4	4	chi4	0.5437227893572482	-0.009609589043273581	37.65173787626503	42.386531746891016	0.10944257006973307
16	400	2	100	300	ZZZZ |A|=4	4	chi8	0.5437227893572482	-0.003358510723449948	37.68884465186638	42.386531746891016	0.10944257006973307
16	400	2	100	300	ZZZZ |A|=4	4	chi32	0.5437227893572482	-1.5389805756993447e-5	37.56228036967482	42.386531746891016	0.10944257006973307
16	400	2	100	300	ZZZZ |A|=4	4	exact	0.5437227893572482	0.0	37.56146465040827	42.386531746891016	0.10944257006973307
16	400	2	100	300	SxSx |A|=4	4	chi2	-0.08155407393587649	-0.08155407393587649	1.0	NaN	0.12554796656265285
16	400	2	100	300	SxSx |A|=4	4	chi4	-0.08155407393587649	-0.00868633917037781	9.533124865912674	NaN	0.12554796656265285
16	400	2	100	300	SxSx |A|=4	4	chi8	-0.08155407393587649	0.0014228968707603318	16.324533911499987	NaN	0.12554796656265285
16	400	2	100	300	SxSx |A|=4	4	chi32	-0.08155407393587649	-2.62097423203711e-5	16.179037482357078	NaN	0.12554796656265285
16	400	2	100	300	SxSx |A|=4	4	exact	-0.08155407393587649	0.0	16.18143002356366	NaN	0.12554796656265285
16	400	3	100	300	Sz  |A|=1	1	chi2	6.825333007109968e-11	-8.293536743822494e-8	1.0000000287422783	NaN	1.1116412246003364e-9
16	400	3	100	300	Sz  |A|=1	1	chi4	6.825333007109968e-11	-8.397395851594824e-9	1.0000000119390404	NaN	1.1116412246003364e-9
16	400	3	100	300	Sz  |A|=1	1	chi8	6.825333007109968e-11	3.612213861359237e-10	0.9999999990252937	NaN	1.1116412246003364e-9
16	400	3	100	300	Sz  |A|=1	1	chi32	6.825333007109968e-11	6.841992250539164e-13	1.0000000000033067	NaN	1.1116412246003364e-9
16	400	3	100	300	Sz  |A|=1	1	exact	6.825333007109968e-11	0.0	1.0000000000153133	NaN	1.1116412246003364e-9
16	400	3	100	300	ZZ onsite |A|=2	2	chi2	-0.5985704920183841	0.40142950798161536	2.2521697090535557	50.58961184532023	0.10137447900738128
16	400	3	100	300	ZZ onsite |A|=2	2	chi4	-0.5985704920183841	0.14172611448061567	13.889119296802889	50.58961184532023	0.10137447900738128
16	400	3	100	300	ZZ onsite |A|=2	2	chi8	-0.5985704920183841	-0.002375888552378913	45.71551268079224	50.58961184532023	0.10137447900738128
16	400	3	100	300	ZZ onsite |A|=2	2	chi32	-0.5985704920183841	-8.800334999614634e-6	45.878669460070064	50.58961184532023	0.10137447900738128
16	400	3	100	300	ZZ onsite |A|=2	2	exact	-0.5985704920183841	0.0	45.879160002004056	50.58961184532023	0.10137447900738128
16	400	3	100	300	ZZ up-up |A|=2	2	chi2	-0.3978048604828066	-0.05588934129602918	13.433919899111434	17.675482778502886	0.11061932216800723
16	400	3	100	300	ZZ up-up |A|=2	2	chi4	-0.3978048604828066	-0.33694326491432003	1.363516499317289	17.675482778502886	0.11061932216800723
16	400	3	100	300	ZZ up-up |A|=2	2	chi8	-0.3978048604828066	-0.004365509915066401	17.964130622407378	17.675482778502886	0.11061932216800723
16	400	3	100	300	ZZ up-up |A|=2	2	chi32	-0.3978048604828066	-0.00014386712555558567	18.008394221226045	17.675482778502886	0.11061932216800723
16	400	3	100	300	ZZ up-up |A|=2	2	exact	-0.3978048604828066	0.0	18.008693613221755	17.675482778502886	0.11061932216800723
16	400	3	100	300	DoubleOcc |A|=2	2	chi2	0.10035737699017858	0.10035737699017855	2.108776376983597	NaN	0.11107271829796786
16	400	3	100	300	DoubleOcc |A|=2	2	chi4	0.10035737699017858	0.0354315229591369	10.518629184564182	NaN	0.11107271829796786
16	400	3	100	300	DoubleOcc |A|=2	2	chi8	0.10035737699017858	-0.0005939715950023794	24.52443192697103	NaN	0.11107271829796786
16	400	3	100	300	DoubleOcc |A|=2	2	chi32	0.10035737699017858	-2.2000763591489836e-6	24.529273295211418	NaN	0.11107271829796786
16	400	3	100	300	DoubleOcc |A|=2	2	exact	0.10035737699017858	0.0	24.529257553764786	NaN	0.11107271829796786
16	400	3	100	300	SzSz |A|=2	2	chi2	-0.08155407383732062	0.003924805959373737	9.995304642368318	NaN	0.11931010696078972
16	400	3	100	300	SzSz |A|=2	2	chi4	-0.08155407383732062	-0.06633867494519897	1.4333118014327073	NaN	0.11931010696078972
16	400	3	100	300	SzSz |A|=2	2	chi8	-0.08155407383732062	-0.0007873035619198054	11.531502248799262	NaN	0.11931010696078972
16	400	3	100	300	SzSz |A|=2	2	chi32	-0.08155407383732062	-4.321406686590146e-5	11.574209472573678	NaN	0.11931010696078972
16	400	3	100	300	SzSz |A|=2	2	exact	-0.08155407383732062	0.0	11.575163691383565	NaN	0.11931010696078972
16	400	3	100	300	hop |A|=3	3	chi2	0.4227169615035098	0.4227169615035098	1.0	NaN	0.10528150341033753
16	400	3	100	300	hop |A|=3	3	chi4	0.4227169615035098	0.4227169615035098	1.0	NaN	0.10528150341033753
16	400	3	100	300	hop |A|=3	3	chi8	0.4227169615035098	0.005699855880129889	20.62213575077977	NaN	0.10528150341033753
16	400	3	100	300	hop |A|=3	3	chi32	0.4227169615035098	0.00010409997357258005	20.720359315179103	NaN	0.10528150341033753
16	400	3	100	300	hop |A|=3	3	exact	0.4227169615035098	0.0	20.720844695006317	NaN	0.10528150341033753
16	400	3	100	300	ZZZZ |A|=4	4	chi2	0.5437227893572482	-0.4562772106427513	1.3324740355327709	42.386531746891016	0.11253551000524531
16	400	3	100	300	ZZZZ |A|=4	4	chi4	0.5437227893572482	-0.009609589043273581	38.68910535841599	42.386531746891016	0.11253551000524531
16	400	3	100	300	ZZZZ |A|=4	4	chi8	0.5437227893572482	-0.003358510723449948	39.551596192725505	42.386531746891016	0.11253551000524531
16	400	3	100	300	ZZZZ |A|=4	4	chi32	0.5437227893572482	-1.5389805756993447e-5	39.855731715347886	42.386531746891016	0.11253551000524531
16	400	3	100	300	ZZZZ |A|=4	4	exact	0.5437227893572482	0.0	39.856864835824865	42.386531746891016	0.11253551000524531
16	400	3	100	300	SxSx |A|=4	4	chi2	-0.08155407393587649	-0.08155407393587649	1.0	NaN	0.10539399633000034
16	400	3	100	300	SxSx |A|=4	4	chi4	-0.08155407393587649	-0.00868633917037781	6.814130041809297	NaN	0.10539399633000034
16	400	3	100	300	SxSx |A|=4	4	chi8	-0.08155407393587649	0.0014228968707603318	11.554939212609876	NaN	0.10539399633000034
16	400	3	100	300	SxSx |A|=4	4	chi32	-0.08155407393587649	-2.62097423203711e-5	11.570673827774293	NaN	0.10539399633000034
16	400	3	100	300	SxSx |A|=4	4	exact	-0.08155407393587649	0.0	11.571178341861822	NaN	0.10539399633000034
16	400	4	100	300	Sz  |A|=1	1	chi2	6.825333007109968e-11	-8.293536743822494e-8	0.9999999293487488	NaN	1.0356087647118825e-9
16	400	4	100	300	Sz  |A|=1	1	chi4	6.825333007109968e-11	-8.397395851594824e-9	0.9999999884177609	NaN	1.0356087647118825e-9
16	400	4	100	300	Sz  |A|=1	1	chi8	6.825333007109968e-11	3.612213861359237e-10	1.0000000006736638	NaN	1.0356087647118825e-9
16	400	4	100	300	Sz  |A|=1	1	chi32	6.825333007109968e-11	6.841992250539164e-13	0.9999999999522502	NaN	1.0356087647118825e-9
16	400	4	100	300	Sz  |A|=1	1	exact	6.825333007109968e-11	0.0	0.9999999999459491	NaN	1.0356087647118825e-9
16	400	4	100	300	ZZ onsite |A|=2	2	chi2	-0.5985704920183841	0.40142950798161536	2.1813950465514664	50.58961184532023	0.10598346992132364
16	400	4	100	300	ZZ onsite |A|=2	2	chi4	-0.5985704920183841	0.14172611448061567	14.067474098587333	50.58961184532023	0.10598346992132364
16	400	4	100	300	ZZ onsite |A|=2	2	chi8	-0.5985704920183841	-0.002375888552378913	62.634307133387466	50.58961184532023	0.10598346992132364
16	400	4	100	300	ZZ onsite |A|=2	2	chi32	-0.5985704920183841	-8.800334999614634e-6	62.696863235654305	50.58961184532023	0.10598346992132364
16	400	4	100	300	ZZ onsite |A|=2	2	exact	-0.5985704920183841	0.0	62.69687032573805	50.58961184532023	0.10598346992132364
16	400	4	100	300	ZZ up-up |A|=2	2	chi2	-0.3978048604828066	-0.05588934129602918	13.394244221883246	17.675482778502886	0.11189906480250847
16	400	4	100	300	ZZ up-up |A|=2	2	chi4	-0.3978048604828066	-0.33694326491432003	1.3618522554398966	17.675482778502886	0.11189906480250847
16	400	4	100	300	ZZ up-up |A|=2	2	chi8	-0.3978048604828066	-0.004365509915066401	18.21341408733516	17.675482778502886	0.11189906480250847
16	400	4	100	300	ZZ up-up |A|=2	2	chi32	-0.3978048604828066	-0.00014386712555558567	18.289734466705827	17.675482778502886	0.11189906480250847
16	400	4	100	300	ZZ up-up |A|=2	2	exact	-0.3978048604828066	0.0	18.29110592080558	17.675482778502886	0.11189906480250847
16	400	4	100	300	DoubleOcc |A|=2	2	chi2	0.10035737699017858	0.10035737699017855	2.2120865432784886	NaN	0.10427950335544811
16	400	4	100	300	DoubleOcc |A|=2	2	chi4	0.10035737699017858	0.0354315229591369	12.795815793458337	NaN	0.10427950335544811
16	400	4	100	300	DoubleOcc |A|=2	2	chi8	0.10035737699017858	-0.0005939715950023794	37.152476034770736	NaN	0.10427950335544811
16	400	4	100	300	DoubleOcc |A|=2	2	chi32	0.10035737699017858	-2.2000763591489836e-6	37.234391996680515	NaN	0.10427950335544811
16	400	4	100	300	DoubleOcc |A|=2	2	exact	0.10035737699017858	0.0	37.23461938351758	NaN	0.10427950335544811
16	400	4	100	300	SzSz |A|=2	2	chi2	-0.08155407383732062	0.003924805959373737	9.894136022043664	NaN	0.10009257375560074
16	400	4	100	300	SzSz |A|=2	2	chi4	-0.08155407383732062	-0.06633867494519897	1.433649272327823	NaN	0.10009257375560074
16	400	4	100	300	SzSz |A|=2	2	chi8	-0.08155407383732062	-0.0007873035619198054	11.677429789260401	NaN	0.10009257375560074
16	400	4	100	300	SzSz |A|=2	2	chi32	-0.08155407383732062	-4.321406686590146e-5	11.710392236882626	NaN	0.10009257375560074
16	400	4	100	300	SzSz |A|=2	2	exact	-0.08155407383732062	0.0	11.711395585333717	NaN	0.10009257375560074
16	400	4	100	300	hop |A|=3	3	chi2	0.4227169615035098	0.4227169615035098	1.0	NaN	0.09313017383388379
16	400	4	100	300	hop |A|=3	3	chi4	0.4227169615035098	0.4227169615035098	1.0	NaN	0.09313017383388379
16	400	4	100	300	hop |A|=3	3	chi8	0.4227169615035098	0.005699855880129889	22.311882363362738	NaN	0.09313017383388379
16	400	4	100	300	hop |A|=3	3	chi32	0.4227169615035098	0.00010409997357258005	22.795380374350113	NaN	0.09313017383388379
16	400	4	100	300	hop |A|=3	3	exact	0.4227169615035098	0.0	22.803025411700688	NaN	0.09313017383388379
16	400	4	100	300	ZZZZ |A|=4	4	chi2	0.5437227893572482	-0.4562772106427513	1.435901269536937	42.386531746891016	0.12417742289155109
16	400	4	100	300	ZZZZ |A|=4	4	chi4	0.5437227893572482	-0.009609589043273581	46.78674942158894	42.386531746891016	0.12417742289155109
16	400	4	100	300	ZZZZ |A|=4	4	chi8	0.5437227893572482	-0.003358510723449948	47.14212370607198	42.386531746891016	0.12417742289155109
16	400	4	100	300	ZZZZ |A|=4	4	chi32	0.5437227893572482	-1.5389805756993447e-5	47.09986343319743	42.386531746891016	0.12417742289155109
16	400	4	100	300	ZZZZ |A|=4	4	exact	0.5437227893572482	0.0	47.09929299121733	42.386531746891016	0.12417742289155109
16	400	4	100	300	SxSx |A|=4	4	chi2	-0.08155407393587649	-0.08155407393587649	1.0	NaN	0.12077039930060997
16	400	4	100	300	SxSx |A|=4	4	chi4	-0.08155407393587649	-0.00868633917037781	7.737081288456034	NaN	0.12077039930060997
16	400	4	100	300	SxSx |A|=4	4	chi8	-0.08155407393587649	0.0014228968707603318	11.627798071253832	NaN	0.12077039930060997
16	400	4	100	300	SxSx |A|=4	4	chi32	-0.08155407393587649	-2.62097423203711e-5	11.743345016693555	NaN	0.12077039930060997
16	400	4	100	300	SxSx |A|=4	4	exact	-0.08155407393587649	0.0	11.741996915675998	NaN	0.12077039930060997
16	400	5	100	300	Sz  |A|=1	1	chi2	6.825333007109968e-11	-8.293536743822494e-8	1.0000000972484586	NaN	9.092130938393747e-10
16	400	5	100	300	Sz  |A|=1	1	chi4	6.825333007109968e-11	-8.397395851594824e-9	1.0000000079282272	NaN	9.092130938393747e-10
16	400	5	100	300	Sz  |A|=1	1	chi8	6.825333007109968e-11	3.612213861359237e-10	0.9999999998497133	NaN	9.092130938393747e-10
16	400	5	100	300	Sz  |A|=1	1	chi32	6.825333007109968e-11	6.841992250539164e-13	1.000000000083606	NaN	9.092130938393747e-10
16	400	5	100	300	Sz  |A|=1	1	exact	6.825333007109968e-11	0.0	1.000000000081807	NaN	9.092130938393747e-10
16	400	5	100	300	ZZ onsite |A|=2	2	chi2	-0.5985704920183841	0.40142950798161536	1.9294259265660927	50.58961184532023	0.10433592315190898
16	400	5	100	300	ZZ onsite |A|=2	2	chi4	-0.5985704920183841	0.14172611448061567	10.421253307050316	50.58961184532023	0.10433592315190898
16	400	5	100	300	ZZ onsite |A|=2	2	chi8	-0.5985704920183841	-0.002375888552378913	36.6222688767284	50.58961184532023	0.10433592315190898
16	400	5	100	300	ZZ onsite |A|=2	2	chi32	-0.5985704920183841	-8.800334999614634e-6	36.39248306787204	50.58961184532023	0.10433592315190898
16	400	5	100	300	ZZ onsite |A|=2	2	exact	-0.5985704920183841	0.0	36.39155530755824	50.58961184532023	0.10433592315190898
16	400	5	100	300	ZZ up-up |A|=2	2	chi2	-0.3978048604828066	-0.05588934129602918	13.77136752788372	17.675482778502886	0.1120339679542547
16	400	5	100	300	ZZ up-up |A|=2	2	chi4	-0.3978048604828066	-0.33694326491432003	1.363666600144006	17.675482778502886	0.1120339679542547
16	400	5	100	300	ZZ up-up |A|=2	2	chi8	-0.3978048604828066	-0.004365509915066401	18.76929358121994	17.675482778502886	0.1120339679542547
16	400	5	100	300	ZZ up-up |A|=2	2	chi32	-0.3978048604828066	-0.00014386712555558567	18.835186892808707	17.675482778502886	0.1120339679542547
16	400	5	100	300	ZZ up-up |A|=2	2	exact	-0.3978048604828066	0.0	18.836116861381996	17.675482778502886	0.1120339679542547
16	400	5	100	300	DoubleOcc |A|=2	2	chi2	0.10035737699017858	0.10035737699017855	1.8165304300755858	NaN	0.10654258610058338
16	400	5	100	300	DoubleOcc |A|=2	2	chi4	0.10035737699017858	0.0354315229591369	7.955641779267616	NaN	0.10654258610058338
16	400	5	100	300	DoubleOcc |A|=2	2	chi8	0.10035737699017858	-0.0005939715950023794	18.556419963551058	NaN	0.10654258610058338
16	400	5	100	300	DoubleOcc |A|=2	2	chi32	0.10035737699017858	-2.2000763591489836e-6	18.476012910392313	NaN	0.10654258610058338
16	400	5	100	300	DoubleOcc |A|=2	2	exact	0.10035737699017858	0.0	18.47569517061011	NaN	0.10654258610058338
16	400	5	100	300	SzSz |A|=2	2	chi2	-0.08155407383732062	0.003924805959373737	10.015117835162425	NaN	0.12198065071601517
16	400	5	100	300	SzSz |A|=2	2	chi4	-0.08155407383732062	-0.06633867494519897	1.4545947104520045	NaN	0.12198065071601517
16	400	5	100	300	SzSz |A|=2	2	chi8	-0.08155407383732062	-0.0007873035619198054	11.814435810814269	NaN	0.12198065071601517
16	400	5	100	300	SzSz |A|=2	2	chi32	-0.08155407383732062	-4.321406686590146e-5	11.756480088899846	NaN	0.12198065071601517
16	400	5	100	300	SzSz |A|=2	2	exact	-0.08155407383732062	0.0	11.75386771148775	NaN	0.12198065071601517
16	400	5	100	300	hop |A|=3	3	chi2	0.4227169615035098	0.4227169615035098	1.0	NaN	0.10445359602837417
16	400	5	100	300	hop |A|=3	3	chi4	0.4227169615035098	0.4227169615035098	1.0	NaN	0.10445359602837417
16	400	5	100	300	hop |A|=3	3	chi8	0.4227169615035098	0.005699855880129889	22.304064312279866	NaN	0.10445359602837417
16	400	5	100	300	hop |A|=3	3	chi32	0.4227169615035098	0.00010409997357258005	22.474193211406895	NaN	0.10445359602837417
16	400	5	100	300	hop |A|=3	3	exact	0.4227169615035098	0.0	22.47580115883197	NaN	0.10445359602837417
16	400	5	100	300	ZZZZ |A|=4	4	chi2	0.5437227893572482	-0.4562772106427513	1.48612325678718	42.386531746891016	0.11491608923851725
16	400	5	100	300	ZZZZ |A|=4	4	chi4	0.5437227893572482	-0.009609589043273581	41.553501084587516	42.386531746891016	0.11491608923851725
16	400	5	100	300	ZZZZ |A|=4	4	chi8	0.5437227893572482	-0.003358510723449948	41.508815537928996	42.386531746891016	0.11491608923851725
16	400	5	100	300	ZZZZ |A|=4	4	chi32	0.5437227893572482	-1.5389805756993447e-5	41.30817055671727	42.386531746891016	0.11491608923851725
16	400	5	100	300	ZZZZ |A|=4	4	exact	0.5437227893572482	0.0	41.306967732758366	42.386531746891016	0.11491608923851725
16	400	5	100	300	SxSx |A|=4	4	chi2	-0.08155407393587649	-0.08155407393587649	1.0	NaN	0.10117883447209688
16	400	5	100	300	SxSx |A|=4	4	chi4	-0.08155407393587649	-0.00868633917037781	6.364354583061616	NaN	0.10117883447209688
16	400	5	100	300	SxSx |A|=4	4	chi8	-0.08155407393587649	0.0014228968707603318	12.574251693311657	NaN	0.10117883447209688
16	400	5	100	300	SxSx |A|=4	4	chi32	-0.08155407393587649	-2.62097423203711e-5	12.528199300557652	NaN	0.10117883447209688
16	400	5	100	300	SxSx |A|=4	4	exact	-0.08155407393587649	0.0	12.530714502669387	NaN	0.10117883447209688
16	400	6	100	300	Sz  |A|=1	1	chi2	6.825333007109968e-11	-8.293536743822494e-8	0.9999998536478634	NaN	9.059484261624579e-10
16	400	6	100	300	Sz  |A|=1	1	chi4	6.825333007109968e-11	-8.397395851594824e-9	0.9999999764518164	NaN	9.059484261624579e-10
16	400	6	100	300	Sz  |A|=1	1	chi8	6.825333007109968e-11	3.612213861359237e-10	1.0000000013524089	NaN	9.059484261624579e-10
16	400	6	100	300	Sz  |A|=1	1	chi32	6.825333007109968e-11	6.841992250539164e-13	0.9999999999000947	NaN	9.059484261624579e-10
16	400	6	100	300	Sz  |A|=1	1	exact	6.825333007109968e-11	0.0	0.9999999998876227	NaN	9.059484261624579e-10
16	400	6	100	300	ZZ onsite |A|=2	2	chi2	-0.5985704920183841	0.40142950798161536	2.007923784277267	50.58961184532023	0.11759148419262268
16	400	6	100	300	ZZ onsite |A|=2	2	chi4	-0.5985704920183841	0.14172611448061567	11.278589516946798	50.58961184532023	0.11759148419262268
16	400	6	100	300	ZZ onsite |A|=2	2	chi8	-0.5985704920183841	-0.002375888552378913	40.20123582014535	50.58961184532023	0.11759148419262268
16	400	6	100	300	ZZ onsite |A|=2	2	chi32	-0.5985704920183841	-8.800334999614634e-6	40.03069622046758	50.58961184532023	0.11759148419262268
16	400	6	100	300	ZZ onsite |A|=2	2	exact	-0.5985704920183841	0.0	40.029970833482594	50.58961184532023	0.11759148419262268
16	400	6	100	300	ZZ up-up |A|=2	2	chi2	-0.3978048604828066	-0.05588934129602918	14.126277308624745	17.675482778502886	0.10793463475809931
16	400	6	100	300	ZZ up-up |A|=2	2	chi4	-0.3978048604828066	-0.33694326491432003	1.3661413814537064	17.675482778502886	0.10793463475809931
16	400	6	100	300	ZZ up-up |A|=2	2	chi8	-0.3978048604828066	-0.004365509915066401	19.095387818669444	17.675482778502886	0.10793463475809931
16	400	6	100	300	ZZ up-up |A|=2	2	chi32	-0.3978048604828066	-0.00014386712555558567	19.131060572548225	17.675482778502886	0.10793463475809931
16	400	6	100	300	ZZ up-up |A|=2	2	exact	-0.3978048604828066	0.0	19.130899618998544	17.675482778502886	0.10793463475809931
16	400	6	100	300	DoubleOcc |A|=2	2	chi2	0.10035737699017858	0.10035737699017855	2.036079588142986	NaN	0.11452138541440594
16	400	6	100	300	DoubleOcc |A|=2	2	chi4	0.10035737699017858	0.0354315229591369	9.93580127618234	NaN	0.11452138541440594
16	400	6	100	300	DoubleOcc |A|=2	2	chi8	0.10035737699017858	-0.0005939715950023794	23.720396612490653	NaN	0.11452138541440594
16	400	6	100	300	DoubleOcc |A|=2	2	chi32	0.10035737699017858	-2.2000763591489836e-6	23.69301962340916	NaN	0.11452138541440594
16	400	6	100	300	DoubleOcc |A|=2	2	exact	0.10035737699017858	0.0	23.692886052478627	NaN	0.11452138541440594
16	400	6	100	300	SzSz |A|=2	2	chi2	-0.08155407383732062	0.003924805959373737	9.780670418415642	NaN	0.10644541814532617
16	400	6	100	300	SzSz |A|=2	2	chi4	-0.08155407383732062	-0.06633867494519897	1.437095729387641	NaN	0.10644541814532617
16	400	6	100	300	SzSz |A|=2	2	chi8	-0.08155407383732062	-0.0007873035619198054	11.801635144805037	NaN	0.10644541814532617
16	400	6	100	300	SzSz |A|=2	2	chi32	-0.08155407383732062	-4.321406686590146e-5	11.788502855954109	NaN	0.10644541814532617
16	400	6	100	300	SzSz |A|=2	2	exact	-0.08155407383732062	0.0	11.78702446536975	NaN	0.10644541814532617
16	400	6	100	300	hop |A|=3	3	chi2	0.4227169615035098	0.4227169615035098	1.0	NaN	0.10075082619199847
16	400	6	100	300	hop |A|=3	3	chi4	0.4227169615035098	0.4227169615035098	1.0	NaN	0.10075082619199847
16	400	6	100	300	hop |A|=3	3	chi8	0.4227169615035098	0.005699855880129889	22.632668645926003	NaN	0.10075082619199847
16	400	6	100	300	hop |A|=3	3	chi32	0.4227169615035098	0.00010409997357258005	22.940411250947022	NaN	0.10075082619199847
16	400	6	100	300	hop |A|=3	3	exact	0.4227169615035098	0.0	22.944599641147466	NaN	0.10075082619199847
16	400	6	100	300	ZZZZ |A|=4	4	chi2	0.5437227893572482	-0.4562772106427513	1.3965215541020897	42.386531746891016	0.12353558348807944
16	400	6	100	300	ZZZZ |A|=4	4	chi4	0.5437227893572482	-0.009609589043273581	50.85747875234157	42.386531746891016	0.12353558348807944
16	400	6	100	300	ZZZZ |A|=4	4	chi8	0.5437227893572482	-0.003358510723449948	51.68768479510411	42.386531746891016	0.12353558348807944
16	400	6	100	300	ZZZZ |A|=4	4	chi32	0.5437227893572482	-1.5389805756993447e-5	51.85404687960826	42.386531746891016	0.12353558348807944
16	400	6	100	300	ZZZZ |A|=4	4	exact	0.5437227893572482	0.0	51.8543522743185	42.386531746891016	0.12353558348807944
16	400	6	100	300	SxSx |A|=4	4	chi2	-0.08155407393587649	-0.08155407393587649	1.0	NaN	0.11250261429848707
16	400	6	100	300	SxSx |A|=4	4	chi4	-0.08155407393587649	-0.00868633917037781	6.35656432758336	NaN	0.11250261429848707
16	400	6	100	300	SxSx |A|=4	4	chi8	-0.08155407393587649	0.0014228968707603318	12.147430403765739	NaN	0.11250261429848707
16	400	6	100	300	SxSx |A|=4	4	chi32	-0.08155407393587649	-2.62097423203711e-5	12.354765518762326	NaN	0.11250261429848707
16	400	6	100	300	SxSx |A|=4	4	exact	-0.08155407393587649	0.0	12.354430355510601	NaN	0.11250261429848707
16	400	7	100	300	Sz  |A|=1	1	chi2	6.825333007109968e-11	-8.293536743822494e-8	0.9999999259498846	NaN	1.0520100352908787e-9
16	400	7	100	300	Sz  |A|=1	1	chi4	6.825333007109968e-11	-8.397395851594824e-9	1.0000000015138424	NaN	1.0520100352908787e-9
16	400	7	100	300	Sz  |A|=1	1	chi8	6.825333007109968e-11	3.612213861359237e-10	0.9999999993824129	NaN	1.0520100352908787e-9
16	400	7	100	300	Sz  |A|=1	1	chi32	6.825333007109968e-11	6.841992250539164e-13	0.9999999999194975	NaN	1.0520100352908787e-9
16	400	7	100	300	Sz  |A|=1	1	exact	6.825333007109968e-11	0.0	0.9999999999307336	NaN	1.0520100352908787e-9
16	400	7	100	300	ZZ onsite |A|=2	2	chi2	-0.5985704920183841	0.40142950798161536	2.279862514629032	50.58961184532023	0.10393716357951957
16	400	7	100	300	ZZ onsite |A|=2	2	chi4	-0.5985704920183841	0.14172611448061567	14.58056400453041	50.58961184532023	0.10393716357951957
16	400	7	100	300	ZZ onsite |A|=2	2	chi8	-0.5985704920183841	-0.002375888552378913	51.591320294418146	50.58961184532023	0.10393716357951957
