W	LX	nsites	geometry	bipartite	U	Eref	Hvar	prior	global_fid	observable	nA	F_supp	D_supp	true	prior_val	Delta	eps	G	G_max
4	3	12	torus	false	2.0	-14.5855892490	-2.842e-14	chi2	4.0751388236e-04	ZZ onsite	2	0.59639927	4.03600734e-01	-0.1927985321	-1.0000000000	8.072015e-01	4.186761e+00	0.072468	4.431673
4	3	12	torus	false	2.0	-14.5855892490	-2.842e-14	chi4	8.6524101026e-04	ZZ onsite	2	0.72871947	4.72219361e-01	-0.1927985321	0.3766079132	-5.694064e-01	2.953375e+00	0.143269	4.431673
4	3	12	torus	false	2.0	-14.5855892490	-2.842e-14	chi8	7.6607647478e-03	ZZ onsite	2	0.89322967	2.40741661e-01	-0.1927985321	-0.0317999756	-1.609986e-01	8.350611e-01	1.306123	4.431673
4	3	12	torus	false	2.0	-14.5855892490	-2.842e-14	chi16	5.9511965028e-02	ZZ onsite	2	0.92080411	1.91889978e-01	-0.1927985321	-0.1072612845	-8.553725e-02	4.436613e-01	2.645026	4.431673
4	3	12	torus	false	2.0	-14.5855892490	-2.842e-14	chi32	3.0819291603e-01	ZZ onsite	2	0.95851920	1.36587036e-01	-0.1927985321	-0.1506695746	-4.212896e-02	2.185129e-01	3.807753	4.431673
4	3	12	torus	false	2.0	-14.5855892490	-2.842e-14	chi64	6.4271735261e-01	ZZ onsite	2	0.99320404	5.75095115e-02	-0.1927985321	-0.2261190171	3.332049e-02	1.728254e-01	4.019660	4.431673
4	3	12	torus	false	2.0	-14.5855892490	-2.842e-14	chi128	8.9333677956e-01	ZZ onsite	2	0.99899861	2.41578907e-02	-0.1927985321	-0.2174207027	2.462217e-02	1.277093e-01	4.196781	4.431673
4	3	12	torus	false	2.0	-14.5855892490	-2.842e-14	chi256	9.9649737318e-01	ZZ onsite	2	0.99999994	2.34002422e-04	-0.1927985321	-0.1932665370	4.680048e-04	2.427429e-03	4.431583	4.431673
4	3	12	torus	false	2.0	-14.5855892490	-2.842e-14	UHF	8.8814774052e-01	ZZ onsite	2	0.99061918	9.63992661e-02	-0.1927985321	-0.0000000000	-1.927985e-01	1.000000e+00	1.000000	4.431673
4	3	12	torus	false	2.0	-14.5855892490	-2.842e-14	chi2	4.0751388236e-04	ZZ up-up nb	2	0.98389488	1.25879143e-01	-0.2517582850	-0.0000000000	-2.517583e-01	1.000000e+00	1.000000	7.015235
4	3	12	torus	false	2.0	-14.5855892490	-2.842e-14	chi4	8.6524101026e-04	ZZ up-up nb	2	0.84804609	3.29890596e-01	-0.2517582850	-0.2422177288	-9.540556e-03	3.789570e-02	6.955154	7.015235
4	3	12	torus	false	2.0	-14.5855892490	-2.842e-14	chi8	7.6607647478e-03	ZZ up-up nb	2	0.93154056	2.02837447e-01	-0.2517582850	-0.1505114195	-1.012469e-01	4.021590e-01	3.555879	7.015235
4	3	12	torus	false	2.0	-14.5855892490	-2.842e-14	chi16	5.9511965028e-02	ZZ up-up nb	2	0.94555319	1.87831132e-01	-0.2517582850	-0.0979735084	-1.537848e-01	6.108430e-01	2.162220	7.015235
4	3	12	torus	false	2.0	-14.5855892490	-2.842e-14	chi32	3.0819291603e-01	ZZ up-up nb	2	0.98112598	1.26073025e-01	-0.2517582850	-0.1760900049	-7.566828e-02	3.005592e-01	4.545338	7.015235
4	3	12	torus	false	2.0	-14.5855892490	-2.842e-14	chi64	6.4271735261e-01	ZZ up-up nb	2	0.99707904	4.92069863e-02	-0.2517582850	-0.2276939923	-2.406429e-02	9.558491e-02	6.649777	7.015235
4	3	12	torus	false	2.0	-14.5855892490	-2.842e-14	chi128	8.9333677956e-01	ZZ up-up nb	2	0.99957406	1.81756290e-02	-0.2517582850	-0.2413922546	-1.036603e-02	4.117454e-02	6.944417	7.015235
4	3	12	torus	false	2.0	-14.5855892490	-2.842e-14	chi256	9.9649737318e-01	ZZ up-up nb	2	0.99999979	4.34854294e-04	-0.2517582850	-0.2508885764	-8.697086e-04	3.454538e-03	7.014732	7.015235
4	3	12	torus	false	2.0	-14.5855892490	-2.842e-14	UHF	8.8814774052e-01	ZZ up-up nb	2	0.99999885	8.92174653e-04	-0.2517582850	-0.2500000000	-1.758285e-03	6.984020e-03	7.013178	7.015235
4	3	12	torus	false	2.0	-14.5855892490	-2.842e-14	chi2	4.0751388236e-04	SzSz nb	4	0.33025766	6.30212295e-01	-0.0395901095	-0.0000000000	-3.959011e-02	1.000000e+00	1.000000	1.155046
4	3	12	torus	false	2.0	-14.5855892490	-2.842e-14	chi4	8.6524101026e-04	SzSz nb	4	0.62373538	5.00329831e-01	-0.0395901095	-0.0007522359	-3.883787e-02	9.809994e-01	1.005078	1.155046
4	3	12	torus	false	2.0	-14.5855892490	-2.842e-14	chi8	7.6607647478e-03	SzSz nb	4	0.79756057	3.88521992e-01	-0.0395901095	-0.0064605378	-3.312957e-02	8.368143e-01	1.041922	1.155046
4	3	12	torus	false	2.0	-14.5855892490	-2.842e-14	chi16	5.9511965028e-02	SzSz nb	4	0.84424391	3.56945728e-01	-0.0395901095	-0.0003712517	-3.921886e-02	9.906226e-01	1.002512	1.155046
4	3	12	torus	false	2.0	-14.5855892490	-2.842e-14	chi32	3.0819291603e-01	SzSz nb	4	0.93388418	2.09743982e-01	-0.0395901095	-0.0254581859	-1.413192e-02	3.569559e-01	1.132669	1.155046
4	3	12	torus	false	2.0	-14.5855892490	-2.842e-14	chi64	6.4271735261e-01	SzSz nb	4	0.97749048	9.30680217e-02	-0.0395901095	-0.0371498914	-2.440218e-03	6.163707e-02	1.154366	1.155046
4	3	12	torus	false	2.0	-14.5855892490	-2.842e-14	chi128	8.9333677956e-01	SzSz nb	4	0.99404394	4.21826810e-02	-0.0395901095	-0.0402328520	6.427424e-04	1.623492e-02	1.154998	1.155046
