W	LX	geometry	U	Hvar	prior	kind	start	l	true	prior_val
1	32	cylinder	8.0	5.629e-11	UHF	P	9	1	-0.853776582852	-0.880849392041
1	32	cylinder	8.0	5.629e-11	UHF	P	9	2	0.866708011855	0.882678484601
1	32	cylinder	8.0	5.629e-11	UHF	P	9	3	-0.851448380777	-0.882564778256
1	32	cylinder	8.0	5.629e-11	UHF	P	9	4	0.865441491893	0.882568782817
1	32	cylinder	8.0	5.629e-11	UHF	P	9	5	-0.851864272954	-0.882568535292
1	32	cylinder	8.0	5.629e-11	UHF	P	9	6	0.865123389043	0.882568545579
1	32	cylinder	8.0	5.629e-11	UHF	P	9	7	-0.852063086063	-0.882568545006
1	32	cylinder	8.0	5.629e-11	UHF	P	9	8	0.865017567939	0.882568545032
1	32	cylinder	8.0	5.629e-11	UHF	P	9	9	-0.852089336997	-0.882568545030
1	32	cylinder	8.0	5.629e-11	UHF	P	9	10	0.865069886043	0.882568545031
1	32	cylinder	8.0	5.629e-11	UHF	P	9	11	-0.851959991202	-0.882568545031
1	32	cylinder	8.0	5.629e-11	UHF	P	9	12	0.865281014510	0.882568545031
1	32	cylinder	8.0	5.629e-11	UHF	P	9	13	-0.851658895139	-0.882568545031
1	32	cylinder	8.0	5.629e-11	UHF	P	9	14	0.865683511666	0.882568545031
1	32	cylinder	8.0	5.629e-11	UHF	P	9	15	-0.851133604234	-0.882568545031
1	32	cylinder	8.0	5.629e-11	UHF	P	9	16	0.866355987021	0.882568545031
1	32	cylinder	8.0	5.629e-11	chi2	P	9	1	-0.853776582852	-1.000000000000
1	32	cylinder	8.0	5.629e-11	chi2	P	9	2	0.866708011855	1.000000000000
1	32	cylinder	8.0	5.629e-11	chi2	P	9	3	-0.851448380777	-1.000000000000
1	32	cylinder	8.0	5.629e-11	chi2	P	9	4	0.865441491893	1.000000000000
1	32	cylinder	8.0	5.629e-11	chi2	P	9	5	-0.851864272954	-1.000000000000
1	32	cylinder	8.0	5.629e-11	chi2	P	9	6	0.865123389043	1.000000000000
1	32	cylinder	8.0	5.629e-11	chi2	P	9	7	-0.852063086063	-1.000000000000
1	32	cylinder	8.0	5.629e-11	chi2	P	9	8	0.865017567939	1.000000000000
1	32	cylinder	8.0	5.629e-11	chi2	P	9	9	-0.852089336997	-1.000000000000
1	32	cylinder	8.0	5.629e-11	chi2	P	9	10	0.865069886043	1.000000000000
1	32	cylinder	8.0	5.629e-11	chi2	P	9	11	-0.851959991202	-1.000000000000
1	32	cylinder	8.0	5.629e-11	chi2	P	9	12	0.865281014510	1.000000000000
1	32	cylinder	8.0	5.629e-11	chi2	P	9	13	-0.851658895139	-1.000000000000
1	32	cylinder	8.0	5.629e-11	chi2	P	9	14	0.865683511666	1.000000000000
1	32	cylinder	8.0	5.629e-11	chi2	P	9	15	-0.851133604234	-1.000000000000
1	32	cylinder	8.0	5.629e-11	chi2	P	9	16	0.866355987021	1.000000000000
1	32	cylinder	8.0	5.629e-11	chi4	P	9	1	-0.853776582852	-0.915826614914
1	32	cylinder	8.0	5.629e-11	chi4	P	9	2	0.866708011855	1.000000000000
1	32	cylinder	8.0	5.629e-11	chi4	P	9	3	-0.851448380777	-0.916407538437
1	32	cylinder	8.0	5.629e-11	chi4	P	9	4	0.865441491893	1.000000000000
1	32	cylinder	8.0	5.629e-11	chi4	P	9	5	-0.851864272954	-0.916793585469
1	32	cylinder	8.0	5.629e-11	chi4	P	9	6	0.865123389043	1.000000000000
1	32	cylinder	8.0	5.629e-11	chi4	P	9	7	-0.852063086063	-0.917034402671
1	32	cylinder	8.0	5.629e-11	chi4	P	9	8	0.865017567939	1.000000000000
1	32	cylinder	8.0	5.629e-11	chi4	P	9	9	-0.852089336997	-0.917148324815
1	32	cylinder	8.0	5.629e-11	chi4	P	9	10	0.865069886043	1.000000000000
1	32	cylinder	8.0	5.629e-11	chi4	P	9	11	-0.851959991202	-0.917131655782
1	32	cylinder	8.0	5.629e-11	chi4	P	9	12	0.865281014510	1.000000000000
1	32	cylinder	8.0	5.629e-11	chi4	P	9	13	-0.851658895139	-0.916957305563
1	32	cylinder	8.0	5.629e-11	chi4	P	9	14	0.865683511666	1.000000000000
1	32	cylinder	8.0	5.629e-11	chi4	P	9	15	-0.851133604234	-0.916562039602
1	32	cylinder	8.0	5.629e-11	chi4	P	9	16	0.866355987021	1.000000000000
1	32	cylinder	8.0	5.629e-11	chi8	P	9	1	-0.853776582852	-0.856560059765
1	32	cylinder	8.0	5.629e-11	chi8	P	9	2	0.866708011855	0.868366543387
1	32	cylinder	8.0	5.629e-11	chi8	P	9	3	-0.851448380777	-0.855253241353
1	32	cylinder	8.0	5.629e-11	chi8	P	9	4	0.865441491893	0.867491508508
1	32	cylinder	8.0	5.629e-11	chi8	P	9	5	-0.851864272954	-0.855966911735
1	32	cylinder	8.0	5.629e-11	chi8	P	9	6	0.865123389043	0.867186568077
1	32	cylinder	8.0	5.629e-11	chi8	P	9	7	-0.852063086063	-0.856292013403
1	32	cylinder	8.0	5.629e-11	chi8	P	9	8	0.865017567939	0.867066449425
1	32	cylinder	8.0	5.629e-11	chi8	P	9	9	-0.852089336997	-0.856369746286
1	32	cylinder	8.0	5.629e-11	chi8	P	9	10	0.865069886043	0.867088199683
1	32	cylinder	8.0	5.629e-11	chi8	P	9	11	-0.851959991202	-0.856227969969
1	32	cylinder	8.0	5.629e-11	chi8	P	9	12	0.865281014510	0.867254739968
1	32	cylinder	8.0	5.629e-11	chi8	P	9	13	-0.851658895139	-0.855840968660
1	32	cylinder	8.0	5.629e-11	chi8	P	9	14	0.865683511666	0.867600603693
1	32	cylinder	8.0	5.629e-11	chi8	P	9	15	-0.851133604234	-0.855133586311
1	32	cylinder	8.0	5.629e-11	chi8	P	9	16	0.866355987021	0.868204692077
1	32	cylinder	8.0	5.629e-11	chi16	P	9	1	-0.853776582852	-0.853842444070
1	32	cylinder	8.0	5.629e-11	chi16	P	9	2	0.866708011855	0.866505491477
1	32	cylinder	8.0	5.629e-11	chi16	P	9	3	-0.851448380777	-0.851570712875
1	32	cylinder	8.0	5.629e-11	chi16	P	9	4	0.865441491893	0.865659957481
1	32	cylinder	8.0	5.629e-11	chi16	P	9	5	-0.851864272954	-0.852038171464
1	32	cylinder	8.0	5.629e-11	chi16	P	9	6	0.865123389043	0.865346048043
1	32	cylinder	8.0	5.629e-11	chi16	P	9	7	-0.852063086063	-0.852245310894
1	32	cylinder	8.0	5.629e-11	chi16	P	9	8	0.865017567939	0.865236871446
1	32	cylinder	8.0	5.629e-11	chi16	P	9	9	-0.852089336997	-0.852275704087
1	32	cylinder	8.0	5.629e-11	chi16	P	9	10	0.865069886043	0.865285958470
1	32	cylinder	8.0	5.629e-11	chi16	P	9	11	-0.851959991202	-0.852147050589
1	32	cylinder	8.0	5.629e-11	chi16	P	9	12	0.865281014510	0.865493357276
1	32	cylinder	8.0	5.629e-11	chi16	P	9	13	-0.851658895139	-0.851843872549
1	32	cylinder	8.0	5.629e-11	chi16	P	9	14	0.865683511666	0.865890770852
1	32	cylinder	8.0	5.629e-11	chi16	P	9	15	-0.851133604234	-0.851314258114
1	32	cylinder	8.0	5.629e-11	chi16	P	9	16	0.866355987021	0.866556022080
1	32	cylinder	8.0	5.629e-11	chi32	P	9	1	-0.853776582852	-0.853792181140
1	32	cylinder	8.0	5.629e-11	chi32	P	9	2	0.866708011855	0.866639721419
1	32	cylinder	8.0	5.629e-11	chi32	P	9	3	-0.851448380777	-0.851450687691
1	32	cylinder	8.0	5.629e-11	chi32	P	9	4	0.865441491893	0.865459275992
1	32	cylinder	8.0	5.629e-11	chi32	P	9	5	-0.851864272954	-0.851894554124
1	32	cylinder	8.0	5.629e-11	chi32	P	9	6	0.865123389043	0.865189373089
1	32	cylinder	8.0	5.629e-11	chi32	P	9	7	-0.852063086063	-0.852101495261
1	32	cylinder	8.0	5.629e-11	chi32	P	9	8	0.865017567939	0.865084654338
1	32	cylinder	8.0	5.629e-11	chi32	P	9	9	-0.852089336997	-0.852128038579
1	32	cylinder	8.0	5.629e-11	chi32	P	9	10	0.865069886043	0.865135045737
1	32	cylinder	8.0	5.629e-11	chi32	P	9	11	-0.851959991202	-0.851991428797
1	32	cylinder	8.0	5.629e-11	chi32	P	9	12	0.865281014510	0.865303808422
1	32	cylinder	8.0	5.629e-11	chi32	P	9	13	-0.851658895139	-0.851682744296
1	32	cylinder	8.0	5.629e-11	chi32	P	9	14	0.865683511666	0.865705572135
1	32	cylinder	8.0	5.629e-11	chi32	P	9	15	-0.851133604234	-0.851156958187
1	32	cylinder	8.0	5.629e-11	chi32	P	9	16	0.866355987021	0.866376818643
1	32	cylinder	8.0	5.629e-11	chi64	P	9	1	-0.853776582852	-0.853776877598
1	32	cylinder	8.0	5.629e-11	chi64	P	9	2	0.866708011855	0.866707742870
1	32	cylinder	8.0	5.629e-11	chi64	P	9	3	-0.851448380777	-0.851448942438
1	32	cylinder	8.0	5.629e-11	chi64	P	9	4	0.865441491893	0.865440643515
1	32	cylinder	8.0	5.629e-11	chi64	P	9	5	-0.851864272954	-0.851864582858
1	32	cylinder	8.0	5.629e-11	chi64	P	9	6	0.865123389043	0.865123518490
1	32	cylinder	8.0	5.629e-11	chi64	P	9	7	-0.852063086063	-0.852063771133
1	32	cylinder	8.0	5.629e-11	chi64	P	9	8	0.865017567939	0.865017787877
1	32	cylinder	8.0	5.629e-11	chi64	P	9	9	-0.852089336997	-0.852090097551
1	32	cylinder	8.0	5.629e-11	chi64	P	9	10	0.865069886043	0.865070124122
1	32	cylinder	8.0	5.629e-11	chi64	P	9	11	-0.851959991202	-0.851960714145
1	32	cylinder	8.0	5.629e-11	chi64	P	9	12	0.865281014510	0.865281250535
1	32	cylinder	8.0	5.629e-11	chi64	P	9	13	-0.851658895139	-0.851659544472
