L	doping	site	chi_prior	observable	pure	true	Delta	prior_fid	G_emp	G_lo	G_hi	G_max	G_theo	S_bond
32	0.0	6	8	DoubleOcc	false	0.10070850732485279	-0.00046935403520351193	0.8418403365020896	27.44807660009881	25.594992163094286	28.998945012867587	27.44950016145183	NaN	1.2109065291452883
32	0.0	6	16	DoubleOcc	false	0.10070850732485279	0.0003191371216330896	0.9811892811440849	27.442252330132494	25.578791115301325	29.03659963791211	27.44950016145183	NaN	1.2109065291452883
32	0.0	6	32	DoubleOcc	false	0.10070850732485279	-1.4921145618518317e-6	0.9985421658875995	27.449518440169726	25.5917460356637	29.026931320769705	27.44950016145183	NaN	1.2109065291452883
32	0.0	6	2	ZZ onsite	true	-0.5971659706093939	0.40283402939060553	0.006921655983278663	2.1883709555914463	2.1466112896196776	2.2318517541026504	47.506212065752194	2.146410333281718	1.2109065291452883
32	0.0	6	4	ZZ onsite	true	-0.5971659706093939	0.15458588833929898	0.14457364359421632	11.920091286273554	11.478350897123466	12.35388115280977	47.506212065752194	11.686069177145752	1.2109065291452883
32	0.0	6	8	ZZ onsite	true	-0.5971659706093939	-0.001877416150801281	0.8418403365020896	47.42463651849931	44.126644299736185	50.45590133123239	47.506212065752194	50.243130819144675	1.2109065291452883
32	0.0	6	16	ZZ onsite	true	-0.5971659706093939	0.0012765484394694493	0.9811892811440849	47.53706652204445	44.2205335647853	50.60399390709414	47.506212065752194	50.25628264011123	1.2109065291452883
32	0.0	6	32	ZZ onsite	true	-0.5971659706093939	-5.9684562101480765e-6	0.9985421658875995	47.506020887573506	44.21514564091378	50.53319303608078	47.506212065752194	50.26759691542408	1.2109065291452883
32	0.0	6	2	ZZ up-up r=1	true	-0.40607456585253465	-0.06977439449933798	0.006921655983278663	13.066859657887008	12.554453706045518	13.649428948156977	19.68457980467851	12.219506733865856	1.2109065291452883
32	0.0	6	4	ZZ up-up r=1	true	-0.40607456585253465	-0.13696678650064642	0.14457364359421632	6.444025531318752	6.294258288430495	6.5997730708947815	19.68457980467851	6.190467620976607	1.2109065291452883
32	0.0	6	8	ZZ up-up r=1	true	-0.40607456585253465	-0.00861841975729477	0.8418403365020896	19.64885504481647	18.488615982232137	21.0251618303631	19.68457980467851	18.40616246531613	1.2109065291452883
32	0.0	6	16	ZZ up-up r=1	true	-0.40607456585253465	-0.0038403887230072375	0.9811892811440849	19.710289265859103	18.55732257303902	21.128095441721936	19.68457980467851	18.522605814085153	1.2109065291452883
32	0.0	6	32	ZZ up-up r=1	true	-0.40607456585253465	-0.00024301064078824375	0.9985421658875995	19.688188211113548	18.541610244686268	21.107888532420155	19.68457980467851	18.551566876990968	1.2109065291452883
32	0.0	6	2	SzSz r=1	false	-0.08335212817642698	0.0007229146618721871	0.006921655983278663	12.161323545674483	11.48442941935949	12.883396752406812	13.804447255272118	NaN	1.2109065291452883
32	0.0	6	4	SzSz r=1	false	-0.08335212817642698	-0.01466617407922148	0.14457364359421632	8.033000490313686	7.686912517324355	8.39598729898727	13.804447255272118	NaN	1.2109065291452883
32	0.0	6	8	SzSz r=1	false	-0.08335212817642698	-0.0018400639366230875	0.8418403365020896	13.61541000245713	12.844899527231597	14.441708811910253	13.804447255272118	NaN	1.2109065291452883
32	0.0	6	16	SzSz r=1	false	-0.08335212817642698	-0.00039500014449325715	0.9811892811440849	13.813450941718893	13.034289828676785	14.632995527556538	13.804447255272118	NaN	1.2109065291452883
32	0.0	6	32	SzSz r=1	false	-0.08335212817642698	-6.253838361508501e-5	0.9985421658875995	13.801326811868423	13.020115198538281	14.621917457751916	13.804447255272118	NaN	1.2109065291452883
32	0.0	6	2	hop up r=1	false	0.42720655049389045	0.42720655049389045	0.006921655983278663	1.0	1.0	1.0	19.79015500132401	NaN	1.2109065291452883
32	0.0	6	4	hop up r=1	false	0.42720655049389045	0.42720655049389045	0.14457364359421632	1.0	1.0	1.0	19.79015500132401	NaN	1.2109065291452883
32	0.0	6	8	hop up r=1	false	0.42720655049389045	0.007710622776357257	0.8418403365020896	19.87168206603395	18.718619570012013	21.225412352428535	19.79015500132401	NaN	1.2109065291452883
32	0.0	6	16	hop up r=1	false	0.42720655049389045	0.0026475722283748615	0.9811892811440849	19.84634408100493	18.665065928876665	21.18524956694505	19.79015500132401	NaN	1.2109065291452883
32	0.0	6	32	hop up r=1	false	0.42720655049389045	0.00016210121001059008	0.9985421658875995	19.794432556760626	18.60015346510691	21.109171699228956	19.79015500132401	NaN	1.2109065291452883
32	0.0	7	2	n	false	0.9999999999675934	-3.240652191038862e-11	0.006921655983278663	0.9999999966336062	0.9999999780815205	1.000000016818975	1.00000000058472	NaN	1.2340991310261786
32	0.0	7	4	n	false	0.9999999999675934	-3.3879044014639703e-10	0.14457364359421632	1.0000000010001369	0.9999999952996298	1.0000000062946444	1.00000000058472	NaN	1.2340991310261786
32	0.0	7	8	n	false	0.9999999999675934	-8.955292063461684e-11	0.8418403365020896	1.0000000005023992	0.999999997554372	1.000000003227127	1.00000000058472	NaN	1.2340991310261786
32	0.0	7	16	n	false	0.9999999999675934	-1.7302270727270752e-11	0.9811892811440849	1.0000000006195184	0.9999999968835196	1.0000000040471613	1.00000000058472	NaN	1.2340991310261786
32	0.0	7	32	n	false	0.9999999999675934	-2.5760504840377507e-12	0.9985421658875995	1.000000000492047	0.9999999974971839	1.000000003232539	1.00000000058472	NaN	1.2340991310261786
32	0.0	7	2	Sz	false	-3.0687635210746578e-9	-2.0567833826135234e-8	0.006921655983278663	0.9999999940986387	0.9999999777463967	1.0000000108253442	1.0000000010454306	NaN	1.2340991310261786
32	0.0	7	4	Sz	false	-3.0687635210746578e-9	1.8544490353045173e-9	0.14457364359421632	1.0000000015606385	0.9999999969552653	1.0000000061213847	1.0000000010454306	NaN	1.2340991310261786
32	0.0	7	8	Sz	false	-3.0687635210746578e-9	-5.085737872501106e-10	0.8418403365020896	1.0000000008448	0.9999999984297431	1.000000003239955	1.0000000010454306	NaN	1.2340991310261786
32	0.0	7	16	Sz	false	-3.0687635210746578e-9	1.653146924907034e-10	0.9811892811440849	1.0000000010955532	0.9999999979954789	1.0000000041169534	1.0000000010454306	NaN	1.2340991310261786
32	0.0	7	32	Sz	false	-3.0687635210746578e-9	-4.840711720355273e-10	0.9985421658875995	1.0000000008813474	0.9999999983999672	1.0000000032952088	1.0000000010454306	NaN	1.2340991310261786
32	0.0	7	2	DoubleOcc	false	0.09980703259498444	0.09980703259498444	0.006921655983278663	2.2425104584424806	2.183254066128279	2.309078685205837	31.56111768145485	NaN	1.2340991310261786
32	0.0	7	4	DoubleOcc	false	0.09980703259498444	0.03908088554261396	0.14457364359421632	10.71975696152887	10.290475132875471	11.196114650535002	31.56111768145485	NaN	1.2340991310261786
32	0.0	7	8	DoubleOcc	false	0.09980703259498444	-0.00011544763128079616	0.8418403365020896	31.55131143527911	29.82846859551124	33.282286897358944	31.56111768145485	NaN	1.2340991310261786
32	0.0	7	16	DoubleOcc	false	0.09980703259498444	0.00041220361723495746	0.9811892811440849	31.586978847192327	29.8746936616118	33.31879494339438	31.56111768145485	NaN	1.2340991310261786
32	0.0	7	32	DoubleOcc	false	0.09980703259498444	3.6237979716691182e-6	0.9985421658875995	31.561407386940093	29.842280105059984	33.29245731414459	31.56111768145485	NaN	1.2340991310261786
32	0.0	7	2	ZZ onsite	true	-0.600771869555247	0.3992281304447528	0.006921655983278663	2.2619785721401238	2.212325845855873	2.3185139661156295	54.76640512146406	2.2099447961209187	1.2340991310261786
32	0.0	7	4	ZZ onsite	true	-0.600771869555247	0.15632354284803873	0.14457364359421632	12.216855928003262	11.767306728490736	12.715531145859359	54.76640512146406	11.639447280280013	1.2340991310261786
32	0.0	7	8	ZZ onsite	true	-0.600771869555247	-0.00046179034601667723	0.8418403365020896	54.74447347983708	51.54124621771109	58.2799899117486	54.76640512146406	51.199910052702876	1.2340991310261786
32	0.0	7	16	ZZ onsite	true	-0.600771869555247	0.0016488145035457036	0.9811892811440849	54.81665141651551	51.570970348535695	58.349437095362205	54.76640512146406	51.18207524637994	1.2340991310261786
32	0.0	7	32	ZZ onsite	true	-0.600771869555247	1.4495197040331753e-5	0.9985421658875995	54.76703799826026	51.574382471845	58.309111438127324	54.76640512146406	51.20142719973407	1.2340991310261786
32	0.0	7	2	ZZ up-up r=1	true	-0.6152690986172553	0.38473090138274446	0.006921655983278663	2.4687022155769127	2.414179789420916	2.5332927149198565	53.984697139746544	2.4872557883934383	1.2340991310261786
32	0.0	7	4	ZZ up-up r=1	true	-0.6152690986172553	0.14872479505613145	0.14457364359421632	13.038885269956666	12.57627300434343	13.613498784011284	53.984697139746544	13.244356447367583	1.2340991310261786
32	0.0	7	8	ZZ up-up r=1	true	-0.6152690986172553	-0.007145500849840003	0.8418403365020896	53.69212909787415	50.96915608130463	56.83471934530685	53.984697139746544	54.747337235044725	1.2340991310261786
32	0.0	7	16	ZZ up-up r=1	true	-0.6152690986172553	-0.002474408043161014	0.9811892811440849	53.97041299024319	51.18728893419277	57.26632644630669	53.984697139746544	55.09891208896542	1.2340991310261786
32	0.0	7	32	ZZ up-up r=1	true	-0.6152690986172553	4.677121587881583e-5	0.9985421658875995	53.98407373955867	51.19768287034561	57.30760632851511	53.984697139746544	55.147148596226636	1.2340991310261786
32	0.0	7	2	SzSz r=1	false	-0.1288430333688139	0.12115696663118605	0.006921655983278663	1.1060070301747784	1.0799148983033848	1.1352677518715688	39.11358143915315	NaN	1.2340991310261786
32	0.0	7	4	SzSz r=1	false	-0.1288430333688139	0.031792366599943556	0.14457364359421632	11.657723941104663	11.173796807651856	12.220145058635794	39.11358143915315	NaN	1.2340991310261786
32	0.0	7	8	SzSz r=1	false	-0.1288430333688139	-0.0021177745635991563	0.8418403365020896	38.31216993398972	36.32945077319816	40.63738371757155	39.11358143915315	NaN	1.2340991310261786
32	0.0	7	16	SzSz r=1	false	-0.1288430333688139	3.976697265642426e-5	0.9811892811440849	39.20216324799561	37.23847489063367	41.71712085171281	39.11358143915315	NaN	1.2340991310261786
32	0.0	7	32	SzSz r=1	false	-0.1288430333688139	2.8649777333578097e-6	0.9985421658875995	39.11574735770031	37.17041515861652	41.599624592672484	39.11358143915315	NaN	1.2340991310261786
32	0.0	7	2	hop up r=1	false	0.5433866169957496	0.5433866169957496	0.006921655983278663	1.0	1.0	1.0	40.626637708545836	NaN	1.2340991310261786
32	0.0	7	4	hop up r=1	false	0.5433866169957496	-0.03454472492418803	0.14457364359421632	35.56749870485244	33.49898266529147	37.950943342064164	40.626637708545836	NaN	1.2340991310261786
32	0.0	7	8	hop up r=1	false	0.5433866169957496	0.007801853811331805	0.8418403365020896	40.14815889804889	37.69454974082084	42.60213649278457	40.626637708545836	NaN	1.2340991310261786
32	0.0	7	16	hop up r=1	false	0.5433866169957496	0.0018325959038260065	0.9811892811440849	40.572225549514165	38.18067275684466	43.12599173499499	40.626637708545836	NaN	1.2340991310261786
32	0.0	7	32	hop up r=1	false	0.5433866169957496	-2.7447495325239046e-5	0.9985421658875995	40.62717726191771	38.18487327237476	43.22692340659635	40.626637708545836	NaN	1.2340991310261786
32	0.0	8	2	n	false	0.9999999998905842	-1.0941603179048798e-10	0.006921655983278663	1.000000007869716	0.9999999873448676	1.0000000275644074	0.9999999992435482	NaN	1.2432556560773647
32	0.0	8	4	n	false	0.9999999998905842	1.9696788644552043e-10	0.14457364359421632	0.9999999985386135	0.9999999949335892	1.0000000023446134	0.9999999992435482	NaN	1.2432556560773647
32	0.0	8	8	n	false	0.9999999998905842	3.174149831863815e-11	0.8418403365020896	0.9999999992426549	0.9999999973694492	1.0000000012007741	0.9999999992435482	NaN	1.2432556560773647
32	0.0	8	16	n	false	0.9999999998905842	1.1538991984139102e-10	0.9811892811440849	0.999999998997723	0.999999996529824	1.0000000016199373	0.9999999992435482	NaN	1.2432556560773647
32	0.0	8	32	n	false	0.9999999998905842	4.551026222543442e-12	0.9985421658875995	0.9999999993579384	0.9999999977683329	1.0000000010133643	0.9999999992435482	NaN	1.2432556560773647
32	0.0	8	2	Sz	false	1.701865884329301e-9	1.9200936077212738e-8	0.006921655983278663	1.0000000023025797	0.999999986160891	1.0000000189703053	0.9999999998198335	NaN	1.2432556560773647
32	0.0	8	4	Sz	false	1.701865884329301e-9	-1.6031901708957186e-9	0.14457364359421632	0.9999999996876777	0.9999999966029902	1.000000002766585	0.9999999998198335	NaN	1.2432556560773647
32	0.0	8	8	Sz	false	1.701865884329301e-9	-7.744443974999626e-12	0.8418403365020896	0.9999999998315136	0.9999999982242983	1.000000001413905	0.9999999998198335	NaN	1.2432556560773647
32	0.0	8	16	Sz	false	1.701865884329301e-9	-5.67537995765921e-10	0.9811892811440849	0.9999999997913186	0.9999999976767892	1.0000000019096502	0.9999999998198335	NaN	1.2432556560773647
32	0.0	8	32	Sz	false	1.701865884329301e-9	2.5352769883468795e-10	0.9985421658875995	0.999999999855015	0.9999999984898746	1.0000000011918129	0.9999999998198335	NaN	1.2432556560773647
32	0.0	8	2	DoubleOcc	false	0.10056172598032462	0.10056172598032462	0.006921655983278663	2.2072132487519296	2.1439935664594674	2.2715493154814532	28.679239587076143	NaN	1.2432556560773647
32	0.0	8	4	DoubleOcc	false	0.10056172598032462	0.039835579234338	0.14457364359421632	10.22550499420138	9.779638669398455	10.697868840343473	28.679239587076143	NaN	1.2432556560773647
32	0.0	8	8	DoubleOcc	false	0.10056172598032462	-0.0003234173043460131	0.8418403365020896	28.64581049511662	26.992558287973203	30.317024750490628	28.679239587076143	NaN	1.2432556560773647
32	0.0	8	16	DoubleOcc	false	0.10056172598032462	0.0004535626582902186	0.9811892811440849	28.713907783027285	27.051279122433268	30.402924356451884	28.679239587076143	NaN	1.2432556560773647
32	0.0	8	32	DoubleOcc	false	0.10056172598032462	5.4815624153103926e-6	0.9985421658875995	28.67974386993062	27.023994449598156	30.34661147861882	28.679239587076143	NaN	1.2432556560773647
32	0.0	8	2	ZZ onsite	true	-0.5977530958598676	0.40224690414013264	0.006921655983278663	2.2517559482024874	2.1988083917628067	2.301625579569894	49.41238950136413	2.1566165611377963	1.2432556560773647
32	0.0	8	4	ZZ onsite	true	-0.5977530958598676	0.15934231654341835	0.14457364359421632	11.91656884735371	11.415211470905678	12.40521381746356	49.41238950136413	11.175237382196146	1.2432556560773647
32	0.0	8	8	ZZ onsite	true	-0.5977530958598676	-0.0012936692808657169	0.8418403365020896	49.308609370236745	46.37009489566574	52.44564507228909	49.41238950136413	50.40674237846207	1.2432556560773647
32	0.0	8	16	ZZ onsite	true	-0.5977530958598676	0.001814250402382922	0.9811892811440849	49.521405949275604	46.55594702879884	52.63522342922043	49.41238950136413	50.3954679568946	1.2432556560773647
32	0.0	8	32	ZZ onsite	true	-0.5977530958598676	2.192624056085446e-5	0.9985421658875995	49.413962555547634	46.45215126775602	52.543098187510815	49.41238950136413	50.41840659189979	1.2432556560773647
32	0.0	8	2	ZZ up-up r=1	true	-0.4195277316042481	-0.07233045586541315	0.006921655983278663	12.549507975124529	12.083539915162971	13.144866043829037	20.118743738085797	12.776022772988165	1.2432556560773647
32	0.0	8	4	ZZ up-up r=1	true	-0.4195277316042481	-0.13819418216591944	0.14457364359421632	6.430863215000708	6.297346761559545	6.609336294265053	20.118743738085797	6.531166809063316	1.2432556560773647
32	0.0	8	8	ZZ up-up r=1	true	-0.4195277316042481	-0.009770100161092643	0.8418403365020896	19.803394273876712	18.741372809637646	21.26590611569627	20.118743738085797	19.782729584051662	1.2432556560773647
32	0.0	8	16	ZZ up-up r=1	true	-0.4195277316042481	-0.004385615864817838	0.9811892811440849	20.026310123393294	18.92499876936081	21.50564208932344	20.118743738085797	19.945054107113695	1.2432556560773647
32	0.0	8	32	ZZ up-up r=1	true	-0.4195277316042481	-0.0003682105627296761	0.9985421658875995	20.114139885457533	18.99179630941772	21.612489347812122	20.118743738085797	19.986144468031046	1.2432556560773647
32	0.0	8	2	SzSz r=1	false	-0.0862735374622197	0.000525781472489037	0.006921655983278663	12.43646966860667	11.710356854500157	13.214756138985187	14.898145243772058	NaN	1.2432556560773647
32	0.0	8	4	SzSz r=1	false	-0.0862735374622197	-0.014591154441929335	0.14457364359421632	8.365417710583898	7.938083532812957	8.73608117789851	14.898145243772058	NaN	1.2432556560773647
32	0.0	8	8	SzSz r=1	false	-0.0862735374622197	-0.0021520611313632643	0.8418403365020896	14.785438360908511	13.933050101736226	15.697407318494312	14.898145243772058	NaN	1.2432556560773647
32	0.0	8	16	SzSz r=1	false	-0.0862735374622197	-0.0004115812371921629	0.9811892811440849	14.919347499582408	14.062077234096076	15.892925282814023	14.898145243772058	NaN	1.2432556560773647
32	0.0	8	32	SzSz r=1	false	-0.0862735374622197	-8.523189295162048e-5	0.9985421658875995	14.901391366496417	14.040586640152247	15.867785506905516	14.898145243772058	NaN	1.2432556560773647
32	0.0	8	2	hop up r=1	false	0.43481443628124067	0.43481443628124067	0.006921655983278663	1.0	1.0	1.0	20.005359281951012	NaN	1.2432556560773647
32	0.0	8	4	hop up r=1	false	0.43481443628124067	0.43481443628124067	0.14457364359421632	1.0	1.0	1.0	20.005359281951012	NaN	1.2432556560773647
32	0.0	8	8	hop up r=1	false	0.43481443628124067	0.009108070726384532	0.8418403365020896	19.783519174911635	18.627797870306004	20.881929277796203	20.005359281951012	NaN	1.2432556560773647
32	0.0	8	16	hop up r=1	false	0.43481443628124067	0.002916781506914101	0.9811892811440849	19.96963250437178	18.791993852174894	21.079755805546668	20.005359281951012	NaN	1.2432556560773647
32	0.0	8	32	hop up r=1	false	0.43481443628124067	0.00021435710732137236	0.9985421658875995	20.003885453443683	18.808568460381604	21.12726279476925	20.005359281951012	NaN	1.2432556560773647
32	0.0	9	2	n	false	0.9999999999443718	-5.5628390782658244e-11	0.006921655983278663	1.0000000189520073	0.9999999889627282	1.0000000521412953	0.9999999976104218	NaN	1.2584768718959631
32	0.0	9	4	n	false	0.9999999999443718	-5.463518526482858e-10	0.14457364359421632	0.9999999973428726	0.999999992952622	1.0000000013659809	0.9999999976104218	NaN	1.2584768718959631
32	0.0	9	8	n	false	0.9999999999443718	-1.0681056039629766e-10	0.8418403365020896	0.9999999980332015	0.9999999946251038	1.000000001101674	0.9999999976104218	NaN	1.2584768718959631
32	0.0	9	16	n	false	0.9999999999443718	-1.7284729203481675e-10	0.9811892811440849	0.9999999972673497	0.9999999925573109	1.0000000015098143	0.9999999976104218	NaN	1.2584768718959631
32	0.0	9	32	n	false	0.9999999999443718	-1.0509215719878284e-10	0.9985421658875995	0.9999999977416866	0.9999999938159245	1.0000000012678456	0.9999999976104218	NaN	1.2584768718959631
32	0.0	9	2	Sz	false	-2.8801689852531176e-9	-2.5612547077320093e-8	0.006921655983278663	1.0000000223125403	0.9999999994773475	1.000000042600483	0.9999999972218213	NaN	1.2584768718959631
32	0.0	9	4	Sz	false	-2.8801689852531176e-9	1.8370463830685857e-10	0.14457364359421632	0.9999999965620856	0.9999999938332425	0.9999999996205792	0.9999999972218213	NaN	1.2584768718959631
32	0.0	9	8	Sz	false	-2.8801689852531176e-9	-5.339294978368159e-10	0.8418403365020896	0.9999999976521674	0.9999999955652964	1.0000000000148221	0.9999999972218213	NaN	1.2584768718959631
32	0.0	9	16	Sz	false	-2.8801689852531176e-9	3.6809120335101753e-10	0.9811892811440849	0.9999999967088524	0.9999999938241818	0.9999999999918657	0.9999999972218213	NaN	1.2584768718959631
32	0.0	9	32	Sz	false	-2.8801689852531176e-9	-1.838390550901181e-10	0.9985421658875995	0.9999999973100491	0.999999994911946	1.0000000000228133	0.9999999972218213	NaN	1.2584768718959631
32	0.0	9	2	DoubleOcc	false	0.10000837000583321	0.10000837000583321	0.006921655983278663	2.288349356106377	2.219380263557912	2.3519884375424307	31.586303185890124	NaN	1.2584768718959631
32	0.0	9	4	DoubleOcc	false	0.10000837000583321	0.04015387160758224	0.14457364359421632	10.709471378429383	10.21227022774617	11.218040242879454	31.586303185890124	NaN	1.2584768718959631
32	0.0	9	8	DoubleOcc	false	0.10000837000583321	0.00011200806425437637	0.8418403365020896	31.602650757747025	29.714702654037183	33.56778309943492	31.586303185890124	NaN	1.2584768718959631
32	0.0	9	16	DoubleOcc	false	0.10000837000583321	0.00043527550589797515	0.9811892811440849	31.644002694159983	29.738515600655784	33.61452650116389	31.586303185890124	NaN	1.2584768718959631
32	0.0	9	32	DoubleOcc	false	0.10000837000583321	9.29104531405267e-6	0.9985421658875995	31.58769860338691	29.707511535669205	33.539964788151714	31.586303185890124	NaN	1.2584768718959631
32	0.0	9	2	ZZ onsite	true	-0.5999665198654104	0.40003348013458984	0.006921655983278663	2.3042992929366184	2.2593240127642806	2.354335237111945	55.071751814445626	2.19557700695813	1.2584768718959631
32	0.0	9	4	ZZ onsite	true	-0.5999665198654104	0.16061548752303312	0.14457364359421632	12.164261983995619	11.735874646842683	12.653509752815237	55.071751814445626	11.12681523575035	1.2584768718959631
32	0.0	9	8	ZZ onsite	true	-0.5999665198654104	0.00044803247063840423	0.8418403365020896	55.112303175549854	51.689506685115646	58.865025628865084	55.071751814445626	50.98986051796003	1.2584768718959631
32	0.0	9	16	ZZ onsite	true	-0.5999665198654104	0.0017411023692873728	0.9811892811440849	55.21130377711376	51.778027000646816	58.99836612803661	55.071751814445626	50.96982337584132	1.2584768718959631
32	0.0	9	32	ZZ onsite	true	-0.5999665198654104	3.716439143941486e-5	0.9985421658875995	55.075237230622776	51.657497699107985	58.81631229624561	55.071751814445626	50.99127222430973	1.2584768718959631
32	0.0	9	2	ZZ up-up r=1	true	-0.6046396279795673	0.39536037202043295	0.006921655983278663	2.176419755186733	2.1281915245428147	2.2239058203701187	55.170804416616235	2.280410924097676	1.2584768718959631
32	0.0	9	4	ZZ up-up r=1	true	-0.6046396279795673	0.1469373564195957	0.14457364359421632	12.176072379829707	11.704844731698618	12.65472942107288	55.170804416616235	12.974448997997316	1.2584768718959631
32	0.0	9	8	ZZ up-up r=1	true	-0.6046396279795673	-0.00786404712624944	0.8418403365020896	55.44480211484072	51.72256557364683	59.072444731990046	55.170804416616235	51.77496294609793	1.2584768718959631
32	0.0	9	16	ZZ up-up r=1	true	-0.6046396279795673	-0.002818578365599511	0.9811892811440849	55.387988616575	51.68775104275609	59.270236894354476	55.170804416616235	52.16552765804559	1.2584768718959631
32	0.0	9	32	ZZ up-up r=1	true	-0.6046396279795673	-3.3705990090338034e-5	0.9985421658875995	55.17417455281778	51.532885065032275	59.07413741200864	55.170804416616235	52.22358517801185	1.2584768718959631
32	0.0	9	2	SzSz r=1	false	-0.12653145966972654	0.12346854033027352	0.006921655983278663	1.0352231654178088	1.0112685451612187	1.0604722842805205	38.414099439169696	NaN	1.2584768718959631
32	0.0	9	4	SzSz r=1	false	-0.12653145966972654	0.03143553735361965	0.14457364359421632	11.176991317414362	10.71437422854096	11.641781419352306	38.414099439169696	NaN	1.2584768718959631
32	0.0	9	8	SzSz r=1	false	-0.12653145966972654	-0.0023681476647490762	0.8418403365020896	36.73940301720229	34.36086666605589	38.96556665071196	38.414099439169696	NaN	1.2584768718959631
32	0.0	9	16	SzSz r=1	false	-0.12653145966972654	-2.4619903116612774e-5	0.9811892811440849	38.48802280546578	35.97537567546828	40.800026999292804	38.414099439169696	NaN	1.2584768718959631
32	0.0	9	32	SzSz r=1	false	-0.12653145966972654	-1.2413708101760568e-5	0.9985421658875995	38.40993483382533	35.90699790047336	40.689139586950404	38.414099439169696	NaN	1.2584768718959631
32	0.0	9	2	hop up r=1	false	0.5375665244023108	0.5375665244023108	0.006921655983278663	1.0	1.0	1.0	46.144411947399455	NaN	1.2584768718959631
32	0.0	9	4	hop up r=1	false	0.5375665244023108	-0.03218976928259065	0.14457364359421632	40.15723547137995	37.690408033903275	42.77295239499958	46.144411947399455	NaN	1.2584768718959631
32	0.0	9	8	hop up r=1	false	0.5375665244023108	0.009383842247694285	0.8418403365020896	45.363702301552365	42.66483106008824	48.605336429224984	46.144411947399455	NaN	1.2584768718959631
32	0.0	9	16	hop up r=1	false	0.5375665244023108	0.0019983735189654794	0.9811892811440849	46.08129646043972	43.25418686087158	49.40794252875834	46.144411947399455	NaN	1.2584768718959631
32	0.0	9	32	hop up r=1	false	0.5375665244023108	3.893630528839509e-5	0.9985421658875995	46.14372805533898	43.290862980170225	49.4768409217306	46.144411947399455	NaN	1.2584768718959631
32	0.0	10	2	n	false	0.9999999998914323	-1.0856793242197682e-10	0.006921655983278663	0.9999999572960822	0.9999999271745184	0.9999999847102083	1.000000003402689	NaN	1.264897289284008
32	0.0	10	4	n	false	0.9999999998914323	3.821564176220704e-10	0.14457364359421632	1.000000009143515	1.0000000033795926	1.0000000152940889	1.000000003402689	NaN	1.264897289284008
32	0.0	10	8	n	false	0.9999999998914323	6.584688350130818e-11	0.8418403365020896	1.0000000037556753	1.0000000013807453	1.0000000063071075	1.000000003402689	NaN	1.264897289284008
32	0.0	10	16	n	false	0.9999999998914323	-2.469536797278238e-10	0.9811892811440849	1.0000000050063835	1.0000000017429744	1.0000000085563532	1.000000003402689	NaN	1.264897289284008
32	0.0	10	32	n	false	0.9999999998914323	-8.029310549773072e-11	0.9985421658875995	1.0000000024788025	1.00000000089159	1.0000000042145663	1.000000003402689	NaN	1.264897289284008
32	0.0	10	2	Sz	false	1.788150984921577e-9	2.4520529200849905e-8	0.006921655983278663	0.9999999781824475	0.9999999574358356	0.9999999980720152	1.0000000017280917	NaN	1.264897289284008
32	0.0	10	4	Sz	false	1.788150984921577e-9	-2.974358415813727e-9	0.14457364359421632	1.000000004624661	1.0000000003784901	1.0000000090872876	1.0000000017280917	NaN	1.264897289284008
32	0.0	10	8	Sz	false	1.788150984921577e-9	-1.738364695247352e-10	0.8418403365020896	1.000000001902156	1.0000000001559126	1.000000003735574	1.0000000017280917	NaN	1.264897289284008
32	0.0	10	16	Sz	false	1.788150984921577e-9	-9.06452492926979e-10	0.9811892811440849	1.0000000025709659	1.0000000002371003	1.0000000051087712	1.0000000017280917	NaN	1.264897289284008
32	0.0	10	32	Sz	false	1.788150984921577e-9	4.746564322144486e-10	0.9985421658875995	1.0000000012637307	1.0000000001074063	1.0000000024702078	1.0000000017280917	NaN	1.264897289284008
32	0.0	10	2	DoubleOcc	false	0.10045617017487973	0.10045617017487973	0.006921655983278663	2.043197866070041	1.9755900435379563	2.0933319471867895	29.239365758402407	NaN	1.264897289284008
32	0.0	10	4	DoubleOcc	false	0.10045617017487973	0.04060167226735251	0.14457364359421632	8.979801452514288	8.511960742861481	9.343014065345175	29.239365758402407	NaN	1.264897289284008
32	0.0	10	8	DoubleOcc	false	0.10045617017487973	-0.00015233958784990898	0.8418403365020896	29.253555360139142	27.421151299386928	30.903337461233757	29.239365758402407	NaN	1.264897289284008
32	0.0	10	16	DoubleOcc	false	0.10045617017487973	0.0004851878826646616	0.9811892811440849	29.18268005044879	27.39287600833239	30.8726896643963	29.239365758402407	NaN	1.264897289284008
32	0.0	10	32	DoubleOcc	false	0.10045617017487973	1.4962841992177678e-5	0.9985421658875995	29.237878705687628	27.411304736967267	30.899981326336526	29.239365758402407	NaN	1.264897289284008
32	0.0	10	2	ZZ onsite	true	-0.5981753190833446	0.4018246809166556	0.006921655983278663	2.0960230189890448	2.046029880247079	2.1394532624018563	52.73952170717244	2.163989272295349	1.264897289284008
32	0.0	10	4	ZZ onsite	true	-0.5981753190833446	0.16240668830509852	0.14457364359421632	10.4140694469817	10.004313879557518	10.767974445289255	52.73952170717244	10.864064593027106	1.264897289284008
32	0.0	10	8	ZZ onsite	true	-0.5981753190833446	-0.000609358483093736	0.8418403365020896	52.775632140794684	49.82018430055876	56.02579905320463	52.73952170717244	50.524563694608915	1.264897289284008
