W	LX	geometry	U	Hvar	state	kind	i	j	name	value
1	32	cylinder	2.0	2.251e-11	true	bond	16	17	Za	0.000000000000
1	32	cylinder	2.0	2.251e-11	true	bond	16	17	Zab	-0.299208721453
1	32	cylinder	2.0	2.251e-11	true	bond	16	17	Zabc	0.000000000000
1	32	cylinder	2.0	2.251e-11	true	bond	16	17	Zabcd	0.262646298413
1	32	cylinder	2.0	2.251e-11	true	bond	16	17	Zabd	0.000000000000
1	32	cylinder	2.0	2.251e-11	true	bond	16	17	Zac	-0.380777909153
1	32	cylinder	2.0	2.251e-11	true	bond	16	17	Zacd	-0.000000000000
1	32	cylinder	2.0	2.251e-11	true	bond	16	17	Zad	0.138035999252
1	32	cylinder	2.0	2.251e-11	true	bond	16	17	Zb	-0.000000000000
1	32	cylinder	2.0	2.251e-11	true	bond	16	17	Zbc	0.138035999252
1	32	cylinder	2.0	2.251e-11	true	bond	16	17	Zbcd	0.000000000000
1	32	cylinder	2.0	2.251e-11	true	bond	16	17	Zbd	-0.380777909153
1	32	cylinder	2.0	2.251e-11	true	bond	16	17	Zc	-0.000000000000
1	32	cylinder	2.0	2.251e-11	true	bond	16	17	Zcd	-0.299208721453
1	32	cylinder	2.0	2.251e-11	true	bond	16	17	Zd	0.000000000000
1	32	cylinder	2.0	2.251e-11	true	bond	16	17	hopD	0.553085507069
1	32	cylinder	2.0	2.251e-11	true	bond	16	17	hopD_Za	-0.000000000000
1	32	cylinder	2.0	2.251e-11	true	bond	16	17	hopD_Zc	-0.000000000000
1	32	cylinder	2.0	2.251e-11	true	bond	16	17	hopU	0.553085507069
1	32	cylinder	2.0	2.251e-11	true	bond	16	17	hopU_Zb	-0.000000000000
1	32	cylinder	2.0	2.251e-11	true	bond	16	17	hopU_Zd	0.000000000000
1	32	cylinder	2.0	2.251e-11	true	bond	17	18	Za	-0.000000000000
1	32	cylinder	2.0	2.251e-11	true	bond	17	18	Zab	-0.299208721453
1	32	cylinder	2.0	2.251e-11	true	bond	17	18	Zabc	0.000000000000
1	32	cylinder	2.0	2.251e-11	true	bond	17	18	Zabcd	0.346506863217
1	32	cylinder	2.0	2.251e-11	true	bond	17	18	Zabd	0.000000000000
1	32	cylinder	2.0	2.251e-11	true	bond	17	18	Zac	-0.506927417189
1	32	cylinder	2.0	2.251e-11	true	bond	17	18	Zacd	0.000000000000
1	32	cylinder	2.0	2.251e-11	true	bond	17	18	Zad	0.197425843402
1	32	cylinder	2.0	2.251e-11	true	bond	17	18	Zb	0.000000000000
1	32	cylinder	2.0	2.251e-11	true	bond	17	18	Zbc	0.197425843402
1	32	cylinder	2.0	2.251e-11	true	bond	17	18	Zbcd	-0.000000000000
1	32	cylinder	2.0	2.251e-11	true	bond	17	18	Zbd	-0.506927417189
1	32	cylinder	2.0	2.251e-11	true	bond	17	18	Zc	0.000000000000
1	32	cylinder	2.0	2.251e-11	true	bond	17	18	Zcd	-0.299455297494
1	32	cylinder	2.0	2.251e-11	true	bond	17	18	Zd	0.000000000000
1	32	cylinder	2.0	2.251e-11	true	bond	17	18	hopD	0.642163955542
1	32	cylinder	2.0	2.251e-11	true	bond	17	18	hopD_Za	-0.000000000000
1	32	cylinder	2.0	2.251e-11	true	bond	17	18	hopD_Zc	0.000000000000
1	32	cylinder	2.0	2.251e-11	true	bond	17	18	hopU	0.642163955542
1	32	cylinder	2.0	2.251e-11	true	bond	17	18	hopU_Zb	-0.000000000000
1	32	cylinder	2.0	2.251e-11	true	bond	17	18	hopU_Zd	0.000000000000
1	32	cylinder	2.0	2.251e-11	true	dist	16	17	FF	0.262646298413
1	32	cylinder	2.0	2.251e-11	true	dist	16	17	hopU	0.553085507069
