geometry	U	site	x	y	observable	prior	true	Delta	relerr	G	G_max	prior_fid	S_center
cylinder	8.0	1	1	1	DoubleOcc	chi32	0.04469282361002408	0.0033932812004276447	0.07592452045626787	62.042535735545236	70.21490781905807	0.8591912817510141	1.5528183040162151
cylinder	8.0	1	1	1	DoubleOcc	exact	0.04469282361002408	0.0	0.0	70.21490781905807	70.21490781905807	1.0000000000000018	1.5528183040162151
cylinder	8.0	1	1	1	DoubleOcc	UHF	0.04469282361002408	0.005022127746980326	0.11236989165871188	1.9250150381830282	70.21490781905807	1.0000000000000018	1.5528183040162151
cylinder	8.0	1	1	1	DoubleOcc	UHFsym	0.04469282361002408	0.00502212774698052	0.11236989165871622	58.357374711256014	70.21490781905807	1.0000000000000018	1.5528183040162151
cylinder	8.0	1	1	1	ZZ onsite	chi4	-0.8212279726765254	0.11835934133253978	0.14412482924416958	28.902063174062473	173.57562331633665	0.2630732209023642	1.5528183040162151
cylinder	8.0	1	1	1	ZZ onsite	chi8	-0.8212279726765254	0.1187303030376683	0.14457654511049534	28.770218600776776	173.57562331633665	0.4977587284203219	1.5528183040162151
cylinder	8.0	1	1	1	ZZ onsite	chi32	-0.8212279726765254	0.013598388052728727	0.016558603098247134	145.57244275062914	173.57562331633665	0.8591912817510141	1.5528183040162151
cylinder	8.0	1	1	1	ZZ onsite	exact	-0.8212279726765254	0.0	0.0	173.57562331633665	173.57562331633665	1.0000000000000018	1.5528183040162151
cylinder	8.0	1	1	1	ZZ onsite	UHF	-0.8212279726765254	0.020089243871294626	0.024462444704386133	131.57441353743798	173.57562331633665	1.0000000000000018	1.5528183040162151
cylinder	8.0	1	1	1	ZZ onsite	UHFsym	-0.8212279726765254	0.020089243871295626	0.024462444704387347	131.5744135374359	173.57562331633665	1.0000000000000018	1.5528183040162151
cylinder	8.0	1	1	1	ZZ up-up nb	chi4	-0.4963818423791202	0.15096267771687355	0.3041261078232052	9.927563759904192	33.68616385641359	0.2630732209023642	1.5528183040162151
cylinder	8.0	1	1	1	ZZ up-up nb	chi8	-0.4963818423791202	0.06265429892049668	0.12622197987782835	26.01365583075878	33.68616385641359	0.4977587284203219	1.5528183040162151
cylinder	8.0	1	1	1	ZZ up-up nb	chi32	-0.4963818423791202	0.01700747089584964	0.0342628787836681	34.300843552762935	33.68616385641359	0.8591912817510141	1.5528183040162151
cylinder	8.0	1	1	1	ZZ up-up nb	exact	-0.4963818423791202	0.0	0.0	33.68616385641359	33.68616385641359	1.0000000000000018	1.5528183040162151
cylinder	8.0	1	1	1	ZZ up-up nb	UHF	-0.4963818423791202	0.3952396766093763	0.796241205590887	1.7318414474342656	33.68616385641359	1.0000000000000018	1.5528183040162151
cylinder	8.0	1	1	1	ZZ up-up nb	UHFsym	-0.4963818423791202	-0.16570693432619904	0.33382956461900054	6.742784121005989	33.68616385641359	1.0000000000000018	1.5528183040162151
cylinder	8.0	1	1	1	SzSz nb	chi4	-0.11723790280697485	0.037046641468156616	0.31599542964489635	7.336477897157268	29.541454959762454	0.2630732209023642	1.5528183040162151
cylinder	8.0	1	1	1	SzSz nb	chi8	-0.11723790280697485	0.0152669481763546	0.1302219487966337	19.117148548532935	29.541454959762454	0.4977587284203219	1.5528183040162151
cylinder	8.0	1	1	1	SzSz nb	chi32	-0.11723790280697485	0.0040334660153730495	0.034404112653003596	28.17257343667081	29.541454959762454	0.8591912817510141	1.5528183040162151
cylinder	8.0	1	1	1	SzSz nb	exact	-0.11723790280697485	0.0	0.0	29.541454959762454	29.541454959762454	1.0000000000000018	1.5528183040162151
cylinder	8.0	1	1	1	SzSz nb	UHF	-0.11723790280697485	0.09937943913506331	0.8476732929851668	1.3239130341273548	29.541454959762454	1.0000000000000018	1.5528183040162151
cylinder	8.0	1	1	1	SzSz nb	UHFsym	-0.11723790280697485	-0.040857213598828684	0.3484983321997633	6.71669109682967	29.541454959762454	1.0000000000000018	1.5528183040162151
cylinder	8.0	2	1	2	n	chi4	0.9999985016896428	7.433560045067011e-6	7.433571182863706e-6	0.9994372724154643	1.000175347430571	0.2630732209023642	1.5528183040162151
cylinder	8.0	2	1	2	n	chi8	0.9999985016896428	2.9968733323837426e-6	2.996877822636824e-6	1.0000232583751314	1.000175347430571	0.4977587284203219	1.5528183040162151
cylinder	8.0	2	1	2	n	chi32	0.9999985016896428	7.79259547645239e-6	7.792607152196398e-6	1.000305817793187	1.000175347430571	0.8591912817510141	1.5528183040162151
cylinder	8.0	2	1	2	n	exact	0.9999985016896428	0.0	0.0	1.000175347430571	1.000175347430571	1.0000000000000018	1.5528183040162151
cylinder	8.0	2	1	2	n	UHF	0.9999985016896428	-1.498310362113564e-6	1.4983126070508616e-6	0.015789983842961527	1.000175347430571	1.0000000000000018	1.5528183040162151
cylinder	8.0	2	1	2	n	UHFsym	0.9999985016896428	-1.498310362113564e-6	1.4983126070508616e-6	0.9999999999999676	1.000175347430571	1.0000000000000018	1.5528183040162151
cylinder	8.0	2	1	2	Sz	chi4	-0.00012371281571026084	-0.000548554880837352	NaN	1.0018289663785807	0.9994481305708589	0.2630732209023642	1.5528183040162151
cylinder	8.0	2	1	2	Sz	chi8	-0.00012371281571026084	-0.0001317701593445647	NaN	1.0000336027075765	0.9994481305708589	0.4977587284203219	1.5528183040162151
cylinder	8.0	2	1	2	Sz	chi32	-0.00012371281571026084	5.5902771779762096e-5	NaN	0.9991929438414496	0.9994481305708589	0.8591912817510141	1.5528183040162151
cylinder	8.0	2	1	2	Sz	exact	-0.00012371281571026084	0.0	NaN	0.9994481305708589	0.9994481305708589	1.0000000000000018	1.5528183040162151
cylinder	8.0	2	1	2	Sz	UHF	-0.00012371281571026084	-0.45874044183565466	NaN	0.01753130307720697	0.9994481305708589	1.0000000000000018	1.5528183040162151
cylinder	8.0	2	1	2	Sz	UHFsym	-0.00012371281571026084	-0.00012371281571027775	NaN	1.000000000000002	0.9994481305708589	1.0000000000000018	1.5528183040162151
cylinder	8.0	2	1	2	DoubleOcc	chi4	0.04457635755119668	0.029477651988664505	0.6612844478109037	41.65748958342564	87.51170109447364	0.2630732209023642	1.5528183040162151
cylinder	8.0	2	1	2	DoubleOcc	chi8	0.04457635755119668	0.015378335296068857	0.34498860249868074	76.01208780709636	87.51170109447364	0.4977587284203219	1.5528183040162151
cylinder	8.0	2	1	2	DoubleOcc	chi32	0.04457635755119668	0.003214297882548567	0.07210768351489671	91.61916978093365	87.51170109447364	0.8591912817510141	1.5528183040162151
cylinder	8.0	2	1	2	DoubleOcc	exact	0.04457635755119668	0.0	0.0	87.51170109447364	87.51170109447364	1.0000000000000018	1.5528183040162151
cylinder	8.0	2	1	2	DoubleOcc	UHF	0.04457635755119668	0.004905661688147378	0.11005075240867639	2.571887154633373	87.51170109447364	1.0000000000000018	1.5528183040162151
cylinder	8.0	2	1	2	DoubleOcc	UHFsym	0.04457635755119668	0.004905661688147489	0.11005075240867887	92.29137007812996	87.51170109447364	1.0000000000000018	1.5528183040162151
cylinder	8.0	2	1	2	ZZ onsite	chi4	-0.8216915731744993	0.11789574083456611	0.14347931107421627	42.466683606160224	214.0047930714566	0.2630732209023642	1.5528183040162151
cylinder	8.0	2	1	2	ZZ onsite	chi8	-0.8216915731744993	0.06150734743761044	0.07485454329291068	105.73285530328201	214.0047930714566	0.4977587284203219	1.5528183040162151
cylinder	8.0	2	1	2	ZZ onsite	chi32	-0.8216915731744993	0.01284160633924214	0.015628256098124814	210.0996126669888	214.0047930714566	0.8591912817510141	1.5528183040162151
cylinder	8.0	2	1	2	ZZ onsite	exact	-0.8216915731744993	0.0	0.0	214.0047930714566	214.0047930714566	1.0000000000000018	1.5528183040162151
cylinder	8.0	2	1	2	ZZ onsite	UHF	-0.8216915731744993	0.019625643373313073	0.02388444035940631	200.00548914750624	214.0047930714566	1.0000000000000018	1.5528183040162151
cylinder	8.0	2	1	2	ZZ onsite	UHFsym	-0.8216915731744993	0.019625643373313517	0.02388444035940685	200.00548914750547	214.0047930714566	1.0000000000000018	1.5528183040162151
cylinder	8.0	2	1	2	ZZ up-up nb	chi4	-0.495425224372162	0.1309235963409559	0.2642650997572269	11.072502764770778	40.72841440637624	0.2630732209023642	1.5528183040162151
cylinder	8.0	2	1	2	ZZ up-up nb	chi8	-0.495425224372162	0.05864282390187109	0.11836866799866202	26.820620924183462	40.72841440637624	0.4977587284203219	1.5528183040162151
cylinder	8.0	2	1	2	ZZ up-up nb	chi32	-0.495425224372162	0.023065254079191966	0.04655647904973327	37.989685575469395	40.72841440637624	0.8591912817510141	1.5528183040162151
cylinder	8.0	2	1	2	ZZ up-up nb	exact	-0.495425224372162	0.0	0.0	40.72841440637624	40.72841440637624	1.0000000000000018	1.5528183040162151
cylinder	8.0	2	1	2	ZZ up-up nb	UHF	-0.495425224372162	0.3961962946163082	0.7997095729600693	1.566863840302361	40.72841440637624	1.0000000000000018	1.5528183040162151
cylinder	8.0	2	1	2	ZZ up-up nb	UHFsym	-0.495425224372162	-0.16475031631922987	0.3325432541873764	7.463195742105522	40.72841440637624	1.0000000000000018	1.5528183040162151
cylinder	8.0	2	1	2	SzSz nb	chi4	-0.11700457475970485	0.04106355236859602	0.35095681047454114	4.855622896892246	25.946616621948753	0.2630732209023642	1.5528183040162151
cylinder	8.0	2	1	2	SzSz nb	chi8	-0.11700457475970485	0.015851440035601294	0.13547709624308094	14.2185342227949	25.946616621948753	0.4977587284203219	1.5528183040162151
cylinder	8.0	2	1	2	SzSz nb	chi32	-0.11700457475970485	0.005660779433618562	0.048380838486394594	22.072129834135577	25.946616621948753	0.8591912817510141	1.5528183040162151
cylinder	8.0	2	1	2	SzSz nb	exact	-0.11700457475970485	0.0	0.0	25.946616621948753	25.946616621948753	1.0000000000000018	1.5528183040162151
cylinder	8.0	2	1	2	SzSz nb	UHF	-0.11700457475970485	0.09961276718232298	0.8513578839707776	1.1258276986005786	25.946616621948753	1.0000000000000018	1.5528183040162151
cylinder	8.0	2	1	2	SzSz nb	UHFsym	-0.11700457475970485	-0.040623885551559644	0.3471991213590572	7.423467833145831	25.946616621948753	1.0000000000000018	1.5528183040162151
cylinder	8.0	3	1	3	n	chi4	0.9999813072693188	-1.693865755214574e-5	1.6938974187828252e-5	1.0017523365516119	1.0023916239442132	0.2630732209023642	1.5528183040162151
cylinder	8.0	3	1	3	n	chi8	0.9999813072693188	-5.0976933870461316e-5	5.0977886786369715e-5	1.002252685157643	1.0023916239442132	0.4977587284203219	1.5528183040162151
cylinder	8.0	3	1	3	n	chi32	0.9999813072693188	-7.370013934993036e-5	7.370151703253905e-5	1.0028029322560155	1.0023916239442132	0.8591912817510141	1.5528183040162151
cylinder	8.0	3	1	3	n	exact	0.9999813072693188	0.0	0.0	1.0023916239442132	1.0023916239442132	1.0000000000000018	1.5528183040162151
cylinder	8.0	3	1	3	n	UHF	0.9999813072693188	-1.8692730678671055e-5	1.869308010338303e-5	0.010198088531951447	1.0023916239442132	1.0000000000000018	1.5528183040162151
cylinder	8.0	3	1	3	n	UHFsym	0.9999813072693188	-1.8692730678782077e-5	1.8693080103494054e-5	0.9999999999999856	1.0023916239442132	1.0000000000000018	1.5528183040162151
cylinder	8.0	3	1	3	Sz	chi4	-0.0011113582244119341	-0.00037293454910347027	0.33556646355031516	0.9983043989727058	0.9972982843958293	0.2630732209023642	1.5528183040162151
cylinder	8.0	3	1	3	Sz	chi8	-0.0011113582244119341	-0.000173093306099305	0.15574933652998868	0.997945430647091	0.9972982843958293	0.4977587284203219	1.5528183040162151
cylinder	8.0	3	1	3	Sz	chi32	-0.0011113582244119341	0.00010138400330450461	0.09122531428437586	0.9973300029666484	0.9972982843958293	0.8591912817510141	1.5528183040162151
cylinder	8.0	3	1	3	Sz	exact	-0.0011113582244119341	0.0	0.0	0.9972982843958293	0.9972982843958293	1.0000000000000018	1.5528183040162151
cylinder	8.0	3	1	3	Sz	UHF	-0.0011113582244119341	0.457505370795504	411.66327899142436	0.021494769120498365	0.9972982843958293	1.0000000000000018	1.5528183040162151
cylinder	8.0	3	1	3	Sz	UHFsym	-0.0011113582244119341	-0.0011113582244119333	0.9999999999999992	0.99999999999999	0.9972982843958293	1.0000000000000018	1.5528183040162151
cylinder	8.0	3	1	3	DoubleOcc	chi4	0.044528724329674335	0.03406617565225628	0.7650382121895705	23.72538821476141	95.72499681420595	0.2630732209023642	1.5528183040162151
cylinder	8.0	3	1	3	DoubleOcc	chi8	0.044528724329674335	0.018808517019908988	0.4223906546403088	47.4094515296148	95.72499681420595	0.4977587284203219	1.5528183040162151
cylinder	8.0	3	1	3	DoubleOcc	chi32	0.044528724329674335	0.005292107293909248	0.11884704476886487	85.17821273089287	95.72499681420595	0.8591912817510141	1.5528183040162151
cylinder	8.0	3	1	3	DoubleOcc	exact	0.044528724329674335	0.0	0.0	95.72499681420595	95.72499681420595	1.0000000000000018	1.5528183040162151
cylinder	8.0	3	1	3	DoubleOcc	UHF	0.044528724329674335	0.00485802846660266	0.10909875680775401	1.6678272917933885	95.72499681420595	1.0000000000000018	1.5528183040162151
cylinder	8.0	3	1	3	DoubleOcc	UHFsym	0.044528724329674335	0.004858028466602604	0.10909875680775277	86.80610019113377	95.72499681420595	1.0000000000000018	1.5528183040162151
cylinder	8.0	3	1	3	ZZ onsite	chi4	-0.8218477172199402	0.13629857992412786	0.16584408165686013	33.19562382178687	202.70116812462967	0.2630732209023642	1.5528183040162151
cylinder	8.0	3	1	3	ZZ onsite	chi8	-0.8218477172199402	0.07533602194737776	0.09166664379407966	82.18474223212216	202.70116812462967	0.4977587284203219	1.5528183040162151
cylinder	8.0	3	1	3	ZZ onsite	chi32	-0.8218477172199402	0.02131582945433863	0.02593647096379798	188.56965844607396	202.70116812462967	0.8591912817510141	1.5528183040162151
cylinder	8.0	3	1	3	ZZ onsite	exact	-0.8218477172199402	0.0	0.0	202.70116812462967	202.70116812462967	1.0000000000000018	1.5528183040162151
cylinder	8.0	3	1	3	ZZ onsite	UHF	-0.8218477172199402	0.01946949932776798	0.02368991106238921	191.61868323425273	202.70116812462967	1.0000000000000018	1.5528183040162151
cylinder	8.0	3	1	3	ZZ onsite	UHFsym	-0.8218477172199402	0.01946949932776776	0.02368991106238894	191.618683234253	202.70116812462967	1.0000000000000018	1.5528183040162151
cylinder	8.0	3	1	3	ZZ up-up nb	chi4	-0.4963601053881505	0.004712900173748424	0.009494921373793661	43.43523027010852	45.11832104682656	0.2630732209023642	1.5528183040162151
cylinder	8.0	3	1	3	ZZ up-up nb	chi8	-0.4963601053881505	0.055323270823391	0.1114579318983111	22.587601962788405	45.11832104682656	0.4977587284203219	1.5528183040162151
cylinder	8.0	3	1	3	ZZ up-up nb	chi32	-0.4963601053881505	0.02357044560078919	0.04748658352056165	35.250493921169884	45.11832104682656	0.8591912817510141	1.5528183040162151
cylinder	8.0	3	1	3	ZZ up-up nb	exact	-0.4963601053881505	0.0	0.0	45.11832104682656	45.11832104682656	1.0000000000000018	1.5528183040162151
cylinder	8.0	3	1	3	ZZ up-up nb	UHF	-0.4963601053881505	0.39526141360028305	0.7963198679942077	1.3205694602034932	45.11832104682656	1.0000000000000018	1.5528183040162151
cylinder	8.0	3	1	3	ZZ up-up nb	UHFsym	-0.4963601053881505	-0.16568519733522208	0.33380039116088367	8.831046034028953	45.11832104682656	1.0000000000000018	1.5528183040162151
cylinder	8.0	3	1	3	SzSz nb	chi4	-0.11721960004049761	0.0028169384929854213	0.02403129248020136	25.950874789683546	27.36802831398563	0.2630732209023642	1.5528183040162151
cylinder	8.0	3	1	3	SzSz nb	chi8	-0.11721960004049761	0.0163716397910407	0.13966640208109005	15.296939867695455	27.36802831398563	0.4977587284203219	1.5528183040162151
cylinder	8.0	3	1	3	SzSz nb	chi32	-0.11721960004049761	0.006201287504733116	0.05290316212127208	23.165565792974668	27.36802831398563	0.8591912817510141	1.5528183040162151
cylinder	8.0	3	1	3	SzSz nb	exact	-0.11721960004049761	0.0	0.0	27.36802831398563	27.36802831398563	1.0000000000000018	1.5528183040162151
cylinder	8.0	3	1	3	SzSz nb	UHF	-0.11721960004049761	0.09939774190152337	0.847961790239712	1.201893279750193	27.36802831398563	1.0000000000000018	1.5528183040162151
cylinder	8.0	3	1	3	SzSz nb	UHFsym	-0.11721960004049761	-0.04083891083235415	0.3483966061839907	7.312801412432952	27.36802831398563	1.0000000000000018	1.5528183040162151
cylinder	8.0	5	2	1	n	chi4	1.0000030625144272	3.3174055854567897e-6	3.3173954258854374e-6	0.9993373896791526	1.001227258875206	0.2630732209023642	1.5528183040162151
cylinder	8.0	5	2	1	n	chi8	1.0000030625144272	-8.113009400956273e-6	8.112984554824026e-6	1.0004728874069513	1.001227258875206	0.4977587284203219	1.5528183040162151
cylinder	8.0	5	2	1	n	chi32	1.0000030625144272	6.812764772423652e-5	6.812743908297145e-5	1.0021308116719794	1.001227258875206	0.8591912817510141	1.5528183040162151
cylinder	8.0	5	2	1	n	exact	1.0000030625144272	0.0	0.0	1.001227258875206	1.001227258875206	1.0000000000000018	1.5528183040162151
cylinder	8.0	5	2	1	n	UHF	1.0000030625144272	3.0625144280538308e-6	3.0625050490879346e-6	0.014264435363798691	1.001227258875206	1.0000000000000018	1.5528183040162151
cylinder	8.0	5	2	1	n	UHFsym	1.0000030625144272	3.0625144280538308e-6	3.0625050490879346e-6	1.0000000000000078	1.001227258875206	1.0000000000000018	1.5528183040162151
cylinder	8.0	5	2	1	Sz	chi4	-0.0006223384848123709	-0.0009106803202731939	NaN	1.0014896687717523	0.9966547452542788	0.2630732209023642	1.5528183040162151
cylinder	8.0	5	2	1	Sz	chi8	-0.0006223384848123709	-0.0003744224785222402	NaN	0.9986809843238674	0.9966547452542788	0.4977587284203219	1.5528183040162151
cylinder	8.0	5	2	1	Sz	chi32	-0.0006223384848123709	0.0003488537847275014	NaN	0.99475300581452	0.9966547452542788	0.8591912817510141	1.5528183040162151
cylinder	8.0	5	2	1	Sz	exact	-0.0006223384848123709	0.0	NaN	0.9966547452542788	0.9966547452542788	1.0000000000000018	1.5528183040162151
cylinder	8.0	5	2	1	Sz	UHF	-0.0006223384848123709	-0.4473422459285373	NaN	0.020218738752805398	0.9966547452542788	1.0000000000000018	1.5528183040162151
cylinder	8.0	5	2	1	Sz	UHFsym	-0.0006223384848123709	-0.0006223384848123791	NaN	1.0000000000000007	0.9966547452542788	1.0000000000000018	1.5528183040162151
cylinder	8.0	5	2	1	DoubleOcc	chi4	0.05352371255521257	0.04383658151801398	0.8190123484575963	19.772169326745853	78.58271113331692	0.2630732209023642	1.5528183040162151
cylinder	8.0	5	2	1	DoubleOcc	chi8	0.05352371255521257	0.04267499355283741	0.7973100428864286	20.690979556609346	78.58271113331692	0.4977587284203219	1.5528183040162151
cylinder	8.0	5	2	1	DoubleOcc	chi32	0.05352371255521257	0.008229126927114333	0.15374731187836696	79.20663983772579	78.58271113331692	0.8591912817510141	1.5528183040162151
cylinder	8.0	5	2	1	DoubleOcc	exact	0.05352371255521257	0.0	0.0	78.58271113331692	78.58271113331692	1.0000000000000018	1.5528183040162151
cylinder	8.0	5	2	1	DoubleOcc	UHF	0.05352371255521257	0.0030823882617431464	0.05758920886819086	2.002757975367397	78.58271113331692	1.0000000000000018	1.5528183040162151
cylinder	8.0	5	2	1	DoubleOcc	UHFsym	0.05352371255521257	0.003082388261743313	0.05758920886819397	81.14191075466843	78.58271113331692	1.0000000000000018	1.5528183040162151
cylinder	8.0	5	2	1	ZZ onsite	chi4	-0.7859112748080029	0.175339691260883	0.2231036719809348	19.10006294066884	149.36056843147279	0.2630732209023642	1.5528183040162151
cylinder	8.0	5	2	1	ZZ onsite	chi8	-0.7859112748080029	0.17071620023015466	0.21722070378982716	20.04000173794665	149.36056843147279	0.4977587284203219	1.5528183040162151
cylinder	8.0	5	2	1	ZZ onsite	chi32	-0.7859112748080029	0.032780252413010635	0.041709864031431294	127.85793157640069	149.36056843147279	0.8591912817510141	1.5528183040162151
cylinder	8.0	5	2	1	ZZ onsite	exact	-0.7859112748080029	0.0	0.0	149.36056843147279	149.36056843147279	1.0000000000000018	1.5528183040162151
cylinder	8.0	5	2	1	ZZ onsite	UHF	-0.7859112748080029	0.0123234280181177	0.015680431637945767	148.83737757542372	149.36056843147279	1.0000000000000018	1.5528183040162151
cylinder	8.0	5	2	1	ZZ onsite	UHFsym	-0.7859112748080029	0.012323428018118254	0.01568043163794647	148.83737757542335	149.36056843147279	1.0000000000000018	1.5528183040162151
cylinder	8.0	5	2	1	ZZ up-up nb	chi4	-0.4133965043179155	0.10345994909964185	0.2502680792387101	10.662536938302082	22.793355388832797	0.2630732209023642	1.5528183040162151
cylinder	8.0	5	2	1	ZZ up-up nb	chi8	-0.4133965043179155	0.11215617359170027	0.27130411704073937	9.684605415253264	22.793355388832797	0.4977587284203219	1.5528183040162151
cylinder	8.0	5	2	1	ZZ up-up nb	chi32	-0.4133965043179155	0.0266259335466571	0.06440773753176413	21.903942666358404	22.793355388832797	0.8591912817510141	1.5528183040162151
cylinder	8.0	5	2	1	ZZ up-up nb	exact	-0.4133965043179155	0.0	0.0	22.793355388832797	22.793355388832797	1.0000000000000018	1.5528183040162151
cylinder	8.0	5	2	1	ZZ up-up nb	UHF	-0.4133965043179155	0.430600350126374	1.0416158473251824	0.9867177617972352	22.793355388832797	1.0000000000000018	1.5528183040162151
cylinder	8.0	5	2	1	ZZ up-up nb	UHFsym	-0.4133965043179155	-0.10162107893078898	0.24581987962974894	9.297371033483294	22.793355388832797	1.0000000000000018	1.5528183040162151
cylinder	8.0	5	2	1	SzSz nb	chi4	-0.09743535580419638	0.02693512830880332	0.27644101144282235	7.260105683393068	24.66356343729082	0.2630732209023642	1.5528183040162151
cylinder	8.0	5	2	1	SzSz nb	chi8	-0.09743535580419638	0.027718872075747858	0.2844847421858961	7.028595767369798	24.66356343729082	0.4977587284203219	1.5528183040162151
cylinder	8.0	5	2	1	SzSz nb	chi32	-0.09743535580419638	0.006855895140712026	0.07036352547928762	19.839048729310445	24.66356343729082	0.8591912817510141	1.5528183040162151
cylinder	8.0	5	2	1	SzSz nb	exact	-0.09743535580419638	0.0	0.0	24.66356343729082	24.66356343729082	1.0000000000000018	1.5528183040162151
cylinder	8.0	5	2	1	SzSz nb	UHF	-0.09743535580419638	0.10784358885460604	1.1068219330088533	0.7241801155742817	24.66356343729082	1.0000000000000018	1.5528183040162151
cylinder	8.0	5	2	1	SzSz nb	UHFsym	-0.09743535580419638	-0.025211768409685476	0.2587537983681243	10.893543155809777	24.66356343729082	1.0000000000000018	1.5528183040162151
cylinder	8.0	6	2	2	n	chi4	1.0000177286111769	1.747372001204006e-5	1.747341023274411e-5	1.001434528466364	1.0013916344916611	0.2630732209023642	1.5528183040162151
cylinder	8.0	6	2	2	n	chi8	1.0000177286111769	3.355801907900524e-5	3.355742415248035e-5	1.0012019627292474	1.0013916344916611	0.4977587284203219	1.5528183040162151
cylinder	8.0	6	2	2	n	chi32	1.0000177286111769	8.420851540291707e-6	8.420702252935628e-6	1.0020242149116083	1.0013916344916611	0.8591912817510141	1.5528183040162151
cylinder	8.0	6	2	2	n	exact	1.0000177286111769	0.0	0.0	1.0013916344916611	1.0013916344916611	1.0000000000000018	1.5528183040162151
cylinder	8.0	6	2	2	n	UHF	1.0000177286111769	1.772861117466107e-5	1.7728296876578917e-5	0.013352940767713003	1.0013916344916611	1.0000000000000018	1.5528183040162151
cylinder	8.0	6	2	2	n	UHFsym	1.0000177286111769	1.772861117466107e-5	1.7728296876578917e-5	0.9999999999999865	1.0013916344916611	1.0000000000000018	1.5528183040162151
cylinder	8.0	6	2	2	Sz	chi4	-0.0006987104540024311	-2.0734793513107553e-5	NaN	1.0014684372214364	1.0015371489636595	0.2630732209023642	1.5528183040162151
cylinder	8.0	6	2	2	Sz	chi8	-0.0006987104540024311	-0.00018036419364879375	NaN	1.0011158083478022	1.0015371489636595	0.4977587284203219	1.5528183040162151
cylinder	8.0	6	2	2	Sz	chi32	-0.0006987104540024311	0.00034488182828391195	NaN	1.0021914320337384	1.0015371489636595	0.8591912817510141	1.5528183040162151
cylinder	8.0	6	2	2	Sz	exact	-0.0006987104540024311	0.0	NaN	1.0015371489636595	1.0015371489636595	1.0000000000000018	1.5528183040162151
cylinder	8.0	6	2	2	Sz	UHF	-0.0006987104540024311	0.4460211969897259	NaN	0.022770266767493542	1.0015371489636595	1.0000000000000018	1.5528183040162151
cylinder	8.0	6	2	2	Sz	UHFsym	-0.0006987104540024311	-0.0006987104540024198	NaN	1.000000000000003	1.0015371489636595	1.0000000000000018	1.5528183040162151
cylinder	8.0	6	2	2	DoubleOcc	chi4	0.05351016118075372	0.04382277525239375	0.8189617501685964	17.44914105368703	65.511751200047	0.2630732209023642	1.5528183040162151
cylinder	8.0	6	2	2	DoubleOcc	chi8	0.05351016118075372	0.030421013333354424	0.5685090955079408	29.137874604833012	65.511751200047	0.4977587284203219	1.5528183040162151
cylinder	8.0	6	2	2	DoubleOcc	chi32	0.05351016118075372	0.008518238686467228	0.15918918012026148	62.66876929633232	65.511751200047	0.8591912817510141	1.5528183040162151
cylinder	8.0	6	2	2	DoubleOcc	exact	0.05351016118075372	0.0	0.0	65.511751200047	65.511751200047	1.0000000000000018	1.5528183040162151
cylinder	8.0	6	2	2	DoubleOcc	UHF	0.05351016118075372	0.003068836887285764	0.057350544636175546	1.991635821325766	65.511751200047	1.0000000000000018	1.5528183040162151
cylinder	8.0	6	2	2	DoubleOcc	UHFsym	0.05351016118075372	0.0030688368872860416	0.057350544636180736	66.15157535072261	65.511751200047	1.0000000000000018	1.5528183040162151
cylinder	8.0	6	2	2	ZZ onsite	chi4	-0.7859948124993389	0.17525615356954738	0.2229736771573092	19.34243438292822	146.0446695734307	0.2630732209023642	1.5528183040162151
cylinder	8.0	6	2	2	ZZ onsite	chi8	-0.7859948124993389	0.12161693729526157	0.15472994905467505	36.152919089624106	146.0446695734307	0.4977587284203219	1.5528183040162151
cylinder	8.0	6	2	2	ZZ onsite	chi32	-0.7859948124993389	0.034056113042788994	0.04332867405892407	125.60101391440944	146.0446695734307	0.8591912817510141	1.5528183040162151
cylinder	8.0	6	2	2	ZZ onsite	exact	-0.7859948124993389	0.0	0.0	146.0446695734307	146.0446695734307	1.0000000000000018	1.5528183040162151
cylinder	8.0	6	2	2	ZZ onsite	UHF	-0.7859948124993389	0.012239890326793734	0.015572482327043386	146.5056968974546	146.0446695734307	1.0000000000000018	1.5528183040162151
cylinder	8.0	6	2	2	ZZ onsite	UHFsym	-0.7859948124993389	0.012239890326794844	0.015572482327044798	146.5056968974542	146.0446695734307	1.0000000000000018	1.5528183040162151
cylinder	8.0	6	2	2	ZZ up-up nb	chi4	-0.41355599916191027	0.2147593822523342	0.5192994000511507	5.224171527776369	24.620216168825888	0.2630732209023642	1.5528183040162151
cylinder	8.0	6	2	2	ZZ up-up nb	chi8	-0.41355599916191027	0.10835216332911873	0.2620011885904188	16.327371973548136	24.620216168825888	0.4977587284203219	1.5528183040162151
cylinder	8.0	6	2	2	ZZ up-up nb	chi32	-0.41355599916191027	0.035379183733992514	0.08554871360998272	28.624014634992832	24.620216168825888	0.8591912817510141	1.5528183040162151
cylinder	8.0	6	2	2	ZZ up-up nb	exact	-0.41355599916191027	0.0	0.0	24.620216168825888	24.620216168825888	1.0000000000000018	1.5528183040162151
cylinder	8.0	6	2	2	ZZ up-up nb	UHF	-0.41355599916191027	0.4304408552823458	1.0408284637501415	1.2667977777160226	24.620216168825888	1.0000000000000018	1.5528183040162151
cylinder	8.0	6	2	2	ZZ up-up nb	UHFsym	-0.41355599916191027	-0.10178057377478461	0.24611074190931215	8.057624973802183	24.620216168825888	1.0000000000000018	1.5528183040162151
