geometry	rho	U	site	observable	prior	true	Delta	relerr	G	G_max
cylinder	ED	4.0	1	SzSz nb	chi4	-0.11753090257011253	0.040321758070763464	0.34307366989468746	6.809271459831426	34.077992826340726
cylinder	ED	4.0	1	SzSz nb	chi8	-0.11753090257011253	0.02174369545252544	0.18500407107445072	15.314474401415977	34.077992826340726
cylinder	ED	4.0	1	SzSz nb	chi32	-0.11753090257011253	0.0010249610972276196	0.008720779597656741	33.920393046575356	34.077992826340726
cylinder	ED	4.0	1	SzSz nb	chi128	-0.11753090257011253	2.7406610027938538e-5	0.00023318641675187723	34.07554335563955	34.077992826340726
cylinder	ED	4.0	1	SzSz nb	exact	-0.11753090257011253	2.134813159582194e-11	1.816384553252861e-10	34.077992826340726	34.077992826340726
cylinder	ED	4.0	1	SzSz nb	UHF	-0.11753090257011253	0.06500309888338324	0.5530724044649102	3.010443017435357	34.077992826340726
cylinder	ED	4.0	1	SzSz nb	UHFsym	-0.11753090257011253	-0.0431175739987347	0.3668615917674341	6.3220385459040065	34.077992826340726
cylinder	ED	4.0	1	SxSx nb	chi4	-0.11753090257011473	0.04987085112235573	0.4243211787861883	4.852137175485356	30.554039230076906
cylinder	ED	4.0	1	SxSx nb	chi8	-0.11753090257011473	0.024075956981740643	0.20484788643036064	13.20713905107668	30.554039230076906
cylinder	ED	4.0	1	SxSx nb	chi32	-0.11753090257011473	0.0008410217427877592	0.00715574988702257	30.424161461460038	30.554039230076906
cylinder	ED	4.0	1	SxSx nb	chi128	-0.11753090257011473	2.4647299582514215e-5	0.00020970909814812763	30.551528895919137	30.554039230076906
cylinder	ED	4.0	1	SxSx nb	exact	-0.11753090257011473	2.4724736147341275e-11	2.103679594614819e-10	30.554039230076906	30.554039230076906
cylinder	ED	4.0	1	SxSx nb	UHF	-0.11753090257011473	-0.09709875914193185	0.8261551389346832	1.5242970547609551	30.554039230076906
cylinder	ED	4.0	1	SxSx nb	UHFsym	-0.11753090257011473	-0.04303842270087285	0.36618814081851936	6.55912878926651	30.554039230076906
cylinder	DMRG	4.0	1	n	chi4	1.0000000000025675	2.639444218743847e-12	2.6394442187370706e-12	0.9999999999827464	0.9999999999983055
cylinder	DMRG	4.0	1	n	chi8	1.0000000000025675	4.406364162434784e-12	4.406364162423471e-12	0.999999999973195	0.9999999999983055
cylinder	DMRG	4.0	1	n	chi32	1.0000000000025675	-2.977840196649595e-12	2.977840196641949e-12	0.9999999999379292	0.9999999999983055
cylinder	DMRG	4.0	1	n	chi128	1.0000000000025675	6.199485369506874e-13	6.199485369490957e-13	0.9999999999970164	0.9999999999983055
cylinder	DMRG	4.0	1	n	exact	1.0000000000025675	0.0	0.0	0.9999999999983055	0.9999999999983055
cylinder	DMRG	4.0	1	n	UHF	1.0000000000025675	2.5626167854397863e-12	2.562616785433207e-12	0.01817666218124686	0.9999999999983055
cylinder	DMRG	4.0	1	n	UHFsym	1.0000000000025675	2.568389945167837e-12	2.5683899451612427e-12	1.0000000000000369	0.9999999999983055
cylinder	DMRG	4.0	1	Sz	chi4	2.5848073681444816e-12	-8.072792434532516e-12	NaN	1.000000000012692	1.0000000000050269
cylinder	DMRG	4.0	1	Sz	chi8	2.5848073681444816e-12	-1.294247348182509e-11	NaN	1.0000000000171843	1.0000000000050269
cylinder	DMRG	4.0	1	Sz	chi32	2.5848073681444816e-12	-3.9135888973973465e-11	NaN	1.0000000000540787	1.0000000000050269
cylinder	DMRG	4.0	1	Sz	chi128	2.5848073681444816e-12	-4.3250125703053754e-13	NaN	1.0000000000050775	1.0000000000050269
cylinder	DMRG	4.0	1	Sz	exact	2.5848073681444816e-12	0.0	NaN	1.0000000000050269	1.0000000000050269
cylinder	DMRG	4.0	1	Sz	UHF	2.5848073681444816e-12	-0.40261875021318927	NaN	0.022634382346362197	1.0000000000050269
cylinder	DMRG	4.0	1	Sz	UHFsym	2.5848073681444816e-12	2.584800103989926e-12	NaN	1.000000000000004	1.0000000000050269
cylinder	DMRG	4.0	1	DoubleOcc	chi4	0.09113601060132054	0.042906540342090044	0.47079678009812226	8.59326821449751	29.846742890334177
