L	n_u	n_m	n_repeat	observable	absA	prior	true	Delta	G	G_theory	CI_relwidth
16	1600	100	300	ZZ onsite |A|=2	2	chi2	-0.5985704920183841	0.40142950798161536	2.206064921363053	50.58961184532023	0.10488896714553717
16	1600	100	300	ZZ onsite |A|=2	2	chi4	-0.5985704920183841	0.14172611448061567	14.342161136196014	50.58961184532023	0.10488896714553717
16	1600	100	300	ZZ onsite |A|=2	2	chi8	-0.5985704920183841	-0.002375888552378913	62.669491986574094	50.58961184532023	0.10488896714553717
16	1600	100	300	ZZ onsite |A|=2	2	chi32	-0.5985704920183841	-8.800334999614634e-6	62.80291638069489	50.58961184532023	0.10488896714553717
16	1600	100	300	ZZ onsite |A|=2	2	exact	-0.5985704920183841	0.0	62.80318804876884	50.58961184532023	0.10488896714553717
16	1600	100	300	ZZ up-up |A|=2	2	chi2	-0.3978048604828066	-0.05588934129602918	11.985525636237165	17.675482778502886	0.09971020322630587
16	1600	100	300	ZZ up-up |A|=2	2	chi4	-0.3978048604828066	-0.33694326491432003	1.3611219226407523	17.675482778502886	0.09971020322630587
16	1600	100	300	ZZ up-up |A|=2	2	chi8	-0.3978048604828066	-0.004365509915066401	15.063391823835845	17.675482778502886	0.09971020322630587
16	1600	100	300	ZZ up-up |A|=2	2	chi32	-0.3978048604828066	-0.00014386712555558567	15.061413870965268	17.675482778502886	0.09971020322630587
16	1600	100	300	ZZ up-up |A|=2	2	exact	-0.3978048604828066	0.0	15.060495622721614	17.675482778502886	0.09971020322630587
16	1600	100	300	DoubleOcc |A|=2	2	chi2	0.10035737699017858	0.10035737699017855	2.1248190930267175	NaN	0.1120566701534149
16	1600	100	300	DoubleOcc |A|=2	2	chi4	0.10035737699017858	0.0354315229591369	11.12583153505625	NaN	0.1120566701534149
16	1600	100	300	DoubleOcc |A|=2	2	chi8	0.10035737699017858	-0.0005939715950023794	28.198404251829928	NaN	0.1120566701534149
16	1600	100	300	DoubleOcc |A|=2	2	chi32	0.10035737699017858	-2.2000763591489836e-6	28.206705910199943	NaN	0.1120566701534149
16	1600	100	300	DoubleOcc |A|=2	2	exact	0.10035737699017858	0.0	28.206691943118553	NaN	0.1120566701534149
16	1600	100	300	SzSz |A|=2	2	chi2	-0.08155407383732062	0.003924805959373737	7.635233473231971	NaN	0.10183770879824328
16	1600	100	300	SzSz |A|=2	2	chi4	-0.08155407383732062	-0.06633867494519897	1.4542175434587128	NaN	0.10183770879824328
16	1600	100	300	SzSz |A|=2	2	chi8	-0.08155407383732062	-0.0007873035619198054	9.333145753765953	NaN	0.10183770879824328
16	1600	100	300	SzSz |A|=2	2	chi32	-0.08155407383732062	-4.321406686590146e-5	9.274271640926596	NaN	0.10183770879824328
16	1600	100	300	SzSz |A|=2	2	exact	-0.08155407383732062	0.0	9.270446323596618	NaN	0.10183770879824328
16	1600	100	300	hop |A|=3	3	chi2	0.4227169615035098	0.4227169615035098	1.0	NaN	0.11307995318752834
16	1600	100	300	hop |A|=3	3	chi4	0.4227169615035098	0.4227169615035098	1.0	NaN	0.11307995318752834
16	1600	100	300	hop |A|=3	3	chi8	0.4227169615035098	0.005699855880129889	17.559638590918503	NaN	0.11307995318752834
16	1600	100	300	hop |A|=3	3	chi32	0.4227169615035098	0.00010409997357258005	17.4501546880212	NaN	0.11307995318752834
16	1600	100	300	hop |A|=3	3	exact	0.4227169615035098	0.0	17.447137005859332	NaN	0.11307995318752834
16	1600	100	300	ZZZZ |A|=4	4	chi2	0.5437227893572482	-0.4562772106427513	1.3318971900790764	42.386531746891016	0.10412545274479176
16	1600	100	300	ZZZZ |A|=4	4	chi4	0.5437227893572482	-0.009609589043273581	39.129907731583046	42.386531746891016	0.10412545274479176
16	1600	100	300	ZZZZ |A|=4	4	chi8	0.5437227893572482	-0.003358510723449948	40.01755692429603	42.386531746891016	0.10412545274479176
16	1600	100	300	ZZZZ |A|=4	4	chi32	0.5437227893572482	-1.5389805756993447e-5	40.3316375619553	42.386531746891016	0.10412545274479176
16	1600	100	300	ZZZZ |A|=4	4	exact	0.5437227893572482	0.0	40.33281021508541	42.386531746891016	0.10412545274479176
16	1600	100	300	SxSx |A|=4	4	chi2	-0.08155407393587649	-0.08155407393587649	1.0	NaN	0.11143891720981144
16	1600	100	300	SxSx |A|=4	4	chi4	-0.08155407393587649	-0.00868633917037781	6.510950226700621	NaN	0.11143891720981144
16	1600	100	300	SxSx |A|=4	4	chi8	-0.08155407393587649	0.0014228968707603318	13.491649751120287	NaN	0.11143891720981144
16	1600	100	300	SxSx |A|=4	4	chi32	-0.08155407393587649	-2.62097423203711e-5	13.377725972621583	NaN	0.11143891720981144
16	1600	100	300	SxSx |A|=4	4	exact	-0.08155407393587649	0.0	13.38327779313786	NaN	0.11143891720981144
16	3200	100	300	Sz  |A|=1	1	chi2	6.825333007109968e-11	-8.293536743822494e-8	0.9999997491020974	NaN	1.1733601851710095e-9
16	3200	100	300	Sz  |A|=1	1	chi4	6.825333007109968e-11	-8.397395851594824e-9	0.9999999693105424	NaN	1.1733601851710095e-9
16	3200	100	300	Sz  |A|=1	1	chi8	6.825333007109968e-11	3.612213861359237e-10	1.0000000013800132	NaN	1.1733601851710095e-9
16	3200	100	300	Sz  |A|=1	1	chi32	6.825333007109968e-11	6.841992250539164e-13	0.9999999998071348	NaN	1.1733601851710095e-9
16	3200	100	300	Sz  |A|=1	1	exact	6.825333007109968e-11	0.0	0.9999999997984026	NaN	1.1733601851710095e-9
16	3200	100	300	ZZ onsite |A|=2	2	chi2	-0.5985704920183841	0.40142950798161536	2.1314992719391137	50.58961184532023	0.10553305470336652
16	3200	100	300	ZZ onsite |A|=2	2	chi4	-0.5985704920183841	0.14172611448061567	13.081362507587166	50.58961184532023	0.10553305470336652
16	3200	100	300	ZZ onsite |A|=2	2	chi8	-0.5985704920183841	-0.002375888552378913	52.285136805479546	50.58961184532023	0.10553305470336652
16	3200	100	300	ZZ onsite |A|=2	2	chi32	-0.5985704920183841	-8.800334999614634e-6	52.242330606205584	50.58961184532023	0.10553305470336652
16	3200	100	300	ZZ onsite |A|=2	2	exact	-0.5985704920183841	0.0	52.24201411203676	50.58961184532023	0.10553305470336652
16	3200	100	300	ZZ up-up |A|=2	2	chi2	-0.3978048604828066	-0.05588934129602918	16.271495852767963	17.675482778502886	0.09772446048471423
16	3200	100	300	ZZ up-up |A|=2	2	chi4	-0.3978048604828066	-0.33694326491432003	1.3696332425636204	17.675482778502886	0.09772446048471423
16	3200	100	300	ZZ up-up |A|=2	2	chi8	-0.3978048604828066	-0.004365509915066401	23.882173610948815	17.675482778502886	0.09772446048471423
16	3200	100	300	ZZ up-up |A|=2	2	chi32	-0.3978048604828066	-0.00014386712555558567	23.99113073590102	17.675482778502886	0.09772446048471423
16	3200	100	300	ZZ up-up |A|=2	2	exact	-0.3978048604828066	0.0	23.992688056975897	17.675482778502886	0.09772446048471423
16	3200	100	300	DoubleOcc |A|=2	2	chi2	0.10035737699017858	0.10035737699017855	2.0291318223698123	NaN	0.10331442477062143
16	3200	100	300	DoubleOcc |A|=2	2	chi4	0.10035737699017858	0.0354315229591369	10.447494992871775	NaN	0.10331442477062143
16	3200	100	300	DoubleOcc |A|=2	2	chi8	0.10035737699017858	-0.0005939715950023794	28.225591997382804	NaN	0.10331442477062143
16	3200	100	300	DoubleOcc |A|=2	2	chi32	0.10035737699017858	-2.2000763591489836e-6	28.171919079804013	NaN	0.10331442477062143
16	3200	100	300	DoubleOcc |A|=2	2	exact	0.10035737699017858	0.0	28.17167427302476	NaN	0.10331442477062143
16	3200	100	300	SzSz |A|=2	2	chi2	-0.08155407383732062	0.003924805959373737	10.383460561190432	NaN	0.10612400616261375
16	3200	100	300	SzSz |A|=2	2	chi4	-0.08155407383732062	-0.06633867494519897	1.4435635782145044	NaN	0.10612400616261375
16	3200	100	300	SzSz |A|=2	2	chi8	-0.08155407383732062	-0.0007873035619198054	12.118687383819845	NaN	0.10612400616261375
16	3200	100	300	SzSz |A|=2	2	chi32	-0.08155407383732062	-4.321406686590146e-5	12.14201543389168	NaN	0.10612400616261375
16	3200	100	300	SzSz |A|=2	2	exact	-0.08155407383732062	0.0	12.140860506005794	NaN	0.10612400616261375
16	3200	100	300	hop |A|=3	3	chi2	0.4227169615035098	0.4227169615035098	1.0	NaN	0.1071726048679413
16	3200	100	300	hop |A|=3	3	chi4	0.4227169615035098	0.4227169615035098	1.0	NaN	0.1071726048679413
16	3200	100	300	hop |A|=3	3	chi8	0.4227169615035098	0.005699855880129889	21.852412393612557	NaN	0.1071726048679413
16	3200	100	300	hop |A|=3	3	chi32	0.4227169615035098	0.00010409997357258005	21.820271665404157	NaN	0.1071726048679413
16	3200	100	300	hop |A|=3	3	exact	0.4227169615035098	0.0	21.818137114208895	NaN	0.1071726048679413
16	3200	100	300	ZZZZ |A|=4	4	chi2	0.5437227893572482	-0.4562772106427513	1.4690764616318344	42.386531746891016	0.11219185438160453
16	3200	100	300	ZZZZ |A|=4	4	chi4	0.5437227893572482	-0.009609589043273581	43.35535826145002	42.386531746891016	0.11219185438160453
16	3200	100	300	ZZZZ |A|=4	4	chi8	0.5437227893572482	-0.003358510723449948	43.42391403755443	42.386531746891016	0.11219185438160453
16	3200	100	300	ZZZZ |A|=4	4	chi32	0.5437227893572482	-1.5389805756993447e-5	43.26538800287957	42.386531746891016	0.11219185438160453
16	3200	100	300	ZZZZ |A|=4	4	exact	0.5437227893572482	0.0	43.26434765899762	42.386531746891016	0.11219185438160453
16	3200	100	300	SxSx |A|=4	4	chi2	-0.08155407393587649	-0.08155407393587649	1.0	NaN	0.09769258963190505
16	3200	100	300	SxSx |A|=4	4	chi4	-0.08155407393587649	-0.00868633917037781	7.785742976476933	NaN	0.09769258963190505
16	3200	100	300	SxSx |A|=4	4	chi8	-0.08155407393587649	0.0014228968707603318	11.91820098769774	NaN	0.09769258963190505
16	3200	100	300	SxSx |A|=4	4	chi32	-0.08155407393587649	-2.62097423203711e-5	11.918775311299965	NaN	0.09769258963190505
16	3200	100	300	SxSx |A|=4	4	exact	-0.08155407393587649	0.0	11.918221332779675	NaN	0.09769258963190505
16	6400	100	300	Sz  |A|=1	1	chi2	6.825333007109968e-11	-8.293536743822494e-8	0.9999998495395944	NaN	9.81853988665498e-10
16	6400	100	300	Sz  |A|=1	1	chi4	6.825333007109968e-11	-8.397395851594824e-9	1.0000000075950073	NaN	9.81853988665498e-10
16	6400	100	300	Sz  |A|=1	1	chi8	6.825333007109968e-11	3.612213861359237e-10	0.999999998307015	NaN	9.81853988665498e-10
16	6400	100	300	Sz  |A|=1	1	chi32	6.825333007109968e-11	6.841992250539164e-13	0.9999999998263459	NaN	9.81853988665498e-10
16	6400	100	300	Sz  |A|=1	1	exact	6.825333007109968e-11	0.0	0.9999999998550817	NaN	9.81853988665498e-10
16	6400	100	300	ZZ onsite |A|=2	2	chi2	-0.5985704920183841	0.40142950798161536	2.123570293992857	50.58961184532023	0.10921959059799563
16	6400	100	300	ZZ onsite |A|=2	2	chi4	-0.5985704920183841	0.14172611448061567	12.888835183811876	50.58961184532023	0.10921959059799563
16	6400	100	300	ZZ onsite |A|=2	2	chi8	-0.5985704920183841	-0.002375888552378913	50.05933520695245	50.58961184532023	0.10921959059799563
16	6400	100	300	ZZ onsite |A|=2	2	chi32	-0.5985704920183841	-8.800334999614634e-6	50.008793318139695	50.58961184532023	0.10921959059799563
16	6400	100	300	ZZ onsite |A|=2	2	exact	-0.5985704920183841	0.0	50.00846125981267	50.58961184532023	0.10921959059799563
16	6400	100	300	ZZ up-up |A|=2	2	chi2	-0.3978048604828066	-0.05588934129602918	14.677034763859801	17.675482778502886	0.12828787754379106
16	6400	100	300	ZZ up-up |A|=2	2	chi4	-0.3978048604828066	-0.33694326491432003	1.3706863370689664	17.675482778502886	0.12828787754379106
16	6400	100	300	ZZ up-up |A|=2	2	chi8	-0.3978048604828066	-0.004365509915066401	19.36933655222971	17.675482778502886	0.12828787754379106
16	6400	100	300	ZZ up-up |A|=2	2	chi32	-0.3978048604828066	-0.00014386712555558567	19.33704877865013	17.675482778502886	0.12828787754379106
16	6400	100	300	ZZ up-up |A|=2	2	exact	-0.3978048604828066	0.0	19.33451504358831	17.675482778502886	0.12828787754379106
16	6400	100	300	DoubleOcc |A|=2	2	chi2	0.10035737699017858	0.10035737699017855	2.0498417793058517	NaN	0.11488836767788832
16	6400	100	300	DoubleOcc |A|=2	2	chi4	0.10035737699017858	0.0354315229591369	10.676919070377332	NaN	0.11488836767788832
16	6400	100	300	DoubleOcc |A|=2	2	chi8	0.10035737699017858	-0.0005939715950023794	28.98507877358433	NaN	0.11488836767788832
16	6400	100	300	DoubleOcc |A|=2	2	chi32	0.10035737699017858	-2.2000763591489836e-6	28.941620032041108	NaN	0.11488836767788832
16	6400	100	300	DoubleOcc |A|=2	2	exact	0.10035737699017858	0.0	28.941410681726715	NaN	0.11488836767788832
16	6400	100	300	SzSz |A|=2	2	chi2	-0.08155407383732062	0.003924805959373737	9.846236975283599	NaN	0.1155211611136863
16	6400	100	300	SzSz |A|=2	2	chi4	-0.08155407383732062	-0.06633867494519897	1.444508076952791	NaN	0.1155211611136863
16	6400	100	300	SzSz |A|=2	2	chi8	-0.08155407383732062	-0.0007873035619198054	12.044178684430397	NaN	0.1155211611136863
16	6400	100	300	SzSz |A|=2	2	chi32	-0.08155407383732062	-4.321406686590146e-5	12.027723570459745	NaN	0.1155211611136863
16	6400	100	300	SzSz |A|=2	2	exact	-0.08155407383732062	0.0	12.025283257626027	NaN	0.1155211611136863
16	6400	100	300	hop |A|=3	3	chi2	0.4227169615035098	0.4227169615035098	1.0	NaN	0.11763612105933864
16	6400	100	300	hop |A|=3	3	chi4	0.4227169615035098	0.4227169615035098	1.0	NaN	0.11763612105933864
16	6400	100	300	hop |A|=3	3	chi8	0.4227169615035098	0.005699855880129889	22.270740600983537	NaN	0.11763612105933864
16	6400	100	300	hop |A|=3	3	chi32	0.4227169615035098	0.00010409997357258005	22.36696014902291	NaN	0.11763612105933864
16	6400	100	300	hop |A|=3	3	exact	0.4227169615035098	0.0	22.36717342245782	NaN	0.11763612105933864
16	6400	100	300	ZZZZ |A|=4	4	chi2	0.5437227893572482	-0.4562772106427513	1.4227959949253393	42.386531746891016	0.12239242218630345
16	6400	100	300	ZZZZ |A|=4	4	chi4	0.5437227893572482	-0.009609589043273581	34.54478422539396	42.386531746891016	0.12239242218630345
16	6400	100	300	ZZZZ |A|=4	4	chi8	0.5437227893572482	-0.003358510723449948	34.774225057306744	42.386531746891016	0.12239242218630345
16	6400	100	300	ZZZZ |A|=4	4	chi32	0.5437227893572482	-1.5389805756993447e-5	34.77116353315334	42.386531746891016	0.12239242218630345
16	6400	100	300	ZZZZ |A|=4	4	exact	0.5437227893572482	0.0	34.77094549436242	42.386531746891016	0.12239242218630345
16	6400	100	300	SxSx |A|=4	4	chi2	-0.08155407393587649	-0.08155407393587649	1.0	NaN	0.11229914810727239
16	6400	100	300	SxSx |A|=4	4	chi4	-0.08155407393587649	-0.00868633917037781	6.792911988595535	NaN	0.11229914810727239
16	6400	100	300	SxSx |A|=4	4	chi8	-0.08155407393587649	0.0014228968707603318	11.889818335841817	NaN	0.11229914810727239
16	6400	100	300	SxSx |A|=4	4	chi32	-0.08155407393587649	-2.62097423203711e-5	11.898537105232824	NaN	0.11229914810727239
16	6400	100	300	SxSx |A|=4	4	exact	-0.08155407393587649	0.0	11.898887912008574	NaN	0.11229914810727239
