W	LX	nsites	geometry	bipartite	U	Eref	Hvar	prior	global_fid	observable	nA	F_supp	D_supp	true	prior_val	Delta	eps	G	G_max
4	4	16	torus	true	4.0	-13.4380287005	1.204e+00	chi2	3.2517972285e-02	ZZ onsite	2	0.73505337	3.35933247e-01	-0.5449628230	-1.0000000000	4.550372e-01	8.349876e-01	1.418322	38.550551
4	4	16	torus	true	4.0	-13.4380287005	1.204e+00	chi4	7.4270467350e-02	ZZ onsite	2	0.91359867	2.52954652e-01	-0.5449628230	-0.8810586662	3.360958e-01	6.167317e-01	2.522504	38.550551
4	4	16	torus	true	4.0	-13.4380287005	1.204e+00	chi8	1.9597783823e-01	ZZ onsite	2	0.96789192	1.72209116e-01	-0.5449628230	-0.7175980743	1.726353e-01	3.167835e-01	8.084816	38.550551
4	4	16	torus	true	4.0	-13.4380287005	1.204e+00	chi16	3.6121965950e-01	ZZ onsite	2	0.98584957	1.14848352e-01	-0.5449628230	-0.6799073576	1.349445e-01	2.476215e-01	11.673263	38.550551
4	4	16	torus	true	4.0	-13.4380287005	1.204e+00	chi32	5.3917422571e-01	ZZ onsite	2	0.99455988	7.17850856e-02	-0.5449628230	-0.6309808221	8.601800e-02	1.578420e-01	19.917232	38.550551
4	4	16	torus	true	4.0	-13.4380287005	1.204e+00	chi64	7.1461190930e-01	ZZ onsite	2	0.99838730	3.95962183e-02	-0.5449628230	-0.5896412888	4.467847e-02	8.198443e-02	30.781488	38.550551
4	4	16	torus	true	4.0	-13.4380287005	1.204e+00	chi128	8.4315330231e-01	ZZ onsite	2	0.99941732	2.37625449e-02	-0.5449628230	-0.5729088904	2.794607e-02	5.128069e-02	35.085921	38.550551
4	4	16	torus	true	4.0	-13.4380287005	1.204e+00	chi256	9.3328437533e-01	ZZ onsite	2	0.99990300	9.45682743e-03	-0.5449628230	-0.5578870666	1.292424e-02	2.371583e-02	37.753205	38.550551
4	4	16	torus	true	4.0	-13.4380287005	1.204e+00	UHF	2.2618879661e-02	ZZ onsite	2	0.56384632	5.28028070e-01	-0.5449628230	-0.4966698027	-4.829302e-02	8.861709e-02	29.771431	38.550551
4	4	16	torus	true	4.0	-13.4380287005	1.204e+00	chi2	3.2517972285e-02	ZZ up-up nb	2	0.85245504	3.16969572e-01	-0.2873874499	-0.6261201554	3.387327e-01	1.178662e+00	0.742938	9.002402
4	4	16	torus	true	4.0	-13.4380287005	1.204e+00	chi4	7.4270467350e-02	ZZ up-up nb	2	0.93164973	1.96394681e-01	-0.2873874499	-0.4250404840	1.376530e-01	4.789807e-01	3.174408	9.002402
4	4	16	torus	true	4.0	-13.4380287005	1.204e+00	chi8	1.9597783823e-01	ZZ up-up nb	2	0.95879111	1.40444803e-01	-0.2873874499	-0.3467657173	5.937827e-02	2.066140e-01	6.710112	9.002402
4	4	16	torus	true	4.0	-13.4380287005	1.204e+00	chi16	3.6121965950e-01	ZZ up-up nb	2	0.98350106	9.42571757e-02	-0.2873874499	-0.3242016840	3.681423e-02	1.280997e-01	7.957463	9.002402
4	4	16	torus	true	4.0	-13.4380287005	1.204e+00	chi32	5.3917422571e-01	ZZ up-up nb	2	0.99316031	5.39415537e-02	-0.2873874499	-0.2828441793	-4.543271e-03	1.580887e-02	8.984433	9.002402
4	4	16	torus	true	4.0	-13.4380287005	1.204e+00	chi64	7.1461190930e-01	ZZ up-up nb	2	0.99792837	3.13024807e-02	-0.2873874499	-0.2748313591	-1.255609e-02	4.369046e-02	8.866955	9.002402
4	4	16	torus	true	4.0	-13.4380287005	1.204e+00	chi128	8.4315330231e-01	ZZ up-up nb	2	0.99921395	1.98355645e-02	-0.2873874499	-0.2743290868	-1.305836e-02	4.543818e-02	8.856081	9.002402
4	4	16	torus	true	4.0	-13.4380287005	1.204e+00	chi256	9.3328437533e-01	ZZ up-up nb	2	0.99984031	9.06743908e-03	-0.2873874499	-0.2787905352	-8.596915e-03	2.991402e-02	8.938394	9.002402
4	4	16	torus	true	4.0	-13.4380287005	1.204e+00	UHF	2.2618879661e-02	ZZ up-up nb	2	0.58001960	5.96383915e-01	-0.2873874499	-0.6006507574	3.132633e-01	1.090038e+00	0.856693	9.002402
4	4	16	torus	true	4.0	-13.4380287005	1.204e+00	chi2	3.2517972285e-02	SzSz nb	4	0.54763994	4.82794448e-01	-0.0632973981	-0.1565300389	9.323264e-02	1.472930e+00	0.750449	1.397302
4	4	16	torus	true	4.0	-13.4380287005	1.204e+00	chi4	7.4270467350e-02	SzSz nb	4	0.83529910	3.48203574e-01	-0.0632973981	-0.1062598468	4.296245e-02	6.787396e-01	1.181119	1.397302
4	4	16	torus	true	4.0	-13.4380287005	1.204e+00	chi8	1.9597783823e-01	SzSz nb	4	0.92689079	2.07683527e-01	-0.0632973981	-0.0866683602	2.337096e-02	3.692247e-01	1.325508	1.397302
4	4	16	torus	true	4.0	-13.4380287005	1.204e+00	chi16	3.6121965950e-01	SzSz nb	4	0.96592268	1.57793134e-01	-0.0632973981	-0.0769846342	1.368724e-02	2.162369e-01	1.371817	1.397302
4	4	16	torus	true	4.0	-13.4380287005	1.204e+00	chi32	5.3917422571e-01	SzSz nb	4	0.98314868	1.07039396e-01	-0.0632973981	-0.0663929251	3.095527e-03	4.890449e-02	1.395975	1.397302
4	4	16	torus	true	4.0	-13.4380287005	1.204e+00	chi64	7.1461190930e-01	SzSz nb	4	0.99476159	6.40734431e-02	-0.0632973981	-0.0621896011	-1.107797e-03	1.750146e-02	1.397131	1.397302
4	4	16	torus	true	4.0	-13.4380287005	1.204e+00	chi128	8.4315330231e-01	SzSz nb	4	0.99808562	3.86590019e-02	-0.0632973981	-0.0615585888	-1.738809e-03	2.747047e-02	1.396883	1.397302
4	4	16	torus	true	4.0	-13.4380287005	1.204e+00	chi256	9.3328437533e-01	SzSz nb	4	0.99955090	1.87356318e-02	-0.0632973981	-0.0619460105	-1.351388e-03	2.134981e-02	1.397049	1.397302
4	4	16	torus	true	4.0	-13.4380287005	1.204e+00	UHF	2.2618879661e-02	SzSz nb	4	0.38505302	7.18661896e-01	-0.0632973981	-0.1371963916	7.389899e-02	1.167489e+00	0.906436	1.397302
4	4	16	torus	true	4.0	-13.4380287005	1.204e+00	chi2	3.2517972285e-02	SxSx nb	4	0.54763994	4.82794448e-01	-0.0516019268	-0.0045218226	-4.708010e-02	9.123711e-01	1.036235	1.263691
