L	bc	seed	rho	site	prior	observable	true	Delta	G	G_lo	G_hi	G_max
12	OBC	0	DMRG	2	chi16	ZZ up-up r=1	-0.3216286103212462	1.0609066050437654e-5	10.527222052347945	9.554654593098446	11.505552584438018	10.527238368689533
12	OBC	0	DMRG	2	chi32	ZZ up-up r=1	-0.3216286103212462	1.007520174178822e-6	10.52723682858468	9.554723952950706	11.505626652517469	10.527238368689533
12	OBC	0	DMRG	2	exact	ZZ up-up r=1	-0.3216286103212462	0.0	10.527238368689533	9.554731222477127	11.50563441203939	10.527238368689533
12	OBC	0	DMRG	2	UHF	ZZ up-up r=1	-0.3216286103212462	0.45533796899310736	0.519738579096999	0.49204441677310295	0.5424014895126297	10.527238368689533
12	OBC	0	DMRG	2	UHFsym	ZZ up-up r=1	-0.3216286103212462	0.06336682223113965	7.623906853316564	6.829078588868586	8.330550291695081	10.527238368689533
12	OBC	0	DMRG	2	chi2	SzSz r=1	-0.0651473622916342	-0.0651473622916342	1.0	1.0	1.0	8.712149734126816
12	OBC	0	DMRG	2	chi4	SzSz r=1	-0.0651473622916342	-0.0651473622916342	1.0137515654681546	1.0081924060569876	1.0203034914879954	8.712149734126816
12	OBC	0	DMRG	2	chi8	SzSz r=1	-0.0651473622916342	-0.0004201254330205295	8.683570618600012	8.026817396811936	9.407014190579204	8.712149734126816
12	OBC	0	DMRG	2	chi16	SzSz r=1	-0.0651473622916342	-6.237833470174037e-6	8.712024508216572	8.03548747150197	9.447720595183544	8.712149734126816
12	OBC	0	DMRG	2	chi32	SzSz r=1	-0.0651473622916342	1.9583694350899794e-7	8.71215554725979	8.03594167650677	9.448391258042099	8.712149734126816
12	OBC	0	DMRG	2	exact	SzSz r=1	-0.0651473622916342	0.0	8.712149734126816	8.035930130799997	9.448376566437512	8.712149734126816
12	OBC	0	DMRG	2	UHF	SzSz r=1	-0.0651473622916342	0.10545907972797869	0.446242475063795	0.4235734393816372	0.47065632859659645	8.712149734126816
12	OBC	0	DMRG	2	UHFsym	SzSz r=1	-0.0651473622916342	0.007466293037487387	7.910133124553566	7.20327237199795	8.688805637422494	8.712149734126816
12	OBC	0	DMRG	2	chi2	hop up r=1	0.3748447387455797	0.3748447387455797	1.0	1.0	1.0	17.852048748507297
12	OBC	0	DMRG	2	chi4	hop up r=1	0.3748447387455797	0.12618496811014548	5.99274191610382	5.801435913318208	6.1949480986392205	17.852048748507297
12	OBC	0	DMRG	2	chi8	hop up r=1	0.3748447387455797	0.0031348212638029893	17.78535074889486	16.247336251522817	19.67598878283203	17.852048748507297
12	OBC	0	DMRG	2	chi16	hop up r=1	0.3748447387455797	-1.3537931699447725e-5	17.85224829107271	16.30380924628414	19.8125807696324	17.852048748507297
12	OBC	0	DMRG	2	chi32	hop up r=1	0.3748447387455797	2.171024291786061e-6	17.85201667739683	16.30364616439956	19.812059261183354	17.852048748507297
12	OBC	0	DMRG	2	exact	hop up r=1	0.3748447387455797	0.0	17.852048748507297	16.30366875378182	19.8121448287354	17.852048748507297
12	OBC	0	DMRG	2	UHF	hop up r=1	0.3748447387455797	-0.05999042826808143	12.992153226247472	11.942164878220586	14.30779702443624	17.852048748507297
12	OBC	0	DMRG	2	UHFsym	hop up r=1	0.3748447387455797	-0.059990428268082374	12.992153226247355	11.942164878220481	14.307797024436088	17.852048748507297
12	OBC	1	DMRG	2	chi2	n	1.000000000000609	6.095124405192109e-13	1.0000000000399	0.9999999999320658	1.0000000001683975	0.9999999999997484
12	OBC	1	DMRG	2	chi4	n	1.000000000000609	3.087030631121479e-11	0.9999999999424065	0.9999999997865967	1.0000000000598623	0.9999999999997484
12	OBC	1	DMRG	2	chi8	n	1.000000000000609	-4.7831516525320694e-11	1.0000000000204698	0.9999999999846203	1.0000000000656997	0.9999999999997484
12	OBC	1	DMRG	2	chi16	n	1.000000000000609	-4.445110945994202e-12	0.9999999999935063	0.9999999999670699	1.0000000000174354	0.9999999999997484
12	OBC	1	DMRG	2	chi32	n	1.000000000000609	-3.155253835984695e-13	1.00000000000085	0.9999999999994674	1.0000000000026426	0.9999999999997484
12	OBC	1	DMRG	2	exact	n	1.000000000000609	0.0	0.9999999999997484	0.9999999999981952	1.0000000000012983	0.9999999999997484
12	OBC	1	DMRG	2	UHF	n	1.000000000000609	6.072919944699606e-13	0.02101418035021722	0.019276543153040337	0.022846361060413725	0.9999999999997484
12	OBC	1	DMRG	2	UHFsym	n	1.000000000000609	6.072919944699606e-13	1.000000000000003	1.000000000000001	1.000000000000005	0.9999999999997484
12	OBC	1	DMRG	2	chi2	Sz	9.004394452283293e-13	7.296018650349012e-11	1.0000000001519262	1.000000000059791	1.0000000002515463	0.9999999999976622
12	OBC	1	DMRG	2	chi4	Sz	9.004394452283293e-13	-8.113921340369146e-11	0.9999999998488578	0.9999999997329807	0.9999999999490771	0.9999999999976622
12	OBC	1	DMRG	2	chi8	Sz	9.004394452283293e-13	2.6722582480154244e-12	0.9999999999687991	0.9999999999340343	1.0000000000050102	0.9999999999976622
12	OBC	1	DMRG	2	chi16	Sz	9.004394452283293e-13	-1.4503148682010192e-11	0.9999999999638791	0.9999999999428073	0.9999999999838025	0.9999999999976622
12	OBC	1	DMRG	2	chi32	Sz	9.004394452283293e-13	1.7592212409045516e-12	1.0000000000011433	0.9999999999999698	1.0000000000025622	0.9999999999976622
12	OBC	1	DMRG	2	exact	Sz	9.004394452283293e-13	0.0	0.9999999999976622	0.9999999999963718	0.9999999999988811	0.9999999999976622
12	OBC	1	DMRG	2	UHF	Sz	9.004394452283293e-13	-0.3811937855340521	0.02786833320172076	0.025875702497228235	0.030574672491696906	0.9999999999976622
12	OBC	1	DMRG	2	UHFsym	Sz	9.004394452283293e-13	9.004268684831285e-13	0.9999999999999989	0.9999999999999971	1.0000000000000002	0.9999999999976622
12	OBC	1	DMRG	2	chi2	DoubleOcc	0.09919851043047065	0.09919851043047065	2.1938732007975936	2.096371706824762	2.2946541742586755	31.116997361984392
12	OBC	1	DMRG	2	chi4	DoubleOcc	0.09919851043047065	0.00898937122129817	27.887626880401353	25.256407286538938	30.367077097800248	31.116997361984392
12	OBC	1	DMRG	2	chi8	DoubleOcc	0.09919851043047065	0.0005207753869833354	31.090852849896276	28.477191787801097	33.82152760774625	31.116997361984392
12	OBC	1	DMRG	2	chi16	DoubleOcc	0.09919851043047065	3.343401336394769e-5	31.115992052449663	28.53567759769736	33.78311114879712	31.116997361984392
12	OBC	1	DMRG	2	chi32	DoubleOcc	0.09919851043047065	1.3880880620209535e-6	31.116957464604187	28.542934176914628	33.786035164370084	31.116997361984392
12	OBC	1	DMRG	2	exact	DoubleOcc	0.09919851043047065	0.0	31.116997361984392	28.543246914144664	33.786159550962296	31.116997361984392
12	OBC	1	DMRG	2	UHF	DoubleOcc	0.09919851043047065	-0.005492787439062868	1.3789474462158102	1.2556948877654972	1.4964255199700216	31.116997361984392
12	OBC	1	DMRG	2	UHFsym	DoubleOcc	0.09919851043047065	-0.005492787439062757	30.062487573792513	27.806855722447033	32.30699953129273	31.116997361984392
12	OBC	1	DMRG	2	chi2	ZZ onsite	-0.6032059582793358	0.3967940417206639	2.240543760689302	2.1673706176563186	2.320644272921142	54.54415170885628
12	OBC	1	DMRG	2	chi4	ZZ onsite	-0.6032059582793358	0.03595748482345196	45.43835751199423	41.7384759454767	49.54248001454289	54.54415170885628
12	OBC	1	DMRG	2	chi8	ZZ onsite	-0.6032059582793358	0.0020831016435965966	54.479075839660545	50.02538556816123	59.08037665796381	54.54415170885628
12	OBC	1	DMRG	2	chi16	ZZ onsite	-0.6032059582793358	0.00013373606234556856	54.54206769343122	50.085616708724416	59.05073630777822	54.54415170885628
12	OBC	1	DMRG	2	chi32	ZZ onsite	-0.6032059582793358	5.552352879356626e-6	54.54407091287423	50.09376996840531	59.04191571899817	54.54415170885628
