W	LX	geometry	U	Hvar	prior	kind	start	l	true	prior_val
1	16	torus	8.0	4.709e-11	UHF	P	1	1	-0.852791476308	-0.880849392219
1	16	torus	8.0	4.709e-11	UHF	P	1	2	0.851501656004	0.882678484782
1	16	torus	8.0	4.709e-11	UHF	P	1	3	-0.849913918017	-0.882564778561
1	16	torus	8.0	4.709e-11	UHF	P	1	4	0.850529876068	0.882568784523
1	16	torus	8.0	4.709e-11	UHF	P	1	5	-0.850016208691	-0.882568535126
1	16	torus	8.0	4.709e-11	UHF	P	1	6	0.850429325173	0.882568545924
1	16	torus	8.0	4.709e-11	UHF	P	1	7	-0.850059213269	-0.882568545292
1	16	torus	8.0	4.709e-11	UHF	P	1	8	0.850409041174	0.882568545293
1	16	torus	8.0	4.709e-11	chi2	P	1	1	-0.852791476308	-1.000000000000
1	16	torus	8.0	4.709e-11	chi2	P	1	2	0.851501656004	1.000000000000
1	16	torus	8.0	4.709e-11	chi2	P	1	3	-0.849913918017	-1.000000000000
1	16	torus	8.0	4.709e-11	chi2	P	1	4	0.850529876068	1.000000000000
1	16	torus	8.0	4.709e-11	chi2	P	1	5	-0.850016208691	-1.000000000000
1	16	torus	8.0	4.709e-11	chi2	P	1	6	0.850429325173	1.000000000000
1	16	torus	8.0	4.709e-11	chi2	P	1	7	-0.850059213269	-1.000000000000
1	16	torus	8.0	4.709e-11	chi2	P	1	8	0.850409041174	1.000000000000
1	16	torus	8.0	4.709e-11	chi4	P	1	1	-0.852791476308	-0.914346284895
1	16	torus	8.0	4.709e-11	chi4	P	1	2	0.851501656004	1.000000000000
1	16	torus	8.0	4.709e-11	chi4	P	1	3	-0.849913918017	-0.928546981963
1	16	torus	8.0	4.709e-11	chi4	P	1	4	0.850529876068	1.000000000000
1	16	torus	8.0	4.709e-11	chi4	P	1	5	-0.850016208691	-1.000000000000
1	16	torus	8.0	4.709e-11	chi4	P	1	6	0.850429325173	1.000000000000
1	16	torus	8.0	4.709e-11	chi4	P	1	7	-0.850059213269	-1.000000000000
1	16	torus	8.0	4.709e-11	chi4	P	1	8	0.850409041174	1.000000000000
1	16	torus	8.0	4.709e-11	chi8	P	1	1	-0.852791476308	-0.914814946036
1	16	torus	8.0	4.709e-11	chi8	P	1	2	0.851501656004	0.924968545306
