W	LX	nsites	geometry	U	method	chi	quantity	i	j	value
1	10	10	cylinder	12.0	var	2	E	0	0	-0.038741134341
1	10	10	cylinder	12.0	var	2	chi_reached	0	0	2.000000000000
1	10	10	cylinder	12.0	var	2	ZZ onsite	5	6	-1.000000000000
1	10	10	cylinder	12.0	var	2	ZZ up-up nb	5	6	0.997120995532
1	10	10	cylinder	12.0	var	2	SzSz nb	5	6	0.249640124426
1	10	10	cylinder	12.0	var	2	SxSx nb	5	6	0.000000000000
1	10	10	cylinder	12.0	var	2	DoubleOcc	5	6	0.000000000000
1	10	10	cylinder	12.0	var	2	n	5	6	1.000000000000
1	10	10	cylinder	12.0	var	2	Sz	5	6	-0.499999999939
1	10	10	cylinder	12.0	var	2	mz_max	0	0	0.500000000000
1	10	10	cylinder	12.0	var	2	E_start	1	0	0.000000000000
1	10	10	cylinder	12.0	var	2	E_start	2	0	-0.038741134341
1	10	10	cylinder	12.0	var	2	E_start	3	0	0.000000000000
1	10	10	cylinder	12.0	var	2	E_start	4	0	0.000000000000
1	10	10	cylinder	12.0	var	4	E	0	0	-2.026699450723
1	10	10	cylinder	12.0	var	4	chi_reached	0	0	4.000000000000
1	10	10	cylinder	12.0	var	4	ZZ onsite	5	6	-0.931393853516
1	10	10	cylinder	12.0	var	4	ZZ up-up nb	5	6	-0.669241497557
1	10	10	cylinder	12.0	var	4	SzSz nb	5	6	-0.162957063960
1	10	10	cylinder	12.0	var	4	SxSx nb	5	6	-0.131706759525
1	10	10	cylinder	12.0	var	4	DoubleOcc	5	6	0.017151536621
1	10	10	cylinder	12.0	var	4	n	5	6	1.000000000000
1	10	10	cylinder	12.0	var	4	Sz	5	6	-0.298392453019
1	10	10	cylinder	12.0	var	4	mz_max	0	0	0.308340888894
1	10	10	cylinder	12.0	var	4	E_start	1	0	-2.026699450723
1	10	10	cylinder	12.0	var	4	E_start	2	0	-2.026699450723
1	10	10	cylinder	12.0	var	4	E_start	3	0	-2.026699450723
1	10	10	cylinder	12.0	var	4	E_start	4	0	-2.026699450723
1	10	10	cylinder	12.0	var	8	E	0	0	-2.106378203005
1	10	10	cylinder	12.0	var	8	chi_reached	0	0	8.000000000000
1	10	10	cylinder	12.0	var	8	ZZ onsite	5	6	-0.929354194525
1	10	10	cylinder	12.0	var	8	ZZ up-up nb	5	6	-0.773091435983
1	10	10	cylinder	12.0	var	8	SzSz nb	5	6	-0.187985377465
1	10	10	cylinder	12.0	var	8	SxSx nb	5	6	-0.188478747218
1	10	10	cylinder	12.0	var	8	DoubleOcc	5	6	0.017650024362
1	10	10	cylinder	12.0	var	8	n	5	6	0.999977145987
1	10	10	cylinder	12.0	var	8	Sz	5	6	-0.005940593114
1	10	10	cylinder	12.0	var	8	mz_max	0	0	0.006642828646
1	10	10	cylinder	12.0	var	8	E_start	1	0	-2.106378203005
1	10	10	cylinder	12.0	var	8	E_start	2	0	-2.106377945213
1	10	10	cylinder	12.0	var	8	E_start	3	0	-2.106378073625
1	10	10	cylinder	12.0	var	8	E_start	4	0	-2.106377945213
1	10	10	cylinder	12.0	var	16	E	0	0	-2.113003316772
1	10	10	cylinder	12.0	var	16	chi_reached	0	0	16.000000000000
1	10	10	cylinder	12.0	var	16	ZZ onsite	5	6	-0.928784380716
1	10	10	cylinder	12.0	var	16	ZZ up-up nb	5	6	-0.741122226560
1	10	10	cylinder	12.0	var	16	SzSz nb	5	6	-0.180135215181
1	10	10	cylinder	12.0	var	16	SxSx nb	5	6	-0.180135215181
1	10	10	cylinder	12.0	var	16	DoubleOcc	5	6	0.017803904821
1	10	10	cylinder	12.0	var	16	n	5	6	1.000000000000
1	10	10	cylinder	12.0	var	16	Sz	5	6	-0.000000000000
1	10	10	cylinder	12.0	var	16	mz_max	0	0	0.000000000000
1	10	10	cylinder	12.0	var	16	E_start	1	0	-2.113003316772
1	10	10	cylinder	12.0	var	16	E_start	2	0	-2.113003316772
1	10	10	cylinder	12.0	var	16	E_start	3	0	-2.112997377270
1	10	10	cylinder	12.0	var	16	E_start	4	0	-2.113003316772
