W	LX	nsites	geometry	bipartite	U	Eref	Hvar	prior	global_fid	observable	nA	F_supp	D_supp	true	prior_val	Delta	eps	G	G_max
1	16	16	torus	true	12.0	-3.6180652598	4.263e-14	chi2	1.9381107134e-01	ZZ onsite	2	0.96421951	3.57804884e-02	-0.9284390233	-1.0000000000	7.156098e-02	7.707666e-02	129.400397	556.228920
1	16	16	torus	true	12.0	-3.6180652598	4.263e-14	chi4	6.4073150212e-01	ZZ onsite	2	0.96421951	3.57804884e-02	-0.9284390233	-1.0000000000	7.156098e-02	7.707666e-02	129.400397	556.228920
1	16	16	torus	true	12.0	-3.6180652598	4.263e-14	chi8	7.9990883928e-01	ZZ onsite	2	0.99681903	1.79650954e-02	-0.9284390233	-0.9643692142	3.593019e-02	3.869957e-02	303.694277	556.228920
1	16	16	torus	true	12.0	-3.6180652598	4.263e-14	chi16	9.4046589112e-01	ZZ onsite	2	0.99974111	5.73606833e-03	-0.9284390233	-0.9399111599	1.147214e-02	1.235637e-02	512.760995	556.228920
1	16	16	torus	true	12.0	-3.6180652598	4.263e-14	chi32	9.9267964436e-01	ZZ onsite	2	0.99999270	9.96934844e-04	-0.9284390233	-0.9304328930	1.993870e-03	2.147550e-03	554.808222	556.228920
1	16	16	torus	true	12.0	-3.6180652598	4.263e-14	chi64	9.9943592603e-01	ZZ onsite	2	0.99999994	9.25020830e-05	-0.9284390233	-0.9286240275	1.850042e-04	1.992637e-04	556.216658	556.228920
1	16	16	torus	true	12.0	-3.6180652598	4.263e-14	chi128	9.9997759053e-01	ZZ onsite	2	1.00000000	4.23155650e-06	-0.9284390233	-0.9284474864	8.463113e-06	9.115421e-06	556.228894	556.228920
1	16	16	torus	true	12.0	-3.6180652598	4.263e-14	chi256	9.9999927150e-01	ZZ onsite	2	1.00000000	1.85148999e-07	-0.9284390233	-0.9284393936	3.702980e-07	3.988393e-07	556.228920	556.228920
1	16	16	torus	true	12.0	-3.6180652598	4.263e-14	UHF	4.3709729870e-02	ZZ onsite	2	0.52640458	4.90500816e-01	-0.9284390233	-0.9456014614	1.716244e-02	1.848526e-02	467.527524	556.228920
1	16	16	torus	true	12.0	-3.6180652598	4.263e-14	chi2	1.9381107134e-01	ZZ up-up nb	2	0.90594878	2.91899966e-01	-0.5837999313	-0.0000000000	-5.837999e-01	1.000000e+00	1.000000	46.959267
1	16	16	torus	true	12.0	-3.6180652598	4.263e-14	chi4	6.4073150212e-01	ZZ up-up nb	2	0.99984028	1.01667867e-02	-0.5837999313	-0.6041335047	2.033357e-02	3.482969e-02	44.479384	46.959267
1	16	16	torus	true	12.0	-3.6180652598	4.263e-14	chi8	7.9990883928e-01	ZZ up-up nb	2	0.99981041	1.12888972e-02	-0.5837999313	-0.5612221368	-2.257779e-02	3.867386e-02	43.938916	46.959267
1	16	16	torus	true	12.0	-3.6180652598	4.263e-14	chi16	9.4046589112e-01	ZZ up-up nb	2	0.99999697	1.41619452e-03	-0.5837999313	-0.5809675422	-2.832389e-03	4.851643e-03	46.908520	46.959267
1	16	16	torus	true	12.0	-3.6180652598	4.263e-14	chi32	9.9267964436e-01	ZZ up-up nb	2	0.99999956	5.41805802e-04	-0.5837999313	-0.5827163197	-1.083612e-03	1.856135e-03	46.951832	46.959267
1	16	16	torus	true	12.0	-3.6180652598	4.263e-14	chi64	9.9943592603e-01	ZZ up-up nb	2	0.99999999	5.86196980e-05	-0.5837999313	-0.5836826919	-1.172394e-04	2.008212e-04	46.959180	46.959267
1	16	16	torus	true	12.0	-3.6180652598	4.263e-14	chi128	9.9997759053e-01	ZZ up-up nb	2	1.00000000	6.15386432e-06	-0.5837999313	-0.5837876235	-1.230773e-05	2.108210e-05	46.959266	46.959267
1	16	16	torus	true	12.0	-3.6180652598	4.263e-14	chi256	9.9999927150e-01	ZZ up-up nb	2	1.00000000	1.41938716e-06	-0.5837999313	-0.5837970925	-2.838774e-06	4.862581e-06	46.959266	46.959267
1	16	16	torus	true	12.0	-3.6180652598	4.263e-14	UHF	4.3709729870e-02	ZZ up-up nb	2	0.47757644	5.89936466e-01	-0.5837999313	-0.9726132126	3.888133e-01	6.660043e-01	2.195818	46.959267
1	16	16	torus	true	12.0	-3.6180652598	4.263e-14	chi2	1.9381107134e-01	SzSz nb	4	0.75494513	4.74945656e-01	-0.1415889379	-0.0000000000	-1.415889e-01	1.000000e+00	1.000000	3.020499
1	16	16	torus	true	12.0	-3.6180652598	4.263e-14	chi4	6.4073150212e-01	SzSz nb	4	0.94622757	1.35543742e-01	-0.1415889379	-0.1510333762	9.444438e-03	6.670322e-02	2.993587	3.020499
1	16	16	torus	true	12.0	-3.6180652598	4.263e-14	chi8	7.9990883928e-01	SzSz nb	4	0.96251356	4.44448480e-02	-0.1415889379	-0.1358516860	-5.737252e-03	4.052048e-02	3.010511	3.020499
1	16	16	torus	true	12.0	-3.6180652598	4.263e-14	chi16	9.4046589112e-01	SzSz nb	4	0.99865456	1.52256356e-02	-0.1415889379	-0.1411090692	-4.798688e-04	3.389168e-03	3.020429	3.020499
1	16	16	torus	true	12.0	-3.6180652598	4.263e-14	chi32	9.9267964436e-01	SzSz nb	4	0.99972445	4.65767221e-03	-0.1415889379	-0.1414582809	-1.306571e-04	9.227915e-04	3.020493	3.020499
1	16	16	torus	true	12.0	-3.6180652598	4.263e-14	chi64	9.9943592603e-01	SzSz nb	4	0.99999084	5.17137268e-04	-0.1415889379	-0.1415795176	-9.420323e-06	6.653290e-05	3.020499	3.020499
1	16	16	torus	true	12.0	-3.6180652598	4.263e-14	chi128	9.9997759053e-01	SzSz nb	4	0.99999995	2.79468780e-05	-0.1415889379	-0.1415882325	-7.054634e-07	4.982476e-06	3.020499	3.020499
1	16	16	torus	true	12.0	-3.6180652598	4.263e-14	chi256	9.9999927150e-01	SzSz nb	4	0.99999999	3.80435382e-06	-0.1415889379	-0.1415887188	-2.191176e-07	1.547562e-06	3.020499	3.020499
1	16	16	torus	true	12.0	-3.6180652598	4.263e-14	UHF	4.3709729870e-02	SzSz nb	4	0.41942258	6.68969028e-01	-0.1415889379	-0.2397768342	9.818790e-02	6.934715e-01	1.531955	3.020499
1	16	16	torus	true	12.0	-3.6180652598	4.263e-14	chi2	1.9381107134e-01	SxSx nb	4	0.75494513	4.74945656e-01	-0.1415889379	0.0000000000	-1.415889e-01	1.000000e+00	1.000000	3.020499
1	16	16	torus	true	12.0	-3.6180652598	4.263e-14	chi4	6.4073150212e-01	SxSx nb	4	0.94622757	1.35543742e-01	-0.1415889379	-0.1510333762	9.444438e-03	6.670322e-02	2.993587	3.020499
1	16	16	torus	true	12.0	-3.6180652598	4.263e-14	chi8	7.9990883928e-01	SxSx nb	4	0.96251356	4.44448480e-02	-0.1415889379	-0.1358516860	-5.737252e-03	4.052048e-02	3.010511	3.020499
1	16	16	torus	true	12.0	-3.6180652598	4.263e-14	chi16	9.4046589112e-01	SxSx nb	4	0.99865456	1.52256356e-02	-0.1415889379	-0.1411090692	-4.798688e-04	3.389168e-03	3.020429	3.020499
1	16	16	torus	true	12.0	-3.6180652598	4.263e-14	chi32	9.9267964436e-01	SxSx nb	4	0.99972445	4.65767221e-03	-0.1415889379	-0.1414582809	-1.306571e-04	9.227915e-04	3.020493	3.020499
1	16	16	torus	true	12.0	-3.6180652598	4.263e-14	chi64	9.9943592603e-01	SxSx nb	4	0.99999084	5.17137268e-04	-0.1415889379	-0.1415795176	-9.420323e-06	6.653290e-05	3.020499	3.020499
1	16	16	torus	true	12.0	-3.6180652598	4.263e-14	chi128	9.9997759053e-01	SxSx nb	4	0.99999995	2.79468780e-05	-0.1415889379	-0.1415882325	-7.054634e-07	4.982476e-06	3.020499	3.020499
1	16	16	torus	true	12.0	-3.6180652598	4.263e-14	chi256	9.9999927150e-01	SxSx nb	4	0.99999999	3.80435382e-06	-0.1415889379	-0.1415887188	-2.191176e-07	1.547562e-06	3.020499	3.020499
1	16	16	torus	true	12.0	-3.6180652598	4.263e-14	UHF	4.3709729870e-02	SxSx nb	4	0.41942258	6.68969028e-01	-0.1415889379	-0.0033764689	-1.382125e-01	9.761530e-01	1.032550	3.020499
1	16	16	torus	true	12.0	-3.6180652598	4.263e-14	chi2	1.9381107134e-01	DoubleOcc	2	0.96421951	3.57804884e-02	0.0178902442	0.0000000000	1.789024e-02	1.000000e+00	1.000000	1.028459
1	16	16	torus	true	12.0	-3.6180652598	4.263e-14	chi4	6.4073150212e-01	DoubleOcc	2	0.96421951	3.57804884e-02	0.0178902442	0.0000000000	1.789024e-02	1.000000e+00	1.000000	1.028459
1	16	16	torus	true	12.0	-3.6180652598	4.263e-14	chi8	7.9990883928e-01	DoubleOcc	2	0.99681903	1.79650954e-02	0.0178902442	0.0089076965	8.982548e-03	5.020920e-01	1.021133	1.028459
1	16	16	torus	true	12.0	-3.6180652598	4.263e-14	chi16	9.4046589112e-01	DoubleOcc	2	0.99974111	5.73606833e-03	0.0178902442	0.0150222100	2.868034e-03	1.603127e-01	1.027707	1.028459
1	16	16	torus	true	12.0	-3.6180652598	4.263e-14	chi32	9.9267964436e-01	DoubleOcc	2	0.99999270	9.96934844e-04	0.0178902442	0.0173917768	4.984674e-04	2.786253e-02	1.028436	1.028459
1	16	16	torus	true	12.0	-3.6180652598	4.263e-14	chi64	9.9943592603e-01	DoubleOcc	2	0.99999994	9.25020830e-05	0.0178902442	0.0178439931	4.625104e-05	2.585266e-03	1.028459	1.028459
1	16	16	torus	true	12.0	-3.6180652598	4.263e-14	chi128	9.9997759053e-01	DoubleOcc	2	1.00000000	4.23155650e-06	0.0178902442	0.0178881284	2.115778e-06	1.182644e-04	1.028459	1.028459
1	16	16	torus	true	12.0	-3.6180652598	4.263e-14	chi256	9.9999927150e-01	DoubleOcc	2	1.00000000	1.85148999e-07	0.0178902442	0.0178901516	9.257450e-08	5.174580e-06	1.028459	1.028459
1	16	16	torus	true	12.0	-3.6180652598	4.263e-14	UHF	4.3709729870e-02	DoubleOcc	2	0.52640458	4.90500816e-01	0.0178902442	0.0135996347	4.290610e-03	2.398296e-01	1.026778	1.028459
1	16	16	torus	true	12.0	-3.6180652598	4.263e-14	chi2	1.9381107134e-01	n	2	0.96421951	3.57804884e-02	1.0000000000	1.0000000000	1.554312e-15	1.554312e-15	-20015998343869928.000000	-20015998343868960.000000
1	16	16	torus	true	12.0	-3.6180652598	4.263e-14	chi4	6.4073150212e-01	n	2	0.96421951	3.57804884e-02	1.0000000000	1.0000000000	1.554312e-15	1.554312e-15	-20015998343869928.000000	-20015998343868960.000000
1	16	16	torus	true	12.0	-3.6180652598	4.263e-14	chi8	7.9990883928e-01	n	2	0.99681903	1.79650954e-02	1.0000000000	1.0000000000	1.332268e-15	1.332268e-15	-20015998343869672.000000	-20015998343868960.000000
1	16	16	torus	true	12.0	-3.6180652598	4.263e-14	chi16	9.4046589112e-01	n	2	0.99974111	5.73606833e-03	1.0000000000	1.0000000000	3.663736e-15	3.663736e-15	-20015998343874336.000000	-20015998343868960.000000
1	16	16	torus	true	12.0	-3.6180652598	4.263e-14	chi32	9.9267964436e-01	n	2	0.99999270	9.96934844e-04	1.0000000000	1.0000000000	4.440892e-16	4.440892e-16	-20015998343869040.000000	-20015998343868960.000000
1	16	16	torus	true	12.0	-3.6180652598	4.263e-14	chi64	9.9943592603e-01	n	2	0.99999994	9.25020830e-05	1.0000000000	1.0000000000	4.107825e-15	4.107825e-15	-20015998343875720.000000	-20015998343868960.000000
1	16	16	torus	true	12.0	-3.6180652598	4.263e-14	chi128	9.9997759053e-01	n	2	1.00000000	4.23155650e-06	1.0000000000	1.0000000000	3.663736e-15	3.663736e-15	-20015998343874336.000000	-20015998343868960.000000
1	16	16	torus	true	12.0	-3.6180652598	4.263e-14	chi256	9.9999927150e-01	n	2	1.00000000	1.85148999e-07	1.0000000000	1.0000000000	3.552714e-15	3.552714e-15	-20015998343874016.000000	-20015998343868960.000000
1	16	16	torus	true	12.0	-3.6180652598	4.263e-14	UHF	4.3709729870e-02	n	2	0.52640458	4.90500816e-01	1.0000000000	1.0000000000	8.215650e-15	8.215650e-15	-20015998343896000.000000	-20015998343868960.000000
1	16	16	torus	true	12.0	-3.6180652598	4.263e-14	chi2	1.9381107134e-01	Sz	2	0.96421951	3.57804884e-02	0.0000000000	0.0000000000	-2.191242e-11	9.919865e-01	1.000000	1.000000
1	16	16	torus	true	12.0	-3.6180652598	4.263e-14	chi4	6.4073150212e-01	Sz	2	0.96421951	3.57804884e-02	0.0000000000	0.0000000000	-3.983144e-12	1.803189e-01	1.000000	1.000000
1	16	16	torus	true	12.0	-3.6180652598	4.263e-14	chi8	7.9990883928e-01	Sz	2	0.99681903	1.79650954e-02	0.0000000000	0.0000000000	-2.042180e-12	9.245055e-02	1.000000	1.000000
1	16	16	torus	true	12.0	-3.6180652598	4.263e-14	chi16	9.4046589112e-01	Sz	2	0.99974111	5.73606833e-03	0.0000000000	0.0000000000	-7.652457e-13	3.464306e-02	1.000000	1.000000
1	16	16	torus	true	12.0	-3.6180652598	4.263e-14	chi32	9.9267964436e-01	Sz	2	0.99999270	9.96934844e-04	0.0000000000	0.0000000000	-7.956186e-14	3.601806e-03	1.000000	1.000000
1	16	16	torus	true	12.0	-3.6180652598	4.263e-14	chi64	9.9943592603e-01	Sz	2	0.99999994	9.25020830e-05	0.0000000000	0.0000000000	-1.147691e-14	5.195654e-04	1.000000	1.000000
1	16	16	torus	true	12.0	-3.6180652598	4.263e-14	chi128	9.9997759053e-01	Sz	2	1.00000000	4.23155650e-06	0.0000000000	0.0000000000	-1.630505e-15	7.381379e-05	1.000000	1.000000
1	16	16	torus	true	12.0	-3.6180652598	4.263e-14	chi256	9.9999927150e-01	Sz	2	1.00000000	1.85148999e-07	0.0000000000	0.0000000000	-1.005137e-15	4.550307e-05	1.000000	1.000000
1	16	16	torus	true	12.0	-3.6180652598	4.263e-14	UHF	4.3709729870e-02	Sz	2	0.52640458	4.90500816e-01	0.0000000000	0.4862102070	-4.862102e-01	2.201098e+10	0.045427	1.000000
