L	rho	site	prior	observable	true	Delta	G	G_max
14	ED	2	chi8	n	0.9999999999998602	-1.221546308549648e-9	0.9999999992866947	0.9999999999974214
14	ED	2	chi16	n	0.9999999999998602	-2.2958634993131e-11	0.9999999999263288	0.9999999999974214
14	ED	2	chi32	n	0.9999999999998602	-3.1476932171869976e-11	0.9999999999924457	0.9999999999974214
14	ED	2	exact	n	0.9999999999998602	-6.32771612885108e-12	0.9999999999974214	0.9999999999974214
14	ED	2	UHF	n	0.9999999999998602	-1.3877787807814457e-13	0.020637591456279733	0.9999999999974214
14	ED	2	UHFsym	n	0.9999999999998602	-1.3877787807814457e-13	1.0000000000000018	0.9999999999974214
14	ED	2	chi2	Sz	-1.97834804094299e-13	-1.6823197883375496e-8	1.000000030385206	1.0000000000107894
14	ED	2	chi4	Sz	-1.97834804094299e-13	-3.218903289747832e-9	1.0000000064865016	1.0000000000107894
14	ED	2	chi8	Sz	-1.97834804094299e-13	1.31624925889251e-9	0.9999999977272637	1.0000000000107894
14	ED	2	chi16	Sz	-1.97834804094299e-13	7.44953009002014e-10	0.9999999986560881	1.0000000000107894
14	ED	2	chi32	Sz	-1.97834804094299e-13	-9.472159168133487e-11	1.00000000017342	1.0000000000107894
14	ED	2	exact	Sz	-1.97834804094299e-13	-5.877062725367921e-12	1.0000000000107894	1.0000000000107894
14	ED	2	UHF	Sz	-1.97834804094299e-13	-0.38119378338817517	0.023978688729286986	1.0000000000107894
14	ED	2	UHFsym	Sz	-1.97834804094299e-13	-1.9781615581693224e-13	0.9999999999999998	1.0000000000107894
14	ED	2	chi2	DoubleOcc	0.09922776386984944	0.09922776386984944	2.2958345161315177	27.997171130469972
14	ED	2	chi4	DoubleOcc	0.09922776386984944	0.009003168492623809	26.23057793345243	27.997171130469972
14	ED	2	chi8	DoubleOcc	0.09922776386984944	0.0005350009306600012	28.033258168665352	27.997171130469972
14	ED	2	chi16	DoubleOcc	0.09922776386984944	3.362506514398289e-5	27.99998762635847	27.997171130469972
14	ED	2	chi32	DoubleOcc	0.09922776386984944	1.6389282495865576e-6	27.99731011066595	27.997171130469972
14	ED	2	exact	DoubleOcc	0.09922776386984944	4.196329395078635e-11	27.997171130469972	27.997171130469972
14	ED	2	UHF	DoubleOcc	0.09922776386984944	-0.005463535636509864	1.3469374783831076	27.997171130469972
14	ED	2	UHFsym	DoubleOcc	0.09922776386984944	-0.005463535636510003	26.62823329694495	27.997171130469972
14	ED	2	chi2	ZZ onsite	-0.6030889445204751	0.3969110554795249	2.3682592876673336	46.368833604543305
14	ED	2	chi4	ZZ onsite	-0.6030889445204751	0.03601268962721771	42.16742576378006	46.368833604543305
14	ED	2	chi8	ZZ onsite	-0.6030889445204751	0.002140006165578634	46.5048808766598	46.368833604543305
14	ED	2	chi16	ZZ onsite	-0.6030889445204751	0.00013450030634054588	46.3788877760552	46.368833604543305
14	ED	2	chi32	ZZ onsite	-0.6030889445204751	6.555775799110819e-6	46.36932829460558	46.368833604543305
14	ED	2	exact	ZZ onsite	-0.6030889445204751	1.803568405733813e-10	46.368833604543305	46.368833604543305
14	ED	2	UHF	ZZ onsite	-0.6030889445204751	-0.021854142545914335	42.38979071953231	46.368833604543305
14	ED	2	UHFsym	ZZ onsite	-0.6030889445204751	-0.02185414254591489	42.38979071953216	46.368833604543305
14	ED	2	chi2	ZZ up-up r=1	-0.32342553005972235	-0.3234255300597221	1.0000000000000018	11.36049769532172
14	ED	2	chi4	ZZ up-up r=1	-0.32342553005972235	-0.2856634230967315	1.2530114097579674	11.36049769532172
14	ED	2	chi8	ZZ up-up r=1	-0.32342553005972235	-0.005908546632588774	11.352561146809123	11.36049769532172
14	ED	2	chi16	ZZ up-up r=1	-0.32342553005972235	-4.7342336616296166e-5	11.360750912114652	11.36049769532172
14	ED	2	chi32	ZZ up-up r=1	-0.32342553005972235	-2.109622422974411e-6	11.360509076319937	11.36049769532172
14	ED	2	exact	ZZ up-up r=1	-0.32342553005972235	-2.193539960781976e-9	11.36049769532172	11.36049769532172
14	ED	2	UHF	ZZ up-up r=1	-0.32342553005972235	0.4535410468977938	0.5189421642760095	11.36049769532172
14	ED	2	UHFsym	ZZ up-up r=1	-0.32342553005972235	0.06156990409801727	8.055261047692936	11.36049769532172
14	ED	2	chi2	SzSz r=1	-0.06553632932872176	-0.06553632932872169	1.0000000000000022	8.78384373698834
14	ED	2	chi4	SzSz r=1	-0.06553632932872176	-0.06553632932872178	1.0027438052812596	8.78384373698834
14	ED	2	chi8	SzSz r=1	-0.06553632932872176	-0.0005235028871321407	8.807125278962744	8.78384373698834
14	ED	2	chi16	SzSz r=1	-0.06553632932872176	-1.850335467042108e-5	8.784821942702006	8.78384373698834
14	ED	2	chi32	SzSz r=1	-0.06553632932872176	-4.5527729865268984e-7	8.783865141748448	8.78384373698834
14	ED	2	exact	SzSz r=1	-0.06553632932872176	-3.534512127423284e-10	8.78384373698834	8.78384373698834
14	ED	2	UHF	SzSz r=1	-0.06553632932872176	0.10507011165346557	0.3890802000468366	8.78384373698834
14	ED	2	UHFsym	SzSz r=1	-0.06553632932872176	0.007077325953522617	7.486179515543736	8.78384373698834
14	ED	2	chi2	hop up r=1	0.37584775009788196	0.37584775009788196	1.0	16.1970709216833
14	ED	2	chi4	hop up r=1	0.37584775009788196	0.1270588210196419	6.076492249128575	16.1970709216833
14	ED	2	chi8	hop up r=1	0.37584775009788196	0.0033848032115287308	16.223177420916485	16.1970709216833
14	ED	2	chi16	hop up r=1	0.37584775009788196	1.878994141457646e-5	16.197328117996584	16.1970709216833
14	ED	2	chi32	hop up r=1	0.37584775009788196	4.820493022139605e-6	16.197137011586697	16.1970709216833
14	ED	2	exact	hop up r=1	0.37584775009788196	1.1685239442726925e-9	16.1970709216833	16.1970709216833
14	ED	2	UHF	hop up r=1	0.37584775009788196	-0.058987421038866394	11.309642851220445	16.1970709216833
14	ED	2	UHFsym	hop up r=1	0.37584775009788196	-0.05898742103886484	11.30964285122061	16.1970709216833
14	DMRG	2	chi2	n	1.000000000006188	6.1879390500507725e-12	1.0000000014088264	0.9999999999974214
14	DMRG	2	chi4	n	1.000000000006188	-7.822109848731884e-9	0.9999999964044279	0.9999999999974214
14	DMRG	2	chi8	n	1.000000000006188	-1.215218592420797e-9	0.9999999992866947	0.9999999999974214
14	DMRG	2	chi16	n	1.000000000006188	-1.663091886427992e-11	0.9999999999263288	0.9999999999974214
14	DMRG	2	chi32	n	1.000000000006188	-2.5149216043018896e-11	0.9999999999924457	0.9999999999974214
14	DMRG	2	exact	n	1.000000000006188	0.0	0.9999999999974214	0.9999999999974214
14	DMRG	2	UHF	n	1.000000000006188	6.188938250772935e-12	0.020637591456279733	0.9999999999974214
14	DMRG	2	UHFsym	n	1.000000000006188	6.188938250772935e-12	1.0000000000000018	0.9999999999974214
14	DMRG	2	chi2	Sz	5.679227921273622e-12	-1.6817320820650128e-8	1.000000030385206	1.0000000000107894
14	DMRG	2	chi4	Sz	5.679227921273622e-12	-3.213026227022464e-9	1.0000000064865016	1.0000000000107894
14	DMRG	2	chi8	Sz	5.679227921273622e-12	1.322126321617878e-9	0.9999999977272637	1.0000000000107894
14	DMRG	2	chi16	Sz	5.679227921273622e-12	7.508300717273819e-10	0.9999999986560881	1.0000000000107894
14	DMRG	2	chi32	Sz	5.679227921273622e-12	-8.884452895596695e-11	1.00000000017342	1.0000000000107894
14	DMRG	2	exact	Sz	5.679227921273622e-12	0.0	1.0000000000107894	1.0000000000107894
