W	geometry	LX	U	r	i	j	prior	x	y	G
1	torus	16	12.0	7	9	16	RHF	-0.1154953983	-0.0006182208	1.00586175e+00
1	torus	16	12.0	7	1	8	chi4	-0.1154953983	-0.1376120778	2.10880568e+00
1	torus	16	12.0	7	1	10	chi4	-0.1154953983	-0.1178638394	2.20062357e+00
1	torus	16	12.0	7	2	9	chi4	-0.1154953982	-0.0343503309	1.38195492e+00
1	torus	16	12.0	7	2	11	chi4	-0.1154953982	-0.0289655669	1.31482576e+00
1	torus	16	12.0	7	3	10	chi4	-0.1154953983	-0.0809013136	1.98745609e+00
1	torus	16	12.0	7	3	12	chi4	-0.1154953984	-0.0743261347	1.91007598e+00
1	torus	16	12.0	7	4	11	chi4	-0.1154953983	-0.0287210314	1.31183479e+00
1	torus	16	12.0	7	4	13	chi4	-0.1154953975	-0.0266155893	1.28629969e+00
1	torus	16	12.0	7	5	12	chi4	-0.1154953976	-0.0698512816	1.85379115e+00
1	torus	16	12.0	7	5	14	chi4	-0.1154953983	-0.0749720729	1.91798612e+00
1	torus	16	12.0	7	6	13	chi4	-0.1154953983	-0.0284571771	1.30861334e+00
1	torus	16	12.0	7	6	15	chi4	-0.1154953982	-0.0325088276	1.35873252e+00
1	torus	16	12.0	7	7	14	chi4	-0.1154953983	-0.0770991135	1.94359116e+00
1	torus	16	12.0	7	7	16	chi4	-0.1154953983	-0.1392589519	2.09514566e+00
1	torus	16	12.0	7	8	15	chi4	-0.1154953982	-0.0356111844	1.39800535e+00
1	torus	16	12.0	7	9	16	chi4	-0.1154953983	-0.1493168419	1.99603660e+00
1	torus	16	12.0	7	1	8	chi8	-0.1154953983	-0.1294148352	2.16396344e+00
1	torus	16	12.0	7	1	10	chi8	-0.1154953983	-0.1319672042	2.14920184e+00
1	torus	16	12.0	7	2	9	chi8	-0.1154953982	-0.0430532174	1.49494829e+00
1	torus	16	12.0	7	2	11	chi8	-0.1154953982	-0.0427346892	1.49073071e+00
1	torus	16	12.0	7	3	10	chi8	-0.1154953983	-0.0842344442	2.02357821e+00
1	torus	16	12.0	7	3	12	chi8	-0.1154953984	-0.0899870755	2.07981747e+00
1	torus	16	12.0	7	4	11	chi8	-0.1154953983	-0.0504892978	1.59464675e+00
1	torus	16	12.0	7	4	13	chi8	-0.1154953975	-0.0434927679	1.50077693e+00
1	torus	16	12.0	7	5	12	chi8	-0.1154953976	-0.0894483969	2.07491355e+00
1	torus	16	12.0	7	5	14	chi8	-0.1154953983	-0.0971060465	2.13664123e+00
1	torus	16	12.0	7	6	13	chi8	-0.1154953983	-0.0839859359	2.02096792e+00
1	torus	16	12.0	7	6	15	chi8	-0.1154953982	-0.0519970161	1.61506447e+00
1	torus	16	12.0	7	7	14	chi8	-0.1154953983	-0.1017350890	2.16480773e+00
1	torus	16	12.0	7	7	16	chi8	-0.1154953983	-0.1700507798	1.73619868e+00
1	torus	16	12.0	7	8	15	chi8	-0.1154953982	-0.0595193489	1.71704406e+00
1	torus	16	12.0	7	9	16	chi8	-0.1154953983	-0.1592002161	1.87848087e+00
1	torus	16	12.0	8	1	9	UHF	0.1048511337	0.9456014614	3.08084507e-02
1	torus	16	12.0	8	2	10	UHF	0.1048511336	0.9456014614	3.08084506e-02
1	torus	16	12.0	8	3	11	UHF	0.1048511337	0.9456014614	3.08084507e-02
1	torus	16	12.0	8	4	12	UHF	0.1048511331	0.9456014614	3.08084505e-02
1	torus	16	12.0	8	5	13	UHF	0.1048511331	0.9456014614	3.08084505e-02
1	torus	16	12.0	8	6	14	UHF	0.1048511337	0.9456014614	3.08084507e-02
1	torus	16	12.0	8	7	15	UHF	0.1048511336	0.9456014614	3.08084506e-02
1	torus	16	12.0	8	8	16	UHF	0.1048511337	0.9456014614	3.08084507e-02
1	torus	16	12.0	8	1	9	UHF-sym	0.1048511337	0.3152004871	3.99472888e-01
1	torus	16	12.0	8	2	10	UHF-sym	0.1048511336	0.3152004871	3.99472888e-01
1	torus	16	12.0	8	3	11	UHF-sym	0.1048511337	0.3152004871	3.99472889e-01
1	torus	16	12.0	8	4	12	UHF-sym	0.1048511331	0.3152004871	3.99472884e-01
1	torus	16	12.0	8	5	13	UHF-sym	0.1048511331	0.3152004871	3.99472884e-01
1	torus	16	12.0	8	6	14	UHF-sym	0.1048511337	0.3152004871	3.99472888e-01
1	torus	16	12.0	8	7	15	UHF-sym	0.1048511336	0.3152004871	3.99472888e-01
1	torus	16	12.0	8	8	16	UHF-sym	0.1048511337	0.3152004871	3.99472888e-01
1	torus	16	12.0	8	1	9	RHF	0.1048511337	0.0000000000	1.00000000e+00
1	torus	16	12.0	8	2	10	RHF	0.1048511336	-0.0000000000	1.00000000e+00
1	torus	16	12.0	8	3	11	RHF	0.1048511337	-0.0000000000	1.00000000e+00
1	torus	16	12.0	8	4	12	RHF	0.1048511331	-0.0000000000	1.00000000e+00
1	torus	16	12.0	8	5	13	RHF	0.1048511331	-0.0000000000	1.00000000e+00
1	torus	16	12.0	8	6	14	RHF	0.1048511337	-0.0000000000	1.00000000e+00
1	torus	16	12.0	8	7	15	RHF	0.1048511336	-0.0000000000	1.00000000e+00
1	torus	16	12.0	8	8	16	RHF	0.1048511337	-0.0000000000	1.00000000e+00
1	torus	16	12.0	8	1	9	chi4	0.1048511337	0.0778287768	1.86564570e+00
1	torus	16	12.0	8	2	10	chi4	0.1048511336	0.0503856770	1.56960084e+00
1	torus	16	12.0	8	3	11	chi4	0.1048511337	0.0465232848	1.52253461e+00
1	torus	16	12.0	8	4	12	chi4	0.1048511331	0.0434716943	1.48519156e+00
1	torus	16	12.0	8	5	13	chi4	0.1048511331	0.0427623752	1.47650938e+00
1	torus	16	12.0	8	6	14	chi4	0.1048511337	0.0468082097	1.52601730e+00
1	torus	16	12.0	8	7	15	chi4	0.1048511336	0.0535541991	1.60783324e+00
1	torus	16	12.0	8	8	16	chi4	0.1048511337	0.0880553340	1.93892600e+00
1	torus	16	12.0	8	1	9	chi8	0.1048511337	0.0993126789	1.98261997e+00
1	torus	16	12.0	8	2	10	chi8	0.1048511336	0.0537947040	1.61071527e+00
1	torus	16	12.0	8	3	11	chi8	0.1048511337	0.0670474125	1.76179232e+00
1	torus	16	12.0	8	4	12	chi8	0.1048511331	0.0556195156	1.63246953e+00
1	torus	16	12.0	8	5	13	chi8	0.1048511331	0.0695572219	1.78791751e+00
1	torus	16	12.0	8	6	14	chi8	0.1048511337	0.0776765347	1.86434828e+00
1	torus	16	12.0	8	7	15	chi8	0.1048511336	0.0682898862	1.77485361e+00
1	torus	16	12.0	8	8	16	chi8	0.1048511337	0.1259229020	1.91179180e+00
2	cylinder	8	2.0	1	5	6	UHF	-0.1538902505	-0.2488379711	1.73340667e+00
2	cylinder	8	2.0	1	5	7	UHF	-0.3000895831	-0.3903027187	5.45790411e+00
2	cylinder	8	2.0	1	6	8	UHF	-0.3000895831	-0.3903027168	5.45790421e+00
2	cylinder	8	2.0	1	7	8	UHF	-0.2006059946	-0.2899570892	2.71765833e+00
2	cylinder	8	2.0	1	7	9	UHF	-0.3823493528	-0.4369389372	1.23791619e+01
2	cylinder	8	2.0	1	8	10	UHF	-0.3823493528	-0.4369389372	1.23791619e+01
2	cylinder	8	2.0	1	9	10	UHF	-0.2006059946	-0.2899570892	2.71765833e+00
2	cylinder	8	2.0	1	9	11	UHF	-0.3000895831	-0.3903027168	5.45790422e+00
2	cylinder	8	2.0	1	10	12	UHF	-0.3000895831	-0.3903027187	5.45790411e+00
2	cylinder	8	2.0	1	11	12	UHF	-0.1538902505	-0.2488379711	1.73340667e+00
2	cylinder	8	2.0	1	5	6	UHF-sym	-0.1538902505	-0.1656822605	3.11669046e+00
2	cylinder	8	2.0	1	5	7	UHF-sym	-0.3000895831	-0.2935537246	9.75626770e+00
2	cylinder	8	2.0	1	6	8	UHF-sym	-0.3000895831	-0.2935537246	9.75626770e+00
2	cylinder	8	2.0	1	7	8	UHF-sym	-0.2006059946	-0.1773927468	4.50242385e+00
2	cylinder	8	2.0	1	7	9	UHF-sym	-0.3823493528	-0.3243745960	1.20153703e+01
2	cylinder	8	2.0	1	8	10	UHF-sym	-0.3823493528	-0.3243745960	1.20153703e+01
2	cylinder	8	2.0	1	9	10	UHF-sym	-0.2006059946	-0.1773927468	4.50242385e+00
2	cylinder	8	2.0	1	9	11	UHF-sym	-0.3000895831	-0.2935537246	9.75626770e+00
2	cylinder	8	2.0	1	10	12	UHF-sym	-0.3000895831	-0.2935537246	9.75626770e+00
2	cylinder	8	2.0	1	11	12	UHF-sym	-0.1538902505	-0.1656822605	3.11669046e+00
2	cylinder	8	2.0	1	5	6	RHF	-0.1538902505	-0.1111111111	2.70538361e+00
2	cylinder	8	2.0	1	5	7	RHF	-0.3000895831	-0.2608107061	8.51383625e+00
2	cylinder	8	2.0	1	6	8	RHF	-0.3000895831	-0.2608107061	8.51383625e+00
2	cylinder	8	2.0	1	7	8	RHF	-0.2006059946	-0.1227103737	3.02638862e+00
2	cylinder	8	2.0	1	7	9	RHF	-0.3823493528	-0.2978096063	9.29998839e+00
2	cylinder	8	2.0	1	8	10	RHF	-0.3823493528	-0.2978096063	9.29998839e+00
2	cylinder	8	2.0	1	9	10	RHF	-0.2006059946	-0.1227103737	3.02638862e+00
2	cylinder	8	2.0	1	9	11	RHF	-0.3000895831	-0.2608107061	8.51383625e+00
2	cylinder	8	2.0	1	10	12	RHF	-0.3000895831	-0.2608107061	8.51383625e+00
2	cylinder	8	2.0	1	11	12	RHF	-0.1538902505	-0.1111111111	2.70538361e+00
2	cylinder	8	2.0	1	5	6	chi4	-0.1538902505	-0.4331753775	3.89574293e-01
2	cylinder	8	2.0	1	5	7	chi4	-0.3000895831	0.0000000000	1.00000000e+00
2	cylinder	8	2.0	1	6	8	chi4	-0.3000895831	0.0000000000	1.00000000e+00
2	cylinder	8	2.0	1	7	8	chi4	-0.2006059946	-0.7698350512	1.52440679e-01
2	cylinder	8	2.0	1	7	9	chi4	-0.3823493528	-0.4949716816	6.98978872e+00
2	cylinder	8	2.0	1	8	10	chi4	-0.3823493528	-0.3847239262	1.62102329e+01
2	cylinder	8	2.0	1	9	10	chi4	-0.2006059946	-0.6206479339	2.72602428e-01
2	cylinder	8	2.0	1	9	11	chi4	-0.3000895831	-0.3551239398	7.56016171e+00
2	cylinder	8	2.0	1	10	12	chi4	-0.3000895831	-0.2205530571	6.05511867e+00
2	cylinder	8	2.0	1	11	12	chi4	-0.1538902505	-0.3944649095	5.03426001e-01
2	cylinder	8	2.0	1	5	6	chi8	-0.1538902505	-0.3358292693	7.86332862e-01
2	cylinder	8	2.0	1	5	7	chi8	-0.3000895831	-0.1592224721	3.33408219e+00
2	cylinder	8	2.0	1	6	8	chi8	-0.3000895831	-0.2457826063	7.60576110e+00
2	cylinder	8	2.0	1	7	8	chi8	-0.2006059946	-0.4119948151	9.19930282e-01
2	cylinder	8	2.0	1	7	9	chi8	-0.3823493528	-0.5083167592	6.11610458e+00
2	cylinder	8	2.0	1	8	10	chi8	-0.3823493528	-0.4883631941	7.47429690e+00
2	cylinder	8	2.0	1	9	10	chi8	-0.2006059946	-0.4319231096	7.93719493e-01
2	cylinder	8	2.0	1	9	11	chi8	-0.3000895831	-0.1795182351	4.04816565e+00
2	cylinder	8	2.0	1	10	12	chi8	-0.3000895831	-0.2149759001	5.73704646e+00
2	cylinder	8	2.0	1	11	12	chi8	-0.1538902505	-0.2666560122	1.46271032e+00
2	cylinder	8	2.0	2	5	8	UHF	0.0422307400	0.1313846985	6.78544390e-01
2	cylinder	8	2.0	2	5	9	UHF	0.0400815739	0.1428716346	5.88981657e-01
2	cylinder	8	2.0	2	6	7	UHF	0.0422307400	0.1313846985	6.78544390e-01
2	cylinder	8	2.0	2	6	10	UHF	0.0400815739	0.1428716327	5.88981668e-01
2	cylinder	8	2.0	2	7	10	UHF	0.0531188057	0.1461370979	7.06562577e-01
2	cylinder	8	2.0	2	7	11	UHF	0.0400815739	0.1428716327	5.88981668e-01
2	cylinder	8	2.0	2	8	9	UHF	0.0531188057	0.1461370985	7.06562573e-01
2	cylinder	8	2.0	2	8	12	UHF	0.0400815739	0.1428716346	5.88981657e-01
2	cylinder	8	2.0	2	9	12	UHF	0.0422307400	0.1313846985	6.78544390e-01
2	cylinder	8	2.0	2	10	11	UHF	0.0422307400	0.1313846985	6.78544390e-01
2	cylinder	8	2.0	2	5	8	UHF-sym	0.0422307400	0.0437948994	1.15855841e+00
2	cylinder	8	2.0	2	5	9	UHF-sym	0.0400815739	0.0476238774	1.13727274e+00
2	cylinder	8	2.0	2	6	7	UHF-sym	0.0422307400	0.0437948994	1.15855841e+00
2	cylinder	8	2.0	2	6	10	UHF-sym	0.0400815739	0.0476238774	1.13727274e+00
2	cylinder	8	2.0	2	7	10	UHF-sym	0.0531188057	0.0487123660	1.24935684e+00
2	cylinder	8	2.0	2	7	11	UHF-sym	0.0400815739	0.0476238774	1.13727274e+00
2	cylinder	8	2.0	2	8	9	UHF-sym	0.0531188057	0.0487123660	1.24935684e+00
2	cylinder	8	2.0	2	8	12	UHF-sym	0.0400815739	0.0476238774	1.13727274e+00
2	cylinder	8	2.0	2	9	12	UHF-sym	0.0422307400	0.0437948994	1.15855841e+00
2	cylinder	8	2.0	2	10	11	UHF-sym	0.0422307400	0.0437948994	1.15855841e+00
2	cylinder	8	2.0	2	5	8	RHF	0.0422307400	0.0000000000	1.00000000e+00
2	cylinder	8	2.0	2	5	9	RHF	0.0400815739	0.0000000000	1.00000000e+00
2	cylinder	8	2.0	2	6	7	RHF	0.0422307400	0.0000000000	1.00000000e+00
2	cylinder	8	2.0	2	6	10	RHF	0.0400815739	0.0000000000	1.00000000e+00
2	cylinder	8	2.0	2	7	10	RHF	0.0531188057	0.0000000000	1.00000000e+00
2	cylinder	8	2.0	2	7	11	RHF	0.0400815739	0.0000000000	1.00000000e+00
2	cylinder	8	2.0	2	8	9	RHF	0.0531188057	-0.0000000000	1.00000000e+00
2	cylinder	8	2.0	2	8	12	RHF	0.0400815739	0.0000000000	1.00000000e+00
2	cylinder	8	2.0	2	9	12	RHF	0.0422307400	0.0000000000	1.00000000e+00
2	cylinder	8	2.0	2	10	11	RHF	0.0422307400	0.0000000000	1.00000000e+00
2	cylinder	8	2.0	2	5	8	chi4	0.0422307400	0.0000000000	1.00000000e+00
2	cylinder	8	2.0	2	5	9	chi4	0.0400815739	0.0000000000	1.00000000e+00
2	cylinder	8	2.0	2	6	7	chi4	0.0422307400	0.0000000000	1.00000000e+00
2	cylinder	8	2.0	2	6	10	chi4	0.0400815739	0.0000000000	1.00000000e+00
2	cylinder	8	2.0	2	7	10	chi4	0.0531188057	0.2058248779	4.06511894e-01
2	cylinder	8	2.0	2	7	11	chi4	0.0400815739	0.1403999826	6.02865990e-01
2	cylinder	8	2.0	2	8	9	chi4	0.0531188057	0.2648067328	2.50577469e-01
2	cylinder	8	2.0	2	8	12	chi4	0.0400815739	0.0703435523	1.05686216e+00
2	cylinder	8	2.0	2	9	12	chi4	0.0422307400	0.0951888023	9.27242046e-01
2	cylinder	8	2.0	2	10	11	chi4	0.0422307400	0.2767039023	1.96554047e-01
2	cylinder	8	2.0	2	5	8	chi8	0.0422307400	0.0288876971	1.14072602e+00
2	cylinder	8	2.0	2	5	9	chi8	0.0400815739	0.0365878513	1.14179186e+00
2	cylinder	8	2.0	2	6	7	chi8	0.0422307400	0.1372626236	6.42286896e-01
2	cylinder	8	2.0	2	6	10	chi8	0.0400815739	0.0678460935	1.06962245e+00
2	cylinder	8	2.0	2	7	10	chi8	0.0531188057	0.0890666207	1.12224626e+00
2	cylinder	8	2.0	2	7	11	chi8	0.0400815739	0.0424880249	1.14244366e+00
2	cylinder	8	2.0	2	8	9	chi8	0.0531188057	0.1440183875	7.20695601e-01
2	cylinder	8	2.0	2	8	12	chi8	0.0400815739	0.0560474274	1.11766723e+00
2	cylinder	8	2.0	2	9	12	chi8	0.0422307400	0.0253525301	1.13014209e+00
2	cylinder	8	2.0	2	10	11	chi8	0.0422307400	0.1082987185	8.34462545e-01
2	cylinder	8	2.0	3	5	10	UHF	-0.0975890881	-0.1956162168	9.95870899e-01
2	cylinder	8	2.0	3	5	11	UHF	-0.0212106167	-0.1247434243	5.32454886e-01
2	cylinder	8	2.0	3	6	9	UHF	-0.0975890881	-0.1956162209	9.95870860e-01
2	cylinder	8	2.0	3	6	12	UHF	-0.0212106167	-0.1247434243	5.32454886e-01
2	cylinder	8	2.0	3	7	12	UHF	-0.0975890881	-0.1956162168	9.95870899e-01
2	cylinder	8	2.0	3	8	11	UHF	-0.0975890881	-0.1956162210	9.95870860e-01
2	cylinder	8	2.0	3	5	10	UHF-sym	-0.0975890881	-0.0988672272	1.85441273e+00
2	cylinder	8	2.0	3	5	11	UHF-sym	-0.0212106167	-0.0415876963	1.00297293e+00
2	cylinder	8	2.0	3	6	9	UHF-sym	-0.0975890881	-0.0988672272	1.85441273e+00
2	cylinder	8	2.0	3	6	12	UHF-sym	-0.0212106167	-0.0415876963	1.00297293e+00
2	cylinder	8	2.0	3	7	12	UHF-sym	-0.0975890881	-0.0988672272	1.85441273e+00
2	cylinder	8	2.0	3	8	11	UHF-sym	-0.0975890881	-0.0988672272	1.85441273e+00
2	cylinder	8	2.0	3	5	10	RHF	-0.0975890881	-0.0612112461	1.65780097e+00
2	cylinder	8	2.0	3	5	11	RHF	-0.0212106167	0.0000000000	1.00000000e+00
2	cylinder	8	2.0	3	6	9	RHF	-0.0975890881	-0.0612112461	1.65780097e+00
2	cylinder	8	2.0	3	6	12	RHF	-0.0212106167	0.0000000000	1.00000000e+00
2	cylinder	8	2.0	3	7	12	RHF	-0.0975890881	-0.0612112461	1.65780097e+00
2	cylinder	8	2.0	3	8	11	RHF	-0.0975890881	-0.0612112461	1.65780097e+00
2	cylinder	8	2.0	3	5	10	chi4	-0.0975890881	0.0000000000	1.00000000e+00
2	cylinder	8	2.0	3	5	11	chi4	-0.0212106167	0.0000000000	1.00000000e+00
2	cylinder	8	2.0	3	6	9	chi4	-0.0975890881	0.0000000000	1.00000000e+00
2	cylinder	8	2.0	3	6	12	chi4	-0.0212106167	0.0000000000	1.00000000e+00
2	cylinder	8	2.0	3	7	12	chi4	-0.0975890881	-0.0376333575	1.40230167e+00
2	cylinder	8	2.0	3	8	11	chi4	-0.0975890881	-0.2624329630	5.39364597e-01
2	cylinder	8	2.0	3	5	10	chi8	-0.0975890881	-0.0156587166	1.15743345e+00
2	cylinder	8	2.0	3	5	11	chi8	-0.0212106167	-0.0057629034	1.01839658e+00
2	cylinder	8	2.0	3	6	9	chi8	-0.0975890881	-0.1590022216	1.38567054e+00
2	cylinder	8	2.0	3	6	12	chi8	-0.0212106167	-0.0079344205	1.02395834e+00
2	cylinder	8	2.0	3	7	12	chi8	-0.0975890881	-0.0142422244	1.14245402e+00
2	cylinder	8	2.0	3	8	11	chi8	-0.0975890881	-0.1826216651	1.12480494e+00
2	cylinder	8	2.0	4	5	12	UHF	0.0238296760	0.1192503967	5.80452326e-01
2	cylinder	8	2.0	4	6	11	UHF	0.0238296760	0.1192504006	5.80452305e-01
2	cylinder	8	2.0	4	5	12	UHF-sym	0.0238296760	0.0397501349	1.02734543e+00
2	cylinder	8	2.0	4	6	11	UHF-sym	0.0238296760	0.0397501349	1.02734543e+00
2	cylinder	8	2.0	4	5	12	RHF	0.0238296760	0.0000000000	1.00000000e+00
2	cylinder	8	2.0	4	6	11	RHF	0.0238296760	0.0000000000	1.00000000e+00
2	cylinder	8	2.0	4	5	12	chi4	0.0238296760	0.0000000000	1.00000000e+00
2	cylinder	8	2.0	4	6	11	chi4	0.0238296760	0.0000000000	1.00000000e+00
2	cylinder	8	2.0	4	5	12	chi8	0.0238296760	0.0017565323	1.00687332e+00
2	cylinder	8	2.0	4	6	11	chi8	0.0238296760	0.0257088180	1.05017472e+00
2	cylinder	8	4.0	1	5	6	UHF	-0.2840688287	-0.6510907496	6.27638695e-01
2	cylinder	8	4.0	1	5	7	UHF	-0.3766767748	-0.6870659582	1.42967920e+00
2	cylinder	8	4.0	1	6	8	UHF	-0.3766767748	-0.6870659582	1.42967920e+00
2	cylinder	8	4.0	1	7	8	UHF	-0.3156823583	-0.6528517809	8.86700343e-01
2	cylinder	8	4.0	1	7	9	UHF	-0.4380215993	-0.6895817915	2.77660848e+00
2	cylinder	8	4.0	1	8	10	UHF	-0.4380215993	-0.6895817915	2.77660848e+00
2	cylinder	8	4.0	1	9	10	UHF	-0.3156823583	-0.6528517809	8.86700343e-01
2	cylinder	8	4.0	1	9	11	UHF	-0.3766767748	-0.6870659582	1.42967920e+00
2	cylinder	8	4.0	1	10	12	UHF	-0.3766767748	-0.6870659582	1.42967920e+00
2	cylinder	8	4.0	1	11	12	UHF	-0.2840688287	-0.6510907496	6.27638695e-01
2	cylinder	8	4.0	1	5	6	UHF-sym	-0.2840688287	-0.2897282045	8.77534687e+00
2	cylinder	8	4.0	1	5	7	UHF-sym	-0.3766767748	-0.3246517611	1.22600634e+01
2	cylinder	8	4.0	1	6	8	UHF-sym	-0.3766767748	-0.3246517611	1.22600634e+01
2	cylinder	8	4.0	1	7	8	UHF-sym	-0.3156823583	-0.2893828712	1.01459100e+01
2	cylinder	8	4.0	1	7	9	UHF-sym	-0.4380215993	-0.3261128818	9.29694677e+00
2	cylinder	8	4.0	1	8	10	UHF-sym	-0.4380215993	-0.3261128818	9.29694677e+00
2	cylinder	8	4.0	1	9	10	UHF-sym	-0.3156823583	-0.2893828712	1.01459100e+01
2	cylinder	8	4.0	1	9	11	UHF-sym	-0.3766767748	-0.3246517611	1.22600634e+01
2	cylinder	8	4.0	1	10	12	UHF-sym	-0.3766767748	-0.3246517611	1.22600634e+01
2	cylinder	8	4.0	1	11	12	UHF-sym	-0.2840688287	-0.2897282045	8.77534687e+00
2	cylinder	8	4.0	1	5	6	RHF	-0.2840688287	-0.1111111111	2.26142763e+00
2	cylinder	8	4.0	1	5	7	RHF	-0.3766767748	-0.2608107061	6.56618228e+00
2	cylinder	8	4.0	1	6	8	RHF	-0.3766767748	-0.2608107061	6.56618228e+00
2	cylinder	8	4.0	1	7	8	RHF	-0.3156823583	-0.1227103737	2.31773344e+00
2	cylinder	8	4.0	1	7	9	RHF	-0.4380215993	-0.2978096063	6.98949070e+00
2	cylinder	8	4.0	1	8	10	RHF	-0.4380215993	-0.2978096063	6.98949070e+00
2	cylinder	8	4.0	1	9	10	RHF	-0.3156823583	-0.1227103737	2.31773344e+00
2	cylinder	8	4.0	1	9	11	RHF	-0.3766767748	-0.2608107061	6.56618228e+00
2	cylinder	8	4.0	1	10	12	RHF	-0.3766767748	-0.2608107061	6.56618228e+00
2	cylinder	8	4.0	1	11	12	RHF	-0.2840688287	-0.1111111111	2.26142763e+00
2	cylinder	8	4.0	1	5	6	chi4	-0.2840688287	-0.5574235614	1.07020855e+00
2	cylinder	8	4.0	1	5	7	chi4	-0.3766767748	-0.3001942160	9.77459552e+00
2	cylinder	8	4.0	1	6	8	chi4	-0.3766767748	-0.3317240999	1.29803214e+01
2	cylinder	8	4.0	1	7	8	chi4	-0.3156823583	-0.6096999939	1.13677398e+00
2	cylinder	8	4.0	1	7	9	chi4	-0.4380215993	-0.4470209016	2.19082928e+01
2	cylinder	8	4.0	1	8	10	chi4	-0.4380215993	-0.4381031419	2.21034357e+01
2	cylinder	8	4.0	1	9	10	chi4	-0.3156823583	-0.5983862659	1.21914236e+00
2	cylinder	8	4.0	1	9	11	chi4	-0.3766767748	-0.3471195318	1.43947124e+01
2	cylinder	8	4.0	1	10	12	chi4	-0.3766767748	-0.3251206671	1.23084290e+01
2	cylinder	8	4.0	1	11	12	chi4	-0.2840688287	-0.5642410661	1.02474842e+00
2	cylinder	8	4.0	1	5	6	chi8	-0.2840688287	-0.4000905835	3.82457710e+00
2	cylinder	8	4.0	1	5	7	chi8	-0.3766767748	-0.3538711546	1.48949170e+01
2	cylinder	8	4.0	1	6	8	chi8	-0.3766767748	-0.3544276362	1.49317141e+01
2	cylinder	8	4.0	1	7	8	chi8	-0.3156823583	-0.4446072983	4.10400393e+00
2	cylinder	8	4.0	1	7	9	chi8	-0.4380215993	-0.4677566871	2.01443617e+01
2	cylinder	8	4.0	1	8	10	chi8	-0.4380215993	-0.4796367068	1.85667368e+01
2	cylinder	8	4.0	1	9	10	chi8	-0.3156823583	-0.4484187473	3.95649835e+00
2	cylinder	8	4.0	1	9	11	chi8	-0.3766767748	-0.3395206816	1.37333854e+01
2	cylinder	8	4.0	1	10	12	chi8	-0.3766767748	-0.3350414894	1.33077520e+01
2	cylinder	8	4.0	1	11	12	chi8	-0.2840688287	-0.3903512527	4.20726115e+00
2	cylinder	8	4.0	2	5	8	UHF	0.1312698246	0.5274752807	1.68345436e-01
2	cylinder	8	4.0	2	5	9	UHF	0.1174866937	0.5410748341	1.30682476e-01
2	cylinder	8	4.0	2	6	7	UHF	0.1312698246	0.5274752807	1.68345436e-01
2	cylinder	8	4.0	2	6	10	UHF	0.1174866937	0.5410748341	1.30682476e-01
2	cylinder	8	4.0	2	7	10	UHF	0.1425736691	0.5291275658	1.95384860e-01
2	cylinder	8	4.0	2	7	11	UHF	0.1174866937	0.5410748341	1.30682476e-01
2	cylinder	8	4.0	2	8	9	UHF	0.1425736691	0.5291275658	1.95384860e-01
2	cylinder	8	4.0	2	8	12	UHF	0.1174866937	0.5410748341	1.30682476e-01
2	cylinder	8	4.0	2	9	12	UHF	0.1312698246	0.5274752807	1.68345436e-01
2	cylinder	8	4.0	2	10	11	UHF	0.1312698246	0.5274752807	1.68345436e-01
2	cylinder	8	4.0	2	5	8	UHF-sym	0.1312698246	0.1758250936	2.16909953e+00
2	cylinder	8	4.0	2	5	9	UHF-sym	0.1174866937	0.1803582780	1.65461065e+00
2	cylinder	8	4.0	2	6	7	UHF-sym	0.1312698246	0.1758250936	2.16909953e+00
2	cylinder	8	4.0	2	6	10	UHF-sym	0.1174866937	0.1803582780	1.65461065e+00
2	cylinder	8	4.0	2	7	10	UHF-sym	0.1425736691	0.1763758553	2.57717948e+00
2	cylinder	8	4.0	2	7	11	UHF-sym	0.1174866937	0.1803582780	1.65461065e+00
2	cylinder	8	4.0	2	8	9	UHF-sym	0.1425736691	0.1763758553	2.57717948e+00
2	cylinder	8	4.0	2	8	12	UHF-sym	0.1174866937	0.1803582780	1.65461065e+00
2	cylinder	8	4.0	2	9	12	UHF-sym	0.1312698246	0.1758250936	2.16909953e+00
2	cylinder	8	4.0	2	10	11	UHF-sym	0.1312698246	0.1758250936	2.16909953e+00
2	cylinder	8	4.0	2	5	8	RHF	0.1312698246	0.0000000000	1.00000000e+00
2	cylinder	8	4.0	2	5	9	RHF	0.1174866937	0.0000000000	1.00000000e+00
2	cylinder	8	4.0	2	6	7	RHF	0.1312698246	0.0000000000	1.00000000e+00
2	cylinder	8	4.0	2	6	10	RHF	0.1174866937	0.0000000000	1.00000000e+00
2	cylinder	8	4.0	2	7	10	RHF	0.1425736691	0.0000000000	1.00000000e+00
2	cylinder	8	4.0	2	7	11	RHF	0.1174866937	0.0000000000	1.00000000e+00
2	cylinder	8	4.0	2	8	9	RHF	0.1425736691	-0.0000000000	1.00000000e+00
2	cylinder	8	4.0	2	8	12	RHF	0.1174866937	0.0000000000	1.00000000e+00
2	cylinder	8	4.0	2	9	12	RHF	0.1312698246	0.0000000000	1.00000000e+00
2	cylinder	8	4.0	2	10	11	RHF	0.1312698246	0.0000000000	1.00000000e+00
2	cylinder	8	4.0	2	5	8	chi4	0.1312698246	0.1316319509	2.55853917e+00
2	cylinder	8	4.0	2	5	9	chi4	0.1174866937	0.1070218219	2.22218230e+00
2	cylinder	8	4.0	2	6	7	chi4	0.1312698246	0.2775114856	8.71932727e-01
