U	prior	observable	pure	true	Delta	prior_fid	G_emp	G_theo
8.0	UHF	ZZ onsite	true	-0.7910039040181044	0.006040165792638552	NaN	156.98823899671575	148.29847432477305
8.0	UHF-sym	ZZ onsite	true	-0.7910039040181044	0.006040165792639107	NaN	156.98823899671504	148.29847432477283
8.0	chi=8	ZZ onsite	true	-0.7910039040181044	0.08403702413911229	0.14668001789115734	49.90501968153852	55.875520848471034
8.0	chi=16	ZZ onsite	true	-0.7910039040181044	0.054668806524578284	0.30574578112789713	79.5484587357635	87.48953412821453
8.0	chi=32	ZZ onsite	true	-0.7910039040181044	0.043346211878856344	0.5419738374853974	95.7786542013748	103.43303081655591
8.0	chi=64	ZZ onsite	true	-0.7910039040181044	0.023075736925992296	0.7486433906722771	130.41712468364486	132.7916123601198
8.0	chi=128	ZZ onsite	true	-0.7910039040181044	0.009646242819912665	0.8980308166623602	152.301361907976	146.34945585896855
8.0	UHF	ZZ up-up y1	true	-0.6352311224552912	0.20933001100458126	NaN	15.689162146956798	8.118608784726566
8.0	UHF-sym	ZZ up-up y1	true	-0.6352311224552912	-0.3220975658150618	NaN	3.2094435117164455	3.713916158662439
8.0	chi=8	ZZ up-up y1	true	-0.6352311224552912	0.17375507647218724	0.14668001789115734	22.649254986200173	11.116942578763355
8.0	chi=16	ZZ up-up y1	true	-0.6352311224552912	0.09434173822321867	0.30574578112789713	52.20150491505835	26.27857202133474
8.0	chi=32	ZZ up-up y1	true	-0.6352311224552912	0.07597924884243923	0.5419738374853974	58.61930349754812	32.862322923459026
8.0	chi=64	ZZ up-up y1	true	-0.6352311224552912	0.040955497925599604	0.7486433906722771	59.19376081231402	48.907999831199746
8.0	chi=128	ZZ up-up y1	true	-0.6352311224552912	0.014485678523544876	0.8980308166623602	49.73427449120279	59.27949761836739
8.0	UHF	ZZ up-up y2	true	0.5073647128878801	-0.2892991975210447	NaN	2.3510751708114213	2.887328440397151
8.0	UHF-sym	ZZ up-up y2	true	0.5073647128878801	0.24187490875990686	NaN	3.820930659613092	3.9752152827224605
8.0	chi=8	ZZ up-up y2	true	0.5073647128878801	-0.15797179814363382	0.14668001789115734	5.516158188316265	7.978984206027625
8.0	chi=16	ZZ up-up y2	true	0.5073647128878801	-0.09264491003842068	0.30574578112789713	9.116097113600404	15.691749785688145
8.0	chi=32	ZZ up-up y2	true	0.5073647128878801	-0.06778465744853746	0.5419738374853974	10.971448861853858	20.52491805708577
8.0	chi=64	ZZ up-up y2	true	0.5073647128878801	-0.035167882470079515	0.7486433906722771	13.499612165026052	27.711194535139
8.0	chi=128	ZZ up-up y2	true	0.5073647128878801	-0.012968211071449964	0.8980308166623602	14.886129961255744	31.185918729367184
8.0	UHF	ZZ up-up x1	true	-0.6015960998307973	0.24293510740669333	NaN	3.318353387879964	5.5758188170875815
8.0	UHF-sym	ZZ up-up x1	true	-0.6015960998307973	-0.2884924694129505	NaN	4.617211638413349	4.082637751283572
8.0	chi=8	ZZ up-up x1	true	-0.6015960998307973	0.07963123336634914	0.14668001789115734	11.649291692774357	27.300915450765455
8.0	chi=16	ZZ up-up x1	true	-0.6015960998307973	0.06228848793723174	0.30574578112789713	13.730871130381988	33.37736977198908
8.0	chi=32	ZZ up-up x1	true	-0.6015960998307973	0.03690348206115812	0.5419738374853974	17.48290786628705	43.2182336826434
8.0	chi=64	ZZ up-up x1	true	-0.6015960998307973	0.01195817038433844	0.7486433906722771	21.83576048771933	50.41319839517282
8.0	chi=128	ZZ up-up x1	true	-0.6015960998307973	0.005448661851272796	0.8980308166623602	23.00632725677799	51.205682709986164
8.0	UHF	DoubleOcc	false	0.05221233980347853	0.001473357256172314	NaN	31.967702372842012	NaN
8.0	UHF-sym	DoubleOcc	false	0.05221233980347853	0.0014733572561724806	NaN	2.7134750478490504	NaN
8.0	chi=8	DoubleOcc	false	0.05221233980347853	0.016720614493724556	0.14668001789115734	39.09312771103779	NaN
8.0	chi=16	DoubleOcc	false	0.05221233980347853	0.013183034258374388	0.30574578112789713	69.97519464122311	NaN
8.0	chi=32	DoubleOcc	false	0.05221233980347853	0.010515108787589211	0.5419738374853974	85.4133457218439	NaN
8.0	chi=64	DoubleOcc	false	0.05221233980347853	0.005553640311715874	0.7486433906722771	117.31471739627221	NaN
8.0	chi=128	DoubleOcc	false	0.05221233980347853	0.002444035005305323	0.8980308166623602	134.94333882211677	NaN
8.0	UHF	SzSz y-bond	false	-0.1527200506280105	0.05248059978081662	NaN	7.991919859963493	NaN
8.0	UHF-sym	SzSz y-bond	false	-0.1527200506280105	-0.08037629442408994	NaN	3.3475440332516606	NaN
8.0	chi=8	SzSz y-bond	false	-0.1527200506280105	0.04383125342152047	0.14668001789115734	10.362772012705676	NaN
8.0	chi=16	SzSz y-bond	false	-0.1527200506280105	0.023093654219882048	0.30574578112789713	24.468228588793462	NaN
8.0	chi=32	SzSz y-bond	false	-0.1527200506280105	0.019064370882028975	0.5419738374853974	28.14606920417853	NaN
8.0	chi=64	SzSz y-bond	false	-0.1527200506280105	0.009723545991058957	0.7486433906722771	37.73096159850942	NaN
8.0	chi=128	SzSz y-bond	false	-0.1527200506280105	0.0035109878288998586	0.8980308166623602	40.97093195273297	NaN
8.0	UHF	SzSz x-bond	false	-0.14500167086291305	0.06019523876811633	NaN	3.4005814861649855	NaN
8.0	UHF-sym	SzSz x-bond	false	-0.14500167086291305	-0.07266165543679029	NaN	4.259840408816544	NaN
8.0	chi=8	SzSz x-bond	false	-0.14500167086291305	0.028880493113640188	0.14668001789115734	9.31569502428769	NaN
8.0	chi=16	SzSz x-bond	false	-0.14500167086291305	0.017433051868289917	0.30574578112789713	14.701228466863693	NaN
8.0	chi=32	SzSz x-bond	false	-0.14500167086291305	0.011555927052144366	0.5419738374853974	19.130319888617844	NaN
8.0	chi=64	SzSz x-bond	false	-0.14500167086291305	0.004483571423082311	0.7486433906722771	25.890697871578805	NaN
8.0	chi=128	SzSz x-bond	false	-0.14500167086291305	0.001684072380830931	0.8980308166623602	28.61416155753534	NaN
8.0	UHF	hop y-bond	false	0.2458914364190089	0.02790734606126044	NaN	7.009114815515374	NaN
8.0	UHF-sym	hop y-bond	false	0.2458914364190089	0.027907346061262273	NaN	7.009114815515268	NaN
8.0	chi=8	hop y-bond	false	0.2458914364190089	-0.020603285956661166	0.14668001789115734	8.819892534478514	NaN
