L	doping	site	observable	pure	absA	prior	true	Delta	absDelta	F_window	infid	D_trace	G_theory	G_max
32	0.125	11	Sz	false	0	chi16	-3.337042361883924e-8	-0.00020416025589645864	0.00020416025589645864	0.9995501785609798	0.00044982143902017047	0.011500961329786544	NaN	NaN
32	0.125	11	DoubleOcc	false	0	chi16	0.08022650580706307	-0.0004620128729673767	0.0004620128729673767	0.9995501785609798	0.00044982143902017047	0.011500961329786544	NaN	NaN
32	0.125	11	ZZ onsite	true	2	chi16	-0.4323380729056329	0.00222816139539328	0.00222816139539328	0.9995501785609798	0.00044982143902017047	0.011500961329786544	21.422643258623896	21.434270549066298
32	0.125	11	ZZ up-up r=1	true	2	chi16	-0.38949586903363426	-0.003628182571966232	0.003628182571966232	0.9995501785609798	0.00044982143902017047	0.011500961329786544	16.873437931334234	16.896712597186433
32	0.125	11	SzSz r=1	false	0	chi16	-0.07913989002469099	-0.0017249474570849577	0.0017249474570849577	0.9995501785609798	0.00044982143902017047	0.011500961329786544	NaN	NaN
32	0.125	11	hop up r=1	false	0	chi16	0.5093152166803852	0.007016732173700468	0.007016732173700468	0.9995501785609798	0.00044982143902017047	0.011500961329786544	NaN	NaN
32	0.125	11	n	false	0	chi32	0.8766220480669444	-6.334698550269913e-6	6.334698550269913e-6	0.9999777128281175	2.228717188246243e-5	0.003198402621696481	NaN	NaN
32	0.125	11	Sz	false	0	chi32	-3.337042361883924e-8	-1.37786704465237e-5	1.37786704465237e-5	0.9999777128281175	2.228717188246243e-5	0.003198402621696481	NaN	NaN
32	0.125	11	DoubleOcc	false	0	chi32	0.08022650580706307	-3.225941039911029e-5	3.225941039911029e-5	0.9999777128281175	2.228717188246243e-5	0.003198402621696481	NaN	NaN
32	0.125	11	ZZ onsite	true	2	chi32	-0.4323380729056329	-0.00011636824449023919	0.00011636824449023919	0.9999777128281175	2.228717188246243e-5	0.003198402621696481	21.434238817668408	21.434270549066298
32	0.125	11	ZZ up-up r=1	true	2	chi32	-0.38949586903363426	-0.0044270660021206165	0.0044270660021206165	0.9999777128281175	2.228717188246243e-5	0.003198402621696481	16.862083207914054	16.896712597186433
32	0.125	11	SzSz r=1	false	0	chi32	-0.07913989002469099	-0.0006201975381951164	0.0006201975381951164	0.9999777128281175	2.228717188246243e-5	0.003198402621696481	NaN	NaN
32	0.125	11	hop up r=1	false	0	chi32	0.5093152166803852	0.0021101388728886894	0.0021101388728886894	0.9999777128281175	2.228717188246243e-5	0.003198402621696481	NaN	NaN
32	0.125	11	n	false	0	UHF	0.8766220480669444	-0.00673071765020361	0.00673071765020361	0.6949887385953046	0.30501126140469537	0.5080346510219156	NaN	NaN
32	0.125	11	Sz	false	0	UHF	-3.337042361883924e-8	-0.31557412704311827	0.31557412704311827	0.6949887385953046	0.30501126140469537	0.5080346510219156	NaN	NaN
32	0.125	11	DoubleOcc	false	0	UHF	0.08022650580706307	-0.015264512770628	0.015264512770628	0.6949887385953046	0.30501126140469537	0.5080346510219156	NaN	NaN
32	0.125	11	ZZ onsite	true	2	UHF	-0.4323380729056329	-0.047596615782101004	0.047596615782101004	0.6949887385953046	0.30501126140469537	0.5080346510219156	17.179510217391723	21.434270549066298
32	0.125	11	ZZ up-up r=1	true	2	UHF	-0.38949586903363426	0.4177826674459392	0.4177826674459392	0.6949887385953046	0.30501126140469537	0.5080346510219156	0.8759527163665336	16.896712597186433
