W	LX	nsites	geometry	U	method	chi	quantity	i	j	value
1	16	16	torus	8.0	exact	0	E	0	0	-5.264618779000
1	16	16	torus	8.0	exact	0	Hvar	0	0	0.000000000047
1	16	16	torus	8.0	exact	0	chi_reached	0	0	4084.000000000000
1	16	16	torus	8.0	trunc	2	E	0	0	0.000000000000
1	16	16	torus	8.0	trunc	2	chi_reached	0	0	2.000000000000
1	16	16	torus	8.0	trunc	2	ZZ onsite	8	9	-1.000000000000
1	16	16	torus	8.0	trunc	2	ZZ up-up nb	8	9	0.000000000000
1	16	16	torus	8.0	trunc	2	SzSz nb	8	9	-0.000000000000
1	16	16	torus	8.0	trunc	2	SxSx nb	8	9	0.000000000000
1	16	16	torus	8.0	trunc	2	DoubleOcc	8	9	0.000000000000
1	16	16	torus	8.0	trunc	2	n	8	9	1.000000000000
1	16	16	torus	8.0	trunc	2	Sz	8	9	-0.000000000000
1	16	16	torus	8.0	trunc	2	mz_max	0	0	0.000000000000
1	16	16	torus	8.0	trunc	4	E	0	0	-1.018687731413
1	16	16	torus	8.0	trunc	4	chi_reached	0	0	4.000000000000
1	16	16	torus	8.0	trunc	4	ZZ onsite	8	9	-1.000000000000
1	16	16	torus	8.0	trunc	4	ZZ up-up nb	8	9	-0.597127946746
1	16	16	torus	8.0	trunc	4	SzSz nb	8	9	-0.149281986686
1	16	16	torus	8.0	trunc	4	SxSx nb	8	9	-0.149281986686
1	16	16	torus	8.0	trunc	4	DoubleOcc	8	9	0.000000000000
1	16	16	torus	8.0	trunc	4	n	8	9	1.000000000000
1	16	16	torus	8.0	trunc	4	Sz	8	9	-0.000000000000
1	16	16	torus	8.0	trunc	4	mz_max	0	0	0.000000000000
1	16	16	torus	8.0	trunc	8	E	0	0	-4.624026384323
1	16	16	torus	8.0	trunc	8	chi_reached	0	0	8.000000000000
1	16	16	torus	8.0	trunc	8	ZZ onsite	8	9	-0.862167538862
1	16	16	torus	8.0	trunc	8	ZZ up-up nb	8	9	-0.581165574432
1	16	16	torus	8.0	trunc	8	SzSz nb	8	9	-0.136285343415
1	16	16	torus	8.0	trunc	8	SxSx nb	8	9	-0.136285343415
1	16	16	torus	8.0	trunc	8	DoubleOcc	8	9	0.034458115284
1	16	16	torus	8.0	trunc	8	n	8	9	1.000000000000
1	16	16	torus	8.0	trunc	8	Sz	8	9	-0.000000000000
1	16	16	torus	8.0	trunc	8	mz_max	0	0	0.000000000000
1	16	16	torus	8.0	trunc	16	E	0	0	-4.539884259435
1	16	16	torus	8.0	trunc	16	chi_reached	0	0	16.000000000000
1	16	16	torus	8.0	trunc	16	ZZ onsite	8	9	-0.874523538668
1	16	16	torus	8.0	trunc	16	ZZ up-up nb	8	9	-0.576313226173
1	16	16	torus	8.0	trunc	16	SzSz nb	8	9	-0.135724736713
1	16	16	torus	8.0	trunc	16	SxSx nb	8	9	-0.135724736713
1	16	16	torus	8.0	trunc	16	DoubleOcc	8	9	0.031369115333
1	16	16	torus	8.0	trunc	16	n	8	9	1.000000000000
1	16	16	torus	8.0	trunc	16	Sz	8	9	-0.000000000000
1	16	16	torus	8.0	trunc	16	mz_max	0	0	0.000000000000
1	16	16	torus	8.0	var	2	E	0	0	-0.238935293687
1	16	16	torus	8.0	var	2	chi_reached	0	0	2.000000000000
