W	LX	geometry	U	Hvar	state	kind	i	j	name	value
1	16	torus	2.0	8.446e-09	true	bond	1	2	Za	0.000000000000
1	16	torus	2.0	8.446e-09	true	bond	1	2	Zab	-0.323967963881
1	16	torus	2.0	8.446e-09	true	bond	1	2	Zabc	-0.000000000000
1	16	torus	2.0	8.446e-09	true	bond	1	2	Zabcd	0.343074358725
1	16	torus	2.0	8.446e-09	true	bond	1	2	Zabd	-0.000000000000
1	16	torus	2.0	8.446e-09	true	bond	1	2	Zac	-0.457519669001
1	16	torus	2.0	8.446e-09	true	bond	1	2	Zacd	0.000000000000
1	16	torus	2.0	8.446e-09	true	bond	1	2	Zad	0.183989159936
1	16	torus	2.0	8.446e-09	true	bond	1	2	Zb	-0.000000000000
1	16	torus	2.0	8.446e-09	true	bond	1	2	Zbc	0.183989159936
1	16	torus	2.0	8.446e-09	true	bond	1	2	Zbcd	0.000000000000
1	16	torus	2.0	8.446e-09	true	bond	1	2	Zbd	-0.457519669000
1	16	torus	2.0	8.446e-09	true	bond	1	2	Zc	0.000000000000
1	16	torus	2.0	8.446e-09	true	bond	1	2	Zcd	-0.323967963828
1	16	torus	2.0	8.446e-09	true	bond	1	2	Zd	0.000000000000
1	16	torus	2.0	8.446e-09	true	bond	1	2	hopD	0.589653397473
1	16	torus	2.0	8.446e-09	true	bond	1	2	hopD_Za	0.000000000000
1	16	torus	2.0	8.446e-09	true	bond	1	2	hopD_Zc	-0.000000000000
1	16	torus	2.0	8.446e-09	true	bond	1	2	hopU	0.589653397473
1	16	torus	2.0	8.446e-09	true	bond	1	2	hopU_Zb	0.000000000000
1	16	torus	2.0	8.446e-09	true	bond	1	2	hopU_Zd	-0.000000000000
1	16	torus	2.0	8.446e-09	true	dist	1	2	FF	0.343074358725
1	16	torus	2.0	8.446e-09	true	dist	1	2	hopU	0.589653397473
1	16	torus	2.0	8.446e-09	true	dist	1	3	FF	0.112052272960
1	16	torus	2.0	8.446e-09	true	dist	1	3	hopU	0.000000000000
1	16	torus	2.0	8.446e-09	true	dist	1	4	FF	0.110665589046
1	16	torus	2.0	8.446e-09	true	dist	1	4	hopU	-0.161759388914
1	16	torus	2.0	8.446e-09	true	dist	1	5	FF	0.105001691100
1	16	torus	2.0	8.446e-09	true	dist	1	5	hopU	-0.000000000000
1	16	torus	2.0	8.446e-09	true	dist	1	6	FF	0.104906499919
1	16	torus	2.0	8.446e-09	true	dist	1	6	hopU	0.068899271451
1	16	torus	2.0	8.446e-09	true	dist	1	7	FF	0.103881775441
1	16	torus	2.0	8.446e-09	true	dist	1	7	hopU	-0.000000000000
1	16	torus	2.0	8.446e-09	true	dist	1	8	FF	0.103967234426
1	16	torus	2.0	8.446e-09	true	dist	1	8	hopU	-0.020059672752
1	16	torus	2.0	8.446e-09	true	dist	1	9	FF	0.103668308442
1	16	torus	2.0	8.446e-09	true	dist	1	9	hopU	0.000000000000
1	16	torus	2.0	8.446e-09	UHF	bond	1	2	Za	0.367372469261
1	16	torus	2.0	8.446e-09	UHF	bond	1	2	Zab	-0.134962529895
1	16	torus	2.0	8.446e-09	UHF	bond	1	2	Zabc	0.184862203849
1	16	torus	2.0	8.446e-09	UHF	bond	1	2	Zabcd	0.253211276936
1	16	torus	2.0	8.446e-09	UHF	bond	1	2	Zabd	-0.184862203710
1	16	torus	2.0	8.446e-09	UHF	bond	1	2	Zac	-0.503201032993
1	16	torus	2.0	8.446e-09	UHF	bond	1	2	Zacd	-0.184862204123
1	16	torus	2.0	8.446e-09	UHF	bond	1	2	Zad	0.134962529177
1	16	torus	2.0	8.446e-09	UHF	bond	1	2	Zb	-0.367372469146
1	16	torus	2.0	8.446e-09	UHF	bond	1	2	Zbc	0.134962529410
1	16	torus	2.0	8.446e-09	UHF	bond	1	2	Zbcd	0.184862203979
1	16	torus	2.0	8.446e-09	UHF	bond	1	2	Zbd	-0.503201033366
1	16	torus	2.0	8.446e-09	UHF	bond	1	2	Zc	-0.367372469582
1	16	torus	2.0	8.446e-09	UHF	bond	1	2	Zcd	-0.134962529826
1	16	torus	2.0	8.446e-09	UHF	bond	1	2	Zd	0.367372468569
1	16	torus	2.0	8.446e-09	UHF	bond	1	2	hopD	0.606826587523
1	16	torus	2.0	8.446e-09	UHF	bond	1	2	hopD_Za	0.222931379519
1	16	torus	2.0	8.446e-09	UHF	bond	1	2	hopD_Zc	-0.222931379802
1	16	torus	2.0	8.446e-09	UHF	bond	1	2	hopU	0.606826585570
1	16	torus	2.0	8.446e-09	UHF	bond	1	2	hopU_Zb	-0.222931379359
1	16	torus	2.0	8.446e-09	UHF	bond	1	2	hopU_Zd	0.222931379593
1	16	torus	2.0	8.446e-09	UHF	dist	1	2	FF	0.253211276936
1	16	torus	2.0	8.446e-09	UHF	dist	1	2	hopU	0.606826585570
1	16	torus	2.0	8.446e-09	UHF	dist	1	3	FF	0.013018650434
1	16	torus	2.0	8.446e-09	UHF	dist	1	3	hopU	0.144441088352
1	16	torus	2.0	8.446e-09	UHF	dist	1	4	FF	0.026044677690
1	16	torus	2.0	8.446e-09	UHF	dist	1	4	hopU	-0.162545711717
1	16	torus	2.0	8.446e-09	UHF	dist	1	5	FF	0.016328747466
1	16	torus	2.0	8.446e-09	UHF	dist	1	5	hopU	-0.084726274291
1	16	torus	2.0	8.446e-09	UHF	dist	1	6	FF	0.019418348367
1	16	torus	2.0	8.446e-09	UHF	dist	1	6	hopU	0.066235983893
1	16	torus	2.0	8.446e-09	UHF	dist	1	7	FF	0.017243685551
1	16	torus	2.0	8.446e-09	UHF	dist	1	7	hopU	0.060392998411
1	16	torus	2.0	8.446e-09	UHF	dist	1	8	FF	0.018309845355
1	16	torus	2.0	8.446e-09	UHF	dist	1	8	hopU	-0.018744389874
1	16	torus	2.0	8.446e-09	UHF	dist	1	9	FF	0.017450288906
1	16	torus	2.0	8.446e-09	UHF	dist	1	9	hopU	-0.053506823179
1	16	torus	2.0	8.446e-09	chi2	bond	1	2	Za	0.000000000003
1	16	torus	2.0	8.446e-09	chi2	bond	1	2	Zab	-1.000000000000
