W	LX	nsites	geometry	bipartite	U	Eref	Hvar	prior	global_fid	observable	nA	F_supp	D_supp	true	prior_val	Delta	eps	G	G_max
1	12	12	torus	true	4.0	-6.9203535624	0.000e+00	chi2	8.9033469958e-02	ZZ onsite	2	0.80201208	1.97987920e-01	-0.6040241610	-1.0000000000	3.959758e-01	6.555629e-01	2.269033	52.059494
1	12	12	torus	true	4.0	-6.9203535624	0.000e+00	chi4	3.8356108753e-01	ZZ onsite	2	0.98479710	8.83331867e-02	-0.6040241610	-0.7806905343	1.766664e-01	2.924823e-01	9.698244	52.059494
1	12	12	torus	true	4.0	-6.9203535624	0.000e+00	chi8	7.3529091359e-01	ZZ onsite	2	0.99982700	1.03770514e-02	-0.6040241610	-0.6247782637	2.075410e-02	3.435972e-02	49.099744	52.059494
1	12	12	torus	true	4.0	-6.9203535624	0.000e+00	chi16	8.5565799577e-01	ZZ onsite	2	0.99999829	1.03968716e-03	-0.6040241610	-0.6061035353	2.079374e-03	3.442535e-03	52.028011	52.059494
1	12	12	torus	true	4.0	-6.9203535624	0.000e+00	chi32	9.8520928086e-01	ZZ onsite	2	0.99999551	1.68601893e-03	-0.6040241610	-0.6073961988	3.372038e-03	5.582621e-03	51.976783	52.059494
1	12	12	torus	true	4.0	-6.9203535624	0.000e+00	chi64	9.9800760097e-01	ZZ onsite	2	0.99999971	4.29969816e-04	-0.6040241610	-0.6048841006	8.599396e-04	1.423684e-03	52.054107	52.059494
1	12	12	torus	true	4.0	-6.9203535624	0.000e+00	chi128	9.9972423952e-01	ZZ onsite	2	0.99999999	6.23527361e-05	-0.6040241610	-0.6041488665	1.247055e-04	2.064578e-04	52.059381	52.059494
1	12	12	torus	true	4.0	-6.9203535624	0.000e+00	chi256	9.9999216208e-01	ZZ onsite	2	1.00000000	2.03039692e-06	-0.6040241610	-0.6040282218	4.060794e-06	6.722900e-06	52.059494	52.059494
1	12	12	torus	true	4.0	-6.9203535624	0.000e+00	UHF	1.7883295442e-01	ZZ onsite	2	0.69614166	3.87674373e-01	-0.6040241610	-0.5914753178	-1.254884e-02	2.077540e-02	50.936938	52.059494
1	12	12	torus	true	4.0	-6.9203535624	0.000e+00	chi2	8.9033469958e-02	ZZ up-up nb	2	0.92608963	2.61624976e-01	-0.5232499520	-0.0000000000	-5.232500e-01	1.000000e+00	1.000000	34.512278
1	12	12	torus	true	4.0	-6.9203535624	0.000e+00	chi4	3.8356108753e-01	ZZ up-up nb	2	0.99999813	1.16451944e-03	-0.5232499520	-0.5255789908	2.329039e-03	4.451102e-03	34.489379	34.512278
1	12	12	torus	true	4.0	-6.9203535624	0.000e+00	chi8	7.3529091359e-01	ZZ up-up nb	2	0.99998985	2.70964756e-03	-0.5232499520	-0.5286692471	5.419295e-03	1.035699e-02	34.388659	34.512278
1	12	12	torus	true	4.0	-6.9203535624	0.000e+00	chi16	8.5565799577e-01	ZZ up-up nb	2	0.99988254	9.17397628e-03	-0.5232499520	-0.5415979045	1.834795e-02	3.506537e-02	33.146445	34.512278
1	12	12	torus	true	4.0	-6.9203535624	0.000e+00	chi32	9.8520928086e-01	ZZ up-up nb	2	0.99999325	2.21819913e-03	-0.5232499520	-0.5188135537	-4.436398e-03	8.478545e-03	34.429336	34.512278
1	12	12	torus	true	4.0	-6.9203535624	0.000e+00	chi64	9.9800760097e-01	ZZ up-up nb	2	0.99999627	1.64852443e-03	-0.5232499520	-0.5199529031	-3.297049e-03	6.301097e-03	34.466418	34.512278
1	12	12	torus	true	4.0	-6.9203535624	0.000e+00	chi128	9.9972423952e-01	ZZ up-up nb	2	0.99999992	2.44234679e-04	-0.5232499520	-0.5227614826	-4.884694e-04	9.335297e-04	34.511270	34.512278
1	12	12	torus	true	4.0	-6.9203535624	0.000e+00	chi256	9.9999216208e-01	ZZ up-up nb	2	1.00000000	8.49284886e-06	-0.5232499520	-0.5232329663	-1.698570e-05	3.246192e-05	34.512277	34.512278
1	12	12	torus	true	4.0	-6.9203535624	0.000e+00	UHF	1.7883295442e-01	ZZ up-up nb	2	0.69612154	4.85124120e-01	-0.5232499520	-0.7840266219	2.607767e-01	4.983788e-01	3.701514	34.512278
1	12	12	torus	true	4.0	-6.9203535624	0.000e+00	chi2	8.9033469958e-02	SzSz nb	4	0.54936914	6.04892391e-01	-0.1091758457	-0.0000000000	-1.091758e-01	1.000000e+00	1.000000	2.191422
