W	LX	geometry	U	Hvar	state	kind	i	j	name	value
1	64	cylinder	4.0	4.297e-11	true	bond	32	33	Za	-0.000000000000
1	64	cylinder	4.0	4.297e-11	true	bond	32	33	Zab	-0.599001591582
1	64	cylinder	4.0	4.297e-11	true	bond	32	33	Zabc	-0.000000000000
1	64	cylinder	4.0	4.297e-11	true	bond	32	33	Zabcd	0.570805552890
1	64	cylinder	4.0	4.297e-11	true	bond	32	33	Zabd	0.000000000000
1	64	cylinder	4.0	4.297e-11	true	bond	32	33	Zac	-0.462137574811
1	64	cylinder	4.0	4.297e-11	true	bond	32	33	Zacd	0.000000000000
1	64	cylinder	4.0	4.297e-11	true	bond	32	33	Zad	0.302167546473
1	64	cylinder	4.0	4.297e-11	true	bond	32	33	Zb	0.000000000000
1	64	cylinder	4.0	4.297e-11	true	bond	32	33	Zbc	0.302167546473
1	64	cylinder	4.0	4.297e-11	true	bond	32	33	Zbcd	-0.000000000000
1	64	cylinder	4.0	4.297e-11	true	bond	32	33	Zbd	-0.462137574811
1	64	cylinder	4.0	4.297e-11	true	bond	32	33	Zc	0.000000000000
1	64	cylinder	4.0	4.297e-11	true	bond	32	33	Zcd	-0.599001591582
1	64	cylinder	4.0	4.297e-11	true	bond	32	33	Zd	-0.000000000000
1	64	cylinder	4.0	4.297e-11	true	bond	32	33	hopD	0.458508430163
1	64	cylinder	4.0	4.297e-11	true	bond	32	33	hopD_Za	-0.000000000000
1	64	cylinder	4.0	4.297e-11	true	bond	32	33	hopD_Zc	0.000000000000
1	64	cylinder	4.0	4.297e-11	true	bond	32	33	hopU	0.458508430163
1	64	cylinder	4.0	4.297e-11	true	bond	32	33	hopU_Zb	0.000000000000
1	64	cylinder	4.0	4.297e-11	true	bond	32	33	hopU_Zd	-0.000000000000
1	64	cylinder	4.0	4.297e-11	true	bond	33	34	Za	0.000000000000
1	64	cylinder	4.0	4.297e-11	true	bond	33	34	Zab	-0.599001591582
1	64	cylinder	4.0	4.297e-11	true	bond	33	34	Zabc	0.000000000000
