U	prior	observable	pure	true	Delta	prior_fid	G_emp	G_theo
8.0	UHF	ZZ onsite	true	-0.5401888965094821	-0.5709229885403743	NaN	0.8988757848170693	0.8977330258752187
8.0	UHF-sym	ZZ onsite	true	-0.5401888965094821	-0.5709229885403743	NaN	0.8988757848170693	0.8977330258752187
8.0	chi=8	ZZ onsite	true	-0.5401888965094821	0.24145430559936676	0.002142409675265488	4.638286965125476	4.523661873736055
8.0	chi=16	ZZ onsite	true	-0.5401888965094821	0.1269320858383577	0.04213600478458121	12.398872902249066	12.449510354593658
8.0	chi=32	ZZ onsite	true	-0.5401888965094821	0.04356777837207371	0.24137152165292605	27.49099328050346	30.386258127969935
8.0	chi=64	ZZ onsite	true	-0.5401888965094821	0.01425551684846793	0.5383935560902156	31.636506262934045	36.68980197801468
8.0	chi=128	ZZ onsite	true	-0.5401888965094821	0.008033075671523116	0.7811558139412021	31.92809677718828	37.32334987175267
8.0	UHF	ZZ up-up y1	true	-0.36325943359577506	-0.3343065615851072	NaN	1.1527979768645502	1.1661906076263824
8.0	UHF-sym	ZZ up-up y1	true	-0.36325943359577506	-0.42512040534722184	NaN	0.7590459771496217	0.7439801756866259
8.0	chi=8	ZZ up-up y1	true	-0.36325943359577506	0.3778555127603924	0.002142409675265488	1.212746109625087	0.9290851353689423
8.0	chi=16	ZZ up-up y1	true	-0.36325943359577506	0.17826847347970887	0.04213600478458121	4.695672900129988	3.411300024618491
8.0	chi=32	ZZ up-up y1	true	-0.36325943359577506	0.07812233568781024	0.24137152165292605	11.228868222010146	8.93103916260554
8.0	chi=64	ZZ up-up y1	true	-0.36325943359577506	0.0319286933529358	0.5383935560902156	13.677813092934962	13.140838154108598
8.0	chi=128	ZZ up-up y1	true	-0.36325943359577506	0.01633564622558037	0.7811558139412021	13.58663220140576	14.126614771364846
8.0	UHF	ZZ up-up y2	true	0.32767980753847725	-0.2759190042013756	NaN	1.1223948843843055	1.3625571417268394
8.0	UHF-sym	ZZ up-up y2	true	0.32767980753847725	0.11567455808846447	NaN	4.178955397521402	5.0129307280376185
8.0	chi=8	ZZ up-up y2	true	0.32767980753847725	-0.33052038602281275	0.002142409675265488	0.8376538527112682	0.9843261325446986
8.0	chi=16	ZZ up-up y2	true	0.32767980753847725	-0.18356206139834652	0.04213600478458121	2.012974457933374	2.6845898019757675
8.0	chi=32	ZZ up-up y2	true	0.32767980753847725	-0.08772595467906874	0.24137152165292605	4.086759331079992	6.619509495793809
8.0	chi=64	ZZ up-up y2	true	0.32767980753847725	-0.03401678905344396	0.5383935560902156	5.770066353795036	10.484344233049946
8.0	chi=128	ZZ up-up y2	true	0.32767980753847725	-0.017196936998838508	0.7811558139412021	6.200562994106293	11.357964455105693
8.0	UHF	ZZ up-up x1	true	-0.4763459924608266	-1.0719052105954516	NaN	0.20163192079128184	0.2035132381919661
8.0	UHF-sym	ZZ up-up x1	true	-0.4763459924608266	-0.432324200611137	NaN	1.2068232417595322	1.204503976063191
8.0	chi=8	ZZ up-up x1	true	-0.4763459924608266	0.26273344884979394	0.002142409675265488	2.977638977724731	3.031190044429514
8.0	chi=16	ZZ up-up x1	true	-0.4763459924608266	0.10994964281814962	0.04213600478458121	11.464359804333952	11.33455840368316
8.0	chi=32	ZZ up-up x1	true	-0.4763459924608266	0.06663457030125414	0.24137152165292605	18.748367781403573	17.933639856743824
8.0	chi=64	ZZ up-up x1	true	-0.4763459924608266	0.03226865129156359	0.5383935560902156	26.349331100238228	24.192730715307764
8.0	chi=128	ZZ up-up x1	true	-0.4763459924608266	0.019446613516821365	0.7811558139412021	28.721153374086633	25.96035886003986
8.0	UHF	DoubleOcc	false	0.03802388654883654	-0.015369260283003158	NaN	2.0064155676515956	NaN
8.0	UHF-sym	DoubleOcc	false	0.03802388654883654	-0.015369260283003158	NaN	1.3182871089238812	NaN
8.0	chi=8	DoubleOcc	false	0.03802388654883654	0.013465566242717886	0.002142409675265488	4.152013885363919	NaN
8.0	chi=16	DoubleOcc	false	0.03802388654883654	0.002300843640753808	0.04213600478458121	13.94220651265791	NaN
8.0	chi=32	DoubleOcc	false	0.03802388654883654	0.004219904590369139	0.24137152165292605	38.186977472417446	NaN
8.0	chi=64	DoubleOcc	false	0.03802388654883654	0.0031454307438432694	0.5383935560902156	50.81013561893896	NaN
8.0	chi=128	DoubleOcc	false	0.03802388654883654	0.002373779920778335	0.7811558139412021	49.55565699200507	NaN
8.0	UHF	SzSz y-bond	false	-0.08814094838753928	-0.04662904309197844	NaN	1.5757972679551548	NaN
8.0	UHF-sym	SzSz y-bond	false	-0.08814094838753928	-0.06933250403251982	NaN	1.1829097936438815	NaN
8.0	chi=8	SzSz y-bond	false	-0.08814094838753928	0.08203579717139448	0.002142409675265488	1.2629980851273184	NaN
8.0	chi=16	SzSz y-bond	false	-0.08814094838753928	0.04062804175470419	0.04213600478458121	3.873414478568341	NaN
8.0	chi=32	SzSz y-bond	false	-0.08814094838753928	0.017112996435081115	0.24137152165292605	8.95641480962887	NaN
8.0	chi=64	SzSz y-bond	false	-0.08814094838753928	0.006532215067972108	0.5383935560902156	11.26614305576328	NaN
8.0	chi=128	SzSz y-bond	false	-0.08814094838753928	0.0030885790538257574	0.7811558139412021	11.505768741982951	NaN
8.0	UHF	SzSz x-bond	false	-0.0863659484518286	-0.07728625145209908	NaN	0.2761975877996799	NaN
8.0	UHF-sym	SzSz x-bond	false	-0.0863659484518286	-0.07675667448140211	NaN	1.2485430451222246	NaN
8.0	chi=8	SzSz x-bond	false	-0.0863659484518286	0.09002051726909827	0.002142409675265488	0.5071221886593815	NaN
8.0	chi=16	SzSz x-bond	false	-0.0863659484518286	0.041560679861091465	0.04213600478458121	1.5989246161449875	NaN
8.0	chi=32	SzSz x-bond	false	-0.0863659484518286	0.021011796630987276	0.24137152165292605	3.4952592085734486	NaN
8.0	chi=64	SzSz x-bond	false	-0.0863659484518286	0.008678043490765175	0.5383935560902156	5.8600348251925105	NaN
8.0	chi=128	SzSz x-bond	false	-0.0863659484518286	0.0044634421506346	0.7811558139412021	6.940794403714665	NaN
8.0	UHF	hop y-bond	false	0.3238727979840652	0.07956364129597682	NaN	5.994693272921432	NaN
8.0	UHF-sym	hop y-bond	false	0.3238727979840652	0.07956364129596091	NaN	5.994693272922284	NaN
8.0	chi=8	hop y-bond	false	0.3238727979840652	0.035799206172571596	0.002142409675265488	8.57901268233011	NaN
8.0	chi=16	hop y-bond	false	0.3238727979840652	-0.008992546733990525	0.04213600478458121	10.38617342597931	NaN
8.0	chi=32	hop y-bond	false	0.3238727979840652	-0.003933359235808953	0.24137152165292605	10.309901892754805	NaN
8.0	chi=64	hop y-bond	false	0.3238727979840652	0.00021375189275074646	0.5383935560902156	10.216819406975443	NaN
8.0	chi=128	hop y-bond	false	0.3238727979840652	-0.0006633027964278448	0.7811558139412021	10.23872505964892	NaN
8.0	UHF	n(site 21)	false	0.8461422213524149	0.2547229737041815	NaN	2.564226999405243	NaN
8.0	UHF-sym	n(site 21)	false	0.8461422213524149	0.2547229737041816	NaN	0.5567132570349014	NaN
8.0	chi=8	n(site 21)	false	0.8461422213524149	-0.0937960203142465	0.002142409675265488	0.7655764888339409	NaN
8.0	chi=16	n(site 21)	false	0.8461422213524149	-0.05886435563766934	0.04213600478458121	2.1494517777047797	NaN
8.0	chi=32	n(site 21)	false	0.8461422213524149	-0.01334408000529963	0.24137152165292605	6.3416379859027	NaN
8.0	chi=64	n(site 21)	false	0.8461422213524149	-0.0008368969365488699	0.5383935560902156	12.829630433479714	NaN
8.0	chi=128	n(site 21)	false	0.8461422213524149	0.0007310220057976657	0.7811558139412021	15.314890887802864	NaN
8.0	UHF	n(site 27)	false	0.9332705316764004	0.3418512840282045	NaN	0.44251906414103936	NaN
8.0	UHF-sym	n(site 27)	false	0.9332705316764004	0.3418512840282045	NaN	0.9322363833936697	NaN
8.0	chi=8	n(site 27)	false	0.9332705316764004	-0.044122011682973805	0.002142409675265488	12.283017613576604	NaN
8.0	chi=16	n(site 27)	false	0.9332705316764004	-0.04158249094346811	0.04213600478458121	25.309550850814887	NaN
8.0	chi=32	n(site 27)	false	0.9332705316764004	-0.020173951535792933	0.24137152165292605	36.1378597743344	NaN
8.0	chi=64	n(site 27)	false	0.9332705316764004	-0.009187775978251156	0.5383935560902156	48.961539456944244	NaN
8.0	chi=128	n(site 27)	false	0.9332705316764004	-0.004074498335547738	0.7811558139412021	52.13526348140651	NaN
