L	doping	site	prior	observable	true	Delta	prior_fid	G	G_max
8	0.125	7	chi16	SzSz r=1	-0.14020271348408186	0.0001431579725379717	0.9988235767160968	49.49283285906698	49.38875355201471
8	0.125	7	chi32	SzSz r=1	-0.14020271348408186	2.4133430734651906e-6	0.9999826433049892	49.39055116088404	49.38875355201471
8	0.125	7	exact	SzSz r=1	-0.14020271348408186	0.0	NaN	49.38875355201471	49.38875355201471
8	0.125	7	UHF	SzSz r=1	-0.14020271348408186	0.04219554560538197	NaN	10.958620606094252	49.38875355201471
8	0.125	7	UHFsym	SzSz r=1	-0.14020271348408186	-0.06092690134706405	NaN	4.318007873265757	49.38875355201471
8	0.125	7	chi2	hop up r=1	0.6561660747900881	0.6561660747900881	0.15859062026681958	1.0	74.89812850451287
8	0.125	7	chi4	hop up r=1	0.6561660747900881	-0.04142735198714198	0.7419358836054588	59.00892116459569	74.89812850451287
8	0.125	7	chi8	hop up r=1	0.6561660747900881	-0.010315657104868925	0.9653992717411799	73.99201454119542	74.89812850451287
8	0.125	7	chi16	hop up r=1	0.6561660747900881	-0.00033397419143899043	0.9988235767160968	74.91107129052905	74.89812850451287
8	0.125	7	chi32	hop up r=1	0.6561660747900881	-7.320888620543364e-6	0.9999826433049892	74.89844275434625	74.89812850451287
8	0.125	7	exact	hop up r=1	0.6561660747900881	0.0	NaN	74.89812850451287	74.89812850451287
8	0.125	7	UHF	hop up r=1	0.6561660747900881	0.15069613151705852	NaN	15.087072745610511	74.89812850451287
8	0.125	7	UHFsym	hop up r=1	0.6561660747900881	0.183964296003638	NaN	10.87898972491745	74.89812850451287
16	0.0	1	chi2	n	1.0000000000064635	6.463052315552886e-12	0.09698363280829767	1.0000000024441758	0.9999999997996896
16	0.0	1	chi4	n	1.0000000000064635	1.2971893559310388e-9	0.4016684908724763	1.0000000277734493	0.9999999997996896
16	0.0	1	chi8	n	1.0000000000064635	-9.256659883050133e-10	0.9531835469652283	0.9999999947890977	0.9999999997996896
16	0.0	1	chi16	n	1.0000000000064635	1.0216849588573496e-10	0.9951061220758266	0.9999999966258102	0.9999999997996896
16	0.0	1	chi32	n	1.0000000000064635	-3.076650045841234e-11	0.9998374729774914	0.9999999999953505	0.9999999997996896
16	0.0	1	exact	n	1.0000000000064635	0.0	NaN	0.9999999997996896	0.9999999997996896
16	0.0	1	UHF	n	1.0000000000064635	6.465494806207062e-12	NaN	0.016396655319553616	0.9999999997996896
16	0.0	1	UHFsym	n	1.0000000000064635	6.465494806207062e-12	NaN	0.9999999999999986	0.9999999997996896
16	0.0	1	chi2	Sz	-6.944073788206495e-11	-8.856788987127615e-10	0.09698363280829767	1.0000000019830821	0.9999999998318322
16	0.0	1	chi4	Sz	-6.944073788206495e-11	-9.853060631281885e-9	0.4016684908724763	1.000000023661651	0.9999999998318322
16	0.0	1	chi8	Sz	-6.944073788206495e-11	2.038050478381237e-9	0.9531835469652283	0.9999999949577727	0.9999999998318322
16	0.0	1	chi16	Sz	-6.944073788206495e-11	1.0196664380901499e-9	0.9951061220758266	0.9999999973459626	0.9999999998318322
16	0.0	1	chi32	Sz	-6.944073788206495e-11	-5.321778434597135e-11	0.9998374729774914	0.9999999999637014	0.9999999998318322
16	0.0	1	exact	Sz	-6.944073788206495e-11	0.0	NaN	0.9999999998318322	0.9999999998318322
16	0.0	1	UHF	Sz	-6.944073788206495e-11	0.4377960183118275	NaN	0.023972973835953454	0.9999999998318322
16	0.0	1	UHFsym	Sz	-6.944073788206495e-11	-6.944074351991625e-11	NaN	1.0	0.9999999998318322
16	0.0	1	chi2	DoubleOcc	0.07119533627239613	0.07119533627239613	0.09698363280829767	5.785269957332369	50.7515797098529
16	0.0	1	chi4	DoubleOcc	0.07119533627239613	-0.00014569069534833834	0.4016684908724763	50.74135744597931	50.7515797098529
16	0.0	1	chi8	DoubleOcc	0.07119533627239613	-1.0944224256292934e-5	0.9531835469652283	50.75092747940799	50.7515797098529
16	0.0	1	chi16	DoubleOcc	0.07119533627239613	-1.0642497255408667e-6	0.9951061220758266	50.751517027630285	50.7515797098529
16	0.0	1	chi32	DoubleOcc	0.07119533627239613	-1.5644445658380413e-7	0.9998374729774914	50.75157052727939	50.7515797098529
16	0.0	1	exact	DoubleOcc	0.07119533627239613	0.0	NaN	50.7515797098529	50.7515797098529
16	0.0	1	UHF	DoubleOcc	0.07119533627239613	0.012860689982888834	NaN	1.5066297690629193	50.7515797098529
16	0.0	1	UHFsym	DoubleOcc	0.07119533627239613	0.012860689982889001	NaN	40.88154265542361	50.7515797098529
16	0.0	1	chi2	ZZ onsite	-0.715218654923342	0.2847813450766584	0.09698363280829767	5.981367216310786	98.7384580126365
16	0.0	1	chi4	ZZ onsite	-0.715218654923342	-0.0005827653757716211	0.4016684908724763	98.73378166970689	98.7384580126365
