W	LX	geometry	U	Hvar	state	kind	i	j	name	value
1	32	cylinder	4.0	2.376e-11	true	bond	16	17	Za	0.000000000000
1	32	cylinder	4.0	2.376e-11	true	bond	16	17	Zab	-0.598890682101
1	32	cylinder	4.0	2.376e-11	true	bond	16	17	Zabc	0.000000000000
1	32	cylinder	4.0	2.376e-11	true	bond	16	17	Zabcd	0.559960591387
1	32	cylinder	4.0	2.376e-11	true	bond	16	17	Zabd	-0.000000000000
1	32	cylinder	4.0	2.376e-11	true	bond	16	17	Zac	-0.436154734485
1	32	cylinder	4.0	2.376e-11	true	bond	16	17	Zacd	-0.000000000000
1	32	cylinder	4.0	2.376e-11	true	bond	16	17	Zad	0.282949039832
1	32	cylinder	4.0	2.376e-11	true	bond	16	17	Zb	-0.000000000000
1	32	cylinder	4.0	2.376e-11	true	bond	16	17	Zbc	0.282949039832
1	32	cylinder	4.0	2.376e-11	true	bond	16	17	Zbcd	0.000000000000
1	32	cylinder	4.0	2.376e-11	true	bond	16	17	Zbd	-0.436154734485
1	32	cylinder	4.0	2.376e-11	true	bond	16	17	Zc	-0.000000000000
1	32	cylinder	4.0	2.376e-11	true	bond	16	17	Zcd	-0.598890682100
1	32	cylinder	4.0	2.376e-11	true	bond	16	17	Zd	0.000000000000
1	32	cylinder	4.0	2.376e-11	true	bond	16	17	hopD	0.444088458877
1	32	cylinder	4.0	2.376e-11	true	bond	16	17	hopD_Za	0.000000000000
1	32	cylinder	4.0	2.376e-11	true	bond	16	17	hopD_Zc	-0.000000000000
1	32	cylinder	4.0	2.376e-11	true	bond	16	17	hopU	0.444088458877
1	32	cylinder	4.0	2.376e-11	true	bond	16	17	hopU_Zb	-0.000000000000
1	32	cylinder	4.0	2.376e-11	true	bond	16	17	hopU_Zd	0.000000000000
1	32	cylinder	4.0	2.376e-11	true	bond	17	18	Za	-0.000000000000
1	32	cylinder	4.0	2.376e-11	true	bond	17	18	Zab	-0.598890682100
1	32	cylinder	4.0	2.376e-11	true	bond	17	18	Zabc	-0.000000000000
1	32	cylinder	4.0	2.376e-11	true	bond	17	18	Zabcd	0.624474941104
1	32	cylinder	4.0	2.376e-11	true	bond	17	18	Zabd	0.000000000000
1	32	cylinder	4.0	2.376e-11	true	bond	17	18	Zac	-0.592688958328
1	32	cylinder	4.0	2.376e-11	true	bond	17	18	Zacd	0.000000000000
1	32	cylinder	4.0	2.376e-11	true	bond	17	18	Zad	0.398776545542
1	32	cylinder	4.0	2.376e-11	true	bond	17	18	Zb	0.000000000000
1	32	cylinder	4.0	2.376e-11	true	bond	17	18	Zbc	0.398776545542
1	32	cylinder	4.0	2.376e-11	true	bond	17	18	Zbcd	-0.000000000000
1	32	cylinder	4.0	2.376e-11	true	bond	17	18	Zbd	-0.592688958328
1	32	cylinder	4.0	2.376e-11	true	bond	17	18	Zc	0.000000000000
1	32	cylinder	4.0	2.376e-11	true	bond	17	18	Zcd	-0.599075443268
1	32	cylinder	4.0	2.376e-11	true	bond	17	18	Zd	-0.000000000000
1	32	cylinder	4.0	2.376e-11	true	bond	17	18	hopD	0.530964001723
1	32	cylinder	4.0	2.376e-11	true	bond	17	18	hopD_Za	-0.000000000000
1	32	cylinder	4.0	2.376e-11	true	bond	17	18	hopD_Zc	0.000000000000
1	32	cylinder	4.0	2.376e-11	true	bond	17	18	hopU	0.530964001723
1	32	cylinder	4.0	2.376e-11	true	bond	17	18	hopU_Zb	0.000000000000
1	32	cylinder	4.0	2.376e-11	true	bond	17	18	hopU_Zd	-0.000000000000
1	32	cylinder	4.0	2.376e-11	true	dist	16	17	FF	0.559960591387
