L	doping	observable	site	G_median	G_min	G_max_over_chi	Gmax_ceiling	ratio_median
128	0.000	Sz	6	1.0000	1.0000	1.0000	1.0000	1.0000
128	0.000	Sz	7	1.0000	1.0000	1.0000	1.0000	1.0000
128	0.000	Sz	8	1.0000	1.0000	1.0000	1.0000	1.0000
128	0.000	Sz	9	1.0000	1.0000	1.0000	1.0000	1.0000
128	0.000	Sz	10	1.0000	1.0000	1.0000	1.0000	1.0000
128	0.000	Sz	11	1.0000	1.0000	1.0000	1.0000	1.0000
128	0.000	Sz	12	1.0000	1.0000	1.0000	1.0000	1.0000
128	0.000	Sz	13	1.0000	1.0000	1.0000	1.0000	1.0000
128	0.000	Sz	14	1.0000	1.0000	1.0000	1.0000	1.0000
128	0.000	Sz	15	1.0000	1.0000	1.0000	1.0000	1.0000
128	0.000	Sz	16	1.0000	1.0000	1.0000	1.0000	1.0000
128	0.000	Sz	17	1.0000	1.0000	1.0000	1.0000	1.0000
128	0.000	Sz	18	1.0000	1.0000	1.0000	1.0000	1.0000
128	0.000	Sz	19	1.0000	1.0000	1.0000	1.0000	1.0000
128	0.000	Sz	20	1.0000	1.0000	1.0000	1.0000	1.0000
128	0.000	Sz	21	1.0000	1.0000	1.0000	1.0000	1.0000
128	0.000	Sz	22	1.0000	1.0000	1.0000	1.0000	1.0000
128	0.000	Sz	23	1.0000	1.0000	1.0000	1.0000	1.0000
128	0.000	Sz	24	1.0000	1.0000	1.0000	1.0000	1.0000
128	0.000	Sz	25	1.0000	1.0000	1.0000	1.0000	1.0000
128	0.000	Sz	26	1.0000	1.0000	1.0000	1.0000	1.0000
128	0.000	Sz	27	1.0000	1.0000	1.0000	1.0000	1.0000
128	0.000	Sz	28	1.0000	1.0000	1.0000	1.0000	1.0000
128	0.000	Sz	29	1.0000	1.0000	1.0000	1.0000	1.0000
128	0.000	Sz	30	1.0000	1.0000	1.0000	1.0000	1.0000
128	0.000	Sz	31	1.0000	1.0000	1.0000	1.0000	1.0000
128	0.000	Sz	32	1.0000	1.0000	1.0000	1.0000	1.0000
128	0.000	Sz	33	1.0000	1.0000	1.0000	1.0000	1.0000
128	0.000	Sz	34	1.0000	1.0000	1.0000	1.0000	1.0000
128	0.000	Sz	35	1.0000	1.0000	1.0000	1.0000	1.0000
128	0.000	Sz	36	1.0000	1.0000	1.0000	1.0000	1.0000
128	0.000	Sz	37	1.0000	1.0000	1.0000	1.0000	1.0000
128	0.000	Sz	38	1.0000	1.0000	1.0000	1.0000	1.0000
128	0.000	Sz	39	1.0000	1.0000	1.0000	1.0000	1.0000
128	0.000	Sz	40	1.0000	1.0000	1.0000	1.0000	1.0000
128	0.000	Sz	41	1.0000	1.0000	1.0000	1.0000	1.0000
128	0.000	Sz	42	1.0000	1.0000	1.0000	1.0000	1.0000
128	0.000	Sz	43	1.0000	1.0000	1.0000	1.0000	1.0000
128	0.000	Sz	44	1.0000	1.0000	1.0000	1.0000	1.0000
128	0.000	Sz	45	1.0000	1.0000	1.0000	1.0000	1.0000
128	0.000	Sz	46	1.0000	1.0000	1.0000	1.0000	1.0000
128	0.000	Sz	47	1.0000	1.0000	1.0000	1.0000	1.0000
128	0.000	Sz	48	1.0000	1.0000	1.0000	1.0000	1.0000
128	0.000	Sz	49	1.0000	1.0000	1.0000	1.0000	1.0000
128	0.000	Sz	50	1.0000	1.0000	1.0000	1.0000	1.0000
128	0.000	Sz	51	1.0000	1.0000	1.0000	1.0000	1.0000
128	0.000	Sz	52	1.0000	1.0000	1.0000	1.0000	1.0000
128	0.000	Sz	53	1.0000	1.0000	1.0000	1.0000	1.0000
128	0.000	Sz	54	1.0000	1.0000	1.0000	1.0000	1.0000
128	0.000	Sz	55	1.0000	1.0000	1.0000	1.0000	1.0000
128	0.000	Sz	56	1.0000	1.0000	1.0000	1.0000	1.0000
128	0.000	Sz	57	1.0000	1.0000	1.0000	1.0000	1.0000
128	0.000	Sz	58	1.0000	1.0000	1.0000	1.0000	1.0000
128	0.000	Sz	59	1.0000	1.0000	1.0000	1.0000	1.0000
128	0.000	Sz	60	1.0000	1.0000	1.0000	1.0000	1.0000
128	0.000	Sz	61	1.0000	1.0000	1.0000	1.0000	1.0000
128	0.000	Sz	62	1.0000	1.0000	1.0000	1.0000	1.0000
128	0.000	Sz	63	1.0000	1.0000	1.0000	1.0000	1.0000
128	0.000	Sz	64	1.0000	1.0000	1.0000	1.0000	1.0000
128	0.000	Sz	65	1.0000	1.0000	1.0000	1.0000	1.0000
128	0.000	Sz	66	1.0000	1.0000	1.0000	1.0000	1.0000
128	0.000	Sz	67	1.0000	1.0000	1.0000	1.0000	1.0000
128	0.000	Sz	68	1.0000	1.0000	1.0000	1.0000	1.0000
128	0.000	Sz	69	1.0000	1.0000	1.0000	1.0000	1.0000
128	0.000	Sz	70	1.0000	1.0000	1.0000	1.0000	1.0000
128	0.000	Sz	71	1.0000	1.0000	1.0000	1.0000	1.0000
128	0.000	Sz	72	1.0000	1.0000	1.0000	1.0000	1.0000
128	0.000	Sz	73	1.0000	1.0000	1.0000	1.0000	1.0000
128	0.000	Sz	74	1.0000	1.0000	1.0000	1.0000	1.0000
128	0.000	Sz	75	1.0000	1.0000	1.0000	1.0000	1.0000
128	0.000	Sz	76	1.0000	1.0000	1.0000	1.0000	1.0000
128	0.000	Sz	77	1.0000	1.0000	1.0000	1.0000	1.0000
128	0.000	Sz	78	1.0000	1.0000	1.0000	1.0000	1.0000
128	0.000	Sz	79	1.0000	1.0000	1.0000	1.0000	1.0000
128	0.000	Sz	80	1.0000	1.0000	1.0000	1.0000	1.0000
128	0.000	Sz	81	1.0000	1.0000	1.0000	1.0000	1.0000
128	0.000	Sz	82	1.0000	1.0000	1.0000	1.0000	1.0000
128	0.000	Sz	83	1.0000	1.0000	1.0000	1.0000	1.0000
128	0.000	Sz	84	1.0000	1.0000	1.0000	1.0000	1.0000
128	0.000	Sz	85	1.0000	1.0000	1.0000	1.0000	1.0000
128	0.000	Sz	86	1.0000	1.0000	1.0000	1.0000	1.0000
128	0.000	Sz	87	1.0000	1.0000	1.0000	1.0000	1.0000
128	0.000	Sz	88	1.0000	1.0000	1.0000	1.0000	1.0000
128	0.000	Sz	89	1.0000	1.0000	1.0000	1.0000	1.0000
128	0.000	Sz	90	1.0000	1.0000	1.0000	1.0000	1.0000
128	0.000	Sz	91	1.0000	1.0000	1.0000	1.0000	1.0000
128	0.000	Sz	92	1.0000	1.0000	1.0000	1.0000	1.0000
128	0.000	Sz	93	1.0000	1.0000	1.0000	1.0000	1.0000
128	0.000	Sz	94	1.0000	1.0000	1.0000	1.0000	1.0000
128	0.000	Sz	95	1.0000	1.0000	1.0000	1.0000	1.0000
128	0.000	Sz	96	1.0000	1.0000	1.0000	1.0000	1.0000
128	0.000	Sz	97	1.0000	1.0000	1.0000	1.0000	1.0000
128	0.000	Sz	98	1.0000	1.0000	1.0000	1.0000	1.0000
128	0.000	Sz	99	1.0000	1.0000	1.0000	1.0000	1.0000
128	0.000	Sz	100	1.0000	1.0000	1.0000	1.0000	1.0000
128	0.000	Sz	101	1.0000	1.0000	1.0000	1.0000	1.0000
128	0.000	Sz	102	1.0000	1.0000	1.0000	1.0000	1.0000
128	0.000	Sz	103	1.0000	1.0000	1.0000	1.0000	1.0000
128	0.000	Sz	104	1.0000	1.0000	1.0000	1.0000	1.0000
128	0.000	Sz	105	1.0000	1.0000	1.0000	1.0000	1.0000
128	0.000	Sz	106	1.0000	1.0000	1.0000	1.0000	1.0000
128	0.000	Sz	107	1.0000	1.0000	1.0000	1.0000	1.0000
128	0.000	Sz	108	1.0000	1.0000	1.0000	1.0000	1.0000
128	0.000	Sz	109	1.0000	1.0000	1.0000	1.0000	1.0000
128	0.000	Sz	110	1.0000	1.0000	1.0000	1.0000	1.0000
128	0.000	Sz	111	1.0000	1.0000	1.0000	1.0000	1.0000
128	0.000	Sz	112	1.0000	1.0000	1.0000	1.0000	1.0000
128	0.000	Sz	113	1.0000	1.0000	1.0000	1.0000	1.0000
128	0.000	Sz	114	1.0000	1.0000	1.0000	1.0000	1.0000
128	0.000	Sz	115	1.0000	1.0000	1.0000	1.0000	1.0000
128	0.000	Sz	116	1.0000	1.0000	1.0000	1.0000	1.0000
128	0.000	Sz	117	1.0000	1.0000	1.0000	1.0000	1.0000
128	0.000	Sz	118	1.0000	1.0000	1.0000	1.0000	1.0000
128	0.000	Sz	119	1.0000	1.0000	1.0000	1.0000	1.0000
128	0.000	Sz	120	1.0000	1.0000	1.0000	1.0000	1.0000
128	0.000	Sz	121	1.0000	1.0000	1.0000	1.0000	1.0000
128	0.000	Sz	122	1.0000	1.0000	1.0000	1.0000	1.0000
128	0.000	Sz	123	1.0000	1.0000	1.0000	1.0000	1.0000
128	0.000	Sz	124	1.0000	1.0000	1.0000	1.0000	1.0000
128	0.000	Sz	125	1.0000	1.0000	1.0000	1.0000	1.0000
128	0.000	Sz	126	1.0000	1.0000	1.0000	1.0000	1.0000
128	0.000	Sz	127	1.0000	1.0000	1.0000	1.0000	1.0000
128	0.000	Sz	128	1.0000	1.0000	1.0000	1.0000	1.0000
128	0.000	SzSz r=1	1	93.5746	4.7802	95.3198	95.3265	0.9816
128	0.000	SzSz r=1	2	7.7544	1.0129	7.7902	7.7530	1.0002
128	0.000	SzSz r=1	3	48.2960	1.6187	48.4347	48.4358	0.9971
128	0.000	SzSz r=1	4	11.2122	1.4005	11.2625	11.2626	0.9955
128	0.000	SzSz r=1	5	40.7364	1.2637	41.0438	41.0370	0.9927
128	0.000	SzSz r=1	6	12.3990	7.3926	12.5818	12.5832	0.9854
128	0.000	SzSz r=1	7	32.1393	1.0698	32.8827	32.8854	0.9773
128	0.000	SzSz r=1	8	14.0352	8.3198	14.3543	14.3544	0.9778
128	0.000	SzSz r=1	9	32.5869	1.0029	34.2510	34.2281	0.9521
128	0.000	SzSz r=1	10	15.0302	8.8168	15.3383	15.3154	0.9814
128	0.000	SzSz r=1	11	29.9474	0.9658	30.4733	30.4663	0.9830
128	0.000	SzSz r=1	12	15.9163	8.3616	16.5886	16.5933	0.9592
128	0.000	SzSz r=1	13	29.5944	0.9224	30.4181	30.4042	0.9734
128	0.000	SzSz r=1	14	17.9635	9.5675	18.4503	18.4078	0.9759
128	0.000	SzSz r=1	15	28.5844	0.8564	29.2482	29.2548	0.9771
128	0.000	SzSz r=1	16	15.1876	8.6634	15.9115	15.9196	0.9540
128	0.000	SzSz r=1	17	29.6245	0.8511	30.3323	30.3357	0.9766
128	0.000	SzSz r=1	18	15.4703	8.9551	15.9733	15.9484	0.9700
128	0.000	SzSz r=1	19	28.5176	0.8604	29.5984	29.5932	0.9637
128	0.000	SzSz r=1	20	17.4174	9.3667	18.5559	18.5822	0.9373
128	0.000	SzSz r=1	21	28.2882	0.8126	30.0018	30.0098	0.9426
128	0.000	SzSz r=1	22	17.6048	9.2084	18.5371	18.5375	0.9497
128	0.000	SzSz r=1	23	28.8103	0.8088	30.0731	30.0755	0.9579
128	0.000	SzSz r=1	24	16.4487	9.2977	17.4508	17.4596	0.9421
128	0.000	SzSz r=1	25	27.3825	0.7508	28.8120	28.8251	0.9500
128	0.000	SzSz r=1	26	18.0518	9.8266	19.7532	19.8024	0.9116
128	0.000	SzSz r=1	27	28.6602	0.7955	30.1786	30.1672	0.9500
128	0.000	SzSz r=1	28	18.7981	9.7835	20.2078	20.2205	0.9297
128	0.000	SzSz r=1	29	25.3263	0.7590	26.5604	26.5680	0.9533
128	0.000	SzSz r=1	30	17.4539	9.5425	18.6904	18.7044	0.9331
128	0.000	SzSz r=1	31	28.6818	0.7336	30.1407	30.1489	0.9513
128	0.000	SzSz r=1	32	16.3411	8.8146	17.6133	17.6433	0.9262
128	0.000	SzSz r=1	33	26.1484	0.7266	26.9628	26.9689	0.9696
128	0.000	SzSz r=1	34	16.6492	10.0839	17.2595	17.1809	0.9691
128	0.000	SzSz r=1	35	26.2933	0.7539	27.5407	27.5275	0.9552
128	0.000	SzSz r=1	36	16.6708	9.0882	17.6103	17.6109	0.9466
128	0.000	SzSz r=1	37	27.5509	0.7529	28.7634	28.7624	0.9579
128	0.000	SzSz r=1	38	17.5811	9.5728	18.8549	18.8669	0.9318
128	0.000	SzSz r=1	39	29.6316	0.7343	31.3009	31.3287	0.9458
128	0.000	SzSz r=1	40	15.7795	8.7823	16.8372	16.8478	0.9366
128	0.000	SzSz r=1	41	24.4540	0.7532	25.9556	25.9487	0.9424
128	0.000	SzSz r=1	42	18.7333	9.9012	19.8795	19.8870	0.9420
128	0.000	SzSz r=1	43	27.1989	0.7265	28.7782	28.7545	0.9459
128	0.000	SzSz r=1	44	19.0460	9.8011	20.3556	20.3516	0.9358
128	0.000	SzSz r=1	45	27.1594	0.7193	28.0207	27.9531	0.9716
128	0.000	SzSz r=1	46	17.9075	9.9240	19.1482	19.1605	0.9346
128	0.000	SzSz r=1	47	29.2673	0.7413	30.8727	30.8672	0.9482
128	0.000	SzSz r=1	48	18.4297	9.5309	19.7217	19.7208	0.9345
128	0.000	SzSz r=1	49	26.6188	0.7383	28.4733	28.4644	0.9352
128	0.000	SzSz r=1	50	18.7714	10.1434	20.3665	20.3919	0.9205
128	0.000	SzSz r=1	51	24.2242	0.7252	25.5147	25.5177	0.9493
128	0.000	SzSz r=1	52	20.6189	10.9151	21.9688	21.9713	0.9384
128	0.000	SzSz r=1	53	25.4007	0.7011	26.7215	26.7369	0.9500
128	0.000	SzSz r=1	54	16.2356	8.9941	17.5484	17.5884	0.9231
128	0.000	SzSz r=1	55	27.3235	0.7257	29.0609	29.0715	0.9399
128	0.000	SzSz r=1	56	18.0354	10.3649	18.9877	18.9773	0.9504
128	0.000	SzSz r=1	57	25.1797	0.7474	26.8684	26.8508	0.9378
128	0.000	SzSz r=1	58	17.1249	9.1713	19.1642	19.2607	0.8891
128	0.000	SzSz r=1	59	28.4684	0.7278	29.4202	29.4052	0.9681
128	0.000	SzSz r=1	60	18.6275	9.5607	20.1672	20.1928	0.9225
128	0.000	SzSz r=1	61	24.1135	0.7184	24.9608	24.9654	0.9659
128	0.000	SzSz r=1	62	16.3538	9.5005	17.2130	17.2076	0.9504
128	0.000	SzSz r=1	63	29.3338	0.7358	31.7674	31.7512	0.9239
128	0.000	SzSz r=1	64	17.0132	9.2676	18.0596	18.0658	0.9417
128	0.000	SzSz r=1	65	26.4669	0.7193	27.4008	27.3641	0.9672
128	0.000	SzSz r=1	66	16.9240	9.0612	18.1804	18.2008	0.9298
128	0.000	SzSz r=1	67	24.9325	0.7224	26.3056	26.3010	0.9480
128	0.000	SzSz r=1	68	17.3711	9.8460	18.1501	18.1355	0.9579
128	0.000	SzSz r=1	69	25.6791	0.7131	27.0966	27.1028	0.9475
128	0.000	SzSz r=1	70	17.7555	9.6828	19.1679	19.2063	0.9245
128	0.000	SzSz r=1	71	30.1817	0.7401	31.9828	31.9609	0.9443
128	0.000	SzSz r=1	72	20.7138	10.9461	21.8576	21.8471	0.9481
128	0.000	SzSz r=1	73	24.8454	0.7732	26.5500	26.5295	0.9365
128	0.000	SzSz r=1	74	18.5303	10.3299	19.6442	19.6426	0.9434
128	0.000	SzSz r=1	75	24.9852	0.7637	26.5047	26.4840	0.9434
128	0.000	SzSz r=1	76	21.2544	10.7898	22.8521	22.8654	0.9295
128	0.000	SzSz r=1	77	25.3096	0.7430	26.3428	26.3364	0.9610
128	0.000	SzSz r=1	78	19.0675	10.4484	20.1169	20.1079	0.9483
128	0.000	SzSz r=1	79	25.8503	0.7161	27.4142	27.4301	0.9424
128	0.000	SzSz r=1	80	16.4648	9.4563	17.4596	17.4783	0.9420
128	0.000	SzSz r=1	81	24.3360	0.7073	25.6603	25.6867	0.9474
128	0.000	SzSz r=1	82	19.6284	10.3141	21.1478	21.1841	0.9266
128	0.000	SzSz r=1	83	25.9117	0.7527	27.2777	27.2432	0.9511
128	0.000	SzSz r=1	84	18.9595	10.0396	20.4659	20.5045	0.9247
128	0.000	SzSz r=1	85	24.9908	0.7387	26.2759	26.2396	0.9524
128	0.000	SzSz r=1	86	17.4649	9.5498	18.8622	18.9073	0.9237
128	0.000	SzSz r=1	87	24.6224	0.7550	26.3063	26.3202	0.9355
128	0.000	SzSz r=1	88	17.7168	10.0116	18.2809	18.2518	0.9707
128	0.000	SzSz r=1	89	28.1318	0.7260	30.5889	30.6098	0.9190
128	0.000	SzSz r=1	90	18.2848	10.2251	19.4204	19.4429	0.9404
128	0.000	SzSz r=1	91	28.3676	0.7226	28.9037	28.8157	0.9844
128	0.000	SzSz r=1	92	17.1137	9.8203	18.0076	18.0250	0.9494
128	0.000	SzSz r=1	93	24.6989	0.7586	25.9350	25.9292	0.9526
128	0.000	SzSz r=1	94	19.2168	10.5212	20.0423	20.0445	0.9587
128	0.000	SzSz r=1	95	26.6167	0.7779	28.2089	28.2118	0.9435
128	0.000	SzSz r=1	96	21.1814	10.8902	22.5003	22.5292	0.9402
128	0.000	SzSz r=1	97	26.3533	0.7495	27.7709	27.7730	0.9489
128	0.000	SzSz r=1	98	17.5874	10.3766	18.1161	18.0995	0.9717
128	0.000	SzSz r=1	99	23.5918	0.7777	25.0355	25.0354	0.9423
128	0.000	SzSz r=1	100	18.6399	10.6385	19.3945	19.3875	0.9614
128	0.000	SzSz r=1	101	25.7178	0.7696	27.3680	27.3707	0.9396
128	0.000	SzSz r=1	102	15.8083	9.5710	16.0401	15.9474	0.9913
128	0.000	SzSz r=1	103	28.1668	0.7876	29.7396	29.7353	0.9472
128	0.000	SzSz r=1	104	16.0964	9.2887	16.4410	16.4313	0.9796
128	0.000	SzSz r=1	105	26.5926	0.8463	28.6423	28.6457	0.9283
128	0.000	SzSz r=1	106	17.2851	10.2864	17.7580	17.7518	0.9737
128	0.000	SzSz r=1	107	31.6736	0.8108	33.5856	33.5635	0.9437
128	0.000	SzSz r=1	108	17.3560	9.7941	18.0663	18.0816	0.9599
128	0.000	SzSz r=1	109	34.0354	0.8358	36.4638	36.4634	0.9334
128	0.000	SzSz r=1	110	17.5313	10.2150	17.9314	17.9326	0.9776
128	0.000	SzSz r=1	111	28.7627	0.8584	31.2326	31.2345	0.9209
128	0.000	SzSz r=1	112	16.2615	9.1593	16.6486	16.6546	0.9764
128	0.000	SzSz r=1	113	30.4735	0.8613	31.8963	31.8802	0.9559
128	0.000	SzSz r=1	114	17.7183	9.9488	18.3698	18.3809	0.9640
128	0.000	SzSz r=1	115	32.6060	0.8798	34.1454	34.1427	0.9550
128	0.000	SzSz r=1	116	15.4824	9.1325	15.8243	15.8283	0.9782
128	0.000	SzSz r=1	117	30.7365	0.9151	32.7141	32.7157	0.9395
128	0.000	SzSz r=1	118	15.5452	9.5584	15.5736	15.5452	1.0000
128	0.000	SzSz r=1	119	33.4042	0.9951	35.0924	35.0625	0.9527
128	0.000	SzSz r=1	120	15.5688	9.6743	15.6427	15.6426	0.9953
128	0.000	SzSz r=1	121	33.2428	1.0695	34.2480	34.2437	0.9708
128	0.000	SzSz r=1	122	13.4167	7.6226	13.5348	13.5367	0.9911
128	0.000	SzSz r=1	123	37.6875	1.2347	39.4776	39.4750	0.9547
128	0.000	SzSz r=1	124	11.9033	1.4324	11.9622	11.9418	0.9968
128	0.000	SzSz r=1	125	42.4587	1.6133	43.2540	43.2573	0.9815
128	0.000	SzSz r=1	126	8.3346	1.0160	8.3625	8.3622	0.9967
128	0.000	SzSz r=1	127	94.1691	4.9661	94.7958	94.7960	0.9934
128	0.000	ZZ onsite	1	104.5597	6.0610	104.5687	104.5690	0.9999
128	0.000	ZZ onsite	2	56.5020	2.2770	56.5126	56.5016	1.0000
128	0.000	ZZ onsite	3	55.2956	2.4440	55.4320	55.4262	0.9976
128	0.000	ZZ onsite	4	50.1966	2.1144	50.2272	50.2135	0.9997
128	0.000	ZZ onsite	5	53.3533	2.2690	53.3990	53.3939	0.9992
128	0.000	ZZ onsite	6	51.9891	2.1561	52.0408	52.0408	0.9990
128	0.000	ZZ onsite	7	49.3266	2.1460	49.5226	49.4273	0.9980
128	0.000	ZZ onsite	8	51.2177	2.0949	51.4316	51.3392	0.9976
128	0.000	ZZ onsite	9	53.1564	2.1786	53.2157	53.2167	0.9989
128	0.000	ZZ onsite	10	55.0356	2.1965	55.2021	55.1759	0.9975
128	0.000	ZZ onsite	11	53.0666	2.2474	53.3405	53.2872	0.9959
128	0.000	ZZ onsite	12	49.9816	2.2937	50.4001	50.2258	0.9951
128	0.000	ZZ onsite	13	53.1196	2.1763	53.1688	53.1708	0.9990
128	0.000	ZZ onsite	14	44.3413	2.1883	44.3973	44.3861	0.9990
128	0.000	ZZ onsite	15	46.6989	2.2099	46.7765	46.7635	0.9986
128	0.000	ZZ onsite	16	43.1131	2.1008	43.2599	43.2197	0.9975
128	0.000	ZZ onsite	17	54.8577	2.1650	54.9459	54.9290	0.9987
128	0.000	ZZ onsite	18	49.8686	2.1234	50.0183	49.9880	0.9976
128	0.000	ZZ onsite	19	58.0548	2.1698	58.1429	58.1284	0.9987
128	0.000	ZZ onsite	20	53.9515	2.1241	54.1278	54.1007	0.9972
128	0.000	ZZ onsite	21	49.5566	2.1222	49.7077	49.6677	0.9978
128	0.000	ZZ onsite	22	57.9008	2.1836	57.9391	57.9388	0.9993
128	0.000	ZZ onsite	23	51.3807	2.1586	51.4548	51.4439	0.9988
128	0.000	ZZ onsite	24	57.1234	2.2095	57.1458	57.1247	1.0000
128	0.000	ZZ onsite	25	52.4761	2.1924	52.4896	52.4885	0.9998
128	0.000	ZZ onsite	26	46.7565	2.2210	46.7957	46.7501	1.0001
128	0.000	ZZ onsite	27	49.8643	2.1875	49.8786	49.8778	0.9997
128	0.000	ZZ onsite	28	49.4888	2.1475	49.5608	49.5655	0.9985
128	0.000	ZZ onsite	29	51.2321	2.1307	51.3318	51.3343	0.9980
128	0.000	ZZ onsite	30	54.6792	2.1111	54.8431	54.8580	0.9967
128	0.000	ZZ onsite	31	52.2835	2.2323	52.3241	52.2737	1.0002
128	0.000	ZZ onsite	32	48.5127	2.1566	48.5647	48.5680	0.9989
128	0.000	ZZ onsite	33	51.4355	2.2194	51.4592	51.4273	1.0002
128	0.000	ZZ onsite	34	45.0299	2.1110	45.1213	45.1334	0.9977
128	0.000	ZZ onsite	35	57.5150	2.2309	57.5487	57.4983	1.0003
128	0.000	ZZ onsite	36	47.1300	2.2098	47.1464	47.1199	1.0002
128	0.000	ZZ onsite	37	52.9362	2.1391	53.0020	53.0284	0.9983
128	0.000	ZZ onsite	38	54.7018	2.2169	54.7192	54.6855	1.0003
128	0.000	ZZ onsite	39	48.8210	2.2640	48.8678	48.7801	1.0008
128	0.000	ZZ onsite	40	55.5291	2.1600	55.5859	55.6018	0.9987
128	0.000	ZZ onsite	41	48.1762	2.1304	48.2257	48.2557	0.9984
128	0.000	ZZ onsite	42	48.0832	2.1239	48.1523	48.1779	0.9980
128	0.000	ZZ onsite	43	50.3655	2.2184	50.3782	50.3466	1.0004
128	0.000	ZZ onsite	44	53.3833	2.1668	53.4223	53.4328	0.9991
128	0.000	ZZ onsite	45	54.5837	2.1762	54.6085	54.6188	0.9994
128	0.000	ZZ onsite	46	57.2105	2.2261	57.2355	57.1878	1.0004
128	0.000	ZZ onsite	47	55.3462	2.2211	55.3591	55.3241	1.0004
128	0.000	ZZ onsite	48	48.1181	2.1853	48.1273	48.1252	0.9999
128	0.000	ZZ onsite	49	54.7017	2.1193	54.7736	54.8280	0.9977
128	0.000	ZZ onsite	50	51.6931	2.1938	51.7000	51.6952	1.0000
128	0.000	ZZ onsite	51	48.5183	2.1355	48.5588	48.5882	0.9986
128	0.000	ZZ onsite	52	48.9184	2.0406	49.0814	49.1531	0.9952
128	0.000	ZZ onsite	53	53.5026	2.2980	53.5695	53.4282	1.0014
128	0.000	ZZ onsite	54	50.6382	2.1434	50.7019	50.7228	0.9983
128	0.000	ZZ onsite	55	53.8342	2.1757	53.8551	53.8652	0.9994
128	0.000	ZZ onsite	56	53.1462	2.2089	53.1533	53.1339	1.0002
128	0.000	ZZ onsite	57	54.8784	2.1931	54.8875	54.8854	0.9999
128	0.000	ZZ onsite	58	46.8506	2.2092	46.8616	46.8380	1.0003
128	0.000	ZZ onsite	59	51.5255	2.2392	51.5521	51.4909	1.0007
128	0.000	ZZ onsite	60	47.3416	2.1648	47.3783	47.3854	0.9991
128	0.000	ZZ onsite	61	49.5602	2.1175	49.6212	49.6656	0.9979
128	0.000	ZZ onsite	62	45.9862	2.1243	46.0640	46.0879	0.9978
128	0.000	ZZ onsite	63	60.2738	2.2123	60.2769	60.2573	1.0003
128	0.000	ZZ onsite	64	54.6868	2.2968	54.8123	54.6255	1.0011
128	0.000	ZZ onsite	65	50.9094	2.2551	50.9510	50.8647	1.0009
128	0.000	ZZ onsite	66	46.8115	2.1735	46.8409	46.8438	0.9993
128	0.000	ZZ onsite	67	57.1073	2.1381	57.1831	57.2297	0.9979
128	0.000	ZZ onsite	68	49.9509	2.1882	49.9709	49.9688	0.9996
128	0.000	ZZ onsite	69	47.5286	2.2198	47.5440	47.5071	1.0005
128	0.000	ZZ onsite	70	50.5915	2.1653	50.6445	50.6544	0.9988
128	0.000	ZZ onsite	71	56.2276	2.2838	56.3056	56.1554	1.0013
128	0.000	ZZ onsite	72	48.2954	2.1816	48.3209	48.3212	0.9995
128	0.000	ZZ onsite	73	52.1634	2.2516	52.2069	52.1196	1.0008
128	0.000	ZZ onsite	74	49.2891	2.0992	49.4294	49.4719	0.9963
128	0.000	ZZ onsite	75	48.3215	2.1754	48.3417	48.3463	0.9995
128	0.000	ZZ onsite	76	50.8353	2.2702	50.9207	50.7936	1.0008
128	0.000	ZZ onsite	77	50.3096	2.2400	50.3427	50.2750	1.0007
128	0.000	ZZ onsite	78	52.3338	2.2457	52.3884	52.3029	1.0006
128	0.000	ZZ onsite	79	50.2449	2.2367	50.2754	50.2125	1.0006
128	0.000	ZZ onsite	80	54.8952	2.2153	54.9064	54.8800	1.0003
128	0.000	ZZ onsite	81	52.9169	2.1567	52.9646	52.9864	0.9987
128	0.000	ZZ onsite	82	52.4984	2.1648	52.5601	52.5721	0.9986
128	0.000	ZZ onsite	83	47.9513	2.2357	47.9806	47.9212	1.0006
128	0.000	ZZ onsite	84	51.1978	2.1866	51.2238	51.2234	0.9995
128	0.000	ZZ onsite	85	49.6722	2.1568	49.7098	49.7262	0.9989
128	0.000	ZZ onsite	86	48.9784	2.0765	49.1416	49.1938	0.9956
128	0.000	ZZ onsite	87	47.4629	2.2081	47.4714	47.4482	1.0003
128	0.000	ZZ onsite	88	49.4989	2.1330	49.5870	49.6112	0.9977
128	0.000	ZZ onsite	89	50.2375	2.1286	50.2996	50.3327	0.9981
128	0.000	ZZ onsite	90	46.9249	2.1430	46.9887	47.0031	0.9983
128	0.000	ZZ onsite	91	54.6545	2.1830	54.6751	54.6769	0.9996
128	0.000	ZZ onsite	92	46.6253	2.1730	46.6532	46.6553	0.9994
128	0.000	ZZ onsite	93	47.7582	2.1356	47.8118	47.8276	0.9985
128	0.000	ZZ onsite	94	52.7512	2.1742	52.7932	52.7967	0.9991
128	0.000	ZZ onsite	95	44.9654	2.1128	45.0359	45.0509	0.9981
128	0.000	ZZ onsite	96	49.5145	2.1501	49.5838	49.5894	0.9985
128	0.000	ZZ onsite	97	49.9691	2.1908	49.9728	49.9701	1.0000
128	0.000	ZZ onsite	98	50.0532	2.1943	50.0623	50.0604	0.9999
128	0.000	ZZ onsite	99	45.8481	2.1490	45.8897	45.8940	0.9990
128	0.000	ZZ onsite	100	50.6297	2.1430	50.7225	50.7292	0.9980
128	0.000	ZZ onsite	101	45.4867	2.1260	45.5524	45.5603	0.9984
128	0.000	ZZ onsite	102	54.5655	2.2178	54.5859	54.5600	1.0001
