L	doping	observable	site	G_median	G_min	G_max_over_chi	Gmax_ceiling	ratio_median
64	0.000	DoubleOcc	40	28.7444	2.1044	28.7774	28.7795	0.9988
64	0.000	DoubleOcc	41	29.9597	2.2231	29.9928	29.9578	1.0001
64	0.000	DoubleOcc	42	26.0405	1.9599	26.1391	26.1470	0.9959
64	0.000	DoubleOcc	43	29.1038	2.2734	29.1625	29.1041	1.0000
64	0.000	DoubleOcc	44	28.9525	2.1599	28.9552	28.9545	0.9999
64	0.000	DoubleOcc	45	27.3646	2.1117	27.3814	27.3807	0.9994
64	0.000	DoubleOcc	46	26.4056	2.1191	26.4250	26.4247	0.9993
64	0.000	DoubleOcc	47	26.5871	2.1130	26.6009	26.5999	0.9995
64	0.000	DoubleOcc	48	25.3511	2.1887	25.3720	25.3551	0.9998
64	0.000	DoubleOcc	49	26.9399	2.1194	26.9503	26.9499	0.9996
64	0.000	DoubleOcc	50	26.9871	2.1190	27.0122	27.0093	0.9992
64	0.000	DoubleOcc	51	30.7951	2.2080	30.8488	30.8184	0.9992
64	0.000	DoubleOcc	52	26.7733	2.1300	26.7907	26.7896	0.9994
64	0.000	DoubleOcc	53	31.3060	2.2010	31.3675	31.3395	0.9989
64	0.000	DoubleOcc	54	27.1737	2.2353	27.2350	27.2013	0.9990
64	0.000	DoubleOcc	55	28.2465	2.1324	28.2550	28.2548	0.9997
64	0.000	DoubleOcc	56	28.6154	2.2799	28.6642	28.6134	1.0001
64	0.000	DoubleOcc	57	25.9087	2.1559	25.9214	25.9084	1.0000
64	0.000	DoubleOcc	58	30.0080	2.1255	30.0566	30.0389	0.9990
64	0.000	DoubleOcc	59	28.7329	2.0278	28.7589	28.7589	0.9991
64	0.000	DoubleOcc	60	27.6290	2.2390	27.6957	27.6899	0.9978
64	0.000	DoubleOcc	61	32.7530	2.0173	32.7807	32.7804	0.9992
64	0.000	DoubleOcc	62	31.5061	2.4244	31.6845	31.6803	0.9945
64	0.000	DoubleOcc	63	28.2069	2.1595	28.2465	28.2466	0.9986
64	0.000	DoubleOcc	64	46.4397	5.7354	46.4404	46.4405	1.0000
64	0.000	Sz	1	1.0000	1.0000	1.0000	1.0000	1.0000
64	0.000	Sz	2	1.0000	1.0000	1.0000	1.0000	1.0000
64	0.000	Sz	3	1.0000	1.0000	1.0000	1.0000	1.0000
64	0.000	Sz	4	1.0000	1.0000	1.0000	1.0000	1.0000
64	0.000	Sz	5	1.0000	1.0000	1.0000	1.0000	1.0000
64	0.000	Sz	6	1.0000	1.0000	1.0000	1.0000	1.0000
64	0.000	Sz	7	1.0000	1.0000	1.0000	1.0000	1.0000
64	0.000	Sz	8	1.0000	1.0000	1.0000	1.0000	1.0000
64	0.000	Sz	9	1.0000	1.0000	1.0000	1.0000	1.0000
64	0.000	Sz	10	1.0000	1.0000	1.0000	1.0000	1.0000
64	0.000	Sz	11	1.0000	1.0000	1.0000	1.0000	1.0000
64	0.000	Sz	12	1.0000	1.0000	1.0000	1.0000	1.0000
64	0.000	Sz	13	1.0000	1.0000	1.0000	1.0000	1.0000
64	0.000	Sz	14	1.0000	1.0000	1.0000	1.0000	1.0000
64	0.000	Sz	15	1.0000	1.0000	1.0000	1.0000	1.0000
64	0.000	Sz	16	1.0000	1.0000	1.0000	1.0000	1.0000
64	0.000	Sz	17	1.0000	1.0000	1.0000	1.0000	1.0000
64	0.000	Sz	18	1.0000	1.0000	1.0000	1.0000	1.0000
64	0.000	Sz	19	1.0000	1.0000	1.0000	1.0000	1.0000
64	0.000	Sz	20	1.0000	1.0000	1.0000	1.0000	1.0000
64	0.000	Sz	21	1.0000	1.0000	1.0000	1.0000	1.0000
64	0.000	Sz	22	1.0000	1.0000	1.0000	1.0000	1.0000
64	0.000	Sz	23	1.0000	1.0000	1.0000	1.0000	1.0000
64	0.000	Sz	24	1.0000	1.0000	1.0000	1.0000	1.0000
64	0.000	Sz	25	1.0000	1.0000	1.0000	1.0000	1.0000
64	0.000	Sz	26	1.0000	1.0000	1.0000	1.0000	1.0000
64	0.000	Sz	27	1.0000	1.0000	1.0000	1.0000	1.0000
64	0.000	Sz	28	1.0000	1.0000	1.0000	1.0000	1.0000
64	0.000	Sz	29	1.0000	1.0000	1.0000	1.0000	1.0000
64	0.000	Sz	30	1.0000	1.0000	1.0000	1.0000	1.0000
64	0.000	Sz	31	1.0000	1.0000	1.0000	1.0000	1.0000
64	0.000	Sz	32	1.0000	1.0000	1.0000	1.0000	1.0000
64	0.000	Sz	33	1.0000	1.0000	1.0000	1.0000	1.0000
64	0.000	Sz	34	1.0000	1.0000	1.0000	1.0000	1.0000
64	0.000	Sz	35	1.0000	1.0000	1.0000	1.0000	1.0000
64	0.000	Sz	36	1.0000	1.0000	1.0000	1.0000	1.0000
64	0.000	Sz	37	1.0000	1.0000	1.0000	1.0000	1.0000
64	0.000	Sz	38	1.0000	1.0000	1.0000	1.0000	1.0000
64	0.000	Sz	39	1.0000	1.0000	1.0000	1.0000	1.0000
64	0.000	Sz	40	1.0000	1.0000	1.0000	1.0000	1.0000
64	0.000	Sz	41	1.0000	1.0000	1.0000	1.0000	1.0000
64	0.000	Sz	42	1.0000	1.0000	1.0000	1.0000	1.0000
64	0.000	Sz	43	1.0000	1.0000	1.0000	1.0000	1.0000
64	0.000	Sz	44	1.0000	1.0000	1.0000	1.0000	1.0000
64	0.000	Sz	45	1.0000	1.0000	1.0000	1.0000	1.0000
64	0.000	Sz	46	1.0000	1.0000	1.0000	1.0000	1.0000
64	0.000	Sz	47	1.0000	1.0000	1.0000	1.0000	1.0000
64	0.000	Sz	48	1.0000	1.0000	1.0000	1.0000	1.0000
64	0.000	Sz	49	1.0000	1.0000	1.0000	1.0000	1.0000
64	0.000	Sz	50	1.0000	1.0000	1.0000	1.0000	1.0000
64	0.000	Sz	51	1.0000	1.0000	1.0000	1.0000	1.0000
64	0.000	Sz	52	1.0000	1.0000	1.0000	1.0000	1.0000
64	0.000	Sz	53	1.0000	1.0000	1.0000	1.0000	1.0000
64	0.000	Sz	54	1.0000	1.0000	1.0000	1.0000	1.0000
64	0.000	Sz	55	1.0000	1.0000	1.0000	1.0000	1.0000
64	0.000	Sz	56	1.0000	1.0000	1.0000	1.0000	1.0000
64	0.000	Sz	57	1.0000	1.0000	1.0000	1.0000	1.0000
64	0.000	Sz	58	1.0000	1.0000	1.0000	1.0000	1.0000
64	0.000	Sz	59	1.0000	1.0000	1.0000	1.0000	1.0000
64	0.000	Sz	60	1.0000	1.0000	1.0000	1.0000	1.0000
64	0.000	Sz	61	1.0000	1.0000	1.0000	1.0000	1.0000
64	0.000	Sz	62	1.0000	1.0000	1.0000	1.0000	1.0000
64	0.000	Sz	63	1.0000	1.0000	1.0000	1.0000	1.0000
64	0.000	Sz	64	1.0000	1.0000	1.0000	1.0000	1.0000
64	0.000	SzSz r=1	1	101.3518	5.0351	102.2719	102.2176	0.9915
64	0.000	SzSz r=1	2	7.4615	1.0121	7.4654	7.4654	0.9995
64	0.000	SzSz r=1	3	53.6182	1.7052	54.6499	54.6412	0.9813
64	0.000	SzSz r=1	4	11.8549	1.4008	11.9001	11.9011	0.9961
64	0.000	SzSz r=1	5	37.2494	1.2267	38.0682	38.0740	0.9783
64	0.000	SzSz r=1	6	13.7448	7.9840	13.9255	13.9249	0.9871
64	0.000	SzSz r=1	7	29.1550	1.0453	29.6921	29.6975	0.9817
64	0.000	SzSz r=1	8	13.7343	7.9451	14.0616	14.0654	0.9765
64	0.000	SzSz r=1	9	35.2559	1.0126	36.4290	36.4290	0.9678
64	0.000	SzSz r=1	10	14.3418	8.3155	14.6014	14.5961	0.9826
64	0.000	SzSz r=1	11	28.5754	0.9273	29.7010	29.7039	0.9620
64	0.000	SzSz r=1	12	13.5657	8.0449	13.8049	13.8023	0.9829
64	0.000	SzSz r=1	13	32.9936	0.9233	34.1271	34.1231	0.9669
64	0.000	SzSz r=1	14	16.3554	8.8677	17.0435	17.0452	0.9595
64	0.000	SzSz r=1	15	30.6263	0.8951	32.3700	32.3715	0.9461
64	0.000	SzSz r=1	16	15.8999	8.5943	16.5707	16.5787	0.9591
64	0.000	SzSz r=1	17	30.1980	0.8525	31.1284	31.1258	0.9702
64	0.000	SzSz r=1	18	15.3270	8.5160	15.9549	15.9573	0.9605
64	0.000	SzSz r=1	19	31.5122	0.8141	32.3817	32.3302	0.9747
64	0.000	SzSz r=1	20	17.5033	9.0128	18.5686	18.5876	0.9417
64	0.000	SzSz r=1	21	29.4948	0.8091	31.1730	31.1757	0.9461
64	0.000	SzSz r=1	22	15.4128	8.9209	15.5996	15.5022	0.9942
64	0.000	SzSz r=1	23	26.9170	0.8450	28.5310	28.5341	0.9433
64	0.000	SzSz r=1	24	16.7746	9.2566	17.6472	17.6574	0.9500
64	0.000	SzSz r=1	25	30.7239	0.8683	32.6761	32.6825	0.9401
64	0.000	SzSz r=1	26	18.9410	10.1846	19.4847	19.4704	0.9728
64	0.000	SzSz r=1	27	27.0446	0.8271	28.6040	28.6067	0.9454
64	0.000	SzSz r=1	28	19.8037	10.6791	20.7965	20.7961	0.9523
64	0.000	SzSz r=1	29	29.1676	0.8143	30.6927	30.6908	0.9504
64	0.000	SzSz r=1	30	19.6460	10.3387	20.3929	20.3926	0.9634
64	0.000	SzSz r=1	31	27.6318	0.7997	29.0078	29.0032	0.9527
64	0.000	SzSz r=1	32	18.4986	10.0782	19.3966	19.4075	0.9532
64	0.000	SzSz r=1	33	26.1700	0.8323	27.7925	27.7965	0.9415
64	0.000	SzSz r=1	34	18.6112	9.9474	19.5195	19.5306	0.9529
64	0.000	SzSz r=1	35	29.0483	0.8099	30.6047	30.5937	0.9495
64	0.000	SzSz r=1	36	17.0427	9.8197	17.4895	17.4787	0.9751
64	0.000	SzSz r=1	37	28.3265	0.8223	30.3316	30.3365	0.9337
64	0.000	SzSz r=1	38	18.1868	9.7210	18.7653	18.7634	0.9693
64	0.000	SzSz r=1	39	27.6618	0.8830	30.5314	30.5478	0.9055
64	0.000	SzSz r=1	40	16.6561	9.4733	17.1709	17.1721	0.9700
64	0.000	SzSz r=1	41	28.1381	0.8400	29.9391	29.8965	0.9412
64	0.000	SzSz r=1	42	17.6948	9.9797	18.2762	18.2806	0.9680
64	0.000	SzSz r=1	43	29.1312	0.8130	30.6015	30.5535	0.9534
64	0.000	SzSz r=1	44	17.0856	10.0370	17.2874	17.2799	0.9888
64	0.000	SzSz r=1	45	26.7418	0.8271	27.9409	27.9389	0.9571
64	0.000	SzSz r=1	46	15.8987	9.3897	15.9274	15.9169	0.9989
64	0.000	SzSz r=1	47	30.2319	0.8319	31.6296	31.6216	0.9561
64	0.000	SzSz r=1	48	16.5971	10.0351	16.9632	16.9594	0.9786
64	0.000	SzSz r=1	49	28.3007	0.8860	29.8389	29.8379	0.9485
64	0.000	SzSz r=1	50	16.4697	9.5468	16.9163	16.9179	0.9735
64	0.000	SzSz r=1	51	30.1846	0.9484	32.6248	32.6287	0.9251
64	0.000	SzSz r=1	52	16.0314	9.6587	16.2013	16.1741	0.9912
64	0.000	SzSz r=1	53	31.0778	0.9778	33.1340	33.1345	0.9379
64	0.000	SzSz r=1	54	15.6588	10.0921	15.7863	15.7445	0.9946
64	0.000	SzSz r=1	55	32.0239	1.0611	34.5051	34.5073	0.9280
64	0.000	SzSz r=1	56	14.3725	8.3670	14.4953	14.4984	0.9913
64	0.000	SzSz r=1	57	35.3612	1.0678	37.5194	37.5247	0.9423
64	0.000	SzSz r=1	58	13.3084	7.6455	13.4343	13.4368	0.9904
64	0.000	SzSz r=1	59	41.1306	1.2785	42.4532	42.4473	0.9690
64	0.000	SzSz r=1	60	11.5091	1.4216	11.5444	11.5071	1.0002
64	0.000	SzSz r=1	61	47.9531	1.6579	48.9535	48.9531	0.9796
64	0.000	SzSz r=1	62	8.4364	1.0132	8.4487	8.4482	0.9986
64	0.000	SzSz r=1	63	96.1369	4.8019	97.1247	97.1288	0.9898
64	0.000	ZZ onsite	1	106.9355	6.2949	107.0183	107.0224	0.9992
64	0.000	ZZ onsite	2	60.2613	2.2874	60.2902	60.2608	1.0000
64	0.000	ZZ onsite	3	51.9770	2.4057	52.0207	52.0207	0.9992
64	0.000	ZZ onsite	4	49.7335	2.0662	49.8528	49.7777	0.9991
64	0.000	ZZ onsite	5	56.9562	2.3082	57.0911	57.0546	0.9983
64	0.000	ZZ onsite	6	44.5988	2.1295	44.6156	44.6156	0.9996
64	0.000	ZZ onsite	7	55.7146	2.1545	55.9453	55.8396	0.9978
64	0.000	ZZ onsite	8	54.1848	2.1504	54.2448	54.2451	0.9989
64	0.000	ZZ onsite	9	49.1404	2.2140	49.2856	49.2848	0.9971
64	0.000	ZZ onsite	10	53.3556	2.1510	53.4091	53.4101	0.9990
64	0.000	ZZ onsite	11	50.4228	2.2842	50.8189	50.7156	0.9942
64	0.000	ZZ onsite	12	50.7729	2.1777	50.8299	50.8290	0.9989
64	0.000	ZZ onsite	13	53.7009	2.1897	53.7483	53.7487	0.9991
64	0.000	ZZ onsite	14	56.5081	2.2407	56.7508	56.6515	0.9975
64	0.000	ZZ onsite	15	45.5208	2.1145	45.6909	45.6219	0.9978
64	0.000	ZZ onsite	16	49.7472	2.1806	49.7723	49.7712	0.9995
64	0.000	ZZ onsite	17	49.7136	2.2156	49.7954	49.7733	0.9988
64	0.000	ZZ onsite	18	56.5490	2.1391	56.7139	56.6814	0.9977
64	0.000	ZZ onsite	19	49.2967	2.2082	49.3480	49.3341	0.9992
64	0.000	ZZ onsite	20	46.1440	2.1563	46.1957	46.1924	0.9990
64	0.000	ZZ onsite	21	49.4818	2.2048	49.5171	49.5065	0.9995
64	0.000	ZZ onsite	22	57.8421	2.1925	57.8639	57.8621	0.9997
64	0.000	ZZ onsite	23	51.8158	2.2340	51.9045	51.8509	0.9993
64	0.000	ZZ onsite	24	55.3671	2.1258	55.5438	55.5307	0.9971
64	0.000	ZZ onsite	25	47.7802	2.0919	47.9536	47.9222	0.9970
64	0.000	ZZ onsite	26	50.2762	2.2271	50.3330	50.2787	1.0000
64	0.000	ZZ onsite	27	51.1736	2.1975	51.1812	51.1787	0.9999
64	0.000	ZZ onsite	28	46.3834	2.2104	46.4086	46.3811	1.0001
64	0.000	ZZ onsite	29	45.8304	2.1127	45.9357	45.9289	0.9979
64	0.000	ZZ onsite	30	49.8305	2.1270	49.9469	49.9549	0.9975
64	0.000	ZZ onsite	31	52.3156	2.2076	52.3335	52.3166	1.0000
64	0.000	ZZ onsite	32	43.9812	2.0983	44.1021	44.1112	0.9971
64	0.000	ZZ onsite	33	55.9533	2.2270	56.0001	55.9513	1.0000
64	0.000	ZZ onsite	34	52.3977	2.1635	52.4662	52.4694	0.9986
64	0.000	ZZ onsite	35	49.8695	2.1214	49.9723	49.9773	0.9978
64	0.000	ZZ onsite	36	47.5590	2.1851	47.5775	47.5760	0.9996
64	0.000	ZZ onsite	37	51.2637	2.1704	51.2995	51.3005	0.9993
64	0.000	ZZ onsite	38	56.0449	2.2049	56.0514	56.0451	1.0000
64	0.000	ZZ onsite	39	54.1300	2.2996	54.2849	54.1166	1.0002
64	0.000	ZZ onsite	40	54.9618	2.0969	55.1867	55.2035	0.9956
64	0.000	ZZ onsite	41	52.0964	2.2461	52.1726	52.0917	1.0001
64	0.000	ZZ onsite	42	52.4239	2.0865	52.6478	52.6643	0.9954
64	0.000	ZZ onsite	43	47.2199	2.2319	47.2769	47.2202	1.0000
64	0.000	ZZ onsite	44	48.9000	2.1577	48.9720	48.9743	0.9985
64	0.000	ZZ onsite	45	50.1419	2.1931	50.1490	50.1443	1.0000
64	0.000	ZZ onsite	46	50.7815	2.1603	50.8635	50.8623	0.9984
64	0.000	ZZ onsite	47	47.6330	2.1507	47.6842	47.6801	0.9990
64	0.000	ZZ onsite	48	45.1423	2.1387	45.2388	45.2308	0.9980
64	0.000	ZZ onsite	49	47.9341	2.1363	48.0118	47.9994	0.9986
64	0.000	ZZ onsite	50	48.1098	2.1593	48.1922	48.1828	0.9985
64	0.000	ZZ onsite	51	51.5067	2.1678	51.5336	51.5340	0.9995
64	0.000	ZZ onsite	52	48.8678	2.1232	49.0557	49.0087	0.9971
64	0.000	ZZ onsite	53	53.1002	2.2252	53.2469	53.1835	0.9984
64	0.000	ZZ onsite	54	49.3377	2.2990	49.5796	49.4434	0.9979
64	0.000	ZZ onsite	55	50.2288	2.1863	50.2414	50.2274	1.0000
64	0.000	ZZ onsite	56	46.7000	2.2874	46.7916	46.6959	1.0001
64	0.000	ZZ onsite	57	48.5483	2.2511	48.6527	48.5458	1.0001
64	0.000	ZZ onsite	58	53.5063	2.2407	53.5724	53.5584	0.9990
64	0.000	ZZ onsite	59	54.5288	2.1121	54.5741	54.5742	0.9992
64	0.000	ZZ onsite	60	49.9139	2.2918	50.1539	50.1310	0.9957
64	0.000	ZZ onsite	61	57.6933	2.0682	57.7609	57.7604	0.9988
64	0.000	ZZ onsite	62	54.0885	2.4598	54.5639	54.5542	0.9915
64	0.000	ZZ onsite	63	51.5639	2.2320	51.6372	51.6373	0.9986
64	0.000	ZZ onsite	64	94.4621	6.2912	94.4799	94.4817	0.9998
64	0.000	ZZ up-up r=1	1	207.8038	19.8442	213.5524	213.5430	0.9731
64	0.000	ZZ up-up r=1	2	11.3813	1.2514	11.3874	11.3804	1.0001
64	0.000	ZZ up-up r=1	3	79.1164	4.0487	79.4220	79.4118	0.9963
64	0.000	ZZ up-up r=1	4	17.0963	1.3299	17.2722	17.2753	0.9896
64	0.000	ZZ up-up r=1	5	60.7535	2.8646	61.1904	61.1843	0.9930
64	0.000	ZZ up-up r=1	6	17.2440	6.1762	17.2918	17.2360	1.0005
64	0.000	ZZ up-up r=1	7	54.0413	2.3313	54.1603	54.0551	0.9997
64	0.000	ZZ up-up r=1	8	20.7543	6.5639	21.0009	20.9949	0.9885
64	0.000	ZZ up-up r=1	9	52.5070	2.1694	52.6774	52.6784	0.9967
64	0.000	ZZ up-up r=1	10	21.8046	6.7029	22.2471	22.2455	0.9802
64	0.000	ZZ up-up r=1	11	42.8918	2.0527	43.1633	43.1614	0.9938
64	0.000	ZZ up-up r=1	12	22.2808	6.9516	22.5822	22.5679	0.9873
64	0.000	ZZ up-up r=1	13	45.4010	1.8743	45.4757	45.4033	0.9999
64	0.000	ZZ up-up r=1	14	23.3973	7.0220	23.9581	23.9530	0.9768
64	0.000	ZZ up-up r=1	15	46.5527	1.7942	46.6870	46.5588	0.9999
64	0.000	ZZ up-up r=1	16	23.7040	6.9724	24.6034	24.6144	0.9630
64	0.000	ZZ up-up r=1	17	42.3851	1.8423	42.8085	42.8077	0.9901
64	0.000	ZZ up-up r=1	18	23.7059	7.1005	24.4649	24.4668	0.9689
64	0.000	ZZ up-up r=1	19	43.2726	1.7581	43.4996	43.4994	0.9948
64	0.000	ZZ up-up r=1	20	23.8665	7.1480	24.6784	24.6822	0.9670
64	0.000	ZZ up-up r=1	21	44.9652	1.7716	45.5268	45.5292	0.9876
64	0.000	ZZ up-up r=1	22	24.3713	7.7301	24.6186	24.3143	1.0023
64	0.000	ZZ up-up r=1	23	40.0159	1.6859	40.1847	40.1632	0.9963
64	0.000	ZZ up-up r=1	24	24.0976	7.1364	25.1896	25.2113	0.9558
64	0.000	ZZ up-up r=1	25	39.8740	1.7149	40.3278	40.3301	0.9887
64	0.000	ZZ up-up r=1	26	24.0662	7.4524	24.5548	24.5371	0.9808
64	0.000	ZZ up-up r=1	27	44.5593	1.6425	44.7367	44.6614	0.9977
64	0.000	ZZ up-up r=1	28	27.0176	7.4308	28.3699	28.3989	0.9514
64	0.000	ZZ up-up r=1	29	38.1435	1.7070	38.7221	38.7272	0.9849
64	0.000	ZZ up-up r=1	30	26.5159	7.5003	27.6328	27.6499	0.9590
64	0.000	ZZ up-up r=1	31	43.0432	1.6651	43.5025	43.5003	0.9895
64	0.000	ZZ up-up r=1	32	25.6083	7.5266	26.5032	26.5112	0.9659
64	0.000	ZZ up-up r=1	33	45.4301	1.6936	46.2579	46.2624	0.9820
64	0.000	ZZ up-up r=1	34	26.4023	7.5524	27.4982	27.5200	0.9594
64	0.000	ZZ up-up r=1	35	44.4330	1.7203	45.5092	45.5194	0.9761
64	0.000	ZZ up-up r=1	36	24.1880	7.5411	24.8409	24.8425	0.9737
64	0.000	ZZ up-up r=1	37	45.4519	1.6826	46.1774	46.1760	0.9843
64	0.000	ZZ up-up r=1	38	25.4083	7.7927	25.9109	25.8995	0.9810
64	0.000	ZZ up-up r=1	39	48.0236	1.7605	49.6592	49.6748	0.9668
64	0.000	ZZ up-up r=1	40	24.9406	7.7195	25.5342	25.5344	0.9767
64	0.000	ZZ up-up r=1	41	41.0296	1.7038	41.6615	41.6597	0.9849
64	0.000	ZZ up-up r=1	42	23.5702	7.4635	24.3473	24.3694	0.9672
64	0.000	ZZ up-up r=1	43	45.4704	1.7712	46.7563	46.7619	0.9724
64	0.000	ZZ up-up r=1	44	21.9232	7.5373	22.3112	22.3116	0.9826
64	0.000	ZZ up-up r=1	45	44.0118	1.7602	44.8312	44.8300	0.9817
64	0.000	ZZ up-up r=1	46	21.5389	7.7099	21.7022	21.6894	0.9931
64	0.000	ZZ up-up r=1	47	47.5389	1.8260	48.8023	48.8039	0.9741
64	0.000	ZZ up-up r=1	48	26.6915	8.3396	26.8694	26.8302	0.9948
64	0.000	ZZ up-up r=1	49	44.8838	1.8115	45.3904	45.3168	0.9904
64	0.000	ZZ up-up r=1	50	23.4152	8.0456	23.5556	23.5414	0.9946
64	0.000	ZZ up-up r=1	51	45.9706	1.9617	47.2017	47.2047	0.9739
64	0.000	ZZ up-up r=1	52	21.5660	7.9941	21.6261	21.5505	1.0007
64	0.000	ZZ up-up r=1	53	44.0525	2.2042	46.2050	46.2099	0.9533
64	0.000	ZZ up-up r=1	54	21.6039	7.5419	21.8733	21.8827	0.9873
64	0.000	ZZ up-up r=1	55	49.4266	2.1153	50.1744	50.0972	0.9866
64	0.000	ZZ up-up r=1	56	19.2306	7.4511	19.2404	19.2277	1.0002
64	0.000	ZZ up-up r=1	57	55.4150	2.4594	57.2774	57.2747	0.9675
64	0.000	ZZ up-up r=1	58	18.9519	6.7276	18.9983	18.9973	0.9976
64	0.000	ZZ up-up r=1	59	57.1201	2.8312	58.1132	58.1131	0.9829
64	0.000	ZZ up-up r=1	60	15.8614	1.3448	15.8882	15.8878	0.9983
64	0.000	ZZ up-up r=1	61	75.6721	3.9438	76.1523	76.1568	0.9936
64	0.000	ZZ up-up r=1	62	11.9946	1.2734	12.0108	11.9942	1.0000
64	0.000	ZZ up-up r=1	63	185.9078	19.5130	188.2887	188.2876	0.9874
64	0.000	hop up r=1	1	60.4514	1.0000	60.7590	60.7606	0.9949
64	0.000	hop up r=1	2	17.0421	1.0000	17.1274	17.1280	0.9950
64	0.000	hop up r=1	3	52.8029	1.0000	52.9523	52.9493	0.9972
64	0.000	hop up r=1	4	21.5080	1.0000	21.5572	21.5515	0.9980
64	0.000	hop up r=1	5	46.7280	1.0000	46.8081	46.7688	0.9991
64	0.000	hop up r=1	6	22.8067	1.0000	22.8729	22.8508	0.9981
64	0.000	hop up r=1	7	38.8597	1.0000	38.9100	38.8649	0.9999
64	0.000	hop up r=1	8	23.6006	1.0000	23.8400	23.5815	1.0008
64	0.000	hop up r=1	9	44.0894	1.0000	44.1565	44.1562	0.9985
64	0.000	hop up r=1	10	22.0991	1.0000	22.4604	22.4640	0.9838
64	0.000	hop up r=1	11	34.9480	1.0000	34.9820	34.9492	1.0000
64	0.000	hop up r=1	12	27.9293	1.0000	28.5304	28.5339	0.9788
64	0.000	hop up r=1	13	38.8431	1.0000	39.0338	39.0332	0.9951
64	0.000	hop up r=1	14	21.5703	1.0000	22.0621	22.0694	0.9774
64	0.000	hop up r=1	15	35.3127	1.0000	35.3622	35.3522	0.9989
64	0.000	hop up r=1	16	24.9266	1.0000	25.5822	25.5889	0.9741
64	0.000	hop up r=1	17	35.3108	1.0000	35.5170	35.5183	0.9942
64	0.000	hop up r=1	18	27.0702	1.0000	27.6368	27.6330	0.9796
64	0.000	hop up r=1	19	34.4488	1.0000	34.5627	34.5621	0.9967
64	0.000	hop up r=1	20	22.9786	1.0000	23.8204	23.8378	0.9640
64	0.000	hop up r=1	21	31.8489	1.0000	32.0869	32.0893	0.9925
64	0.000	hop up r=1	22	25.4699	1.0000	25.9524	25.9459	0.9817
64	0.000	hop up r=1	23	32.4336	1.0000	32.4665	32.4290	1.0001
64	0.000	hop up r=1	24	24.5285	1.0000	25.1017	25.1011	0.9772
64	0.000	hop up r=1	25	32.1258	1.0000	32.4696	32.4743	0.9893
64	0.000	hop up r=1	26	23.6140	1.0000	24.3100	24.3173	0.9711
64	0.000	hop up r=1	27	36.9030	1.0000	37.2330	37.2349	0.9911
64	0.000	hop up r=1	28	23.6640	1.0000	24.3052	24.3096	0.9734
64	0.000	hop up r=1	29	34.8107	1.0000	34.9269	34.8988	0.9975
64	0.000	hop up r=1	30	25.0805	1.0000	25.7065	25.7068	0.9756
64	0.000	hop up r=1	31	33.8616	1.0000	34.2367	34.2401	0.9889
64	0.000	hop up r=1	32	24.4584	1.0000	24.9037	24.8972	0.9824
64	0.000	hop up r=1	33	32.8549	1.0000	33.2034	33.2059	0.9894
64	0.000	hop up r=1	34	24.1585	1.0000	25.1441	25.1657	0.9600
64	0.000	hop up r=1	35	30.5177	1.0000	30.7352	30.7344	0.9929
64	0.000	hop up r=1	36	22.3217	1.0000	22.9868	22.9972	0.9706
64	0.000	hop up r=1	37	33.5729	1.0000	33.6673	33.5614	1.0003
64	0.000	hop up r=1	38	28.6878	1.0000	29.0642	28.9912	0.9895
64	0.000	hop up r=1	39	37.1362	1.0000	37.5197	37.5191	0.9898
64	0.000	hop up r=1	40	25.9427	1.0000	26.7860	26.7993	0.9680
64	0.000	hop up r=1	41	34.8495	1.0000	34.9130	34.8401	1.0003
64	0.000	hop up r=1	42	25.8053	1.0000	26.9328	26.9624	0.9571
64	0.000	hop up r=1	43	36.6338	1.0000	36.9131	36.8984	0.9928
64	0.000	hop up r=1	44	26.4464	1.0000	27.0379	27.0404	0.9780
64	0.000	hop up r=1	45	32.4954	1.0000	33.0031	33.0069	0.9845
64	0.000	hop up r=1	46	28.1907	1.0000	28.7613	28.7609	0.9802
64	0.000	hop up r=1	47	36.3028	1.0000	36.8965	36.9002	0.9838
64	0.000	hop up r=1	48	26.1574	1.0000	26.3651	26.3072	0.9943
64	0.000	hop up r=1	49	33.0074	1.0000	33.0744	33.0027	1.0001
64	0.000	hop up r=1	50	22.4904	1.0000	22.9238	22.9319	0.9808
64	0.000	hop up r=1	51	35.8487	1.0000	36.3238	36.3261	0.9869
64	0.000	hop up r=1	52	22.6258	1.0000	22.8587	22.8562	0.9899
64	0.000	hop up r=1	53	38.7336	1.0000	38.8804	38.8530	0.9969
64	0.000	hop up r=1	54	21.3716	1.0000	21.6321	21.6336	0.9879
64	0.000	hop up r=1	55	42.0163	1.0000	42.9149	42.8610	0.9803
64	0.000	hop up r=1	56	21.1736	1.0000	21.2168	21.1655	1.0004
64	0.000	hop up r=1	57	37.9264	1.0000	39.1496	39.1492	0.9688
64	0.000	hop up r=1	58	19.0907	1.0000	19.3153	19.3185	0.9882
64	0.000	hop up r=1	59	41.0224	1.0000	42.2269	42.2247	0.9715
64	0.000	hop up r=1	60	22.4644	1.0000	22.7281	22.7307	0.9883
64	0.000	hop up r=1	61	47.2656	1.0000	47.5277	47.5267	0.9945
64	0.000	hop up r=1	62	16.5050	1.0000	16.5450	16.5450	0.9976
64	0.000	hop up r=1	63	71.3529	1.0000	71.4612	71.4576	0.9985
64	0.000	n	1	1.0000	1.0000	1.0000	1.0000	1.0000
