W	LX	geometry	U	Hvar	state	kind	i	j	name	value
1	16	torus	8.0	4.709e-11	true	bond	1	2	Za	-0.000000000000
1	16	torus	8.0	4.709e-11	true	bond	1	2	Zab	-0.852791476308
1	16	torus	8.0	4.709e-11	true	bond	1	2	Zabc	-0.000000000000
1	16	torus	8.0	4.709e-11	true	bond	1	2	Zabcd	0.851501656004
1	16	torus	8.0	4.709e-11	true	bond	1	2	Zabd	0.000000000000
1	16	torus	8.0	4.709e-11	true	bond	1	2	Zac	-0.570546800079
1	16	torus	8.0	4.709e-11	true	bond	1	2	Zacd	0.000000000000
1	16	torus	8.0	4.709e-11	true	bond	1	2	Zad	0.500689439053
1	16	torus	8.0	4.709e-11	true	bond	1	2	Zb	0.000000000000
1	16	torus	8.0	4.709e-11	true	bond	1	2	Zbc	0.500689439053
1	16	torus	8.0	4.709e-11	true	bond	1	2	Zbcd	-0.000000000000
1	16	torus	8.0	4.709e-11	true	bond	1	2	Zbd	-0.570546800079
1	16	torus	8.0	4.709e-11	true	bond	1	2	Zc	0.000000000000
1	16	torus	8.0	4.709e-11	true	bond	1	2	Zcd	-0.852791476308
1	16	torus	8.0	4.709e-11	true	bond	1	2	Zd	-0.000000000000
1	16	torus	8.0	4.709e-11	true	bond	1	2	hopD	0.311727860535
1	16	torus	8.0	4.709e-11	true	bond	1	2	hopD_Za	-0.000000000000
1	16	torus	8.0	4.709e-11	true	bond	1	2	hopD_Zc	0.000000000000
1	16	torus	8.0	4.709e-11	true	bond	1	2	hopU	0.311727860535
1	16	torus	8.0	4.709e-11	true	bond	1	2	hopU_Zb	0.000000000000
1	16	torus	8.0	4.709e-11	true	bond	1	2	hopU_Zd	-0.000000000000
1	16	torus	8.0	4.709e-11	true	dist	1	2	FF	0.851501656004
1	16	torus	8.0	4.709e-11	true	dist	1	2	hopU	0.311727860535
1	16	torus	8.0	4.709e-11	true	dist	1	3	FF	0.729810837144
1	16	torus	8.0	4.709e-11	true	dist	1	3	hopU	-0.000000000000
1	16	torus	8.0	4.709e-11	true	dist	1	4	FF	0.727838448326
1	16	torus	8.0	4.709e-11	true	dist	1	4	hopU	-0.025234933821
1	16	torus	8.0	4.709e-11	true	dist	1	5	FF	0.727264002619
1	16	torus	8.0	4.709e-11	true	dist	1	5	hopU	-0.000000000000
1	16	torus	8.0	4.709e-11	true	dist	1	6	FF	0.727292393867
1	16	torus	8.0	4.709e-11	true	dist	1	6	hopU	0.003796962840
1	16	torus	8.0	4.709e-11	true	dist	1	7	FF	0.727246368497
1	16	torus	8.0	4.709e-11	true	dist	1	7	hopU	0.000000000000
1	16	torus	8.0	4.709e-11	true	dist	1	8	FF	0.727266283117
1	16	torus	8.0	4.709e-11	true	dist	1	8	hopU	-0.000565810959
1	16	torus	8.0	4.709e-11	true	dist	1	9	FF	0.727248690398
1	16	torus	8.0	4.709e-11	true	dist	1	9	hopU	0.000000000000
1	16	torus	8.0	4.709e-11	UHF	bond	1	2	Za	0.938535770346
1	16	torus	8.0	4.709e-11	UHF	bond	1	2	Zab	-0.880849392219
1	16	torus	8.0	4.709e-11	UHF	bond	1	2	Zabc	0.881763464226
1	16	torus	8.0	4.709e-11	UHF	bond	1	2	Zabcd	0.882678484782
1	16	torus	8.0	4.709e-11	UHF	bond	1	2	Zabd	-0.881763464228
1	16	torus	8.0	4.709e-11	UHF	bond	1	2	Zac	-0.939509704464
1	16	torus	8.0	4.709e-11	UHF	bond	1	2	Zacd	-0.881763464227
1	16	torus	8.0	4.709e-11	UHF	bond	1	2	Zad	0.880849392221
1	16	torus	8.0	4.709e-11	UHF	bond	1	2	Zb	-0.938535770346
1	16	torus	8.0	4.709e-11	UHF	bond	1	2	Zbc	0.880849392219
1	16	torus	8.0	4.709e-11	UHF	bond	1	2	Zbcd	0.881763464227
1	16	torus	8.0	4.709e-11	UHF	bond	1	2	Zbd	-0.939509704464
1	16	torus	8.0	4.709e-11	UHF	bond	1	2	Zc	-0.938535770346
1	16	torus	8.0	4.709e-11	UHF	bond	1	2	Zcd	-0.880849392220
1	16	torus	8.0	4.709e-11	UHF	bond	1	2	Zd	0.938535770346
1	16	torus	8.0	4.709e-11	UHF	bond	1	2	hopD	0.242198910494
1	16	torus	8.0	4.709e-11	UHF	bond	1	2	hopD_Za	0.227312341037
1	16	torus	8.0	4.709e-11	UHF	bond	1	2	hopD_Zc	-0.227312341037
1	16	torus	8.0	4.709e-11	UHF	bond	1	2	hopU	0.242198910494
1	16	torus	8.0	4.709e-11	UHF	bond	1	2	hopU_Zb	-0.227312341037
1	16	torus	8.0	4.709e-11	UHF	bond	1	2	hopU_Zd	0.227312341035
1	16	torus	8.0	4.709e-11	UHF	dist	1	2	FF	0.882678484782
1	16	torus	8.0	4.709e-11	UHF	dist	1	2	hopU	0.242198910494
1	16	torus	8.0	4.709e-11	UHF	dist	1	3	FF	0.774385389662
1	16	torus	8.0	4.709e-11	UHF	dist	1	3	hopU	0.029286406196
1	16	torus	8.0	4.709e-11	UHF	dist	1	4	FF	0.775993068013
1	16	torus	8.0	4.709e-11	UHF	dist	1	4	hopU	-0.007436062772
1	16	torus	8.0	4.709e-11	UHF	dist	1	5	FF	0.775892343493
1	16	torus	8.0	4.709e-11	UHF	dist	1	5	hopU	-0.001370362590
1	16	torus	8.0	4.709e-11	UHF	dist	1	6	FF	0.775895862664
1	16	torus	8.0	4.709e-11	UHF	dist	1	6	hopU	0.000345992420
1	16	torus	8.0	4.709e-11	UHF	dist	1	7	FF	0.775895642777
1	16	torus	8.0	4.709e-11	UHF	dist	1	7	hopU	0.000071457541
1	16	torus	8.0	4.709e-11	UHF	dist	1	8	FF	0.775895652271
1	16	torus	8.0	4.709e-11	UHF	dist	1	8	hopU	-0.000016962737
1	16	torus	8.0	4.709e-11	UHF	dist	1	9	FF	0.775895651661
1	16	torus	8.0	4.709e-11	UHF	dist	1	9	hopU	-0.000007777000
1	16	torus	8.0	4.709e-11	chi2	bond	1	2	Za	-0.000000000000
1	16	torus	8.0	4.709e-11	chi2	bond	1	2	Zab	-1.000000000000
1	16	torus	8.0	4.709e-11	chi2	bond	1	2	Zabc	-0.000000000000
1	16	torus	8.0	4.709e-11	chi2	bond	1	2	Zabcd	1.000000000000
1	16	torus	8.0	4.709e-11	chi2	bond	1	2	Zabd	0.000000000000
1	16	torus	8.0	4.709e-11	chi2	bond	1	2	Zac	-1.000000000000
1	16	torus	8.0	4.709e-11	chi2	bond	1	2	Zacd	0.000000000000
1	16	torus	8.0	4.709e-11	chi2	bond	1	2	Zad	1.000000000000
1	16	torus	8.0	4.709e-11	chi2	bond	1	2	Zb	0.000000000000
1	16	torus	8.0	4.709e-11	chi2	bond	1	2	Zbc	1.000000000000
1	16	torus	8.0	4.709e-11	chi2	bond	1	2	Zbcd	-0.000000000000
1	16	torus	8.0	4.709e-11	chi2	bond	1	2	Zbd	-1.000000000000
1	16	torus	8.0	4.709e-11	chi2	bond	1	2	Zc	0.000000000000
1	16	torus	8.0	4.709e-11	chi2	bond	1	2	Zcd	-1.000000000000
1	16	torus	8.0	4.709e-11	chi2	bond	1	2	Zd	-0.000000000000
1	16	torus	8.0	4.709e-11	chi2	bond	1	2	hopD	0.000000000000
1	16	torus	8.0	4.709e-11	chi2	bond	1	2	hopD_Za	0.000000000000
1	16	torus	8.0	4.709e-11	chi2	bond	1	2	hopD_Zc	0.000000000000
1	16	torus	8.0	4.709e-11	chi2	bond	1	2	hopU	0.000000000000
1	16	torus	8.0	4.709e-11	chi2	bond	1	2	hopU_Zb	0.000000000000
1	16	torus	8.0	4.709e-11	chi2	bond	1	2	hopU_Zd	0.000000000000
1	16	torus	8.0	4.709e-11	chi2	dist	1	2	FF	1.000000000000
1	16	torus	8.0	4.709e-11	chi2	dist	1	2	hopU	0.000000000000
1	16	torus	8.0	4.709e-11	chi2	dist	1	3	FF	1.000000000000
