W	LX	nsites	geometry	bipartite	U	Eref	Hvar	prior	global_fid	observable	nA	F_supp	D_supp	true	prior_val	Delta	eps	G	G_max
4	4	16	cylinder	true	12.0	-5.3999371075	2.056e-03	chi2	6.9290988637e-02	ZZ onsite	2	0.94458278	5.54172230e-02	-0.8891655541	-1.0000000000	1.108344e-01	1.246500e-01	54.165233	336.635558
4	4	16	cylinder	true	12.0	-5.3999371075	2.056e-03	chi4	3.5405623204e-01	ZZ onsite	2	0.94458278	5.54172230e-02	-0.8891655541	-1.0000000000	1.108344e-01	1.246500e-01	54.165233	336.635558
4	4	16	cylinder	true	12.0	-5.3999371075	2.056e-03	chi8	6.6193824201e-01	ZZ onsite	2	0.99153389	3.43967460e-02	-0.8891655541	-0.9579590461	6.879349e-02	7.736860e-02	111.873218	336.635558
4	4	16	cylinder	true	12.0	-5.3999371075	2.056e-03	chi16	7.5392063486e-01	ZZ onsite	2	0.99334729	3.12828739e-02	-0.8891655541	-0.9517313019	6.256575e-02	7.036457e-02	126.469644	336.635558
4	4	16	cylinder	true	12.0	-5.3999371075	2.056e-03	chi32	9.2673624504e-01	ZZ onsite	2	0.99950733	9.71604144e-03	-0.8891655541	-0.9085976370	1.943208e-02	2.185429e-02	290.127306	336.635558
4	4	16	cylinder	true	12.0	-5.3999371075	2.056e-03	chi64	9.7853110254e-01	ZZ onsite	2	0.99992911	3.78939972e-03	-0.8891655541	-0.8967443535	7.578799e-03	8.523496e-03	328.622454	336.635558
4	4	16	cylinder	true	12.0	-5.3999371075	2.056e-03	chi128	9.9492389571e-01	ZZ onsite	2	0.99999524	9.93688600e-04	-0.8891655541	-0.8911529313	1.987377e-03	2.235104e-03	336.072056	336.635558
4	4	16	cylinder	true	12.0	-5.3999371075	2.056e-03	chi256	9.9939007864e-01	ZZ onsite	2	0.99999988	1.56109745e-04	-0.8891655541	-0.8894777736	3.122195e-04	3.511376e-04	336.621628	336.635558
4	4	16	cylinder	true	12.0	-5.3999371075	2.056e-03	UHF	8.4637648073e-02	ZZ onsite	2	0.54745821	4.76990453e-01	-0.8891655541	-0.8998833543	1.071780e-02	1.205377e-02	320.982631	336.635558
4	4	16	cylinder	true	12.0	-5.3999371075	2.056e-03	chi2	6.9290988637e-02	ZZ up-up nb	2	0.95799882	2.00591838e-01	-0.4011836753	-0.0000000000	-4.011837e-01	1.000000e+00	1.000000	18.050821
4	4	16	cylinder	true	12.0	-5.3999371075	2.056e-03	chi4	3.5405623204e-01	ZZ up-up nb	2	0.96953742	1.69641121e-01	-0.4011836753	-0.0619014324	-3.392822e-01	8.457030e-01	1.368007	18.050821
4	4	16	cylinder	true	12.0	-5.3999371075	2.056e-03	chi8	6.6193824201e-01	ZZ up-up nb	2	0.99564082	6.20947422e-02	-0.4011836753	-0.2769941908	-1.241895e-01	3.095577e-01	6.853238	18.050821
4	4	16	cylinder	true	12.0	-5.3999371075	2.056e-03	chi16	7.5392063486e-01	ZZ up-up nb	2	0.99726733	4.89145208e-02	-0.4011836753	-0.3033546336	-9.782904e-02	2.438510e-01	8.963124	18.050821
4	4	16	cylinder	true	12.0	-5.3999371075	2.056e-03	chi32	9.2673624504e-01	ZZ up-up nb	2	0.99949353	2.08124390e-02	-0.4011836753	-0.3595587973	-4.162488e-02	1.037552e-01	15.251366	18.050821
4	4	16	cylinder	true	12.0	-5.3999371075	2.056e-03	chi64	9.7853110254e-01	ZZ up-up nb	2	0.99992411	8.01003031e-03	-0.4011836753	-0.3851636146	-1.602006e-02	3.993199e-02	17.573034	18.050821
4	4	16	cylinder	true	12.0	-5.3999371075	2.056e-03	chi128	9.9492389571e-01	ZZ up-up nb	2	0.99999373	2.29673651e-03	-0.4011836753	-0.3965902022	-4.593473e-03	1.144980e-02	18.010561	18.050821
