W	LX	nsites	geometry	bipartite	U	Eref	Hvar	prior	global_fid	observable	nA	F_supp	D_supp	true	prior_val	Delta	eps	G	G_max
1	14	14	torus	true	12.0	-3.1703317959	-8.882e-15	chi2	2.3596728751e-01	ZZ onsite	2	0.96416914	3.58308592e-02	-0.9283382815	-1.0000000000	7.166172e-02	7.719354e-02	129.052967	555.357025
1	14	14	torus	true	12.0	-3.1703317959	-8.882e-15	chi4	6.9029626336e-01	ZZ onsite	2	0.96416914	3.58308592e-02	-0.9283382815	-1.0000000000	7.166172e-02	7.719354e-02	129.052967	555.357025
1	14	14	torus	true	12.0	-3.1703317959	-8.882e-15	chi8	8.2946244016e-01	ZZ onsite	2	0.99995311	2.50180284e-03	-0.9283382815	-0.9333418872	5.003606e-03	5.389852e-03	546.555110	555.357025
1	14	14	torus	true	12.0	-3.1703317959	-8.882e-15	chi16	9.5134813499e-01	ZZ onsite	2	0.99976868	5.43836754e-03	-0.9283382815	-0.9392150166	1.087674e-02	1.171635e-02	516.083985	555.357025
1	14	14	torus	true	12.0	-3.1703317959	-8.882e-15	chi32	9.9498870276e-01	ZZ onsite	2	0.99999359	9.35183160e-04	-0.9283382815	-0.9302086478	1.870366e-03	2.014747e-03	554.110140	555.357025
1	14	14	torus	true	12.0	-3.1703317959	-8.882e-15	chi64	9.9970504491e-01	ZZ onsite	2	0.99999996	7.31768717e-05	-0.9283382815	-0.9284846353	1.463537e-04	1.576513e-04	555.349373	555.357025
1	14	14	torus	true	12.0	-3.1703317959	-8.882e-15	chi128	9.9999010576e-01	ZZ onsite	2	1.00000000	2.91930702e-06	-0.9283382815	-0.9283441201	5.838614e-06	6.289317e-06	555.357013	555.357025
1	14	14	torus	true	12.0	-3.1703317959	-8.882e-15	chi256	9.9999978112e-01	ZZ onsite	2	1.00000000	6.68378139e-08	-0.9283382815	-0.9283384152	1.336756e-07	1.439945e-07	555.357025	555.357025
1	14	14	torus	true	12.0	-3.1703317959	-8.882e-15	UHF	6.1561869062e-02	ZZ onsite	2	0.52641012	4.90526002e-01	-0.9283382815	-0.9456014614	1.726318e-02	1.859579e-02	466.021433	555.357025
1	14	14	torus	true	12.0	-3.1703317959	-8.882e-15	chi2	2.3596728751e-01	ZZ up-up nb	2	0.79254996	2.07450037e-01	-0.5850999257	-1.0000000000	4.149001e-01	7.091098e-01	1.947974	47.270842
1	14	14	torus	true	12.0	-3.1703317959	-8.882e-15	chi4	6.9029626336e-01	ZZ up-up nb	2	0.99892452	2.72100044e-02	-0.5850999257	-0.5306799170	-5.442001e-02	9.300977e-02	33.758121	47.270842
1	14	14	torus	true	12.0	-3.1703317959	-8.882e-15	chi8	8.2946244016e-01	ZZ up-up nb	2	0.99870021	2.99787802e-02	-0.5850999257	-0.5251423654	-5.995756e-02	1.024741e-01	31.813216	47.270842
1	14	14	torus	true	12.0	-3.1703317959	-8.882e-15	chi16	9.5134813499e-01	ZZ up-up nb	2	0.99998926	2.66370183e-03	-0.5850999257	-0.5797725221	-5.327404e-03	9.105118e-03	47.090204	47.270842
1	14	14	torus	true	12.0	-3.1703317959	-8.882e-15	chi32	9.9498870276e-01	ZZ up-up nb	2	0.99999999	9.49721748e-05	-0.5850999257	-0.5852898701	1.899443e-04	3.246357e-04	47.270612	47.270842
1	14	14	torus	true	12.0	-3.1703317959	-8.882e-15	chi64	9.9970504491e-01	ZZ up-up nb	2	1.00000000	3.93305550e-05	-0.5850999257	-0.5850212646	-7.866111e-05	1.344405e-04	47.270803	47.270842
1	14	14	torus	true	12.0	-3.1703317959	-8.882e-15	chi128	9.9999010576e-01	ZZ up-up nb	2	1.00000000	1.06790766e-05	-0.5850999257	-0.5850785676	-2.135815e-05	3.650343e-05	47.270839	47.270842
1	14	14	torus	true	12.0	-3.1703317959	-8.882e-15	chi256	9.9999978112e-01	ZZ up-up nb	2	1.00000000	5.80655852e-07	-0.5850999257	-0.5850987644	-1.161312e-06	1.984809e-06	47.270842	47.270842
1	14	14	torus	true	12.0	-3.1703317959	-8.882e-15	UHF	6.1561869062e-02	ZZ up-up nb	2	0.47782280	5.89611468e-01	-0.5850999257	-0.9726132126	3.875133e-01	6.623027e-01	2.219656	47.270842
1	14	14	torus	true	12.0	-3.1703317959	-8.882e-15	chi2	2.3596728751e-01	SzSz nb	4	0.66226672	3.67767804e-01	-0.1419078347	-0.2500000000	1.080922e-01	7.617068e-01	1.391294	3.029798
1	14	14	torus	true	12.0	-3.1703317959	-8.882e-15	chi4	6.9029626336e-01	SzSz nb	4	0.94326823	1.59766721e-01	-0.1419078347	-0.1326699792	-9.237855e-03	6.509757e-02	3.003959	3.029798
1	14	14	torus	true	12.0	-3.1703317959	-8.882e-15	chi8	8.2946244016e-01	SzSz nb	4	0.99633035	5.03692279e-02	-0.1419078347	-0.1276167043	-1.429113e-02	1.007071e-01	2.968684	3.029798
1	14	14	torus	true	12.0	-3.1703317959	-8.882e-15	chi16	9.5134813499e-01	SzSz nb	4	0.99634776	3.22173825e-02	-0.1419078347	-0.1416614364	-2.463983e-04	1.736326e-03	3.029779	3.029798
1	14	14	torus	true	12.0	-3.1703317959	-8.882e-15	chi32	9.9498870276e-01	SzSz nb	4	0.99983063	3.30376260e-03	-0.1419078347	-0.1420523678	1.445331e-04	1.018500e-03	3.029791	3.029798
1	14	14	torus	true	12.0	-3.1703317959	-8.882e-15	chi64	9.9970504491e-01	SzSz nb	4	0.99999956	2.31755359e-04	-0.1419078347	-0.1418950901	-1.274456e-05	8.980873e-05	3.029798	3.029798
