W	LX	geometry	U	Hvar	state	kind	i	j	name	value
1	16	torus	12.0	1.250e-10	true	bond	1	2	Za	-0.000000000000
1	16	torus	12.0	1.250e-10	true	bond	1	2	Zab	-0.928439023286
1	16	torus	12.0	1.250e-10	true	bond	1	2	Zabc	-0.000000000000
1	16	torus	12.0	1.250e-10	true	bond	1	2	Zabcd	0.928111963634
1	16	torus	12.0	1.250e-10	true	bond	1	2	Zabd	0.000000000000
1	16	torus	12.0	1.250e-10	true	bond	1	2	Zac	-0.583799931265
1	16	torus	12.0	1.250e-10	true	bond	1	2	Zacd	0.000000000000
1	16	torus	12.0	1.250e-10	true	bond	1	2	Zad	0.548911572071
1	16	torus	12.0	1.250e-10	true	bond	1	2	Zb	0.000000000000
1	16	torus	12.0	1.250e-10	true	bond	1	2	Zbc	0.548911572071
1	16	torus	12.0	1.250e-10	true	bond	1	2	Zbcd	-0.000000000000
1	16	torus	12.0	1.250e-10	true	bond	1	2	Zbd	-0.583799931265
1	16	torus	12.0	1.250e-10	true	bond	1	2	Zc	0.000000000000
1	16	torus	12.0	1.250e-10	true	bond	1	2	Zcd	-0.928439023287
1	16	torus	12.0	1.250e-10	true	bond	1	2	Zd	-0.000000000000
1	16	torus	12.0	1.250e-10	true	bond	1	2	hopD	0.220406004439
1	16	torus	12.0	1.250e-10	true	bond	1	2	hopD_Za	-0.000000000000
1	16	torus	12.0	1.250e-10	true	bond	1	2	hopD_Zc	0.000000000000
1	16	torus	12.0	1.250e-10	true	bond	1	2	hopU	0.220406004439
1	16	torus	12.0	1.250e-10	true	bond	1	2	hopU_Zb	0.000000000000
1	16	torus	12.0	1.250e-10	true	bond	1	2	hopU_Zd	-0.000000000000
1	16	torus	12.0	1.250e-10	true	dist	1	2	FF	0.928111963634
1	16	torus	12.0	1.250e-10	true	dist	1	2	hopU	0.220406004439
1	16	torus	12.0	1.250e-10	true	dist	1	3	FF	0.862690466365
1	16	torus	12.0	1.250e-10	true	dist	1	3	hopU	-0.000000000000
1	16	torus	12.0	1.250e-10	true	dist	1	4	FF	0.862107638517
1	16	torus	12.0	1.250e-10	true	dist	1	4	hopU	-0.008852210685
1	16	torus	12.0	1.250e-10	true	dist	1	5	FF	0.861994147712
1	16	torus	12.0	1.250e-10	true	dist	1	5	hopU	0.000000000000
1	16	torus	12.0	1.250e-10	true	dist	1	6	FF	0.862007273134
1	16	torus	12.0	1.250e-10	true	dist	1	6	hopU	0.000665836608
1	16	torus	12.0	1.250e-10	true	dist	1	7	FF	0.861997325258
1	16	torus	12.0	1.250e-10	true	dist	1	7	hopU	0.000000000000
1	16	torus	12.0	1.250e-10	true	dist	1	8	FF	0.862002296072
1	16	torus	12.0	1.250e-10	true	dist	1	8	hopU	-0.000055470452
1	16	torus	12.0	1.250e-10	true	dist	1	9	FF	0.861998102098
1	16	torus	12.0	1.250e-10	true	dist	1	9	hopU	0.000000000000
1	16	torus	12.0	1.250e-10	UHF	bond	1	2	Za	0.972420413903
1	16	torus	12.0	1.250e-10	UHF	bond	1	2	Zab	-0.945601461375
1	16	torus	12.0	1.250e-10	UHF	bond	1	2	Zabc	0.945788942782
1	16	torus	12.0	1.250e-10	UHF	bond	1	2	Zabcd	0.945976461361
1	16	torus	12.0	1.250e-10	UHF	bond	1	2	Zabd	-0.945788942782
1	16	torus	12.0	1.250e-10	UHF	bond	1	2	Zac	-0.972613212619
1	16	torus	12.0	1.250e-10	UHF	bond	1	2	Zacd	-0.945788942782
1	16	torus	12.0	1.250e-10	UHF	bond	1	2	Zad	0.945601461375
1	16	torus	12.0	1.250e-10	UHF	bond	1	2	Zb	-0.972420413903
1	16	torus	12.0	1.250e-10	UHF	bond	1	2	Zbc	0.945601461375
1	16	torus	12.0	1.250e-10	UHF	bond	1	2	Zbcd	0.945788942782
1	16	torus	12.0	1.250e-10	UHF	bond	1	2	Zbd	-0.972613212619
1	16	torus	12.0	1.250e-10	UHF	bond	1	2	Zc	-0.972420413903
1	16	torus	12.0	1.250e-10	UHF	bond	1	2	Zcd	-0.945601461375
1	16	torus	12.0	1.250e-10	UHF	bond	1	2	Zd	0.972420413903
1	16	torus	12.0	1.250e-10	UHF	bond	1	2	hopD	0.164352521260
1	16	torus	12.0	1.250e-10	UHF	bond	1	2	hopD_Za	0.159819746750
1	16	torus	12.0	1.250e-10	UHF	bond	1	2	hopD_Zc	-0.159819746750
1	16	torus	12.0	1.250e-10	UHF	bond	1	2	hopU	0.164352521260
1	16	torus	12.0	1.250e-10	UHF	bond	1	2	hopU_Zb	-0.159819746750
1	16	torus	12.0	1.250e-10	UHF	bond	1	2	hopU_Zd	0.159819746750
1	16	torus	12.0	1.250e-10	UHF	dist	1	2	FF	0.945976461361
1	16	torus	12.0	1.250e-10	UHF	dist	1	2	hopU	0.164352521260
1	16	torus	12.0	1.250e-10	UHF	dist	1	3	FF	0.893817386524
1	16	torus	12.0	1.250e-10	UHF	dist	1	3	hopU	0.013501933405
1	16	torus	12.0	1.250e-10	UHF	dist	1	4	FF	0.894171834229
1	16	torus	12.0	1.250e-10	UHF	dist	1	4	hopU	-0.002265951066
1	16	torus	12.0	1.250e-10	UHF	dist	1	5	FF	0.894161974222
1	16	torus	12.0	1.250e-10	UHF	dist	1	5	hopU	-0.000281190962
1	16	torus	12.0	1.250e-10	UHF	dist	1	6	FF	0.894162127946
