dim	W	LX	nsites	geometry	bipartite	U	Eref	Hvar	prior	global_fid	observable	nA	F_supp	D_supp	true	prior_val	Delta	eps	G	G_max
1D	1	12	12	torus	true	4.0	-6.9203535624	0.000e+00	chi128	9.9972423952e-01	SxSx nb	4	0.99999902	6.07600800e-04	-0.1091758457	-0.1091173422	-5.850349e-05	5.358648e-04	2.191422	2.191422
1D	1	12	12	torus	true	4.0	-6.9203535624	0.000e+00	chi256	9.9999216208e-01	SxSx nb	4	0.99999999	4.11949923e-05	-0.1091758457	-0.1091732453	-2.600385e-06	2.381831e-05	2.191422	2.191422
1D	1	12	12	torus	true	4.0	-6.9203535624	0.000e+00	UHF	1.7883295442e-01	SxSx nb	4	0.59058738	5.66742309e-01	-0.1091758457	-0.0240689130	-8.510693e-02	7.795399e-01	1.271122	2.191422
1D	1	12	12	torus	true	4.0	-6.9203535624	0.000e+00	chi2	8.9033469958e-02	DoubleOcc	2	0.80201208	1.97987920e-01	0.0989939598	0.0000000000	9.899396e-02	1.000000e+00	1.000000	1.879715
1D	1	12	12	torus	true	4.0	-6.9203535624	0.000e+00	chi4	3.8356108753e-01	DoubleOcc	2	0.98479710	8.83331867e-02	0.0989939598	0.0548273664	4.416659e-02	4.461544e-01	1.599607	1.879715
1D	1	12	12	torus	true	4.0	-6.9203535624	0.000e+00	chi8	7.3529091359e-01	DoubleOcc	2	0.99982700	1.03770514e-02	0.0989939598	0.0938054341	5.188526e-03	5.241255e-02	1.875183	1.879715
1D	1	12	12	torus	true	4.0	-6.9203535624	0.000e+00	chi16	8.5565799577e-01	DoubleOcc	2	0.99999829	1.03968716e-03	0.0989939598	0.0984741162	5.198436e-04	5.251266e-03	1.879669	1.879715
1D	1	12	12	torus	true	4.0	-6.9203535624	0.000e+00	chi32	9.8520928086e-01	DoubleOcc	2	0.99999551	1.68601893e-03	0.0989939598	0.0981509503	8.430095e-04	8.515767e-03	1.879595	1.879715
1D	1	12	12	torus	true	4.0	-6.9203535624	0.000e+00	chi64	9.9800760097e-01	DoubleOcc	2	0.99999971	4.29969816e-04	0.0989939598	0.0987789748	2.149849e-04	2.171697e-03	1.879707	1.879715
1D	1	12	12	torus	true	4.0	-6.9203535624	0.000e+00	chi128	9.9972423952e-01	DoubleOcc	2	0.99999999	6.23527361e-05	0.0989939598	0.0989627834	3.117637e-05	3.149320e-04	1.879715	1.879715
1D	1	12	12	torus	true	4.0	-6.9203535624	0.000e+00	chi256	9.9999216208e-01	DoubleOcc	2	1.00000000	2.03039692e-06	0.0989939598	0.0989929446	1.015198e-06	1.025516e-05	1.879715	1.879715
1D	1	12	12	torus	true	4.0	-6.9203535624	0.000e+00	UHF	1.7883295442e-01	DoubleOcc	2	0.69614166	3.87674373e-01	0.0989939598	0.1021311705	-3.137211e-03	3.169093e-02	1.878055	1.879715
1D	1	12	12	torus	true	4.0	-6.9203535624	0.000e+00	chi2	8.9033469958e-02	n	2	0.80201208	1.97987920e-01	1.0000000000	1.0000000000	1.998401e-15	1.998401e-15	-28594283348387456.000000	-28594283348384192.000000
1D	1	12	12	torus	true	4.0	-6.9203535624	0.000e+00	chi4	3.8356108753e-01	n	2	0.98479710	8.83331867e-02	1.0000000000	1.0000000000	1.554312e-15	1.554312e-15	-28594283348386164.000000	-28594283348384192.000000
1D	1	12	12	torus	true	4.0	-6.9203535624	0.000e+00	chi8	7.3529091359e-01	n	2	0.99982700	1.03770514e-02	1.0000000000	1.0000000000	2.220446e-16	2.220446e-16	-28594283348384232.000000	-28594283348384192.000000
1D	1	12	12	torus	true	4.0	-6.9203535624	0.000e+00	chi16	8.5565799577e-01	n	2	0.99999829	1.03968716e-03	1.0000000000	1.0000000000	1.887379e-15	1.887379e-15	-28594283348387104.000000	-28594283348384192.000000
1D	1	12	12	torus	true	4.0	-6.9203535624	0.000e+00	chi32	9.8520928086e-01	n	2	0.99999551	1.68601893e-03	1.0000000000	1.0000000000	8.881784e-16	8.881784e-16	-28594283348384836.000000	-28594283348384192.000000
1D	1	12	12	torus	true	4.0	-6.9203535624	0.000e+00	chi64	9.9800760097e-01	n	2	0.99999971	4.29969816e-04	1.0000000000	1.0000000000	2.664535e-15	2.664535e-15	-28594283348389996.000000	-28594283348384192.000000
1D	1	12	12	torus	true	4.0	-6.9203535624	0.000e+00	chi128	9.9972423952e-01	n	2	0.99999999	6.23527361e-05	1.0000000000	1.0000000000	-6.661338e-16	6.661338e-16	-28594283348384552.000000	-28594283348384192.000000
1D	1	12	12	torus	true	4.0	-6.9203535624	0.000e+00	chi256	9.9999216208e-01	n	2	1.00000000	2.03039692e-06	1.0000000000	1.0000000000	1.554312e-15	1.554312e-15	-28594283348386164.000000	-28594283348384192.000000
1D	1	12	12	torus	true	4.0	-6.9203535624	0.000e+00	UHF	1.7883295442e-01	n	2	0.69614166	3.87674373e-01	1.0000000000	1.0000000000	4.107825e-15	4.107825e-15	-28594283348397988.000000	-28594283348384192.000000
1D	1	12	12	torus	true	4.0	-6.9203535624	0.000e+00	chi2	8.9033469958e-02	Sz	2	0.80201208	1.97987920e-01	-0.0000000000	-0.0000000000	4.535140e-15	NaN	1.000000	1.000000
1D	1	12	12	torus	true	4.0	-6.9203535624	0.000e+00	chi4	3.8356108753e-01	Sz	2	0.98479710	8.83331867e-02	-0.0000000000	-0.0000000000	2.352697e-16	NaN	1.000000	1.000000
1D	1	12	12	torus	true	4.0	-6.9203535624	0.000e+00	chi8	7.3529091359e-01	Sz	2	0.99982700	1.03770514e-02	-0.0000000000	-0.0000000000	4.492158e-16	NaN	1.000000	1.000000
1D	1	12	12	torus	true	4.0	-6.9203535624	0.000e+00	chi16	8.5565799577e-01	Sz	2	0.99999829	1.03968716e-03	-0.0000000000	-0.0000000000	-2.552238e-16	NaN	1.000000	1.000000
1D	1	12	12	torus	true	4.0	-6.9203535624	0.000e+00	chi32	9.8520928086e-01	Sz	2	0.99999551	1.68601893e-03	-0.0000000000	-0.0000000000	-1.849171e-16	NaN	1.000000	1.000000
1D	1	12	12	torus	true	4.0	-6.9203535624	0.000e+00	chi64	9.9800760097e-01	Sz	2	0.99999971	4.29969816e-04	-0.0000000000	-0.0000000000	2.922329e-16	NaN	1.000000	1.000000
1D	1	12	12	torus	true	4.0	-6.9203535624	0.000e+00	chi128	9.9972423952e-01	Sz	2	0.99999999	6.23527361e-05	-0.0000000000	-0.0000000000	1.768009e-17	NaN	1.000000	1.000000
1D	1	12	12	torus	true	4.0	-6.9203535624	0.000e+00	chi256	9.9999216208e-01	Sz	2	1.00000000	2.03039692e-06	-0.0000000000	-0.0000000000	4.421143e-18	NaN	1.000000	1.000000
1D	1	12	12	torus	true	4.0	-6.9203535624	0.000e+00	UHF	1.7883295442e-01	Sz	2	0.69614166	3.87674373e-01	-0.0000000000	0.3845371626	-3.845372e-01	NaN	0.070702	1.000000
2D	2	4	8	torus	true	12.0	-2.4400344848	-3.553e-15	chi2	3.1056111049e-01	ZZ onsite	2	0.95459483	4.54051658e-02	-0.9091896684	-1.0000000000	9.081033e-02	9.988051e-02	81.257066	424.810902
2D	2	4	8	torus	true	12.0	-2.4400344848	-3.553e-15	chi4	6.7811968483e-01	ZZ onsite	2	0.95459483	4.54051658e-02	-0.9091896684	-1.0000000000	9.081033e-02	9.988051e-02	81.257066	424.810902
2D	2	4	8	torus	true	12.0	-2.4400344848	-3.553e-15	chi8	8.6240749727e-01	ZZ onsite	2	0.99746247	1.86410614e-02	-0.9091896684	-0.9464717911	3.728212e-02	4.100588e-02	248.045859	424.810902
2D	2	4	8	torus	true	12.0	-2.4400344848	-3.553e-15	chi16	9.2453639547e-01	ZZ onsite	2	0.99950822	8.78430804e-03	-0.9091896684	-0.9267582845	1.756862e-02	1.932338e-02	366.770243	424.810902
2D	2	4	8	torus	true	12.0	-2.4400344848	-3.553e-15	chi32	9.9128953426e-01	ZZ onsite	2	0.99996455	2.44675347e-03	-0.9091896684	-0.9140831753	4.893507e-03	5.382273e-03	419.658619	424.810902
2D	2	4	8	torus	true	12.0	-2.4400344848	-3.553e-15	chi64	9.9734906269e-01	ZZ onsite	2	0.99999488	9.37878925e-04	-0.9091896684	-0.9110654262	1.875758e-03	2.063110e-03	424.045958	424.810902
2D	2	4	8	torus	true	12.0	-2.4400344848	-3.553e-15	chi128	9.9977459171e-01	ZZ onsite	2	0.99999994	1.05947100e-04	-0.9091896684	-0.9094015626	2.118942e-04	2.330583e-04	424.801123	424.810902
2D	2	4	8	torus	true	12.0	-2.4400344848	-3.553e-15	UHF	2.0641768700e-01	ZZ onsite	2	0.53681755	4.83815303e-01	-0.9091896684	-0.9229966199	1.380695e-02	1.518600e-02	386.987890	424.810902
2D	2	4	8	torus	true	12.0	-2.4400344848	-3.553e-15	chi2	3.1056111049e-01	ZZ up-up nb	2	0.92930295	2.56318122e-01	-0.5126362436	0.0000000000	-5.126362e-01	1.000000e+00	1.000000	32.686798
2D	2	4	8	torus	true	12.0	-2.4400344848	-3.553e-15	chi4	6.7811968483e-01	ZZ up-up nb	2	0.99553645	5.95232888e-02	-0.5126362436	-0.3935896659	-1.190466e-01	2.322243e-01	12.066851	32.686798
2D	2	4	8	torus	true	12.0	-2.4400344848	-3.553e-15	chi8	8.6240749727e-01	ZZ up-up nb	2	0.99577099	5.78855923e-02	-0.5126362436	-0.3968650590	-1.157712e-01	2.258350e-01	12.494610	32.686798
2D	2	4	8	torus	true	12.0	-2.4400344848	-3.553e-15	chi16	9.2453639547e-01	ZZ up-up nb	2	0.99958149	1.77758391e-02	-0.5126362436	-0.4770845654	-3.555168e-02	6.935069e-02	28.364152	32.686798
2D	2	4	8	torus	true	12.0	-2.4400344848	-3.553e-15	chi32	9.9128953426e-01	ZZ up-up nb	2	0.99996713	4.93930690e-03	-0.5126362436	-0.5027576298	-9.878614e-03	1.927022e-02	32.306658	32.686798
2D	2	4	8	torus	true	12.0	-2.4400344848	-3.553e-15	chi64	9.9734906269e-01	ZZ up-up nb	2	0.99999678	1.54125704e-03	-0.5126362436	-0.5095537295	-3.082514e-03	6.013063e-03	32.649392	32.686798
2D	2	4	8	torus	true	12.0	-2.4400344848	-3.553e-15	chi128	9.9977459171e-01	ZZ up-up nb	2	0.99999999	7.32352411e-05	-0.5126362436	-0.5124897731	-1.464705e-04	2.857201e-04	32.686714	32.686798
2D	2	4	8	torus	true	12.0	-2.4400344848	-3.553e-15	UHF	2.0641768700e-01	ZZ up-up nb	2	0.49781943	5.94851196e-01	-0.5126362436	-0.9480069415	4.353707e-01	8.492780e-01	1.370238	32.686798
2D	2	4	8	torus	true	12.0	-2.4400344848	-3.553e-15	chi2	3.1056111049e-01	SzSz nb	4	0.77204168	4.36999977e-01	-0.1245431417	-0.0000000000	-1.245431e-01	1.000000e+00	1.000000	2.556086
2D	2	4	8	torus	true	12.0	-2.4400344848	-3.553e-15	chi4	6.7811968483e-01	SzSz nb	4	0.91327440	1.88971129e-01	-0.1245431417	-0.0983974165	-2.614573e-02	2.099331e-01	2.392041	2.556086
2D	2	4	8	torus	true	12.0	-2.4400344848	-3.553e-15	chi8	8.6240749727e-01	SzSz nb	4	0.97502786	1.51476568e-01	-0.1245431417	-0.0992162648	-2.532688e-02	2.033583e-01	2.401544	2.556086
2D	2	4	8	torus	true	12.0	-2.4400344848	-3.553e-15	chi16	9.2453639547e-01	SzSz nb	4	0.99701474	4.92272900e-02	-0.1245431417	-0.1167898308	-7.753311e-03	6.225402e-02	2.540764	2.556086
2D	2	4	8	torus	true	12.0	-2.4400344848	-3.553e-15	chi32	9.9128953426e-01	SzSz nb	4	0.99977571	1.37946898e-02	-0.1245431417	-0.1224770734	-2.066068e-03	1.658918e-02	2.554992	2.556086
2D	2	4	8	torus	true	12.0	-2.4400344848	-3.553e-15	chi64	9.9734906269e-01	SzSz nb	4	0.99995773	4.90882893e-03	-0.1245431417	-0.1238652061	-6.779356e-04	5.443380e-03	2.555969	2.556086
2D	2	4	8	torus	true	12.0	-2.4400344848	-3.553e-15	chi128	9.9977459171e-01	SzSz nb	4	0.99999969	2.87842630e-04	-0.1245431417	-0.1245027388	-4.040290e-05	3.244089e-04	2.556086	2.556086
2D	2	4	8	torus	true	12.0	-2.4400344848	-3.553e-15	UHF	2.0641768700e-01	SzSz nb	4	0.41445359	6.64476433e-01	-0.1245431417	-0.2338754452	1.093323e-01	8.778669e-01	1.162281	2.556086
2D	2	4	8	torus	true	12.0	-2.4400344848	-3.553e-15	chi2	3.1056111049e-01	SxSx nb	4	0.77204168	4.36999977e-01	-0.1245431417	0.0000000000	-1.245431e-01	1.000000e+00	1.000000	2.556086
2D	2	4	8	torus	true	12.0	-2.4400344848	-3.553e-15	chi4	6.7811968483e-01	SxSx nb	4	0.91327440	1.88971129e-01	-0.1245431417	-0.0983974165	-2.614573e-02	2.099331e-01	2.392041	2.556086
2D	2	4	8	torus	true	12.0	-2.4400344848	-3.553e-15	chi8	8.6240749727e-01	SxSx nb	4	0.97502786	1.51476568e-01	-0.1245431417	-0.0992162648	-2.532688e-02	2.033583e-01	2.401544	2.556086
2D	2	4	8	torus	true	12.0	-2.4400344848	-3.553e-15	chi16	9.2453639547e-01	SxSx nb	4	0.99701474	4.92272900e-02	-0.1245431417	-0.1167898308	-7.753311e-03	6.225402e-02	2.540764	2.556086
2D	2	4	8	torus	true	12.0	-2.4400344848	-3.553e-15	chi32	9.9128953426e-01	SxSx nb	4	0.99977571	1.37946898e-02	-0.1245431417	-0.1224770734	-2.066068e-03	1.658918e-02	2.554992	2.556086
2D	2	4	8	torus	true	12.0	-2.4400344848	-3.553e-15	chi64	9.9734906269e-01	SxSx nb	4	0.99995773	4.90882893e-03	-0.1245431417	-0.1238652061	-6.779356e-04	5.443380e-03	2.555969	2.556086
2D	2	4	8	torus	true	12.0	-2.4400344848	-3.553e-15	chi128	9.9977459171e-01	SxSx nb	4	0.99999969	2.87842630e-04	-0.1245431417	-0.1245027388	-4.040290e-05	3.244089e-04	2.556086	2.556086
2D	2	4	8	torus	true	12.0	-2.4400344848	-3.553e-15	UHF	2.0641768700e-01	SxSx nb	4	0.41445359	6.64476433e-01	-0.1245431417	-0.0031262902	-1.214169e-01	9.748979e-01	1.031119	2.556086
2D	2	4	8	torus	true	12.0	-2.4400344848	-3.553e-15	chi2	3.1056111049e-01	DoubleOcc	2	0.95459483	4.54051658e-02	0.0227025829	0.0000000000	2.270258e-02	1.000000e+00	1.000000	1.045838
2D	2	4	8	torus	true	12.0	-2.4400344848	-3.553e-15	chi4	6.7811968483e-01	DoubleOcc	2	0.95459483	4.54051658e-02	0.0227025829	0.0000000000	2.270258e-02	1.000000e+00	1.000000	1.045838
2D	2	4	8	torus	true	12.0	-2.4400344848	-3.553e-15	chi8	8.6240749727e-01	DoubleOcc	2	0.99746247	1.86410614e-02	0.0227025829	0.0133820522	9.320531e-03	4.105494e-01	1.037819	1.045838
2D	2	4	8	torus	true	12.0	-2.4400344848	-3.553e-15	chi16	9.2453639547e-01	DoubleOcc	2	0.99950822	8.78430804e-03	0.0227025829	0.0183104289	4.392154e-03	1.934649e-01	1.044046	1.045838
2D	2	4	8	torus	true	12.0	-2.4400344848	-3.553e-15	chi32	9.9128953426e-01	DoubleOcc	2	0.99996455	2.44675347e-03	0.0227025829	0.0214792062	1.223377e-03	5.388712e-02	1.045698	1.045838
2D	2	4	8	torus	true	12.0	-2.4400344848	-3.553e-15	chi64	9.9734906269e-01	DoubleOcc	2	0.99999488	9.37878925e-04	0.0227025829	0.0222336434	4.689395e-04	2.065578e-02	1.045817	1.045838
2D	2	4	8	torus	true	12.0	-2.4400344848	-3.553e-15	chi128	9.9977459171e-01	DoubleOcc	2	0.99999994	1.05947100e-04	0.0227025829	0.0226496094	5.297355e-05	2.333371e-03	1.045837	1.045838
2D	2	4	8	torus	true	12.0	-2.4400344848	-3.553e-15	UHF	2.0641768700e-01	DoubleOcc	2	0.53681755	4.83815303e-01	0.0227025829	0.0192508450	3.451738e-03	1.520416e-01	1.044731	1.045838
2D	2	4	8	torus	true	12.0	-2.4400344848	-3.553e-15	chi2	3.1056111049e-01	n	2	0.95459483	4.54051658e-02	1.0000000000	1.0000000000	7.771561e-16	7.771561e-16	-66719994479565680.000000	-66719994479562992.000000
2D	2	4	8	torus	true	12.0	-2.4400344848	-3.553e-15	chi4	6.7811968483e-01	n	2	0.95459483	4.54051658e-02	1.0000000000	1.0000000000	1.221245e-15	1.221245e-15	-66719994479569624.000000	-66719994479562992.000000
2D	2	4	8	torus	true	12.0	-2.4400344848	-3.553e-15	chi8	8.6240749727e-01	n	2	0.99746247	1.86410614e-02	1.0000000000	1.0000000000	1.443290e-15	1.443290e-15	-66719994479572264.000000	-66719994479562992.000000
2D	2	4	8	torus	true	12.0	-2.4400344848	-3.553e-15	chi16	9.2453639547e-01	n	2	0.99950822	8.78430804e-03	1.0000000000	1.0000000000	2.220446e-16	2.220446e-16	-66719994479563208.000000	-66719994479562992.000000
2D	2	4	8	torus	true	12.0	-2.4400344848	-3.553e-15	chi32	9.9128953426e-01	n	2	0.99996455	2.44675347e-03	1.0000000000	1.0000000000	2.997602e-15	2.997602e-15	-66719994479602992.000000	-66719994479562992.000000
2D	2	4	8	torus	true	12.0	-2.4400344848	-3.553e-15	chi64	9.9734906269e-01	n	2	0.99999488	9.37878925e-04	1.0000000000	1.0000000000	9.992007e-16	9.992007e-16	-66719994479567432.000000	-66719994479562992.000000
2D	2	4	8	torus	true	12.0	-2.4400344848	-3.553e-15	chi128	9.9977459171e-01	n	2	0.99999994	1.05947100e-04	1.0000000000	1.0000000000	1.110223e-15	1.110223e-15	-66719994479568472.000000	-66719994479562992.000000
2D	2	4	8	torus	true	12.0	-2.4400344848	-3.553e-15	UHF	2.0641768700e-01	n	2	0.53681755	4.83815303e-01	1.0000000000	1.0000000000	7.771561e-16	7.771561e-16	-66719994479565680.000000	-66719994479562992.000000
2D	2	4	8	torus	true	12.0	-2.4400344848	-3.553e-15	chi2	3.1056111049e-01	Sz	2	0.95459483	4.54051658e-02	-0.0000000000	-0.0000000000	3.606856e-15	NaN	1.000000	1.000000
2D	2	4	8	torus	true	12.0	-2.4400344848	-3.553e-15	chi4	6.7811968483e-01	Sz	2	0.95459483	4.54051658e-02	-0.0000000000	-0.0000000000	6.467848e-16	NaN	1.000000	1.000000
2D	2	4	8	torus	true	12.0	-2.4400344848	-3.553e-15	chi8	8.6240749727e-01	Sz	2	0.99746247	1.86410614e-02	-0.0000000000	-0.0000000000	4.146126e-16	NaN	1.000000	1.000000
2D	2	4	8	torus	true	12.0	-2.4400344848	-3.553e-15	chi16	9.2453639547e-01	Sz	2	0.99950822	8.78430804e-03	-0.0000000000	-0.0000000000	1.010676e-16	NaN	1.000000	1.000000
2D	2	4	8	torus	true	12.0	-2.4400344848	-3.553e-15	chi32	9.9128953426e-01	Sz	2	0.99996455	2.44675347e-03	-0.0000000000	-0.0000000000	2.408267e-16	NaN	1.000000	1.000000
2D	2	4	8	torus	true	12.0	-2.4400344848	-3.553e-15	chi64	9.9734906269e-01	Sz	2	0.99999488	9.37878925e-04	-0.0000000000	-0.0000000000	1.325041e-16	NaN	1.000000	1.000000
2D	2	4	8	torus	true	12.0	-2.4400344848	-3.553e-15	chi128	9.9977459171e-01	Sz	2	0.99999994	1.05947100e-04	-0.0000000000	-0.0000000000	4.731959e-17	NaN	1.000000	1.000000
2D	2	4	8	torus	true	12.0	-2.4400344848	-3.553e-15	UHF	2.0641768700e-01	Sz	2	0.53681755	4.83815303e-01	-0.0000000000	0.4803635654	-4.803636e-01	NaN	0.046488	1.000000
2D	2	4	8	torus	true	2.0	-8.4783032969	-2.842e-14	chi2	1.7491034889e-02	ZZ onsite	2	0.62064245	3.79357546e-01	-0.2412849084	-1.0000000000	7.587151e-01	3.144478e+00	0.117380	6.494872
2D	2	4	8	torus	true	2.0	-8.4783032969	-2.842e-14	chi4	4.7521079946e-02	ZZ onsite	2	0.76194871	3.55869268e-01	-0.2412849084	-0.9530234453	7.117385e-01	2.949785e+00	0.133059	6.494872
2D	2	4	8	torus	true	2.0	-8.4783032969	-2.842e-14	chi8	2.0618992237e-01	ZZ onsite	2	0.98002282	1.30967476e-01	-0.2412849084	-0.5032198604	2.619350e-01	1.085584e+00	0.868802	6.494872
2D	2	4	8	torus	true	2.0	-8.4783032969	-2.842e-14	chi16	6.4697907892e-01	ZZ onsite	2	0.99921676	2.69599809e-02	-0.2412849084	-0.2952048702	5.391996e-02	2.234701e-01	5.096385	6.494872
2D	2	4	8	torus	true	2.0	-8.4783032969	-2.842e-14	chi32	9.2491374716e-01	ZZ onsite	2	0.99995174	6.72974142e-03	-0.2412849084	-0.2547443912	1.345948e-02	5.578253e-02	6.385688	6.494872
2D	2	4	8	torus	true	2.0	-8.4783032969	-2.842e-14	chi64	9.9944321664e-01	ZZ onsite	2	1.00000000	1.44751728e-05	-0.2412849084	-0.2412559580	-2.895035e-05	1.199841e-04	6.494872	6.494872
2D	2	4	8	torus	true	2.0	-8.4783032969	-2.842e-14	chi128	9.9988592003e-01	ZZ onsite	2	1.00000000	1.82275887e-05	-0.2412849084	-0.2413213635	3.645518e-05	1.510877e-04	6.494871	6.494872
2D	2	4	8	torus	true	2.0	-8.4783032969	-2.842e-14	UHF	9.0167919841e-01	ZZ onsite	2	0.98522716	1.20642454e-01	-0.2412849084	-0.0000000000	-2.412849e-01	1.000000e+00	1.000000	6.494872
2D	2	4	8	torus	true	2.0	-8.4783032969	-2.842e-14	chi2	1.7491034889e-02	ZZ up-up nb	2	0.98109026	1.36206316e-01	-0.2724126316	0.0000000000	-2.724126e-01	1.000000e+00	1.000000	8.125065
2D	2	4	8	torus	true	2.0	-8.4783032969	-2.842e-14	chi4	4.7521079946e-02	ZZ up-up nb	2	0.98109026	1.36206316e-01	-0.2724126316	0.0000000000	-2.724126e-01	1.000000e+00	1.000000	8.125065
2D	2	4	8	torus	true	2.0	-8.4783032969	-2.842e-14	chi8	2.0618992237e-01	ZZ up-up nb	2	0.99600542	5.96026618e-02	-0.2724126316	-0.3916179553	1.192053e-01	4.375910e-01	3.436491	8.125065
2D	2	4	8	torus	true	2.0	-8.4783032969	-2.842e-14	chi16	6.4697907892e-01	ZZ up-up nb	2	0.99850839	3.67266235e-02	-0.2724126316	-0.3458658787	7.345325e-02	2.696397e-01	5.352368	8.125065
2D	2	4	8	torus	true	2.0	-8.4783032969	-2.842e-14	chi32	9.2491374716e-01	ZZ up-up nb	2	0.99993093	7.97720365e-03	-0.2724126316	-0.2883670389	1.595441e-02	5.856706e-02	7.931228	8.125065
2D	2	4	8	torus	true	2.0	-8.4783032969	-2.842e-14	chi64	9.9944321664e-01	ZZ up-up nb	2	0.99999877	1.06708313e-03	-0.2724126316	-0.2702784654	-2.134166e-03	7.834315e-03	8.121513	8.125065
2D	2	4	8	torus	true	2.0	-8.4783032969	-2.842e-14	chi128	9.9988592003e-01	ZZ up-up nb	2	1.00000000	2.14241156e-05	-0.2724126316	-0.2723697834	-4.284823e-05	1.572916e-04	8.125064	8.125065
2D	2	4	8	torus	true	2.0	-8.4783032969	-2.842e-14	UHF	9.0167919841e-01	ZZ up-up nb	2	0.99986522	1.12063158e-02	-0.2724126316	-0.2500000000	-2.241263e-02	8.227457e-02	7.751221	8.125065
2D	2	4	8	torus	true	2.0	-8.4783032969	-2.842e-14	chi2	1.7491034889e-02	SzSz nb	4	0.35956137	6.10660991e-01	-0.0451432194	-0.0000000000	-4.514322e-02	1.000000e+00	1.000000	1.201686
2D	2	4	8	torus	true	2.0	-8.4783032969	-2.842e-14	chi4	4.7521079946e-02	SzSz nb	4	0.68583869	4.09759936e-01	-0.0451432194	-0.0000000000	-4.514322e-02	1.000000e+00	1.000000	1.201686
2D	2	4	8	torus	true	2.0	-8.4783032969	-2.842e-14	chi8	2.0618992237e-01	SzSz nb	4	0.80843839	3.25374249e-01	-0.0451432194	-0.0978683575	5.272514e-02	1.167953e+00	0.942408	1.201686
2D	2	4	8	torus	true	2.0	-8.4783032969	-2.842e-14	chi16	6.4697907892e-01	SzSz nb	4	0.98808743	1.03906835e-01	-0.0451432194	-0.0669114299	2.176821e-02	4.822033e-01	1.147856	1.201686
2D	2	4	8	torus	true	2.0	-8.4783032969	-2.842e-14	chi32	9.2491374716e-01	SzSz nb	4	0.99905583	2.22448686e-02	-0.0451432194	-0.0481450892	3.001870e-03	6.649658e-02	1.200615	1.201686
2D	2	4	8	torus	true	2.0	-8.4783032969	-2.842e-14	chi64	9.9944321664e-01	SzSz nb	4	0.99998397	3.44546125e-03	-0.0451432194	-0.0444529095	-6.903099e-04	1.529155e-02	1.201629	1.201686
2D	2	4	8	torus	true	2.0	-8.4783032969	-2.842e-14	chi128	9.9988592003e-01	SzSz nb	4	0.99999740	1.10693980e-03	-0.0451432194	-0.0449712480	-1.719713e-04	3.809461e-03	1.201683	1.201686
2D	2	4	8	torus	true	2.0	-8.4783032969	-2.842e-14	UHF	9.0167919841e-01	SzSz nb	4	0.96198797	1.67421010e-01	-0.0451432194	-0.0312500000	-1.389322e-02	3.077587e-01	1.179161	1.201686
2D	2	4	8	torus	true	2.0	-8.4783032969	-2.842e-14	chi2	1.7491034889e-02	SxSx nb	4	0.35956137	6.10660991e-01	-0.0451432194	0.0000000000	-4.514322e-02	1.000000e+00	1.000000	1.201686
2D	2	4	8	torus	true	2.0	-8.4783032969	-2.842e-14	chi4	4.7521079946e-02	SxSx nb	4	0.68583869	4.09759936e-01	-0.0451432194	0.0000000000	-4.514322e-02	1.000000e+00	1.000000	1.201686
2D	2	4	8	torus	true	2.0	-8.4783032969	-2.842e-14	chi8	2.0618992237e-01	SxSx nb	4	0.80843839	3.25374249e-01	-0.0451432194	-0.0978683575	5.272514e-02	1.167953e+00	0.942408	1.201686
2D	2	4	8	torus	true	2.0	-8.4783032969	-2.842e-14	chi16	6.4697907892e-01	SxSx nb	4	0.98808743	1.03906835e-01	-0.0451432194	-0.0669114299	2.176821e-02	4.822033e-01	1.147856	1.201686
2D	2	4	8	torus	true	2.0	-8.4783032969	-2.842e-14	chi32	9.2491374716e-01	SxSx nb	4	0.99905583	2.22448686e-02	-0.0451432194	-0.0481450892	3.001870e-03	6.649658e-02	1.200615	1.201686
2D	2	4	8	torus	true	2.0	-8.4783032969	-2.842e-14	chi64	9.9944321664e-01	SxSx nb	4	0.99998397	3.44546125e-03	-0.0451432194	-0.0444529095	-6.903099e-04	1.529155e-02	1.201629	1.201686
2D	2	4	8	torus	true	2.0	-8.4783032969	-2.842e-14	chi128	9.9988592003e-01	SxSx nb	4	0.99999740	1.10693980e-03	-0.0451432194	-0.0449712480	-1.719713e-04	3.809461e-03	1.201683	1.201686
2D	2	4	8	torus	true	2.0	-8.4783032969	-2.842e-14	UHF	9.0167919841e-01	SxSx nb	4	0.96198797	1.67421010e-01	-0.0451432194	-0.0312500000	-1.389322e-02	3.077587e-01	1.179161	1.201686
2D	2	4	8	torus	true	2.0	-8.4783032969	-2.842e-14	chi2	1.7491034889e-02	DoubleOcc	2	0.62064245	3.79357546e-01	0.1896787729	0.0000000000	1.896788e-01	1.000000e+00	1.000000	4.317401
2D	2	4	8	torus	true	2.0	-8.4783032969	-2.842e-14	chi4	4.7521079946e-02	DoubleOcc	2	0.76194871	3.55869268e-01	0.1896787729	0.0117441387	1.779346e-01	9.380841e-01	1.101569	4.317401
2D	2	4	8	torus	true	2.0	-8.4783032969	-2.842e-14	chi8	2.0618992237e-01	DoubleOcc	2	0.98002282	1.30967476e-01	0.1896787729	0.1241950349	6.548374e-02	3.452349e-01	3.094043	4.317401
