B	n_u	n_m	observable	pure	absA	prior	true	Delta	sd_std	sd_crm	G_emp	G_max	sd_std_theory	sd_crm_theory	nm_star
5000	5000	1	ZZ onsite	true	2	chi4	-0.5988907157880141	0.1667218963897199	0.04063468931762429	0.034258545086496506	1.406876764181349	1.4529152842270199	0.04157241852609232	0.03462466958910238	25.95665557985754
5000	5000	1	ZZ onsite	true	2	chi8	-0.5988907157880141	0.0006586799742634986	0.04063468931762429	0.033711285998213235	1.4529251689838552	1.4529152842270199	0.04157241852609232	0.033976381990320124	1.6629726163126242e6
5000	5000	1	ZZ onsite	true	2	chi32	-0.5988907157880141	0.000103719113789702	0.04063468931762429	0.03371138140917748	1.452916944770585	1.4529152842270199	0.04157241852609232	0.03397637202806538	6.706816481044408e7
5000	5000	1	ZZ onsite	true	2	exact	-0.5988907157880141	0.0	0.04063468931762429	0.033711400673618455	1.4529152842270199	1.4529152842270199	0.04157241852609232	0.03397637177476807	NaN
5000	5000	1	ZZ up-up r=1	true	2	chi2	-0.43615457682117426	-0.07171029294962133	0.04160416517790467	0.03865918538335481	1.1581591083070037	1.158772153648171	0.04197563384897944	0.03828592847243187	177.15392348562233
5000	5000	1	ZZ up-up r=1	true	2	chi4	-0.43615457682117426	-0.13537199962080515	0.04160416517790467	0.03883081474048637	1.1479437769496041	1.158772153648171	0.04197563384897944	0.03856041310025649	49.71140988142979
5000	5000	1	ZZ up-up r=1	true	2	chi8	-0.43615457682117426	-0.009747202733221605	0.04160416517790467	0.038638925232876306	1.1593739779970251	1.158772153648171	0.04197563384897944	0.038180316210713765	9588.568394630294
5000	5000	1	ZZ up-up r=1	true	2	chi32	-0.43615457682117426	-0.0004756162267585684	0.04160416517790467	0.038648384889169766	1.1588065060474353	1.158772153648171	0.04197563384897944	0.038178330177596406	4.0271744442134714e6
5000	5000	1	ZZ up-up r=1	true	2	exact	-0.43615457682117426	0.0	0.04160416517790467	0.03864895776059439	1.158772153648171	1.158772153648171	0.04197563384897944	0.03817832543750834	NaN
5000	5000	1	SzSz r=1	false	0	chi2	-0.0898879388012332	0.0012231321666550249	0.0063471541333650185	0.005997239028839203	1.120096324945752	1.1212316421233377	NaN	NaN	NaN
5000	5000	1	SzSz r=1	false	0	chi4	-0.0898879388012332	-0.013452665049220033	0.0063471541333650185	0.0059971008753541884	1.1201479322128203	1.1212316421233377	NaN	NaN	NaN
5000	5000	1	SzSz r=1	false	0	chi8	-0.0898879388012332	-0.0022027891418965467	0.0063471541333650185	0.005992425233223783	1.121896624579603	1.1212316421233377	NaN	NaN	NaN
5000	5000	1	SzSz r=1	false	0	chi32	-0.0898879388012332	-9.11205247974417e-5	0.0063471541333650185	0.0059941135987143295	1.1212647030294	1.1212316421233377	NaN	NaN	NaN
5000	5000	1	SzSz r=1	false	0	exact	-0.0898879388012332	0.0	0.0063471541333650185	0.005994201970001029	1.1212316421233377	1.1212316421233377	NaN	NaN	NaN
5000	5000	1	hop up r=1	false	0	chi2	0.4440883514173588	0.4440883514173588	0.05028099618587134	0.05028099618587134	1.0	1.149567595842403	NaN	NaN	NaN
5000	5000	1	hop up r=1	false	0	chi4	0.4440883514173588	0.4440883514173588	0.05028099618587134	0.05028099618587134	1.0	1.149567595842403	NaN	NaN	NaN
5000	5000	1	hop up r=1	false	0	chi8	0.4440883514173588	0.010882164287152052	0.05028099618587134	0.04686048710897703	1.1513149645398708	1.149567595842403	NaN	NaN	NaN
5000	5000	1	hop up r=1	false	0	chi32	0.4440883514173588	0.00036244009992458803	0.05028099618587134	0.04689480450703902	1.14963052731137	1.149567595842403	NaN	NaN	NaN
5000	5000	1	hop up r=1	false	0	exact	0.4440883514173588	0.0	0.05028099618587134	0.04689608808468902	1.149567595842403	1.149567595842403	NaN	NaN	NaN
5000	2500	2	n	false	0	chi2	0.9999999999890202	-1.0976997089073848e-11	0.015328442602938459	0.01532844262838708	0.9999999966795555	0.9999999996840698	NaN	NaN	NaN
5000	2500	2	n	false	0	chi4	0.9999999999890202	-5.295314187137024e-10	0.015328442602938459	0.015328442647472426	0.9999999941893684	0.9999999996840698	NaN	NaN	NaN
5000	2500	2	n	false	0	chi8	0.9999999999890202	7.150757763696447e-11	0.015328442602938459	0.01532844261019495	0.9999999990531993	0.9999999996840698	NaN	NaN	NaN
5000	2500	2	n	false	0	chi32	0.9999999999890202	-3.9698211384830984e-10	0.015328442602938459	0.015328442605572304	0.9999999996563455	0.9999999996840698	NaN	NaN	NaN
5000	2500	2	n	false	0	exact	0.9999999999890202	0.0	0.015328442602938459	0.015328442605359817	0.9999999996840698	0.9999999996840698	NaN	NaN	NaN
